00GL               20210204                                                                                   
0601GLB1N       20210101001820100000005000 0100000104001103   
0601GLB1N       20210101001825100000005000 0100000104001107   
0601GLB1N       20210101001830100000005000 0100000104001109   
0601GLB1N       20210101001835100000005000 0100000104001112   
0601GLB1N       20210101001840100000005000 0100000104001116   
0601GLB1N       20210101001845100000005000 0100000104001118   
0601GLB1N       20210101001850100000005000 0100000104001121   
0601GLB1N       20210101001855100000005000 0100000104001125   
0601GLB1N       20210101001860100000005000 0100000104001127   
0601GLB1N       20210101001865100000005000 0100000104001130   
0601GLB1N       20210101001870100000005000 0100000104001132   
0601GLB1N       20210101001875100000005000 0100000104001136   
0601GLB1N       20210101001880100000005000 0100000104001138   
0601GLB1N       20210101001885100000005000 0100000104001141   
0601GLB1N       20210101001890100000005000 0100000104001144   
0601GLB1N       20210101001895100000005000 0100000104001146   
0601GLB1N       20210101001900100000005000 0100000104001150   
0601GLB1N       20210101001905100000005000 0100000104001152   
0601GLB1N       20210101001910100000005000 0100000104001155   
0601GLB1N       20210101001915100000005000 0100000104001158   
0601GLB1N       20210101001920100000005000 0100000104001161   
0601GLB1N       20210101001925100000005000 0100000104001163   
0601GLB1N       20210101001930100000005000 0100000104001166   
0601GLB1N       20210101001935100000005000 0100000104001169   
0601GLB1N       20210101001940100000005000 0100000104001171   
0601GLB1N       20210101001945100000005000 0100000104001174   
0601GLB1N       20210101001950100000005000 0100000104001177   
0601GLB1N       20210101001955100000005000 0100000104001179   
0601GLB1N       20210101001960100000005000 0100000104001182   
0601GLB1N       20210101001965100000005000 0100000104001185   
0601GLB1N       20210101001970100000005000 0100000104001187   
0601GLB1N       20210101001975100000005000 0100000104001189   
0601GLB1N       20210101001980100000005000 0100000104001192   
0601GLB1N       20210101001985100000005000 0100000104001194   
0601GLB1N       20210101001990100000005000 0100000104001197   
0601GLB1N       20210101001995100000005000 0100000104001200   
0601GLB1N       20210101002000100000005000 0100000104001202   
0601GLB1N       20210101002005100000005000 0100000104001205   
0601GLB1N       20210101002010100000005000 0100000104001207   
0601GLB1N       20210101002015100000005000 0100000104001210   
0601GLB1N       20210101002020100000005000 0100000104001212   
0601GLB1N       20210101002025100000005000 0100000104001215   
0601GLB1N       20210101002030100000005000 0100000104001217   
0601GLB1N       20210101002035100000005000 0100000104001220   
0601GLB1N       20210101002040100000005000 0100000104001223   
0601GLB1N       20210101002045100000005000 0100000104001224   
0601GLB1N       20210101002050100000005000 0100000104001226   
0601GLB1N       20210101002055100000005000 0100000104001230   
0601GLB1N       20210101002060100000005000 0100000104001232   
0601GLB1N       20210101002065100000005000 0100000104001233   
0601GLB1N       20210101002070100000005000 0100000104001237   
0601GLB1N       20210101002075100000005000 0100000104001239   
0601GLB1N       20210101002080100000005000 0100000104001240   
0601GLB1N       20210101002085100000005000 0100000104001244   
0601GLB1N       20210101002090100000005000 0100000104001245   
0601GLB1N       20210101002095100000005000 0100000104001247   
0601GLB1N       20210101002100100000005000 0100000104001250   
0601GLB1N       20210101002105100000005000 0100000104001252   
0601GLB1N       20210101002110100000005000 0100000104001254   
0601GLB1N       20210101002115100000005000 0100000104001257   
0601GLB1N       20210101002120100000005000 0100000104001259   
0601GLB1N       20210101002125100000005000 0100000104001261   
0601GLB1N       20210101002130100000005000 0100000104001263   
0601GLB1N       20210101002135100000005000 0100000104001266   
0601GLB1N       20210101002140100000005000 0100000104001268   
0601GLB1N       20210101002145100000005000 0100000104001270   
0601GLB1N       20210101002150100000005000 0100000104001272   
0601GLB1N       20210101002155100000005000 0100000104001274   
0601GLB1N       20210101002160100000005000 0100000104001276   
0601GLB1N       20210101002165100000005000 0100000104001279   
0601GLB1N       20210101002170100000005000 0100000104001281   
0601GLB1N       20210101002175100000005000 0100000104001283   
0601GLB1N       20210101002180100000005000 0100000104001285   
0601GLB1N       20210101002185100000005000 0100000104001287   
0601GLB1N       20210101002190100000005000 0100000104001288   
0601GLB1N       20210101002195100000005000 0100000104001291   
0601GLB1N       20210101002200100000005000 0100000104001293   
0601GLB1N       20210101002205100000005000 0100000104001295   
0601GLB1N       20210101002210100000005000 0100000104001298   
0601GLB1N       20210101002215100000005000 0100000104001299   
0601GLB1N       20210101002220100000005000 0100000104001301   
0601GLB1N       20210101002225100000005000 0100000104001304   
0601GLB1N       20210101002230100000005000 0100000104001305   
0601GLB1N       20210101002235100000005000 0100000104001307   
0601GLB1N       20210101002240100000005000 0100000104001310   
0601GLB1N       20210101002245100000005000 0100000104001312   
0601GLB1N       20210101002250100000005000 0100000104001313   
0601GLB1N       20210101002255100000005000 0100000104001316   
0601GLB1N       20210101002260100000005000 0100000104001318   
0601GLB1N       20210101002265100000005000 0100000104001319   
0601GLB1N       20210101002270100000005000 0100000104001322   
0601GLB1N       20210101002275100000005000 0100000104001323   
0601GLB1N       20210101002280100000005000 0100000104001325   
0601GLB1N       20210101002285100000005000 0100000104001328   
0601GLB1N       20210101002290100000005000 0100000104001329   
0601GLB1N       20210101002295100000005000 0100000104001331   
0601GLB1N       20210101002300100000005000 0100000104001333   
0601GLB1N       20210101002305100000005000 0100000104001335   
0601GLB1N       20210101002310100000005000 0100000104001336   
0601GLB1N       20210101002315100000005000 0100000104001339   
0601GLB1N       20210101002320100000005000 0100000104001340   
0601GLB1N       20210101002325100000005000 0100000104001342   
0601GLB1N       20210101002330100000005000 0100000104001344   
0601GLB1N       20210101002335100000005000 0100000104001346   
0601GLB1N       20210101002340100000005000 0100000104001348   
0601GLB1N       20210101002345100000005000 0100000104001349   
0601GLB1N       20210101002350100000005000 0100000104001352   
0601GLB1N       20210101002355100000005000 0100000104001353   
0601GLB1N       20210101002360100000005000 0100000104001354   
0601GLB1N       20210101002365100000005000 0100000104001357   
0601GLB1N       20210101002370100000005000 0100000104001358   
0601GLB1N       20210101002375100000005000 0100000104001360   
0601GLB1N       20210101002380100000005000 0100000104001362   
0601GLB1N       20210101002385100000005000 0100000104001364   
0601GLB1N       20210101002390100000005000 0100000104001365   
0601GLB1N       20210101002395100000005000 0100000104001368   
0601GLB1N       20210101002400100000005000 0100000104001369   
0601GLB1N       20210101002405100000005000 0100000104001370   
0601GLB1N       20210101002410100000005000 0100000104001373   
0601GLB1N       20210101002415100000005000 0100000104001374   
0601GLB1N       20210101002420100000005000 0100000104001375   
0601GLB1N       20210101002425100000005000 0100000104001378   
0601GLB1N       20210101002430100000005000 0100000104001379   
0601GLB1N       20210101002435100000005000 0100000104001381   
0601GLB1N       20210101002440100000005000 0100000104001383   
0601GLB1N       20210101002445100000005000 0100000104001384   
0601GLB1N       20210101002450100000005000 0100000104001386   
0601GLB1N       20210101002455100000005000 0100000104001388   
0601GLB1N       20210101002460100000005000 0100000104001390   
0601GLB1N       20210101002465100000005000 0100000104001391   
0601GLB1N       20210101002470100000005000 0100000104001393   
0601GLB1N       20210101002475100000005000 0100000104001395   
0601GLB1N       20210101002480100000005000 0100000104001396   
0601GLB1N       20210101002485100000005000 0100000104001399   
0601GLB1N       20210101002490100000005000 0100000104001400   
0601GLB1N       20210101002495100000005000 0100000104001402   
0601GLB1N       20210101002500100000005000 0100000104001404   
0601GLB1N       20210101002505100000005000 0100000104001406   
0601GLB1N       20210101002510100000005000 0100000104001407   
0601GLB1N       20210101002515100000005000 0100000104001409   
0601GLB1N       20210101002520100000005000 0100000104001411   
0601GLB1N       20210101002525100000005000 0100000104001412   
0601GLB1N       20210101002530100000005000 0100000104001414   
0601GLB1N       20210101002535100000005000 0100000104001416   
0601GLB1N       20210101002540100000005000 0100000104001418   
0601GLB1N       20210101002545100000005000 0100000104001420   
0601GLB1N       20210101002550100000005000 0100000104001422   
0601GLB1N       20210101002555100000005000 0100000104001423   
0601GLB1N       20210101002560100000005000 0100000104001425   
0601GLB1N       20210101002565100000005000 0100000104001427   
0601GLB1N       20210101002570100000005000 0100000104001428   
0601GLB1N       20210101002575100000005000 0100000104001429   
0601GLB1N       20210101002580100000005000 0100000104001432   
0601GLB1N       20210101002585100000005000 0100000104001433   
0601GLB1N       20210101002590100000005000 0100000104001435   
0601GLB1N       20210101002595100000005000 0100000104001437   
0601GLB1N       20210101002600100000005000 0100000104001438   
0601GLB1N       20210101002605100000005000 0100000104001440   
0601GLB1N       20210101002610100000005000 0100000104001442   
0601GLB1N       20210101002615100000005000 0100000104001443   
0601GLB1N       20210101002620100000005000 0100000104001444   
0601GLB1N       20210101002625100000005000 0100000104001447   
0601GLB1N       20210101002630100000005000 0100000104001448   
0601GLB1N       20210101002635100000005000 0100000104001449   
0601GLB1N       20210101002640100000005000 0100000104001451   
0601GLB1N       20210101002645100000005000 0100000104001453   
0601GLB1N       20210101002650100000005000 0100000104001454   
0601GLB1N       20210101002655100000005000 0100000104001456   
0601GLB1N       20210101002660100000005000 0100000104001458   
0601GLB1N       20210101002665100000005000 0100000104001459   
0601GLB1N       20210101002670100000005000 0100000104001461   
0601GLB1N       20210101002675100000005000 0100000104001463   
0601GLB1N       20210101002680100000005000 0100000104001464   
0601GLB1N       20210101002685100000005000 0100000104001466   
0601GLB1N       20210101002690100000005000 0100000104001467   
0601GLB1N       20210101002695100000005000 0100000104001468   
0601GLB1N       20210101002700100000005000 0100000104001470   
0601GLB1N       20210101002705100000005000 0100000104001472   
0601GLB1N       20210101002710100000005000 0100000104001473   
0601GLB1N       20210101002715100000005000 0100000104001475   
0601GLB1N       20210101002720100000005000 0100000104001477   
0601GLB1N       20210101002725100000005000 0100000104001478   
0601GLB1N       20210101002730100000005000 0100000104001480   
0601GLB1N       20210101002735100000005000 0100000104001481   
0601GLB1N       20210101002740100000005000 0100000104001482   
0601GLB1N       20210101002745100000005000 0100000104001484   
0601GLB1N       20210101002750100000005000 0100000104001486   
0601GLB1N       20210101002755100000005000 0100000104001487   
0601GLB1N       20210101002760100000005000 0100000104001489   
0601GLB1N       20210101002765100000005000 0100000104001490   
0601GLB1N       20210101002770100000005000 0100000104001491   
0601GLB1N       20210101002775100000005000 0100000104001493   
0601GLB1N       20210101002780100000005000 0100000104001494   
0601GLB1N       20210101002785100000005000 0100000104001496   
0601GLB1N       20210101002790100000005000 0100000104001497   
0601GLB1N       20210101002795100000005000 0100000104001498   
0601GLB1N       20210101002800100000005000 0100000104001500   
0601GLB1N       20210101002805100000005000 0100000104001501   
0601GLB1N       20210101002810100000005000 0100000104001503   
0601GLB1N       20210101002815100000005000 0100000104001504   
0601GLB1N       20210101002820100000005000 0100000104001505   
0601GLB1N       20210101002825100000005000 0100000104001507   
0601GLB1N       20210101002830100000005000 0100000104001509   
0601GLB1N       20210101002835100000005000 0100000104001509   
0601GLB1N       20210101002840100000005000 0100000104001511   
0601GLB1N       20210101002845100000005000 0100000104001513   
0601GLB1N       20210101002850100000005000 0100000104001514   
0601GLB1N       20210101002855100000005000 0100000104001515   
0601GLB1N       20210101002860100000005000 0100000104001517   
0601GLB1N       20210101002865100000005000 0100000104001518   
0601GLB1N       20210101002870100000005000 0100000104001520   
0601GLB1N       20210101002875100000005000 0100000104001521   
0601GLB1N       20210101002880100000005000 0100000104001522   
0601GLB1N       20210101002885100000005000 0100000104001524   
0601GLB1N       20210101002890100000005000 0100000104001525   
0601GLB1N       20210101002895100000005000 0100000104001526   
0601GLB1N       20210101002900100000005000 0100000104001528   
0601GLB1N       20210101002905100000005000 0100000104001529   
0601GLB1N       20210101002910100000005000 0100000104001530   
0601GLB1N       20210101002915100000005000 0100000104001532   
0601GLB1N       20210101002920100000005000 0100000104001533   
0601GLB1N       20210101002925100000005000 0100000104001534   
0601GLB1N       20210101002930100000005000 0100000104001536   
0601GLB1N       20210101002935100000005000 0100000104001537   
0601GLB1N       20210101002940100000005000 0100000104001538   
0601GLB1N       20210101002945100000005000 0100000104001540   
0601GLB1N       20210101002950100000005000 0100000104001541   
0601GLB1N       20210101002955100000005000 0100000104001542   
0601GLB1N       20210101002960100000005000 0100000104001544   
0601GLB1N       20210101002965100000005000 0100000104001544   
0601GLB1N       20210101002970100000005000 0100000104001546   
0601GLB1N       20210101002975100000005000 0100000104001547   
0601GLB1N       20210101002980100000005000 0100000104001548   
0601GLB1N       20210101002985100000005000 0100000104001549   
0601GLB1N       20210101002990100000005000 0100000104001551   
0601GLB1N       20210101002995100000005000 0100000104001552   
0601GLB1N       20210101003000100000500000 0100000104001610   
0601GLB1N       20210101003500100000500000 0100000104001702   
0601GLB1N       20210101004000100000500000 0100000104001780   
0601GLB1N       20210101004500100000500000 0100000104001845   
0601GLB1N       20210101005000100000500000 0100000104001898   
0601GLB1N       20210101005500100000500000 0100000104001942   
0601GLB2N       20210101000000100000120000 0200000104000000   
0601GLB2N       20210101000120100000005000 0200000104000000   
0601GLB2N       20210101000125100000005000 0200000104000000   
0601GLB2N       20210101000130100000005000 0200000104000000   
0601GLB2N       20210101000135100000005000 0200000104000000   
0601GLB2N       20210101000140100000005000 0200000104000000   
0601GLB2N       20210101000145100000005000 0200000104000000   
0601GLB2N       20210101000150100000005000 0200000104000000   
0601GLB2N       20210101000155100000005000 0200000104000000   
0601GLB2N       20210101000160100000005000 0200000104000000   
0601GLB2N       20210101000165100000005000 0200000104000000   
0601GLB2N       20210101000170100000005000 0200000104000000   
0601GLB2N       20210101000175100000005000 0200000104000000   
0601GLB2N       20210101000180100000005000 0200000104000000   
0601GLB2N       20210101000185100000005000 0200000104000000   
0601GLB2N       20210101000190100000005000 0200000104000000   
0601GLB2N       20210101000195100000005000 0200000104000000   
0601GLB2N       20210101000200100000005000 0200000104000000   
0601GLB2N       20210101000205100000005000 0200000104000000   
0601GLB2N       20210101000210100000005000 0200000104000000   
0601GLB2N       20210101000215100000005000 0200000104000000   
0601GLB2N       20210101000220100000005000 0200000104000000   
0601GLB2N       20210101000225100000005000 0200000104000000   
0601GLB2N       20210101000230100000005000 0200000104000000   
0601GLB2N       20210101000235100000005000 0200000104000000   
0601GLB2N       20210101000240100000005000 0200000104000000   
0601GLB2N       20210101000245100000005000 0200000104000000   
0601GLB2N       20210101000250100000005000 0200000104000000   
0601GLB2N       20210101000255100000005000 0200000104000000   
0601GLB2N       20210101000260100000005000 0200000104000000   
0601GLB2N       20210101000265100000005000 0200000104000000   
0601GLB2N       20210101000270100000005000 0200000104000000   
0601GLB2N       20210101000275100000005000 0200000104000000   
0601GLB2N       20210101000280100000005000 0200000104000000   
0601GLB2N       20210101000285100000005000 0200000104000000   
0601GLB2N       20210101000290100000005000 0200000104000000   
0601GLB2N       20210101000295100000005000 0200000104000000   
0601GLB2N       20210101000300100000005000 0200000104000000   
0601GLB2N       20210101000305100000005000 0200000104000000   
0601GLB2N       20210101000310100000005000 0200000104000000   
0601GLB2N       20210101000315100000005000 0200000104000000   
0601GLB2N       20210101000320100000005000 0200000104000000   
0601GLB2N       20210101000325100000005000 0200000104000000   
0601GLB2N       20210101000330100000005000 0200000104000000   
0601GLB2N       20210101000335100000005000 0200000104000000   
0601GLB2N       20210101000340100000005000 0200000104000000   
0601GLB2N       20210101000345100000005000 0200000104000000   
0601GLB2N       20210101000350100000005000 0200000104000000   
0601GLB2N       20210101000355100000005000 0200000104000000   
0601GLB2N       20210101000360100000005000 0200000104000000   
0601GLB2N       20210101000365100000005000 0200000104000000   
0601GLB2N       20210101000370100000005000 0200000104000032   
0601GLB2N       20210101000375100000005000 0200000104000037   
0601GLB2N       20210101000380100000005000 0200000104000044   
0601GLB2N       20210101000385100000005000 0200000104000049   
0601GLB2N       20210101000390100000005000 0200000104000056   
0601GLB2N       20210101000395100000005000 0200000104000060   
0601GLB2N       20210101000400100000005000 0200000104000065   
0601GLB2N       20210101000405100000005000 0200000104000071   
0601GLB2N       20210101000410100000005000 0200000104000078   
0601GLB2N       20210101000415100000005000 0200000104000081   
0601GLB2N       20210101000420100000005000 0200000104000088   
0601GLB2N       20210101000425100000005000 0200000104000091   
0601GLB2N       20210101000430100000005000 0200000104000095   
0601GLB2N       20210101000435100000005000 0200000104000101   
0601GLB2N       20210101000440100000005000 0200000104000104   
0601GLB2N       20210101000445100000005000 0200000104000107   
0601GLB2N       20210101000450100000005000 0200000104000113   
0601GLB2N       20210101000455100000005000 0200000104000116   
0601GLB2N       20210101000460100000005000 0200000104000119   
0601GLB2N       20210101000465100000005000 0200000104000124   
0601GLB2N       20210101000470100000005000 0200000104000129   
0601GLB2N       20210101000475100000005000 0200000104000132   
0601GLB2N       20210101000480100000005000 0200000104000137   
0601GLB2N       20210101000485100000005000 0200000104000139   
0601GLB2N       20210101000490100000005000 0200000104000142   
0601GLB2N       20210101000495100000005000 0200000104000147   
0601GLB2N       20210101000500100000005000 0200000104000149   
0601GLB2N       20210101000505100000005000 0200000104000154   
0601GLB2N       20210101000510100000005000 0200000104000156   
0601GLB2N       20210101000515100000005000 0200000104000158   
0601GLB2N       20210101000520100000005000 0200000104000163   
0601GLB2N       20210101000525100000005000 0200000104000165   
0601GLB2N       20210101000530100000005000 0200000104000171   
0601GLB2N       20210101000535100000005000 0200000104000175   
0601GLB2N       20210101000540100000005000 0200000104000179   
0601GLB2N       20210101000545100000005000 0200000104000183   
0601GLB2N       20210101000550100000005000 0200000104000188   
0601GLB2N       20210101000555100000005000 0200000104000192   
0601GLB2N       20210101000560100000005000 0200000104000196   
0601GLB2N       20210101000565100000005000 0200000104000199   
0601GLB2N       20210101000570100000005000 0200000104000204   
0601GLB2N       20210101000575100000005000 0200000104000208   
0601GLB2N       20210101000580100000005000 0200000104000211   
0601GLB2N       20210101000585100000005000 0200000104000214   
0601GLB2N       20210101000590100000005000 0200000104000219   
0601GLB2N       20210101000595100000005000 0200000104000223   
0601GLB2N       20210101000600100000005000 0200000104000226   
0601GLB2N       20210101000605100000005000 0200000104000229   
0601GLB2N       20210101000610100000005000 0200000104000232   
0601GLB2N       20210101000615100000005000 0200000104000235   
0601GLB2N       20210101000620100000005000 0200000104000238   
0601GLB2N       20210101000625100000005000 0200000104000241   
0601GLB2N       20210101000630100000005000 0200000104000245   
0601GLB2N       20210101000635100000005000 0200000104000248   
0601GLB2N       20210101000640100000005000 0200000104000251   
0601GLB2N       20210101000645100000005000 0200000104000253   
0601GLB2N       20210101000650100000005000 0200000104000257   
0601GLB2N       20210101000655100000005000 0200000104000260   
0601GLB2N       20210101000660100000005000 0200000104000263   
0601GLB2N       20210101000665100000005000 0200000104000265   
0601GLB2N       20210101000670100000005000 0200000104000269   
0601GLB2N       20210101000675100000005000 0200000104000272   
0601GLB2N       20210101000680100000005000 0200000104000274   
0601GLB2N       20210101000685100000005000 0200000104000276   
0601GLB2N       20210101000690100000005000 0200000104000280   
0601GLB2N       20210101000695100000005000 0200000104000282   
0601GLB2N       20210101000700100000005000 0200000104000286   
0601GLB2N       20210101000705100000005000 0200000104000288   
0601GLB2N       20210101000710100000005000 0200000104000292   
0601GLB2N       20210101000715100000005000 0200000104000295   
0601GLB2N       20210101000720100000005000 0200000104000299   
0601GLB2N       20210101000725100000005000 0200000104000302   
0601GLB2N       20210101000730100000005000 0200000104000306   
0601GLB2N       20210101000735100000005000 0200000104000309   
0601GLB2N       20210101000740100000005000 0200000104000311   
0601GLB2N       20210101000745100000005000 0200000104000314   
0601GLB2N       20210101000750100000005000 0200000104000318   
0601GLB2N       20210101000755100000005000 0200000104000321   
0601GLB2N       20210101000760100000005000 0200000104000323   
0601GLB2N       20210101000765100000005000 0200000104000324   
0601GLB2N       20210101000770100000005000 0200000104000328   
0601GLB2N       20210101000775100000005000 0200000104000331   
0601GLB2N       20210101000780100000005000 0200000104000334   
0601GLB2N       20210101000785100000005000 0200000104000337   
0601GLB2N       20210101000790100000005000 0200000104000339   
0601GLB2N       20210101000795100000005000 0200000104000341   
0601GLB2N       20210101000800100000005000 0200000104000344   
0601GLB2N       20210101000805100000005000 0200000104000347   
0601GLB2N       20210101000810100000005000 0200000104000350   
0601GLB2N       20210101000815100000005000 0200000104000352   
0601GLB2N       20210101000820100000005000 0200000104000355   
0601GLB2N       20210101000825100000005000 0200000104000358   
0601GLB2N       20210101000830100000005000 0200000104000359   
0601GLB2N       20210101000835100000005000 0200000104000362   
0601GLB2N       20210101000840100000005000 0200000104000364   
0601GLB2N       20210101000845100000005000 0200000104000367   
0601GLB2N       20210101000850100000005000 0200000104000370   
0601GLB2N       20210101000855100000005000 0200000104000372   
0601GLB2N       20210101000860100000005000 0200000104000374   
0601GLB2N       20210101000865100000005000 0200000104000378   
0601GLB2N       20210101000870100000005000 0200000104000382   
0601GLB2N       20210101000875100000005000 0200000104000385   
0601GLB2N       20210101000880100000005000 0200000104000389   
0601GLB2N       20210101000885100000005000 0200000104000392   
0601GLB2N       20210101000890100000005000 0200000104000396   
0601GLB2N       20210101000895100000005000 0200000104000399   
0601GLB2N       20210101000900100000005000 0200000104000402   
0601GLB2N       20210101000905100000005000 0200000104000406   
0601GLB2N       20210101000910100000005000 0200000104000408   
0601GLB2N       20210101000915100000005000 0200000104000411   
0601GLB2N       20210101000920100000005000 0200000104000414   
0601GLB2N       20210101000925100000005000 0200000104000418   
0601GLB2N       20210101000930100000005000 0200000104000421   
0601GLB2N       20210101000935100000005000 0200000104000425   
0601GLB2N       20210101000940100000005000 0200000104000428   
0601GLB2N       20210101000945100000005000 0200000104000431   
0601GLB2N       20210101000950100000005000 0200000104000434   
0601GLB2N       20210101000955100000005000 0200000104000437   
0601GLB2N       20210101000960100000005000 0200000104000439   
0601GLB2N       20210101000965100000005000 0200000104000443   
0601GLB2N       20210101000970100000005000 0200000104000446   
0601GLB2N       20210101000975100000005000 0200000104000449   
0601GLB2N       20210101000980100000005000 0200000104000452   
0601GLB2N       20210101000985100000005000 0200000104000455   
0601GLB2N       20210101000990100000005000 0200000104000457   
0601GLB2N       20210101000995100000005000 0200000104000461   
0601GLB2N       20210101001000100000005000 0200000104000464   
0601GLB2N       20210101001005100000005000 0200000104000467   
0601GLB2N       20210101001010100000005000 0200000104000470   
0601GLB2N       20210101001015100000005000 0200000104000474   
0601GLB2N       20210101001020100000005000 0200000104000478   
0601GLB2N       20210101001025100000005000 0200000104000481   
0601GLB2N       20210101001030100000005000 0200000104000484   
0601GLB2N       20210101001035100000005000 0200000104000488   
0601GLB2N       20210101001040100000005000 0200000104000491   
0601GLB2N       20210101001045100000005000 0200000104000495   
0601GLB2N       20210101001050100000005000 0200000104000498   
0601GLB2N       20210101001055100000005000 0200000104000503   
0601GLB2N       20210101001060100000005000 0200000104000506   
0601GLB2N       20210101001065100000005000 0200000104000510   
0601GLB2N       20210101001070100000005000 0200000104000513   
0601GLB2N       20210101001075100000005000 0200000104000516   
0601GLB2N       20210101001080100000005000 0200000104000520   
0601GLB2N       20210101001085100000005000 0200000104000524   
0601GLB2N       20210101001090100000005000 0200000104000527   
0601GLB2N       20210101001095100000005000 0200000104000530   
0601GLB2N       20210101001100100000005000 0200000104000533   
0601GLB2N       20210101001105100000005000 0200000104000537   
0601GLB2N       20210101001110100000005000 0200000104000540   
0601GLB2N       20210101001115100000005000 0200000104000545   
0601GLB2N       20210101001120100000005000 0200000104000548   
0601GLB2N       20210101001125100000005000 0200000104000551   
0601GLB2N       20210101001130100000005000 0200000104000554   
0601GLB2N       20210101001135100000005000 0200000104000558   
0601GLB2N       20210101001140100000005000 0200000104000562   
0601GLB2N       20210101001145100000005000 0200000104000565   
0601GLB2N       20210101001150100000005000 0200000104000568   
0601GLB2N       20210101001155100000005000 0200000104000573   
0601GLB2N       20210101001160100000005000 0200000104000576   
0601GLB2N       20210101001165100000005000 0200000104000579   
0601GLB2N       20210101001170100000005000 0200000104000583   
0601GLB2N       20210101001175100000005000 0200000104000587   
0601GLB2N       20210101001180100000005000 0200000104000589   
0601GLB2N       20210101001185100000005000 0200000104000593   
0601GLB2N       20210101001190100000005000 0200000104000597   
0601GLB2N       20210101001195100000005000 0200000104000600   
0601GLB2N       20210101001200100000005000 0200000104000603   
0601GLB2N       20210101001205100000005000 0200000104000606   
0601GLB2N       20210101001210100000005000 0200000104000610   
0601GLB2N       20210101001215100000005000 0200000104000614   
0601GLB2N       20210101001220100000005000 0200000104000616   
0601GLB2N       20210101001225100000005000 0200000104000619   
0601GLB2N       20210101001230100000005000 0200000104000623   
0601GLB2N       20210101001235100000005000 0200000104000626   
0601GLB2N       20210101001240100000005000 0200000104000629   
0601GLB2N       20210101001245100000005000 0200000104000633   
0601GLB2N       20210101001250100000005000 0200000104000636   
0601GLB2N       20210101001255100000005000 0200000104000639   
0601GLB2N       20210101001260100000005000 0200000104000642   
0601GLB2N       20210101001265100000005000 0200000104000645   
0601GLB2N       20210101001270100000005000 0200000104000648   
0601GLB2N       20210101001275100000005000 0200000104000653   
0601GLB2N       20210101001280100000005000 0200000104000656   
0601GLB2N       20210101001285100000005000 0200000104000659   
0601GLB2N       20210101001290100000005000 0200000104000663   
0601GLB2N       20210101001295100000005000 0200000104000666   
0601GLB2N       20210101001300100000005000 0200000104000669   
0601GLB2N       20210101001305100000005000 0200000104000672   
0601GLB2N       20210101001310100000005000 0200000104000676   
0601GLB2N       20210101001315100000005000 0200000104000678   
0601GLB2N       20210101001320100000005000 0200000104000682   
0601GLB2N       20210101001325100000005000 0200000104000685   
0601GLB2N       20210101001330100000005000 0200000104000687   
0601GLB2N       20210101001335100000005000 0200000104000692   
0601GLB2N       20210101001340100000005000 0200000104000694   
0601GLB2N       20210101001345100000005000 0200000104000697   
0601GLB2N       20210101001350100000005000 0200000104000701   
0601GLB2N       20210101001355100000005000 0200000104000703   
0601GLB2N       20210101001360100000005000 0200000104000706   
0601GLB2N       20210101001365100000005000 0200000104000709   
0601GLB2N       20210101001370100000005000 0200000104000713   
0601GLB2N       20210101001375100000005000 0200000104000716   
0601GLB2N       20210101001380100000005000 0200000104000719   
0601GLB2N       20210101001385100000005000 0200000104000722   
0601GLB2N       20210101001390100000005000 0200000104000725   
0601GLB2N       20210101001395100000005000 0200000104000728   
0601GLB2N       20210101001400100000005000 0200000104000732   
0601GLB2N       20210101001405100000005000 0200000104000735   
0601GLB2N       20210101001410100000005000 0200000104000737   
0601GLB2N       20210101001415100000005000 0200000104000741   
0601GLB2N       20210101001420100000005000 0200000104000744   
0601GLB2N       20210101001425100000005000 0200000104000746   
0601GLB2N       20210101001430100000005000 0200000104000750   
0601GLB2N       20210101001435100000005000 0200000104000753   
0601GLB2N       20210101001440100000005000 0200000104000756   
0601GLB2N       20210101001445100000005000 0200000104000759   
0601GLB2N       20210101001450100000005000 0200000104000761   
0601GLB2N       20210101001455100000005000 0200000104000764   
0601GLB2N       20210101001460100000005000 0200000104000768   
0601GLB2N       20210101001465100000005000 0200000104000771   
0601GLB2N       20210101001470100000005000 0200000104000774   
0601GLB2N       20210101001475100000005000 0200000104000778   
0601GLB2N       20210101001480100000005000 0200000104000780   
0601GLB2N       20210101001485100000005000 0200000104000783   
0601GLB2N       20210101001490100000005000 0200000104000787   
0601GLB2N       20210101001495100000005000 0200000104000789   
0601GLB2N       20210101001500100000005000 0200000104000792   
0601GLB2N       20210101001505100000005000 0200000104000795   
0601GLB2N       20210101001510100000005000 0200000104000799   
0601GLB2N       20210101001515100000005000 0200000104000801   
0601GLB2N       20210101001520100000005000 0200000104000805   
0601GLB2N       20210101001525100000005000 0200000104000807   
0601GLB2N       20210101001530100000005000 0200000104000810   
0601GLB2N       20210101001535100000005000 0200000104000814   
0601GLB2N       20210101001540100000005000 0200000104000817   
0601GLB2N       20210101001545100000005000 0200000104000819   
0601GLB2N       20210101001550100000005000 0200000104000823   
0601GLB2N       20210101001555100000005000 0200000104000826   
0601GLB2N       20210101001560100000005000 0200000104000829   
0601GLB2N       20210101001565100000005000 0200000104000833   
0601GLB2N       20210101001570100000005000 0200000104000836   
0601GLB2N       20210101001575100000005000 0200000104000838   
0601GLB2N       20210101001580100000005000 0200000104000842   
0601GLB2N       20210101001585100000005000 0200000104000845   
