00GL               20210204                                                                                   
0601GLA0N       20210101000680100000005000 0000000104001087   
0601GLA0N       20210101000685100000005000 0000000104001092   
0601GLA0N       20210101000690100000005000 0000000104001096   
0601GLA0N       20210101000695100000005000 0000000104001101   
0601GLA0N       20210101000700100000005000 0000000104001106   
0601GLA0N       20210101000705100000005000 0000000104001112   
0601GLA0N       20210101000710100000005000 0000000104001117   
0601GLA0N       20210101000715100000005000 0000000104001121   
0601GLA0N       20210101000720100000005000 0000000104001125   
0601GLA0N       20210101000725100000005000 0000000104001130   
0601GLA0N       20210101000730100000005000 0000000104001133   
0601GLA0N       20210101000735100000005000 0000000104001138   
0601GLA0N       20210101000740100000005000 0000000104001142   
0601GLA0N       20210101000745100000005000 0000000104001145   
0601GLA0N       20210101000750100000005000 0000000104001150   
0601GLA0N       20210101000755100000005000 0000000104001154   
0601GLA0N       20210101000760100000005000 0000000104001157   
0601GLA0N       20210101000765100000005000 0000000104001161   
0601GLA0N       20210101000770100000005000 0000000104001164   
0601GLA0N       20210101000775100000005000 0000000104001169   
0601GLA0N       20210101000780100000005000 0000000104001174   
0601GLA0N       20210101000785100000005000 0000000104001180   
0601GLA0N       20210101000790100000005000 0000000104001184   
0601GLA0N       20210101000795100000005000 0000000104001189   
0601GLA0N       20210101000800100000005000 0000000104001194   
0601GLA0N       20210101000805100000005000 0000000104001199   
0601GLA0N       20210101000810100000005000 0000000104001204   
0601GLA0N       20210101000815100000005000 0000000104001211   
0601GLA0N       20210101000820100000005000 0000000104001216   
0601GLA0N       20210101000825100000005000 0000000104001221   
0601GLA0N       20210101000830100000005000 0000000104001225   
0601GLA0N       20210101000835100000005000 0000000104001230   
0601GLA0N       20210101000840100000005000 0000000104001234   
0601GLA0N       20210101000845100000005000 0000000104001239   
0601GLA0N       20210101000850100000005000 0000000104001243   
0601GLA0N       20210101000855100000005000 0000000104001248   
0601GLA0N       20210101000860100000005000 0000000104001253   
0601GLA0N       20210101000865100000005000 0000000104001258   
0601GLA0N       20210101000870100000005000 0000000104001262   
0601GLA0N       20210101000875100000005000 0000000104001266   
0601GLA0N       20210101000880100000005000 0000000104001270   
0601GLA0N       20210101000885100000005000 0000000104001274   
0601GLA0N       20210101000890100000005000 0000000104001278   
0601GLA0N       20210101000895100000005000 0000000104001284   
0601GLA0N       20210101000900100000005000 0000000104001288   
0601GLA0N       20210101000905100000005000 0000000104001291   
0601GLA0N       20210101000910100000005000 0000000104001295   
0601GLA0N       20210101000915100000005000 0000000104001299   
0601GLA0N       20210101000920100000005000 0000000104001303   
0601GLA0N       20210101000925100000005000 0000000104001310   
0601GLA0N       20210101000930100000005000 0000000104001314   
0601GLA0N       20210101000935100000005000 0000000104001317   
0601GLA0N       20210101000940100000005000 0000000104001321   
0601GLA0N       20210101000945100000005000 0000000104001325   
0601GLA0N       20210101000950100000005000 0000000104001328   
0601GLA0N       20210101000955100000005000 0000000104001333   
0601GLA0N       20210101000960100000005000 0000000104001336   
0601GLA0N       20210101000965100000005000 0000000104001340   
0601GLA0N       20210101000970100000005000 0000000104001343   
0601GLA0N       20210101000975100000005000 0000000104001346   
0601GLA0N       20210101000980100000005000 0000000104001350   
0601GLA0N       20210101000985100000005000 0000000104001353   
0601GLA0N       20210101000990100000005000 0000000104001357   
0601GLA0N       20210101000995100000005000 0000000104001360   
0601GLA0N       20210101001000100000005000 0000000104001364   
0601GLA0N       20210101001005100000005000 0000000104001367   
0601GLA0N       20210101001010100000005000 0000000104001370   
0601GLA0N       20210101001015100000005000 0000000104001373   
0601GLA0N       20210101001020100000005000 0000000104001377   
0601GLA0N       20210101001025100000005000 0000000104001380   
0601GLA0N       20210101001030100000005000 0000000104001383   
0601GLA0N       20210101001035100000005000 0000000104001389   
0601GLA0N       20210101001040100000005000 0000000104001392   
0601GLA0N       20210101001045100000005000 0000000104001396   
0601GLA0N       20210101001050100000005000 0000000104001400   
0601GLA0N       20210101001055100000005000 0000000104001402   
0601GLA0N       20210101001060100000005000 0000000104001406   
0601GLA0N       20210101001065100000005000 0000000104001410   
0601GLA0N       20210101001070100000005000 0000000104001413   
0601GLA0N       20210101001075100000005000 0000000104001416   
0601GLA0N       20210101001080100000005000 0000000104001420   
0601GLA0N       20210101001085100000005000 0000000104001423   
0601GLA0N       20210101001090100000005000 0000000104001428   
0601GLA0N       20210101001095100000005000 0000000104001431   
0601GLA0N       20210101001100100000005000 0000000104001436   
0601GLA0N       20210101001105100000005000 0000000104001439   
0601GLA0N       20210101001110100000005000 0000000104001444   
0601GLA0N       20210101001115100000005000 0000000104001450   
0601GLA0N       20210101001120100000005000 0000000104001453   
0601GLA0N       20210101001125100000005000 0000000104001457   
0601GLA0N       20210101001130100000005000 0000000104001460   
0601GLA0N       20210101001135100000005000 0000000104001465   
0601GLA0N       20210101001140100000005000 0000000104001470   
0601GLA0N       20210101001145100000005000 0000000104001475   
0601GLA0N       20210101001150100000005000 0000000104001478   
0601GLA0N       20210101001155100000005000 0000000104001482   
0601GLA0N       20210101001160100000005000 0000000104001487   
0601GLA0N       20210101001165100000005000 0000000104001490   
0601GLA0N       20210101001170100000005000 0000000104001494   
0601GLA0N       20210101001175100000005000 0000000104001497   
0601GLA0N       20210101001180100000005000 0000000104001501   
0601GLA0N       20210101001185100000005000 0000000104001507   
0601GLA0N       20210101001190100000005000 0000000104001509   
0601GLA0N       20210101001195100000005000 0000000104001513   
0601GLA0N       20210101001200100000005000 0000000104001516   
0601GLA0N       20210101001205100000005000 0000000104001521   
0601GLA0N       20210101001210100000005000 0000000104001525   
0601GLA0N       20210101001215100000005000 0000000104001528   
0601GLA0N       20210101001220100000005000 0000000104001531   
0601GLA0N       20210101001225100000005000 0000000104001534   
0601GLA0N       20210101001230100000005000 0000000104001539   
0601GLA0N       20210101001235100000005000 0000000104001543   
0601GLA0N       20210101001240100000005000 0000000104001545   
0601GLA0N       20210101001245100000005000 0000000104001550   
0601GLA0N       20210101001250100000005000 0000000104001554   
0601GLA0N       20210101001255100000005000 0000000104001556   
0601GLA0N       20210101001260100000005000 0000000104001561   
0601GLA0N       20210101001265100000005000 0000000104001564   
0601GLA0N       20210101001270100000005000 0000000104001567   
0601GLA0N       20210101001275100000005000 0000000104001572   
0601GLA0N       20210101001280100000005000 0000000104001575   
0601GLA0N       20210101001285100000005000 0000000104001577   
0601GLA0N       20210101001290100000005000 0000000104001582   
0601GLA0N       20210101001295100000005000 0000000104001585   
0601GLA0N       20210101001300100000005000 0000000104001588   
0601GLA0N       20210101001305100000005000 0000000104001591   
0601GLA0N       20210101001310100000005000 0000000104001595   
0601GLA0N       20210101001315100000005000 0000000104001598   
0601GLA0N       20210101001320100000005000 0000000104001601   
0601GLA0N       20210101001325100000005000 0000000104001605   
0601GLA0N       20210101001330100000005000 0000000104001608   
0601GLA0N       20210101001335100000005000 0000000104001610   
0601GLA0N       20210101001340100000005000 0000000104001615   
0601GLA0N       20210101001345100000005000 0000000104001618   
0601GLA0N       20210101001350100000005000 0000000104001620   
0601GLA0N       20210101001355100000005000 0000000104001624   
0601GLA0N       20210101001360100000005000 0000000104001627   
0601GLA0N       20210101001365100000005000 0000000104001629   
0601GLA0N       20210101001370100000005000 0000000104001634   
0601GLA0N       20210101001375100000005000 0000000104001636   
0601GLA0N       20210101001380100000005000 0000000104001639   
0601GLA0N       20210101001385100000005000 0000000104001644   
0601GLA0N       20210101001390100000005000 0000000104001647   
0601GLA0N       20210101001395100000005000 0000000104001650   
0601GLA0N       20210101001400100000005000 0000000104001655   
0601GLA0N       20210101001405100000005000 0000000104001658   
0601GLA0N       20210101001410100000005000 0000000104001661   
0601GLA0N       20210101001415100000005000 0000000104001666   
0601GLA0N       20210101001420100000005000 0000000104001668   
0601GLA0N       20210101001425100000005000 0000000104001671   
0601GLA0N       20210101001430100000005000 0000000104001676   
0601GLA0N       20210101001435100000005000 0000000104001679   
0601GLA0N       20210101001440100000005000 0000000104001682   
0601GLA0N       20210101001445100000005000 0000000104001686   
0601GLA0N       20210101001450100000005000 0000000104001689   
0601GLA0N       20210101001455100000005000 0000000104001692   
0601GLA0N       20210101001460100000005000 0000000104001694   
0601GLA0N       20210101001465100000005000 0000000104001699   
0601GLA0N       20210101001470100000005000 0000000104001702   
0601GLA0N       20210101001475100000005000 0000000104001704   
0601GLA0N       20210101001480100000005000 0000000104001709   
0601GLA0N       20210101001485100000005000 0000000104001712   
0601GLA0N       20210101001490100000005000 0000000104001714   
0601GLA0N       20210101001495100000005000 0000000104001718   
0601GLA0N       20210101001500100000005000 0000000104001721   
0601GLA0N       20210101001505100000005000 0000000104001723   
0601GLA0N       20210101001510100000005000 0000000104001728   
0601GLA0N       20210101001515100000005000 0000000104001731   
0601GLA0N       20210101001520100000005000 0000000104001734   
0601GLA0N       20210101001525100000005000 0000000104001739   
0601GLA0N       20210101001530100000005000 0000000104001742   
0601GLA0N       20210101001535100000005000 0000000104001745   
0601GLA0N       20210101001540100000005000 0000000104001749   
0601GLA0N       20210101001545100000005000 0000000104001753   
0601GLA0N       20210101001550100000005000 0000000104001755   
0601GLA0N       20210101001555100000005000 0000000104001760   
0601GLA0N       20210101001560100000005000 0000000104001763   
0601GLA0N       20210101001565100000005000 0000000104001765   
0601GLA0N       20210101001570100000005000 0000000104001770   
0601GLA0N       20210101001575100000005000 0000000104001772   
0601GLA0N       20210101001580100000005000 0000000104001776   
0601GLA0N       20210101001585100000005000 0000000104001780   
0601GLA0N       20210101001590100000005000 0000000104001783   
0601GLA0N       20210101001595100000005000 0000000104001785   
0601GLA0N       20210101001600100000005000 0000000104001788   
0601GLA0N       20210101001605100000005000 0000000104001792   
0601GLA0N       20210101001610100000005000 0000000104001795   
0601GLA0N       20210101001615100000005000 0000000104001797   
0601GLA0N       20210101001620100000005000 0000000104001802   
0601GLA0N       20210101001625100000005000 0000000104001804   
0601GLA0N       20210101001630100000005000 0000000104001807   
0601GLA0N       20210101001635100000005000 0000000104001811   
0601GLA0N       20210101001640100000005000 0000000104001814   
0601GLA0N       20210101001645100000005000 0000000104001816   
0601GLA0N       20210101001650100000005000 0000000104001820   
0601GLA0N       20210101001655100000005000 0000000104001823   
0601GLA0N       20210101001660100000005000 0000000104001825   
0601GLA0N       20210101001665100000005000 0000000104001829   
0601GLA0N       20210101001670100000005000 0000000104001831   
0601GLA0N       20210101001675100000005000 0000000104001834   
0601GLA0N       20210101001680100000005000 0000000104001838   
0601GLA0N       20210101001685100000005000 0000000104001841   
0601GLA0N       20210101001690100000005000 0000000104001843   
0601GLA0N       20210101001695100000005000 0000000104001847   
0601GLA0N       20210101001700100000005000 0000000104001849   
0601GLA0N       20210101001705100000005000 0000000104001851   
0601GLA0N       20210101001710100000005000 0000000104001855   
0601GLA0N       20210101001715100000005000 0000000104001857   
0601GLA0N       20210101001720100000005000 0000000104001860   
0601GLA0N       20210101001725100000005000 0000000104001863   
0601GLA0N       20210101001730100000005000 0000000104001866   
0601GLA0N       20210101001735100000005000 0000000104001868   
0601GLA0N       20210101001740100000005000 0000000104001872   
0601GLA0N       20210101001745100000005000 0000000104001874   
0601GLA0N       20210101001750100000005000 0000000104001876   
0601GLA0N       20210101001755100000005000 0000000104001878   
0601GLA0N       20210101001760100000005000 0000000104001882   
0601GLA0N       20210101001765100000005000 0000000104001885   
0601GLA0N       20210101001770100000005000 0000000104001887   
0601GLA0N       20210101001775100000005000 0000000104001891   
0601GLA0N       20210101001780100000005000 0000000104001894   
0601GLA0N       20210101001785100000005000 0000000104001897   
0601GLA0N       20210101001790100000005000 0000000104001901   
0601GLA0N       20210101001795100000005000 0000000104001903   
0601GLA0N       20210101001800100000005000 0000000104001906   
0601GLA0N       20210101001805100000005000 0000000104001910   
0601GLA0N       20210101001810100000005000 0000000104001912   
0601GLA0N       20210101001815100000005000 0000000104001915   
0601GLA0N       20210101001820100000005000 0000000104001919   
0601GLA0N       20210101001825100000005000 0000000104001922   
0601GLA0N       20210101001830100000005000 0000000104001924   
0601GLA0N       20210101001835100000005000 0000000104001928   
0601GLA0N       20210101001840100000005000 0000000104001931   
0601GLA0N       20210101001845100000005000 0000000104001933   
0601GLA0N       20210101001850100000005000 0000000104001937   
0601GLA0N       20210101001855100000005000 0000000104001939   
0601GLA0N       20210101001860100000005000 0000000104001941   
0601GLA0N       20210101001865100000005000 0000000104001945   
0601GLA0N       20210101001870100000005000 0000000104001948   
0601GLA0N       20210101001875100000005000 0000000104001950   
0601GLA0N       20210101001880100000005000 0000000104001954   
0601GLA0N       20210101001885100000005000 0000000104001957   
0601GLA0N       20210101001890100000005000 0000000104001959   
0601GLA0N       20210101001895100000005000 0000000104001961   
0601GLA0N       20210101001900100000005000 0000000104001965   
0601GLA0N       20210101001905100000005000 0000000104001967   
0601GLA0N       20210101001910100000005000 0000000104001969   
0601GLA0N       20210101001915100000005000 0000000104001973   
0601GLA0N       20210101001920100000005000 0000000104001975   
0601GLA0N       20210101001925100000005000 0000000104001977   
0601GLA0N       20210101001930100000005000 0000000104001981   
0601GLA0N       20210101001935100000005000 0000000104001983   
0601GLA0N       20210101001940100000005000 0000000104001986   
0601GLA0N       20210101001945100000005000 0000000104001989   
0601GLA0N       20210101001950100000005000 0000000104001991   
0601GLA0N       20210101001955100000005000 0000000104001993   
0601GLA0N       20210101001960100000005000 0000000104001997   
0601GLA0N       20210101001965100000005000 0000000104001999   
0601GLA0N       20210101001970100000005000 0000000104002001   
0601GLA0N       20210101001975100000005000 0000000104002005   
0601GLA0N       20210101001980100000005000 0000000104002007   
0601GLA0N       20210101001985100000005000 0000000104002009   
0601GLA0N       20210101001990100000005000 0000000104002012   
0601GLA0N       20210101001995100000005000 0000000104002014   
0601GLA0N       20210101002000100000005000 0000000104002016   
0601GLA0N       20210101002005100000005000 0000000104002020   
0601GLA0N       20210101002010100000005000 0000000104002022   
0601GLA0N       20210101002015100000005000 0000000104002024   
0601GLA0N       20210101002020100000005000 0000000104002027   
0601GLA0N       20210101002025100000005000 0000000104002029   
0601GLA0N       20210101002030100000005000 0000000104002031   
0601GLA0N       20210101002035100000005000 0000000104002034   
0601GLA0N       20210101002040100000005000 0000000104002036   
0601GLA0N       20210101002045100000005000 0000000104002038   
0601GLA0N       20210101002050100000005000 0000000104002040   
0601GLA0N       20210101002055100000005000 0000000104002043   
0601GLA0N       20210101002060100000005000 0000000104002046   
0601GLA0N       20210101002065100000005000 0000000104002047   
0601GLA0N       20210101002070100000005000 0000000104002051   
0601GLA0N       20210101002075100000005000 0000000104002052   
0601GLA0N       20210101002080100000005000 0000000104002054   
0601GLA0N       20210101002085100000005000 0000000104002057   
0601GLA0N       20210101002090100000005000 0000000104002059   
0601GLA0N       20210101002095100000005000 0000000104002061   
0601GLA0N       20210101002100100000005000 0000000104002064   
0601GLA0N       20210101002105100000005000 0000000104002066   
0601GLA0N       20210101002110100000005000 0000000104002068   
0601GLA0N       20210101002115100000005000 0000000104002071   
0601GLA0N       20210101002120100000005000 0000000104002073   
0601GLA0N       20210101002125100000005000 0000000104002075   
0601GLA0N       20210101002130100000005000 0000000104002078   
0601GLA0N       20210101002135100000005000 0000000104002080   
0601GLA0N       20210101002140100000005000 0000000104002081   
0601GLA0N       20210101002145100000005000 0000000104002084   
0601GLA0N       20210101002150100000005000 0000000104002086   
0601GLA0N       20210101002155100000005000 0000000104002088   
0601GLA0N       20210101002160100000005000 0000000104002091   
0601GLA0N       20210101002165100000005000 0000000104002092   
0601GLA0N       20210101002170100000005000 0000000104002094   
0601GLA0N       20210101002175100000005000 0000000104002097   
0601GLA0N       20210101002180100000005000 0000000104002099   
0601GLA0N       20210101002185100000005000 0000000104002101   
0601GLA0N       20210101002190100000005000 0000000104002102   
0601GLA0N       20210101002195100000005000 0000000104002105   
0601GLA0N       20210101002200100000005000 0000000104002107   
0601GLA0N       20210101002205100000005000 0000000104002108   
0601GLA0N       20210101002210100000005000 0000000104002111   
0601GLA0N       20210101002215100000005000 0000000104002113   
0601GLA0N       20210101002220100000005000 0000000104002114   
0601GLA0N       20210101002225100000005000 0000000104002117   
0601GLA0N       20210101002230100000005000 0000000104002119   
0601GLA0N       20210101002235100000005000 0000000104002120   
0601GLA0N       20210101002240100000005000 0000000104002123   
0601GLA0N       20210101002245100000005000 0000000104002125   
0601GLA0N       20210101002250100000005000 0000000104002127   
0601GLA0N       20210101002255100000005000 0000000104002129   
0601GLA0N       20210101002260100000005000 0000000104002131   
0601GLA0N       20210101002265100000005000 0000000104002132   
0601GLA0N       20210101002270100000005000 0000000104002135   
0601GLA0N       20210101002275100000005000 0000000104002137   
0601GLA0N       20210101002280100000005000 0000000104002138   
0601GLA0N       20210101002285100000005000 0000000104002141   
0601GLA0N       20210101002290100000005000 0000000104002142   
0601GLA0N       20210101002295100000005000 0000000104002144   
0601GLA0N       20210101002300100000005000 0000000104002146   
0601GLA0N       20210101002305100000005000 0000000104002148   
0601GLA0N       20210101002310100000005000 0000000104002150   
0601GLA0N       20210101002315100000005000 0000000104002152   
0601GLA0N       20210101002320100000005000 0000000104002154   
0601GLA0N       20210101002325100000005000 0000000104002155   
0601GLA0N       20210101002330100000005000 0000000104002158   
0601GLA0N       20210101002335100000005000 0000000104002159   
0601GLA0N       20210101002340100000005000 0000000104002161   
0601GLA0N       20210101002345100000005000 0000000104002162   
0601GLA0N       20210101002350100000005000 0000000104002165   
0601GLA0N       20210101002355100000005000 0000000104002166   
0601GLA0N       20210101002360100000005000 0000000104002168   
0601GLA0N       20210101002365100000005000 0000000104002170   
0601GLA0N       20210101002370100000005000 0000000104002172   
0601GLA0N       20210101002375100000005000 0000000104002173   
0601GLA0N       20210101002380100000005000 0000000104002175   
0601GLA0N       20210101002385100000005000 0000000104002177   
0601GLA0N       20210101002390100000005000 0000000104002178   
0601GLA0N       20210101002395100000005000 0000000104002181   
0601GLA0N       20210101002400100000005000 0000000104002182   
0601GLA0N       20210101002405100000005000 0000000104002183   
0601GLA0N       20210101002410100000005000 0000000104002186   
0601GLA0N       20210101002415100000005000 0000000104002187   
0601GLA0N       20210101002420100000005000 0000000104002189   
0601GLA0N       20210101002425100000005000 0000000104002191   
0601GLA0N       20210101002430100000005000 0000000104002192   
0601GLA0N       20210101002435100000005000 0000000104002194   
0601GLA0N       20210101002440100000005000 0000000104002196   
0601GLA0N       20210101002445100000005000 0000000104002197   
0601GLA0N       20210101002450100000005000 0000000104002199   
0601GLA0N       20210101002455100000005000 0000000104002202   
0601GLA0N       20210101002460100000005000 0000000104002203   
0601GLA0N       20210101002465100000005000 0000000104002205   
0601GLA0N       20210101002470100000005000 0000000104002207   
0601GLA0N       20210101002475100000005000 0000000104002209   
0601GLA0N       20210101002480100000005000 0000000104002211   
0601GLA0N       20210101002485100000005000 0000000104002212   
0601GLA0N       20210101002490100000005000 0000000104002215   
0601GLA0N       20210101002495100000005000 0000000104002217   
0601GLA0N       20210101002500100000005000 0000000104002218   
0601GLA0N       20210101002505100000005000 0000000104002221   
0601GLA0N       20210101002510100000005000 0000000104002222   
0601GLA0N       20210101002515100000005000 0000000104002224   
0601GLA0N       20210101002520100000005000 0000000104002226   
0601GLA0N       20210101002525100000005000 0000000104002228   
0601GLA0N       20210101002530100000005000 0000000104002229   
0601GLA0N       20210101002535100000005000 0000000104002232   
0601GLA0N       20210101002540100000005000 0000000104002234   
0601GLA0N       20210101002545100000005000 0000000104002235   
0601GLA0N       20210101002550100000005000 0000000104002237   
0601GLA0N       20210101002555100000005000 0000000104002239   
0601GLA0N       20210101002560100000005000 0000000104002240   
0601GLA0N       20210101002565100000005000 0000000104002243   
0601GLA0N       20210101002570100000005000 0000000104002245   
0601GLA0N       20210101002575100000005000 0000000104002246   
0601GLA0N       20210101002580100000005000 0000000104002249   
0601GLA0N       20210101002585100000005000 0000000104002250   
0601GLA0N       20210101002590100000005000 0000000104002251   
0601GLA0N       20210101002595100000005000 0000000104002254   
0601GLA0N       20210101002600100000005000 0000000104002255   
0601GLA0N       20210101002605100000005000 0000000104002257   
0601GLA0N       20210101002610100000005000 0000000104002259   
0601GLA0N       20210101002615100000005000 0000000104002261   
0601GLA0N       20210101002620100000005000 0000000104002262   
0601GLA0N       20210101002625100000005000 0000000104002263   
0601GLA0N       20210101002630100000005000 0000000104002266   
0601GLA0N       20210101002635100000005000 0000000104002267   
0601GLA0N       20210101002640100000005000 0000000104002268   
0601GLA0N       20210101002645100000005000 0000000104002271   
0601GLA0N       20210101002650100000005000 0000000104002272   
0601GLA0N       20210101002655100000005000 0000000104002274   
0601GLA0N       20210101002660100000005000 0000000104002276   
0601GLA0N       20210101002665100000005000 0000000104002277   
0601GLA0N       20210101002670100000005000 0000000104002278   
0601GLA0N       20210101002675100000005000 0000000104002281   
0601GLA0N       20210101002680100000005000 0000000104002282   
0601GLA0N       20210101002685100000005000 0000000104002284   
0601GLA0N       20210101002690100000005000 0000000104002286   
0601GLA0N       20210101002695100000005000 0000000104002287   
0601GLA0N       20210101002700100000005000 0000000104002288   
0601GLA0N       20210101002705100000005000 0000000104002291   
0601GLA0N       20210101002710100000005000 0000000104002292   
0601GLA0N       20210101002715100000005000 0000000104002293   
0601GLA0N       20210101002720100000005000 0000000104002296   
0601GLA0N       20210101002725100000005000 0000000104002297   
0601GLA0N       20210101002730100000005000 0000000104002298   
0601GLA0N       20210101002735100000005000 0000000104002301   
0601GLA0N       20210101002740100000005000 0000000104002302   
0601GLA0N       20210101002745100000005000 0000000104002303   
0601GLA0N       20210101002750100000005000 0000000104002305   
0601GLA0N       20210101002755100000005000 0000000104002306   
0601GLA0N       20210101002760100000005000 0000000104002308   
0601GLA0N       20210101002765100000005000 0000000104002310   
0601GLA0N       20210101002770100000005000 0000000104002311   
0601GLA0N       20210101002775100000005000 0000000104002312   
0601GLA0N       20210101002780100000005000 0000000104002313   
0601GLA0N       20210101002785100000005000 0000000104002316   
0601GLA0N       20210101002790100000005000 0000000104002317   
0601GLA0N       20210101002795100000005000 0000000104002318   
