00AI               20210204                                                                                   
0601AIA0N       20210101000295100000005000 0000000000000467   
0601AIA0N       20210101000300100000005000 0000000000000476   
0601AIA0N       20210101000305100000005000 0000000000000488   
0601AIA0N       20210101000310100000005000 0000000000000496   
0601AIA0N       20210101000315100000005000 0000000000000507   
0601AIA0N       20210101000320100000005000 0000000000000518   
0601AIA0N       20210101000325100000005000 0000000000000528   
0601AIA0N       20210101000330100000005000 0000000000000535   
0601AIA0N       20210101000335100000005000 0000000000000545   
0601AIA0N       20210101000340100000005000 0000000000000552   
0601AIA0N       20210101000345100000005000 0000000000000561   
0601AIA0N       20210101000350100000005000 0000000000000570   
0601AIA0N       20210101000355100000005000 0000000000000582   
0601AIA0N       20210101000360100000005000 0000000000000590   
0601AIA0N       20210101000365100000005000 0000000000000596   
0601AIA0N       20210101000370100000005000 0000000000000604   
0601AIA0N       20210101000375100000005000 0000000000000615   
0601AIA0N       20210101000380100000005000 0000000000000622   
0601AIA0N       20210101000385100000005000 0000000000000632   
0601AIA0N       20210101000390100000005000 0000000000000637   
0601AIA0N       20210101000395100000005000 0000000000000644   
0601AIA0N       20210101000400100000005000 0000000000000653   
0601AIA0N       20210101000405100000005000 0000000000000660   
0601AIA0N       20210101000410100000005000 0000000000000669   
0601AIA0N       20210101000415100000005000 0000000000000673   
0601AIA0N       20210101000420100000005000 0000000000000679   
0601AIA0N       20210101000425100000005000 0000000000000688   
0601AIA0N       20210101000430100000005000 0000000000000694   
0601AIA0N       20210101000435100000005000 0000000000000699   
0601AIA0N       20210101000440100000005000 0000000000000707   
0601AIA0N       20210101000445100000005000 0000000000000711   
0601AIA0N       20210101000450100000005000 0000000000000716   
0601AIA0N       20210101000455100000005000 0000000000000723   
0601AIA0N       20210101000460100000005000 0000000000000731   
0601AIA0N       20210101000465100000005000 0000000000000736   
0601AIA0N       20210101000470100000005000 0000000000000741   
0601AIA0N       20210101000475100000005000 0000000000000750   
0601AIA0N       20210101000480100000005000 0000000000000759   
0601AIA0N       20210101000485100000005000 0000000000000765   
0601AIA0N       20210101000490100000005000 0000000000000774   
0601AIA0N       20210101000495100000005000 0000000000000778   
0601AIA0N       20210101000500100000005000 0000000000000786   
0601AIA0N       20210101000505100000005000 0000000000000792   
0601AIA0N       20210101000510100000005000 0000000000000800   
0601AIA0N       20210101000515100000005000 0000000000000806   
0601AIA0N       20210101000520100000005000 0000000000000811   
0601AIA0N       20210101000525100000005000 0000000000000817   
0601AIA0N       20210101000530100000005000 0000000000000824   
0601AIA0N       20210101000535100000005000 0000000000000830   
0601AIA0N       20210101000540100000005000 0000000000000837   
0601AIA0N       20210101000545100000005000 0000000000000840   
0601AIA0N       20210101000550100000005000 0000000000000847   
0601AIA0N       20210101000555100000005000 0000000000000852   
0601AIA0N       20210101000560100000005000 0000000000000859   
0601AIA0N       20210101000565100000005000 0000000000000863   
0601AIA0N       20210101000570100000005000 0000000000000870   
0601AIA0N       20210101000575100000005000 0000000000000873   
0601AIA0N       20210101000580100000005000 0000000000000877   
0601AIA0N       20210101000585100000005000 0000000000000883   
0601AIA0N       20210101000590100000005000 0000000000000888   
0601AIA0N       20210101000595100000005000 0000000000000894   
0601AIA0N       20210101000600100000005000 0000000000000896   
0601AIA0N       20210101000605100000005000 0000000000000902   
0601AIA0N       20210101000610100000005000 0000000000000908   
0601AIA0N       20210101000615100000005000 0000000000000912   
0601AIA0N       20210101000620100000005000 0000000000000917   
0601AIA0N       20210101000625100000005000 0000000000000920   
0601AIA0N       20210101000630100000005000 0000000000000925   
0601AIA0N       20210101000635100000005000 0000000000000930   
0601AIA0N       20210101000640100000005000 0000000000000934   
0601AIA0N       20210101000645100000005000 0000000000000939   
0601AIA0N       20210101000650100000005000 0000000000000941   
0601AIA0N       20210101000655100000005000 0000000000000946   
0601AIA0N       20210101000660100000005000 0000000000000949   
0601AIA0N       20210101000665100000005000 0000000000000954   
0601AIA0N       20210101000670100000005000 0000000000000959   
0601AIA0N       20210101000675100000005000 0000000000000961   
0601AIA0N       20210101000680100000005000 0000000000000966   
0601AIA0N       20210101000685100000005000 0000000000000969   
0601AIA0N       20210101000690100000005000 0000000000000973   
0601AIA0N       20210101000695100000005000 0000000000000978   
0601AIA0N       20210101000700100000005000 0000000000000981   
0601AIA0N       20210101000705100000005000 0000000000000984   
0601AIA0N       20210101000710100000005000 0000000000000988   
0601AIA0N       20210101000715100000005000 0000000000000991   
0601AIA0N       20210101000720100000005000 0000000000000995   
0601AIA0N       20210101000725100000005000 0000000000000999   
0601AIA0N       20210101000730100000005000 0000000000001001   
0601AIA0N       20210101000735100000005000 0000000000001005   
0601AIA0N       20210101000740100000005000 0000000000001007   
0601AIA0N       20210101000745100000005000 0000000000001011   
0601AIA0N       20210101000750100000005000 0000000000001015   
0601AIA0N       20210101000755100000005000 0000000000001017   
0601AIA0N       20210101000760100000005000 0000000000001020   
0601AIA0N       20210101000765100000005000 0000000000001023   
0601AIA0N       20210101000770100000005000 0000000000001027   
0601AIA0N       20210101000775100000005000 0000000000001030   
0601AIA0N       20210101000780100000005000 0000000000001034   
0601AIA0N       20210101000785100000005000 0000000000001039   
0601AIA0N       20210101000790100000005000 0000000000001044   
0601AIA0N       20210101000795100000005000 0000000000001047   
0601AIA0N       20210101000800100000005000 0000000000001052   
0601AIA0N       20210101000805100000005000 0000000000001055   
0601AIA0N       20210101000810100000005000 0000000000001060   
0601AIA0N       20210101000815100000005000 0000000000001065   
0601AIA0N       20210101000820100000005000 0000000000001070   
0601AIA0N       20210101000825100000005000 0000000000001074   
0601AIA0N       20210101000830100000005000 0000000000001080   
0601AIA0N       20210101000835100000005000 0000000000001083   
0601AIA0N       20210101000840100000005000 0000000000001087   
0601AIA0N       20210101000845100000005000 0000000000001093   
0601AIA0N       20210101000850100000005000 0000000000001098   
0601AIA0N       20210101000855100000005000 0000000000001102   
0601AIA0N       20210101000860100000005000 0000000000001105   
0601AIA0N       20210101000865100000005000 0000000000001110   
0601AIA0N       20210101000870100000005000 0000000000001114   
0601AIA0N       20210101000875100000005000 0000000000001119   
0601AIA0N       20210101000880100000005000 0000000000001123   
0601AIA0N       20210101000885100000005000 0000000000001127   
0601AIA0N       20210101000890100000005000 0000000000001131   
0601AIA0N       20210101000895100000005000 0000000000001135   
0601AIA0N       20210101000900100000005000 0000000000001139   
0601AIA0N       20210101000905100000005000 0000000000001144   
0601AIA0N       20210101000910100000005000 0000000000001146   
0601AIA0N       20210101000915100000005000 0000000000001150   
0601AIA0N       20210101000920100000005000 0000000000001154   
0601AIA0N       20210101000925100000005000 0000000000001159   
0601AIA0N       20210101000930100000005000 0000000000001164   
0601AIA0N       20210101000935100000005000 0000000000001167   
0601AIA0N       20210101000940100000005000 0000000000001171   
0601AIA0N       20210101000945100000005000 0000000000001175   
0601AIA0N       20210101000950100000005000 0000000000001179   
0601AIA0N       20210101000955100000005000 0000000000001182   
0601AIA0N       20210101000960100000005000 0000000000001186   
0601AIA0N       20210101000965100000005000 0000000000001190   
0601AIA0N       20210101000970100000005000 0000000000001194   
0601AIA0N       20210101000975100000005000 0000000000001199   
0601AIA0N       20210101000980100000005000 0000000000001202   
0601AIA0N       20210101000985100000005000 0000000000001206   
0601AIA0N       20210101000990100000005000 0000000000001209   
0601AIA0N       20210101000995100000005000 0000000000001214   
0601AIA0N       20210101001000100000005000 0000000000001218   
0601AIA0N       20210101001005100000005000 0000000000001221   
0601AIA0N       20210101001010100000005000 0000000000001225   
0601AIA0N       20210101001015100000005000 0000000000001228   
0601AIA0N       20210101001020100000005000 0000000000001232   
0601AIA0N       20210101001025100000005000 0000000000001236   
0601AIA0N       20210101001030100000005000 0000000000001239   
0601AIA0N       20210101001035100000005000 0000000000001243   
0601AIA0N       20210101001040100000005000 0000000000001247   
0601AIA0N       20210101001045100000005000 0000000000001251   
0601AIA0N       20210101001050100000005000 0000000000001253   
0601AIA0N       20210101001055100000005000 0000000000001257   
0601AIA0N       20210101001060100000005000 0000000000001261   
0601AIA0N       20210101001065100000005000 0000000000001264   
0601AIA0N       20210101001070100000005000 0000000000001267   
0601AIA0N       20210101001075100000005000 0000000000001271   
0601AIA0N       20210101001080100000005000 0000000000001273   
0601AIA0N       20210101001085100000005000 0000000000001278   
0601AIA0N       20210101001090100000005000 0000000000001281   
0601AIA0N       20210101001095100000005000 0000000000001286   
0601AIA0N       20210101001100100000005000 0000000000001289   
0601AIA0N       20210101001105100000005000 0000000000001294   
0601AIA0N       20210101001110100000005000 0000000000001297   
0601AIA0N       20210101001115100000005000 0000000000001302   
0601AIA0N       20210101001120100000005000 0000000000001305   
0601AIA0N       20210101001125100000005000 0000000000001309   
0601AIA0N       20210101001130100000005000 0000000000001313   
0601AIA0N       20210101001135100000005000 0000000000001317   
0601AIA0N       20210101001140100000005000 0000000000001321   
0601AIA0N       20210101001145100000005000 0000000000001325   
0601AIA0N       20210101001150100000005000 0000000000001328   
0601AIA0N       20210101001155100000005000 0000000000001332   
0601AIA0N       20210101001160100000005000 0000000000001336   
0601AIA0N       20210101001165100000005000 0000000000001339   
0601AIA0N       20210101001170100000005000 0000000000001342   
0601AIA0N       20210101001175100000005000 0000000000001347   
0601AIA0N       20210101001180100000005000 0000000000001350   
0601AIA0N       20210101001185100000005000 0000000000001353   
0601AIA0N       20210101001190100000005000 0000000000001357   
0601AIA0N       20210101001195100000005000 0000000000001361   
0601AIA0N       20210101001200100000005000 0000000000001364   
0601AIA0N       20210101001205100000005000 0000000000001367   
0601AIA0N       20210101001210100000005000 0000000000001371   
0601AIA0N       20210101001215100000005000 0000000000001374   
0601AIA0N       20210101001220100000005000 0000000000001378   
0601AIA0N       20210101001225100000005000 0000000000001380   
0601AIA0N       20210101001230100000005000 0000000000001384   
0601AIA0N       20210101001235100000005000 0000000000001387   
0601AIA0N       20210101001240100000005000 0000000000001391   
0601AIA0N       20210101001245100000005000 0000000000001394   
0601AIA0N       20210101001250100000005000 0000000000001398   
0601AIA0N       20210101001255100000005000 0000000000001400   
0601AIA0N       20210101001260100000005000 0000000000001404   
0601AIA0N       20210101001265100000005000 0000000000001407   
0601AIA0N       20210101001270100000005000 0000000000001411   
0601AIA0N       20210101001275100000005000 0000000000001414   
0601AIA0N       20210101001280100000005000 0000000000001418   
0601AIA0N       20210101001285100000005000 0000000000001421   
0601AIA0N       20210101001290100000005000 0000000000001423   
0601AIA0N       20210101001295100000005000 0000000000001427   
0601AIA0N       20210101001300100000005000 0000000000001430   
0601AIA0N       20210101001305100000005000 0000000000001433   
0601AIA0N       20210101001310100000005000 0000000000001436   
0601AIA0N       20210101001315100000005000 0000000000001439   
0601AIA0N       20210101001320100000005000 0000000000001441   
0601AIA0N       20210101001325100000005000 0000000000001445   
0601AIA0N       20210101001330100000005000 0000000000001448   
0601AIA0N       20210101001335100000005000 0000000000001451   
0601AIA0N       20210101001340100000005000 0000000000001454   
0601AIA0N       20210101001345100000005000 0000000000001457   
0601AIA0N       20210101001350100000005000 0000000000001460   
0601AIA0N       20210101001355100000005000 0000000000001462   
0601AIA0N       20210101001360100000005000 0000000000001465   
0601AIA0N       20210101001365100000005000 0000000000001468   
0601AIA0N       20210101001370100000005000 0000000000001471   
0601AIA0N       20210101001375100000005000 0000000000001474   
0601AIA0N       20210101001380100000005000 0000000000001478   
0601AIA0N       20210101001385100000005000 0000000000001481   
0601AIA0N       20210101001390100000005000 0000000000001484   
0601AIA0N       20210101001395100000005000 0000000000001488   
0601AIA0N       20210101001400100000005000 0000000000001491   
0601AIA0N       20210101001405100000005000 0000000000001494   
0601AIA0N       20210101001410100000005000 0000000000001497   
0601AIA0N       20210101001415100000005000 0000000000001501   
0601AIA0N       20210101001420100000005000 0000000000001504   
0601AIA0N       20210101001425100000005000 0000000000001508   
0601AIA0N       20210101001430100000005000 0000000000001511   
0601AIA0N       20210101001435100000005000 0000000000001514   
0601AIA0N       20210101001440100000005000 0000000000001517   
0601AIA0N       20210101001445100000005000 0000000000001520   
0601AIA0N       20210101001450100000005000 0000000000001524   
0601AIA0N       20210101001455100000005000 0000000000001526   
0601AIA0N       20210101001460100000005000 0000000000001529   
0601AIA0N       20210101001465100000005000 0000000000001532   
0601AIA0N       20210101001470100000005000 0000000000001535   
0601AIA0N       20210101001475100000005000 0000000000001537   
0601AIA0N       20210101001480100000005000 0000000000001540   
0601AIA0N       20210101001485100000005000 0000000000001543   
0601AIA0N       20210101001490100000005000 0000000000001545   
0601AIA0N       20210101001495100000005000 0000000000001548   
0601AIA0N       20210101001500100000005000 0000000000001551   
0601AIA0N       20210101001505100000005000 0000000000001554   
0601AIA0N       20210101001510100000005000 0000000000001556   
0601AIA0N       20210101001515100000005000 0000000000001558   
0601AIA0N       20210101001520100000005000 0000000000001562   
0601AIA0N       20210101001525100000005000 0000000000001564   
0601AIA0N       20210101001530100000005000 0000000000001566   
0601AIA0N       20210101001535100000005000 0000000000001569   
0601AIA0N       20210101001540100000005000 0000000000001571   
0601AIA0N       20210101001545100000005000 0000000000001574   
0601AIA0N       20210101001550100000005000 0000000000001577   
0601AIA0N       20210101001555100000005000 0000000000001579   
0601AIA0N       20210101001560100000005000 0000000000001581   
0601AIA0N       20210101001565100000005000 0000000000001584   
0601AIA0N       20210101001570100000005000 0000000000001587   
0601AIA0N       20210101001575100000005000 0000000000001589   
0601AIA0N       20210101001580100000005000 0000000000001591   
0601AIA0N       20210101001585100000005000 0000000000001594   
0601AIA0N       20210101001590100000005000 0000000000001596   
0601AIA0N       20210101001595100000005000 0000000000001598   
0601AIA0N       20210101001600100000005000 0000000000001601   
0601AIA0N       20210101001605100000005000 0000000000001604   
0601AIA0N       20210101001610100000005000 0000000000001606   
0601AIA0N       20210101001615100000005000 0000000000001608   
0601AIA0N       20210101001620100000005000 0000000000001610   
0601AIA0N       20210101001625100000005000 0000000000001612   
0601AIA0N       20210101001630100000005000 0000000000001615   
0601AIA0N       20210101001635100000005000 0000000000001617   
0601AIA0N       20210101001640100000005000 0000000000001619   
0601AIA0N       20210101001645100000005000 0000000000001621   
0601AIA0N       20210101001650100000005000 0000000000001624   
0601AIA0N       20210101001655100000005000 0000000000001626   
0601AIA0N       20210101001660100000005000 0000000000001628   
0601AIA0N       20210101001665100000005000 0000000000001630   
0601AIA0N       20210101001670100000005000 0000000000001632   
0601AIA0N       20210101001675100000005000 0000000000001634   
0601AIA0N       20210101001680100000005000 0000000000001637   
0601AIA0N       20210101001685100000005000 0000000000001639   
0601AIA0N       20210101001690100000005000 0000000000001641   
0601AIA0N       20210101001695100000005000 0000000000001643   
0601AIA0N       20210101001700100000100000 0000000000001665   
0601AIA0N       20210101001800100000100000 0000000000001711   
0601AIA0N       20210101001900100000100000 0000000000001754   
0601AIA0N       20210101002000100000100000 0000000000001791   
0601AIA0N       20210101002100100000100000 0000000000001822   
0601AIA0N       20210101002200100000100000 0000000000001851   
0601AIA0N       20210101002300100000100000 0000000000001877   
0601AIA0N       20210101002400100000100000 0000000000001902   
0601AIA0N       20210101002500100000100000 0000000000001924   
0601AIA0N       20210101002600100000100000 0000000000001944   
0601AIA0N       20210101002700100000100000 0000000000001963   
0601AIA0N       20210101002800100000100000 0000000000001981   
0601AIA0N       20210101002900100000100000 0000000000001998   
0601AIA0N       20210101003000100000100000 0000000000002013   
0601AIA0N       20210101003100100000100000 0000000000002028   
0601AIA0N       20210101003200100000100000 0000000000002041   
0601AIA0N       20210101003300100000100000 0000000000002054   
0601AIA0N       20210101003400100000100000 0000000000002066   
0601AIA0N       20210101003500100000100000 0000000000002077   
0601AIA0N       20210101003600100000100000 0000000000002088   
0601AIA0N       20210101003700100000100000 0000000000002098   
0601AIA0N       20210101003800100000100000 0000000000002108   
0601AIA0N       20210101003900100000100000 0000000000002117   
0601AIA0N       20210101004000100000100000 0000000000002126   
0601AIA0N       20210101004100100000100000 0000000000002134   
0601AIA0N       20210101004200100000100000 0000000000002142   
0601AIA0N       20210101004300100000100000 0000000000002150   
0601AIA0N       20210101004400100000100000 0000000000002157   
0601AIA0N       20210101004500100000100000 0000000000002164   
0601AIA0N       20210101004600100000100000 0000000000002170   
0601AIA0N       20210101004700100000100000 0000000000002176   
0601AIA0N       20210101004800100000100000 0000000000002182   
0601AIA0N       20210101004900100000100000 0000000000002188   
0601AIA0N       20210101005000100000100000 0000000000002194   
0601AIA0N       20210101005100100000100000 0000000000002199   
0601AIA0N       20210101005200100000100000 0000000000002204   
0601AIA0N       20210101005300100000100000 0000000000002209   
0601AIA0N       20210101005400100000100000 0000000000002214   
0601AIA0N       20210101005500100000100000 0000000000002219   
0601AIA0N       20210101005600100000100000 0000000000002223   
0601AIA0N       20210101005700100000100000 0000000000002227   
0601AIA0N       20210101005800100000100000 0000000000002231   
0601AIA0N       20210101005900100000100000 0000000000002235   
0601AIA0N       20210101006000100000100000 0000000000002239   
0601AIA0N       20210101006100100000100000 0000000000002243   
0601AIA0N       20210101006200100000100000 0000000000002247   
0601AIA0N       20210101006300100000100000 0000000000002250   
0601AIA0N       20210101006400100000100000 0000000000002253   
0601AIA0N       20210101006500100000100000 0000000000002257   
0601AIA0N       20210101006600100000100000 0000000000002260   
0601AIA0N       20210101006700100000100000 0000000000002263   
0601AIA0N       20210101006800100000100000 0000000000002266   
0601AIA0N       20210101006900100000100000 0000000000002269   
0601AIA0N       20210101007000100000100000 0000000000002272   
0601AIA0N       20210101007100100000100000 0000000000002275   
0601AIA0N       20210101007200100000100000 0000000000002276   
0601AIA0N       20210101007300100000100000 0000000000002276   
0601AIA0N       20210101007400100000100000 0000000000002277   
0601AIA0N       20210101007500100000100000 0000000000002277   
0601AIA0N       20210101007600100000100000 0000000000002278   
0601AIA0N       20210101007700100000100000 0000000000002278   
0601AIA0N       20210101007800100000100000 0000000000002279   
0601AIA0N       20210101007900100000100000 0000000000002279   
0601AIA0N       20210101008000100000100000 0000000000002280   
0601AIA0N       20210101008100100000100000 0000000000002280   
0601AIA0N       20210101008200100000100000 0000000000002281   
0601AIA0N       20210101008300100000100000 0000000000002281   
0601AIA0N       20210101008400100000100000 0000000000002282   
0601AIA0N       20210101008500100000100000 0000000000002282   
0601AIA0N       20210101008600100000100000 0000000000002282   
0601AIA0N       20210101008700100000100000 0000000000002283   
0601AIA0N       20210101008800100000100000 0000000000002283   
0601AIA0N       20210101008900100000100000 0000000000002284   
0601AIA0N       20210101009000100000100000 0000000000002284   
0601AIA0N       20210101009100100000100000 0000000000002284   
0601AIA0N       20210101009200100000100000 0000000000002285   
0601AIA0N       20210101009300100000100000 0000000000002285   
0601AIA0N       20210101009400100000100000 0000000000002286   
0601AIA0N       20210101009500100000100000 0000000000002286   
0601AIA0N       20210101009600100000100000 0000000000002286   
0601AIA0N       20210101009700100000100000 0000000000002286   
0601AIA0N       20210101009800100000100000 0000000000002287   
0601AIA0N       20210101009900100000100000 0000000000002287   
0601AIA0N       20210101010000100000100000 0000000000002287   
0601AIA0N       20210101010100100000100000 0000000000002288   
0601AIA0N       20210101010200100000100000 0000000000002288   
0601AIA0N       20210101010300100000100000 0000000000002288   
0601AIA0N       20210101010400100000100000 0000000000002289   
0601AIA0N       20210101010500100000100000 0000000000002289   
0601AIA0N       20210101010600100000100000 0000000000002289   
0601AIA0N       20210101010700100000100000 0000000000002289   
0601AIA0N       20210101010800100000100000 0000000000002290   
0601AIA0N       20210101010900100000100000 0000000000002290   
0601AIA0N       20210101011000100000100000 0000000000002290   
0601AIA0N       20210101011100100000100000 0000000000002290   
0601AIA0N       20210101011200100000100000 0000000000002290   
0601AIA0N       20210101011300100000100000 0000000000002291   
0601AIA0N       20210101011400100000100000 0000000000002291   
0601AIA0N       20210101011500100000100000 0000000000002291   
0601AIA0N       20210101011600100000100000 0000000000002292   
0601AIA0N       20210101011700100000100000 0000000000002292   
0601AIA0N       20210101011800100000100000 0000000000002292   
0601AIA0N       20210101011900100000100000 0000000000002292   
0601AIA0N       20210101012000100000100000 0000000000002292   
0601AIA0N       20210101012100100000100000 0000000000002293   
0601AIA0N       20210101012200100000100000 0000000000002293   
0601AIA0N       20210101012300100000100000 0000000000002293   
0601AIA0N       20210101012400100000100000 0000000000002293   
0601AIA0N       20210101012500100000100000 0000000000002293   
0601AIA0N       20210101012600100000100000 0000000000002294   
0601AIA0N       20210101012700100000100000 0000000000002294   
0601AIA1N       20210101000000100000020000 0100000000000000   
0601AIA1N       20210101000020100000005000 0100000000000000   
0601AIA1N       20210101000025100000005000 0100000000000000   
0601AIA1N       20210101000030100000005000 0100000000000000   
0601AIA1N       20210101000035100000005000 0100000000000000   
0601AIA1N       20210101000040100000005000 0100000000000000   
0601AIA1N       20210101000045100000005000 0100000000000000   
0601AIA1N       20210101000050100000005000 0100000000000000   
0601AIA1N       20210101000055100000005000 0100000000000000   
0601AIA1N       20210101000060100000005000 0100000000000000   
0601AIA1N       20210101000065100000005000 0100000000000000   
0601AIA1N       20210101000070100000005000 0100000000000000   
0601AIA1N       20210101000075100000005000 0100000000000000   
0601AIA1N       20210101000080100000005000 0100000000000000   
0601AIA1N       20210101000085100000005000 0100000000000000   
0601AIA1N       20210101000090100000005000 0100000000000000   
0601AIA1N       20210101000095100000005000 0100000000000000   
0601AIA1N       20210101000100100000005000 0100000000000000   
0601AIA1N       20210101000105100000005000 0100000000000000   
0601AIA1N       20210101000110100000005000 0100000000000000   
0601AIA1N       20210101000115100000005000 0100000000000000   
0601AIA1N       20210101000120100000005000 0100000000000000   
0601AIA1N       20210101000125100000005000 0100000000000000   
0601AIA1N       20210101000130100000005000 0100000000000000   
0601AIA1N       20210101000135100000005000 0100000000000000   
0601AIA1N       20210101000140100000005000 0100000000000007   
0601AIA1N       20210101000145100000005000 0100000000000007   
0601AIA1N       20210101000150100000005000 0100000000000013   
0601AIA1N       20210101000155100000005000 0100000000000019   
0601AIA1N       20210101000160100000005000 0100000000000025   
0601AIA1N       20210101000165100000005000 0100000000000024   
0601AIA1N       20210101000170100000005000 0100000000000035   
0601AIA1N       20210101000175100000005000 0100000000000039   
0601AIA1N       20210101000180100000005000 0100000000000049   
0601AIA1N       20210101000185100000005000 0100000000000059   
0601AIA1N       20210101000190100000005000 0100000000000062   
0601AIA1N       20210101000195100000005000 0100000000000066   
0601AIA1N       20210101000200100000005000 0100000000000074   
0601AIA1N       20210101000205100000005000 0100000000000087   
0601AIA1N       20210101000210100000005000 0100000000000094   
0601AIA1N       20210101000215100000005000 0100000000000101   
0601AIA1N       20210101000220100000005000 0100000000000108   
0601AIA1N       20210101000225100000005000 0100000000000114   
0601AIA1N       20210101000230100000005000 0100000000000125   
0601AIA1N       20210101000235100000005000 0100000000000131   
0601AIA1N       20210101000240100000005000 0100000000000140   
0601AIA1N       20210101000245100000005000 0100000000000149   
0601AIA1N       20210101000250100000005000 0100000000000158   
0601AIA1N       20210101000255100000005000 0100000000000167   
0601AIA1N       20210101000260100000005000 0100000000000175   
0601AIA1N       20210101000265100000005000 0100000000000187   
0601AIA1N       20210101000270100000005000 0100000000000198   
0601AIA1N       20210101000275100000005000 0100000000000205   
0601AIA1N       20210101000280100000005000 0100000000000212   
0601AIA1N       20210101000285100000005000 0100000000000223   
0601AIA1N       20210101000290100000005000 0100000000000232   
0601AIA1N       20210101000295100000005000 0100000000000249   
0601AIA1N       20210101000300100000005000 0100000000000258   
0601AIA1N       20210101000305100000005000 0100000000000270   
0601AIA1N       20210101000310100000005000 0100000000000282   
0601AIA1N       20210101000315100000005000 0100000000000290   
0601AIA1N       20210101000320100000005000 0100000000000298   
0601AIA1N       20210101000325100000005000 0100000000000308   
0601AIA1N       20210101000330100000005000 0100000000000319   
0601AIA1N       20210101000335100000005000 0100000000000329   
0601AIA1N       20210101000340100000005000 0100000000000339   
0601AIA1N       20210101000345100000005000 0100000000000351   
0601AIA1N       20210101000350100000005000 0100000000000360   
0601AIA1N       20210101000355100000005000 0100000000000372   
0601AIA1N       20210101000360100000005000 0100000000000381   
0601AIA1N       20210101000365100000005000 0100000000000389   
0601AIA1N       20210101000370100000005000 0100000000000397   
0601AIA1N       20210101000375100000005000 0100000000000408   
0601AIA1N       20210101000380100000005000 0100000000000418   
0601AIA1N       20210101000385100000005000 0100000000000426   
0601AIA1N       20210101000390100000005000 0100000000000436   
0601AIA1N       20210101000395100000005000 0100000000000445   
0601AIA1N       20210101000400100000005000 0100000000000455   
0601AIA1N       20210101000405100000005000 0100000000000461   
0601AIA1N       20210101000410100000005000 0100000000000470   
0601AIA1N       20210101000415100000005000 0100000000000479   
0601AIA1N       20210101000420100000005000 0100000000000488   
0601AIA1N       20210101000425100000005000 0100000000000496   
0601AIA1N       20210101000430100000005000 0100000000000504   
0601AIA1N       20210101000435100000005000 0100000000000512   
0601AIA1N       20210101000440100000005000 0100000000000520   
0601AIA1N       20210101000445100000005000 0100000000000530   
0601AIA1N       20210101000450100000005000 0100000000000535   
0601AIA1N       20210101000455100000005000 0100000000000542   
