00AR               20231109                                                                                   
0601ARA0N       20240101000470100000005000 0000000050000819   
0601ARA0N       20240101000475100000005000 0000000050000826   
0601ARA0N       20240101000480100000005000 0000000050000833   
0601ARA0N       20240101000485100000005000 0000000050000840   
0601ARA0N       20240101000490100000005000 0000000050000849   
0601ARA0N       20240101000495100000005000 0000000050000857   
0601ARA0N       20240101000500100000005000 0000000050000865   
0601ARA0N       20240101000505100000005000 0000000050000873   
0601ARA0N       20240101000510100000005000 0000000050000882   
0601ARA0N       20240101000515100000005000 0000000050000889   
0601ARA0N       20240101000520100000005000 0000000050000897   
0601ARA0N       20240101000525100000005000 0000000050000905   
0601ARA0N       20240101000530100000005000 0000000050000912   
0601ARA0N       20240101000535100000005000 0000000050000920   
0601ARA0N       20240101000540100000005000 0000000050000927   
0601ARA0N       20240101000545100000005000 0000000050000934   
0601ARA0N       20240101000550100000005000 0000000050000941   
0601ARA0N       20240101000555100000005000 0000000050000948   
0601ARA0N       20240101000560100000005000 0000000050000955   
0601ARA0N       20240101000565100000005000 0000000050000961   
0601ARA0N       20240101000570100000005000 0000000050000967   
0601ARA0N       20240101000575100000005000 0000000050000974   
0601ARA0N       20240101000580100000005000 0000000050000980   
0601ARA0N       20240101000585100000005000 0000000050000986   
0601ARA0N       20240101000590100000005000 0000000050000992   
0601ARA0N       20240101000595100000005000 0000000050000998   
0601ARA0N       20240101000600100000005000 0000000050001004   
0601ARA0N       20240101000605100000005000 0000000050001010   
0601ARA0N       20240101000610100000005000 0000000050001016   
0601ARA0N       20240101000615100000005000 0000000050001023   
0601ARA0N       20240101000620100000005000 0000000050001029   
0601ARA0N       20240101000625100000005000 0000000050001036   
0601ARA0N       20240101000630100000005000 0000000050001042   
0601ARA0N       20240101000635100000005000 0000000050001048   
0601ARA0N       20240101000640100000005000 0000000050001054   
0601ARA0N       20240101000645100000005000 0000000050001061   
0601ARA0N       20240101000650100000005000 0000000050001067   
0601ARA0N       20240101000655100000005000 0000000050001072   
0601ARA0N       20240101000660100000005000 0000000050001078   
0601ARA0N       20240101000665100000005000 0000000050001084   
0601ARA0N       20240101000670100000005000 0000000050001090   
0601ARA0N       20240101000675100000005000 0000000050001095   
0601ARA0N       20240101000680100000005000 0000000050001101   
0601ARA0N       20240101000685100000005000 0000000050001106   
0601ARA0N       20240101000690100000005000 0000000050001111   
0601ARA0N       20240101000695100000005000 0000000050001117   
0601ARA0N       20240101000700100000005000 0000000050001122   
0601ARA0N       20240101000705100000005000 0000000050001127   
0601ARA0N       20240101000710100000005000 0000000050001132   
0601ARA0N       20240101000715100000005000 0000000050001137   
0601ARA0N       20240101000720100000005000 0000000050001142   
0601ARA0N       20240101000725100000005000 0000000050001147   
0601ARA0N       20240101000730100000005000 0000000050001152   
0601ARA0N       20240101000735100000005000 0000000050001156   
0601ARA0N       20240101000740100000005000 0000000050001161   
0601ARA0N       20240101000745100000005000 0000000050001165   
0601ARA0N       20240101000750100000005000 0000000050001170   
0601ARA0N       20240101000755100000005000 0000000050001177   
0601ARA0N       20240101000760100000005000 0000000050001181   
0601ARA0N       20240101000765100000005000 0000000050001185   
0601ARA0N       20240101000770100000005000 0000000050001189   
0601ARA0N       20240101000775100000005000 0000000050001194   
0601ARA0N       20240101000780100000005000 0000000050001200   
0601ARA0N       20240101000785100000005000 0000000050001204   
0601ARA0N       20240101000790100000005000 0000000050001208   
0601ARA0N       20240101000795100000005000 0000000050001212   
0601ARA0N       20240101000800100000005000 0000000050001216   
0601ARA0N       20240101000805100000005000 0000000050001223   
0601ARA0N       20240101000810100000005000 0000000050001228   
0601ARA0N       20240101000815100000005000 0000000050001234   
0601ARA0N       20240101000820100000005000 0000000050001240   
0601ARA0N       20240101000825100000005000 0000000050001245   
0601ARA0N       20240101000830100000005000 0000000050001253   
0601ARA0N       20240101000835100000005000 0000000050001258   
0601ARA0N       20240101000840100000005000 0000000050001263   
0601ARA0N       20240101000845100000005000 0000000050001269   
0601ARA0N       20240101000850100000005000 0000000050001274   
0601ARA0N       20240101000855100000005000 0000000050001281   
0601ARA0N       20240101000860100000005000 0000000050001286   
0601ARA0N       20240101000865100000005000 0000000050001291   
0601ARA0N       20240101000870100000005000 0000000050001296   
0601ARA0N       20240101000875100000005000 0000000050001301   
0601ARA0N       20240101000880100000005000 0000000050001308   
0601ARA0N       20240101000885100000005000 0000000050001313   
0601ARA0N       20240101000890100000005000 0000000050001318   
0601ARA0N       20240101000895100000005000 0000000050001323   
0601ARA0N       20240101000900100000005000 0000000050001327   
0601ARA0N       20240101000905100000005000 0000000050001333   
0601ARA0N       20240101000910100000005000 0000000050001338   
0601ARA0N       20240101000915100000005000 0000000050001342   
0601ARA0N       20240101000920100000005000 0000000050001346   
0601ARA0N       20240101000925100000005000 0000000050001351   
0601ARA0N       20240101000930100000005000 0000000050001357   
0601ARA0N       20240101000935100000005000 0000000050001361   
0601ARA0N       20240101000940100000005000 0000000050001365   
0601ARA0N       20240101000945100000005000 0000000050001369   
0601ARA0N       20240101000950100000005000 0000000050001374   
0601ARA0N       20240101000955100000005000 0000000050001380   
0601ARA0N       20240101000960100000005000 0000000050001384   
0601ARA0N       20240101000965100000005000 0000000050001388   
0601ARA0N       20240101000970100000005000 0000000050001392   
0601ARA0N       20240101000975100000005000 0000000050001397   
0601ARA0N       20240101000980100000005000 0000000050001402   
0601ARA0N       20240101000985100000005000 0000000050001406   
0601ARA0N       20240101000990100000005000 0000000050001410   
0601ARA0N       20240101000995100000005000 0000000050001414   
0601ARA0N       20240101001000100000005000 0000000050001418   
0601ARA0N       20240101001005100000005000 0000000050001422   
0601ARA0N       20240101001010100000005000 0000000050001428   
0601ARA0N       20240101001015100000005000 0000000050001431   
0601ARA0N       20240101001020100000005000 0000000050001435   
0601ARA0N       20240101001025100000005000 0000000050001439   
0601ARA0N       20240101001030100000005000 0000000050001443   
0601ARA0N       20240101001035100000005000 0000000050001448   
0601ARA0N       20240101001040100000005000 0000000050001451   
0601ARA0N       20240101001045100000005000 0000000050001455   
0601ARA0N       20240101001050100000005000 0000000050001459   
0601ARA0N       20240101001055100000005000 0000000050001462   
0601ARA0N       20240101001060100000005000 0000000050001467   
0601ARA0N       20240101001065100000005000 0000000050001470   
0601ARA0N       20240101001070100000005000 0000000050001474   
0601ARA0N       20240101001075100000005000 0000000050001477   
0601ARA0N       20240101001080100000005000 0000000050001481   
0601ARA0N       20240101001085100000005000 0000000050001485   
0601ARA0N       20240101001090100000005000 0000000050001489   
0601ARA0N       20240101001095100000005000 0000000050001492   
0601ARA0N       20240101001100100000005000 0000000050001496   
0601ARA0N       20240101001105100000005000 0000000050001499   
0601ARA0N       20240101001110100000005000 0000000050001503   
0601ARA0N       20240101001115100000005000 0000000050001507   
0601ARA0N       20240101001120100000005000 0000000050001510   
0601ARA0N       20240101001125100000005000 0000000050001513   
0601ARA0N       20240101001130100000005000 0000000050001516   
0601ARA0N       20240101001135100000005000 0000000050001522   
0601ARA0N       20240101001140100000005000 0000000050001526   
0601ARA0N       20240101001145100000005000 0000000050001530   
0601ARA0N       20240101001150100000005000 0000000050001533   
0601ARA0N       20240101001155100000005000 0000000050001537   
0601ARA0N       20240101001160100000005000 0000000050001543   
0601ARA0N       20240101001165100000005000 0000000050001546   
0601ARA0N       20240101001170100000005000 0000000050001550   
0601ARA0N       20240101001175100000005000 0000000050001554   
0601ARA0N       20240101001180100000005000 0000000050001557   
0601ARA0N       20240101001185100000005000 0000000050001563   
0601ARA0N       20240101001190100000005000 0000000050001566   
0601ARA0N       20240101001195100000005000 0000000050001569   
0601ARA0N       20240101001200100000005000 0000000050001573   
0601ARA0N       20240101001205100000005000 0000000050001576   
0601ARA0N       20240101001210100000005000 0000000050001581   
0601ARA0N       20240101001215100000005000 0000000050001585   
0601ARA0N       20240101001220100000005000 0000000050001588   
0601ARA0N       20240101001225100000005000 0000000050001591   
0601ARA0N       20240101001230100000005000 0000000050001594   
0601ARA0N       20240101001235100000005000 0000000050001600   
0601ARA0N       20240101001240100000005000 0000000050001603   
0601ARA0N       20240101001245100000005000 0000000050001606   
0601ARA0N       20240101001250100000005000 0000000050001611   
0601ARA0N       20240101001255100000005000 0000000050001614   
0601ARA0N       20240101001260100000005000 0000000050001617   
0601ARA0N       20240101001265100000005000 0000000050001622   
0601ARA0N       20240101001270100000005000 0000000050001625   
0601ARA0N       20240101001275100000005000 0000000050001628   
0601ARA0N       20240101001280100000005000 0000000050001631   
0601ARA0N       20240101001285100000005000 0000000050001636   
0601ARA0N       20240101001290100000005000 0000000050001639   
0601ARA0N       20240101001295100000005000 0000000050001642   
0601ARA0N       20240101001300100000005000 0000000050001647   
0601ARA0N       20240101001305100000005000 0000000050001650   
0601ARA0N       20240101001310100000005000 0000000050001653   
0601ARA0N       20240101001315100000005000 0000000050001657   
0601ARA0N       20240101001320100000005000 0000000050001660   
0601ARA0N       20240101001325100000005000 0000000050001663   
0601ARA0N       20240101001330100000005000 0000000050001668   
0601ARA0N       20240101001335100000005000 0000000050001671   
0601ARA0N       20240101001340100000005000 0000000050001674   
0601ARA0N       20240101001345100000005000 0000000050001679   
0601ARA0N       20240101001350100000005000 0000000050001681   
0601ARA0N       20240101001355100000005000 0000000050001684   
0601ARA0N       20240101001360100000005000 0000000050001689   
0601ARA0N       20240101001365100000005000 0000000050001692   
0601ARA0N       20240101001370100000005000 0000000050001694   
0601ARA0N       20240101001375100000005000 0000000050001699   
0601ARA0N       20240101001380100000005000 0000000050001701   
0601ARA0N       20240101001385100000005000 0000000050001704   
0601ARA0N       20240101001390100000005000 0000000050001708   
0601ARA0N       20240101001395100000005000 0000000050001711   
0601ARA0N       20240101001400100000005000 0000000050001714   
0601ARA0N       20240101001405100000005000 0000000050001718   
0601ARA0N       20240101001410100000005000 0000000050001721   
0601ARA0N       20240101001415100000005000 0000000050001723   
0601ARA0N       20240101001420100000005000 0000000050001726   
0601ARA0N       20240101001425100000005000 0000000050001730   
0601ARA0N       20240101001430100000005000 0000000050001732   
0601ARA0N       20240101001435100000005000 0000000050001735   
0601ARA0N       20240101001440100000005000 0000000050001740   
0601ARA0N       20240101001445100000005000 0000000050001743   
0601ARA0N       20240101001450100000005000 0000000050001746   
0601ARA0N       20240101001455100000005000 0000000050001751   
0601ARA0N       20240101001460100000005000 0000000050001754   
0601ARA0N       20240101001465100000005000 0000000050001757   
0601ARA0N       20240101001470100000005000 0000000050001762   
0601ARA0N       20240101001475100000005000 0000000050001765   
0601ARA0N       20240101001480100000005000 0000000050001768   
0601ARA0N       20240101001485100000005000 0000000050001772   
0601ARA0N       20240101001490100000005000 0000000050001775   
0601ARA0N       20240101001495100000005000 0000000050001778   
0601ARA0N       20240101001500100000005000 0000000050001783   
0601ARA0N       20240101001505100000005000 0000000050001785   
0601ARA0N       20240101001510100000005000 0000000050001788   
0601ARA0N       20240101001515100000005000 0000000050001793   
0601ARA0N       20240101001520100000005000 0000000050001795   
0601ARA0N       20240101001525100000005000 0000000050001798   
0601ARA0N       20240101001530100000005000 0000000050001803   
0601ARA0N       20240101001535100000005000 0000000050001805   
0601ARA0N       20240101001540100000005000 0000000050001808   
0601ARA0N       20240101001545100000005000 0000000050001812   
0601ARA0N       20240101001550100000005000 0000000050001815   
0601ARA0N       20240101001555100000005000 0000000050001817   
0601ARA0N       20240101001560100000005000 0000000050001822   
0601ARA0N       20240101001565100000005000 0000000050001824   
0601ARA0N       20240101001570100000005000 0000000050001827   
0601ARA0N       20240101001575100000005000 0000000050001829   
0601ARA0N       20240101001580100000005000 0000000050001833   
0601ARA0N       20240101001585100000005000 0000000050001836   
0601ARA0N       20240101001590100000005000 0000000050001838   
0601ARA0N       20240101001595100000005000 0000000050001843   
0601ARA0N       20240101001600100000005000 0000000050001845   
0601ARA0N       20240101001605100000005000 0000000050001847   
0601ARA0N       20240101001610100000005000 0000000050001851   
0601ARA0N       20240101001615100000005000 0000000050001854   
0601ARA0N       20240101001620100000005000 0000000050001856   
0601ARA0N       20240101001625100000005000 0000000050001860   
0601ARA0N       20240101001630100000005000 0000000050001863   
0601ARA0N       20240101001635100000005000 0000000050001865   
0601ARA0N       20240101001640100000005000 0000000050001869   
0601ARA0N       20240101001645100000005000 0000000050001871   
0601ARA0N       20240101001650100000005000 0000000050001873   
0601ARA0N       20240101001655100000005000 0000000050001877   
0601ARA0N       20240101001660100000005000 0000000050001879   
0601ARA0N       20240101001665100000005000 0000000050001882   
0601ARA0N       20240101001670100000005000 0000000050001886   
0601ARA0N       20240101001675100000005000 0000000050001888   
0601ARA0N       20240101001680100000005000 0000000050001890   
0601ARA0N       20240101001685100000005000 0000000050001894   
0601ARA0N       20240101001690100000005000 0000000050001896   
0601ARA0N       20240101001695100000005000 0000000050001898   
0601ARA0N       20240101001700100000005000 0000000050001902   
0601ARA0N       20240101001705100000005000 0000000050001904   
0601ARA0N       20240101001710100000005000 0000000050001906   
0601ARA0N       20240101001715100000005000 0000000050001908   
0601ARA0N       20240101001720100000005000 0000000050001912   
0601ARA0N       20240101001725100000005000 0000000050001914   
0601ARA0N       20240101001730100000005000 0000000050001916   
0601ARA0N       20240101001735100000005000 0000000050001919   
0601ARA0N       20240101001740100000005000 0000000050001921   
0601ARA0N       20240101001745100000005000 0000000050001923   
0601ARA0N       20240101001750100000005000 0000000050001927   
0601ARA0N       20240101001755100000005000 0000000050001929   
0601ARA0N       20240101001760100000005000 0000000050001931   
0601ARA0N       20240101001765100000005000 0000000050001934   
0601ARA0N       20240101001770100000005000 0000000050001936   
0601ARA0N       20240101001775100000005000 0000000050001938   
0601ARA0N       20240101001780100000005000 0000000050001941   
0601ARA0N       20240101001785100000005000 0000000050001943   
0601ARA0N       20240101001790100000005000 0000000050001945   
0601ARA0N       20240101001795100000005000 0000000050001949   
0601ARA0N       20240101001800100000005000 0000000050001951   
0601ARA0N       20240101001805100000005000 0000000050001952   
0601ARA0N       20240101001810100000005000 0000000050001956   
0601ARA0N       20240101001815100000005000 0000000050001958   
0601ARA0N       20240101001820100000005000 0000000050001959   
0601ARA0N       20240101001825100000005000 0000000050001963   
0601ARA0N       20240101001830100000005000 0000000050001964   
0601ARA0N       20240101001835100000005000 0000000050001966   
0601ARA0N       20240101001840100000005000 0000000050001970   
0601ARA0N       20240101001845100000005000 0000000050001972   
0601ARA0N       20240101001850100000005000 0000000050001975   
0601ARA0N       20240101001855100000005000 0000000050001978   
0601ARA0N       20240101001860100000005000 0000000050001981   
0601ARA0N       20240101001865100000005000 0000000050001983   
0601ARA0N       20240101001870100000005000 0000000050001985   
0601ARA0N       20240101001875100000005000 0000000050001989   
0601ARA0N       20240101001880100000005000 0000000050001991   
0601ARA0N       20240101001885100000005000 0000000050001993   
0601ARA0N       20240101001890100000005000 0000000050001997   
0601ARA0N       20240101001895100000005000 0000000050001999   
0601ARA0N       20240101001900100000005000 0000000050002001   
0601ARA0N       20240101001905100000005000 0000000050002005   
0601ARA0N       20240101001910100000005000 0000000050002007   
0601ARA0N       20240101001915100000005000 0000000050002009   
0601ARA0N       20240101001920100000005000 0000000050002012   
0601ARA0N       20240101001925100000005000 0000000050002014   
0601ARA0N       20240101001930100000005000 0000000050002016   
0601ARA0N       20240101001935100000005000 0000000050002020   
0601ARA0N       20240101001940100000005000 0000000050002022   
0601ARA0N       20240101001945100000005000 0000000050002024   
0601ARA0N       20240101001950100000005000 0000000050002027   
0601ARA0N       20240101001955100000005000 0000000050002029   
0601ARA0N       20240101001960100000005000 0000000050002031   
0601ARA0N       20240101001965100000005000 0000000050002035   
0601ARA0N       20240101001970100000005000 0000000050002037   
0601ARA0N       20240101001975100000005000 0000000050002039   
0601ARA0N       20240101001980100000005000 0000000050002042   
0601ARA0N       20240101001985100000005000 0000000050002044   
0601ARA0N       20240101001990100000005000 0000000050002046   
0601ARA0N       20240101001995100000005000 0000000050002049   
0601ARA0N       20240101002000100000005000 0000000050002051   
0601ARA0N       20240101002005100000005000 0000000050002053   
0601ARA0N       20240101002010100000005000 0000000050002055   
0601ARA0N       20240101002015100000005000 0000000050002058   
0601ARA0N       20240101002020100000005000 0000000050002060   
0601ARA0N       20240101002025100000005000 0000000050002062   
0601ARA0N       20240101002030100000005000 0000000050002065   
0601ARA0N       20240101002035100000005000 0000000050002067   
0601ARA0N       20240101002040100000005000 0000000050002069   
0601ARA0N       20240101002045100000005000 0000000050002072   
0601ARA0N       20240101002050100000005000 0000000050002074   
0601ARA0N       20240101002055100000005000 0000000050002075   
0601ARA0N       20240101002060100000005000 0000000050002079   
0601ARA0N       20240101002065100000005000 0000000050002080   
0601ARA0N       20240101002070100000005000 0000000050002082   
0601ARA0N       20240101002075100000005000 0000000050002085   
0601ARA0N       20240101002080100000005000 0000000050002087   
0601ARA0N       20240101002085100000005000 0000000050002089   
0601ARA0N       20240101002090100000005000 0000000050002092   
0601ARA0N       20240101002095100000005000 0000000050002093   
0601ARA0N       20240101002100100000005000 0000000050002095   
0601ARA0N       20240101002105100000005000 0000000050002098   
0601ARA0N       20240101002110100000005000 0000000050002100   
0601ARA0N       20240101002115100000005000 0000000050002101   
0601ARA0N       20240101002120100000005000 0000000050002104   
0601ARA0N       20240101002125100000005000 0000000050002106   
0601ARA0N       20240101002130100000005000 0000000050002108   
0601ARA0N       20240101002135100000005000 0000000050002111   
0601ARA0N       20240101002140100000005000 0000000050002112   
0601ARA0N       20240101002145100000005000 0000000050002114   
0601ARA0N       20240101002150100000005000 0000000050002116   
0601ARA0N       20240101002155100000005000 0000000050002118   
0601ARA0N       20240101002160100000005000 0000000050002120   
0601ARA0N       20240101002165100000005000 0000000050002122   
0601ARA0N       20240101002170100000005000 0000000050002125   
0601ARA0N       20240101002175100000005000 0000000050002126   
0601ARA0N       20240101002180100000005000 0000000050002128   
0601ARA0N       20240101002185100000005000 0000000050002131   
0601ARA0N       20240101002190100000005000 0000000050002132   
0601ARA0N       20240101002195100000005000 0000000050002134   
0601ARA0N       20240101002200100000005000 0000000050002136   
0601ARA0N       20240101002205100000005000 0000000050002138   
0601ARA0N       20240101002210100000005000 0000000050002139   
0601ARA0N       20240101002215100000005000 0000000050002142   
0601ARA0N       20240101002220100000005000 0000000050002144   
0601ARA0N       20240101002225100000005000 0000000050002145   
0601ARA0N       20240101002230100000005000 0000000050002148   
0601ARA0N       20240101002235100000005000 0000000050002149   
0601ARA0N       20240101002240100000005000 0000000050002151   
0601ARA0N       20240101002245100000005000 0000000050002154   
0601ARA0N       20240101002250100000005000 0000000050002155   
0601ARA0N       20240101002255100000005000 0000000050002157   
0601ARA0N       20240101002260100000005000 0000000050002159   
0601ARA0N       20240101002265100000005000 0000000050002161   
0601ARA0N       20240101002270100000005000 0000000050002162   
0601ARA0N       20240101002275100000005000 0000000050002165   
0601ARA0N       20240101002280100000005000 0000000050002166   
0601ARA0N       20240101002285100000005000 0000000050002168   
0601ARA0N       20240101002290100000005000 0000000050002170   
0601ARA0N       20240101002295100000005000 0000000050002172   
0601ARA0N       20240101002300100000005000 0000000050002173   
0601ARA0N       20240101002305100000005000 0000000050002174   
0601ARA0N       20240101002310100000005000 0000000050002177   
0601ARA0N       20240101002315100000005000 0000000050002178   
0601ARA0N       20240101002320100000005000 0000000050002180   
0601ARA0N       20240101002325100000005000 0000000050002182   
0601ARA0N       20240101002330100000005000 0000000050002184   
0601ARA0N       20240101002335100000005000 0000000050002185   
0601ARA0N       20240101002340100000005000 0000000050002187   
0601ARA0N       20240101002345100000005000 0000000050002189   
0601ARA0N       20240101002350100000005000 0000000050002190   
0601ARA0N       20240101002355100000005000 0000000050002193   
0601ARA0N       20240101002360100000005000 0000000050002194   
0601ARA0N       20240101002365100000005000 0000000050002195   
0601ARA0N       20240101002370100000005000 0000000050002198   
0601ARA0N       20240101002375100000005000 0000000050002199   
0601ARA0N       20240101002380100000005000 0000000050002200   
0601ARA0N       20240101002385100000005000 0000000050002203   
0601ARA0N       20240101002390100000005000 0000000050002204   
0601ARA0N       20240101002395100000005000 0000000050002205   
0601ARA0N       20240101002400100000005000 0000000050002208   
0601ARA0N       20240101002405100000005000 0000000050002209   
0601ARA0N       20240101002410100000005000 0000000050002210   
0601ARA0N       20240101002415100000005000 0000000050002212   
0601ARA0N       20240101002420100000005000 0000000050002214   
0601ARA0N       20240101002425100000005000 0000000050002215   
0601ARA0N       20240101002430100000005000 0000000050002217   
0601ARA0N       20240101002435100000005000 0000000050002219   
0601ARA0N       20240101002440100000005000 0000000050002220   
0601ARA0N       20240101002445100000005000 0000000050002221   
0601ARA0N       20240101002450100000005000 0000000050002223   
0601ARA0N       20240101002455100000005000 0000000050002224   
0601ARA0N       20240101002460100000005000 0000000050002226   
0601ARA0N       20240101002465100000005000 0000000050002228   
0601ARA0N       20240101002470100000005000 0000000050002229   
0601ARA0N       20240101002475100000005000 0000000050002230   
0601ARA0N       20240101002480100000005000 0000000050002233   
0601ARA0N       20240101002485100000005000 0000000050002234   
0601ARA0N       20240101002490100000005000 0000000050002235   
0601ARA0N       20240101002495100000005000 0000000050002237   
0601ARA0N       20240101002500100000100000 0000000050002253   
0601ARA0N       20240101002600100000100000 0000000050002274   
0601ARA0N       20240101002700100000100000 0000000050002293   
0601ARA0N       20240101002800100000100000 0000000050002311   
0601ARA0N       20240101002900100000100000 0000000050002327   
0601ARA0N       20240101003000100000100000 0000000050002343   
0601ARA0N       20240101003100100000100000 0000000050002358   
0601ARA0N       20240101003200100000100000 0000000050002372   
0601ARA0N       20240101003300100000100000 0000000050002384   
0601ARA0N       20240101003400100000100000 0000000050002397   
0601ARA0N       20240101003500100000100000 0000000050002408   
0601ARA0N       20240101003600100000100000 0000000050002418   
0601ARA0N       20240101003700100000100000 0000000050002429   
0601ARA0N       20240101003800100000100000 0000000050002438   
0601ARA0N       20240101003900100000100000 0000000050002448   
0601ARA0N       20240101004000100000100000 0000000050002456   
0601ARA0N       20240101004100100000100000 0000000050002465   
0601ARA0N       20240101004200100000100000 0000000050002473   
0601ARA0N       20240101004300100000100000 0000000050002480   
0601ARA0N       20240101004400100000100000 0000000050002487   
0601ARA0N       20240101004500100000100000 0000000050002494   
0601ARA0N       20240101004600100000100000 0000000050002501   
0601ARA0N       20240101004700100000100000 0000000050002507   
0601ARA0N       20240101004800100000100000 0000000050002513   
0601ARA0N       20240101004900100000100000 0000000050002519   
0601ARA0N       20240101005000100000100000 0000000050002525   
0601ARA0N       20240101005100100000100000 0000000050002530   
0601ARA0N       20240101005200100000100000 0000000050002535   
0601ARA0N       20240101005300100000100000 0000000050002540   
0601ARA0N       20240101005400100000100000 0000000050002545   
0601ARA0N       20240101005500100000100000 0000000050002550   
0601ARA0N       20240101005600100000100000 0000000050002554   
0601ARA0N       20240101005700100000100000 0000000050002558   
0601ARA0N       20240101005800100000100000 0000000050002562   
0601ARA0N       20240101005900100000100000 0000000050002567   
0601ARA0N       20240101006000100000100000 0000000050002570   
0601ARA0N       20240101006100100000100000 0000000050002574   
0601ARA0N       20240101006200100000100000 0000000050002578   
0601ARA0N       20240101006300100000100000 0000000050002581   
0601ARA0N       20240101006400100000100000 0000000050002585   
0601ARA0N       20240101006500100000100000 0000000050002588   
0601ARA0N       20240101006600100000100000 0000000050002591   
0601ARA0N       20240101006700100000100000 0000000050002594   
0601ARA0N       20240101006800100000100000 0000000050002598   
0601ARA0N       20240101006900100000100000 0000000050002600   
0601ARA0N       20240101007000100000100000 0000000050002603   
0601ARA0N       20240101007100100000100000 0000000050002606   
0601ARA0N       20240101007200100000100000 0000000050002609   
0601ARA0N       20240101007300100000100000 0000000050002611   
0601ARA0N       20240101007400100000100000 0000000050002614   
0601ARA0N       20240101007500100000100000 0000000050002615   
0601ARA0N       20240101007600100000100000 0000000050002615   
0601ARA0N       20240101007700100000100000 0000000050002616   
0601ARA0N       20240101007800100000100000 0000000050002616   
0601ARA0N       20240101007900100000100000 0000000050002617   
0601ARA0N       20240101008000100000100000 0000000050002617   
0601ARA0N       20240101008100100000100000 0000000050002617   
0601ARA0N       20240101008200100000100000 0000000050002618   
0601ARA0N       20240101008300100000100000 0000000050002618   
