00AR               20231109                                                                                   
0601ARB5N       20240101002385100000005000 0500000050001570   
0601ARB5N       20240101002390100000005000 0500000050001573   
0601ARB5N       20240101002395100000005000 0500000050001575   
0601ARB5N       20240101002400100000005000 0500000050001579   
0601ARB5N       20240101002405100000005000 0500000050001581   
0601ARB5N       20240101002410100000005000 0500000050001584   
0601ARB5N       20240101002415100000005000 0500000050001588   
0601ARB5N       20240101002420100000005000 0500000050001590   
0601ARB5N       20240101002425100000005000 0500000050001593   
0601ARB5N       20240101002430100000005000 0500000050001596   
0601ARB5N       20240101002435100000005000 0500000050001599   
0601ARB5N       20240101002440100000005000 0500000050001601   
0601ARB5N       20240101002445100000005000 0500000050001603   
0601ARB5N       20240101002450100000005000 0500000050001607   
0601ARB5N       20240101002455100000005000 0500000050001609   
0601ARB5N       20240101002460100000005000 0500000050001612   
0601ARB5N       20240101002465100000005000 0500000050001615   
0601ARB5N       20240101002470100000005000 0500000050001618   
0601ARB5N       20240101002475100000005000 0500000050001620   
0601ARB5N       20240101002480100000005000 0500000050001624   
0601ARB5N       20240101002485100000005000 0500000050001626   
0601ARB5N       20240101002490100000005000 0500000050001628   
0601ARB5N       20240101002495100000005000 0500000050001632   
0601ARB5N       20240101002500100000100000 0500000050001659   
0601ARB5N       20240101002600100000100000 0500000050001709   
0601ARB5N       20240101002700100000100000 0500000050001754   
0601ARB5N       20240101002800100000100000 0500000050001797   
0601ARB5N       20240101002900100000100000 0500000050001837   
0601ARB5N       20240101003000100000100000 0500000050001874   
0601ARB5N       20240101003100100000100000 0500000050001909   
0601ARB5N       20240101003200100000100000 0500000050001942   
0601ARB5N       20240101003300100000100000 0500000050001972   
0601ARB5N       20240101003400100000100000 0500000050002002   
0601ARB5N       20240101003500100000100000 0500000050002029   
0601ARB5N       20240101003600100000100000 0500000050002054   
0601ARB5N       20240101003700100000100000 0500000050002079   
0601ARB5N       20240101003800100000100000 0500000050002102   
0601ARB5N       20240101003900100000100000 0500000050002124   
0601ARB5N       20240101004000100000100000 0500000050002145   
0601ARB5N       20240101004100100000100000 0500000050002165   
0601ARB5N       20240101004200100000100000 0500000050002184   
0601ARB5N       20240101004300100000100000 0500000050002203   
0601ARB5N       20240101004400100000100000 0500000050002216   
0601ARB5N       20240101004500100000100000 0500000050002228   
0601ARB5N       20240101004600100000100000 0500000050002240   
0601ARB5N       20240101004700100000100000 0500000050002251   
0601ARB5N       20240101004800100000100000 0500000050002262   
0601ARB5N       20240101004900100000100000 0500000050002273   
0601ARB5N       20240101005000100000100000 0500000050002283   
0601ARB5N       20240101005100100000100000 0500000050002293   
0601ARB5N       20240101005200100000100000 0500000050002302   
0601ARB5N       20240101005300100000100000 0500000050002311   
0601ARB5N       20240101005400100000100000 0500000050002320   
0601ARB5N       20240101005500100000100000 0500000050002328   
0601ARB5N       20240101005600100000100000 0500000050002336   
0601ARB5N       20240101005700100000100000 0500000050002344   
0601ARB5N       20240101005800100000100000 0500000050002351   
0601ARB5N       20240101005900100000100000 0500000050002359   
0601ARB5N       20240101006000100000100000 0500000050002366   
0601ARB5N       20240101006100100000100000 0500000050002372   
0601ARB5N       20240101006200100000100000 0500000050002379   
0601ARB5N       20240101006300100000100000 0500000050002385   
0601ARB5N       20240101006400100000100000 0500000050002392   
0601ARB5N       20240101006500100000100000 0500000050002398   
0601ARB5N       20240101006600100000100000 0500000050002404   
0601ARB5N       20240101006700100000100000 0500000050002409   
0601ARB5N       20240101006800100000100000 0500000050002415   
0601ARB5N       20240101006900100000100000 0500000050002420   
0601ARB5N       20240101007000100000100000 0500000050002425   
0601ARB5N       20240101007100100000100000 0500000050002430   
0601ARB5N       20240101007200100000100000 0500000050002435   
0601ARB5N       20240101007300100000100000 0500000050002440   
0601ARB5N       20240101007400100000100000 0500000050002444   
0601ARB5N       20240101007500100000100000 0500000050002449   
0601ARB5N       20240101007600100000100000 0500000050002453   
0601ARB5N       20240101007700100000100000 0500000050002457   
0601ARB5N       20240101007800100000100000 0500000050002462   
0601ARB5N       20240101007900100000100000 0500000050002465   
0601ARB5N       20240101008000100000100000 0500000050002470   
0601ARB5N       20240101008100100000100000 0500000050002473   
0601ARB5N       20240101008200100000100000 0500000050002477   
0601ARB5N       20240101008300100000100000 0500000050002481   
0601ARB5N       20240101008400100000100000 0500000050002485   
0601ARB5N       20240101008500100000100000 0500000050002488   
0601ARB5N       20240101008600100000100000 0500000050002491   
0601ARB5N       20240101008700100000100000 0500000050002495   
0601ARB5N       20240101008800100000100000 0500000050002498   
0601ARB5N       20240101008900100000100000 0500000050002501   
0601ARB5N       20240101009000100000100000 0500000050002504   
0601ARB5N       20240101009100100000100000 0500000050002507   
0601ARB5N       20240101009200100000100000 0500000050002510   
0601ARB5N       20240101009300100000100000 0500000050002512   
0601ARB5N       20240101009400100000100000 0500000050002513   
0601ARB5N       20240101009500100000100000 0500000050002514   
0601ARB5N       20240101009600100000100000 0500000050002516   
0601ARB5N       20240101009700100000100000 0500000050002517   
0601ARB5N       20240101009800100000100000 0500000050002519   
0601ARB5N       20240101009900100000100000 0500000050002520   
0601ARB5N       20240101010000100000100000 0500000050002521   
0601ARB6N       20240101000000100000115000 0600000050000043   
0601ARB6N       20240101000115100000005000 0600000050000043   
0601ARB6N       20240101000120100000005000 0600000050000041   
0601ARB6N       20240101000125100000005000 0600000050000039   
0601ARB6N       20240101000130100000005000 0600000050000038   
0601ARB6N       20240101000135100000005000 0600000050000036   
0601ARB6N       20240101000140100000005000 0600000050000035   
0601ARB6N       20240101000145100000005000 0600000050000034   
0601ARB6N       20240101000150100000005000 0600000050000033   
0601ARB6N       20240101000155100000005000 0600000050000032   
0601ARB6N       20240101000160100000005000 0600000050000031   
0601ARB6N       20240101000165100000005000 0600000050000030   
0601ARB6N       20240101000170100000005000 0600000050000029   
0601ARB6N       20240101000175100000005000 0600000050000028   
0601ARB6N       20240101000180100000005000 0600000050000027   
0601ARB6N       20240101000185100000005000 0600000050000027   
0601ARB6N       20240101000190100000005000 0600000050000026   
0601ARB6N       20240101000195100000005000 0600000050000025   
0601ARB6N       20240101000200100000005000 0600000050000025   
0601ARB6N       20240101000205100000005000 0600000050000024   
0601ARB6N       20240101000210100000005000 0600000050000024   
0601ARB6N       20240101000215100000005000 0600000050000023   
0601ARB6N       20240101000220100000005000 0600000050000022   
0601ARB6N       20240101000225100000005000 0600000050000022   
0601ARB6N       20240101000230100000005000 0600000050000022   
0601ARB6N       20240101000235100000005000 0600000050000021   
0601ARB6N       20240101000240100000005000 0600000050000021   
0601ARB6N       20240101000245100000005000 0600000050000020   
0601ARB6N       20240101000250100000005000 0600000050000020   
0601ARB6N       20240101000255100000005000 0600000050000019   
0601ARB6N       20240101000260100000005000 0600000050000019   
0601ARB6N       20240101000265100000005000 0600000050000019   
0601ARB6N       20240101000270100000005000 0600000050000018   
0601ARB6N       20240101000275100000005000 0600000050000018   
0601ARB6N       20240101000280100000005000 0600000050000018   
0601ARB6N       20240101000285100000005000 0600000050000017   
0601ARB6N       20240101000290100000005000 0600000050000017   
0601ARB6N       20240101000295100000005000 0600000050000017   
0601ARB6N       20240101000300100000005000 0600000050000017   
0601ARB6N       20240101000305100000005000 0600000050000016   
0601ARB6N       20240101000310100000005000 0600000050000016   
0601ARB6N       20240101000315100000005000 0600000050000016   
0601ARB6N       20240101000320100000005000 0600000050000016   
0601ARB6N       20240101000325100000005000 0600000050000015   
0601ARB6N       20240101000330100000005000 0600000050000015   
0601ARB6N       20240101000335100000005000 0600000050000015   
0601ARB6N       20240101000340100000005000 0600000050000015   
0601ARB6N       20240101000345100000005000 0600000050000014   
0601ARB6N       20240101000350100000005000 0600000050000014   
0601ARB6N       20240101000355100000005000 0600000050000014   
0601ARB6N       20240101000360100000005000 0600000050000014   
0601ARB6N       20240101000365100000005000 0600000050000014   
0601ARB6N       20240101000370100000005000 0600000050000013   
0601ARB6N       20240101000375100000005000 0600000050000013   
0601ARB6N       20240101000380100000005000 0600000050000013   
0601ARB6N       20240101000385100000005000 0600000050000013   
0601ARB6N       20240101000390100000005000 0600000050000013   
0601ARB6N       20240101000395100000005000 0600000050000013   
0601ARB6N       20240101000400100000005000 0600000050000012   
0601ARB6N       20240101000405100000005000 0600000050000012   
0601ARB6N       20240101000410100000005000 0600000050000012   
0601ARB6N       20240101000415100000005000 0600000050000012   
0601ARB6N       20240101000420100000005000 0600000050000012   
0601ARB6N       20240101000425100000005000 0600000050000012   
0601ARB6N       20240101000430100000005000 0600000050000012   
0601ARB6N       20240101000435100000005000 0600000050000011   
0601ARB6N       20240101000440100000005000 0600000050000011   
0601ARB6N       20240101000445100000005000 0600000050000011   
0601ARB6N       20240101000450100000005000 0600000050000011   
0601ARB6N       20240101000455100000005000 0600000050000011   
0601ARB6N       20240101000460100000005000 0600000050000011   
0601ARB6N       20240101000465100000005000 0600000050000011   
0601ARB6N       20240101000470100000005000 0600000050000011   
0601ARB6N       20240101000475100000005000 0600000050000010   
0601ARB6N       20240101000480100000005000 0600000050000010   
0601ARB6N       20240101000485100000005000 0600000050000010   
0601ARB6N       20240101000490100000005000 0600000050000010   
0601ARB6N       20240101000495100000005000 0600000050000010   
0601ARB6N       20240101000500100000005000 0600000050000010   
0601ARB6N       20240101000505100000005000 0600000050000010   
0601ARB6N       20240101000510100000005000 0600000050000010   
0601ARB6N       20240101000515100000005000 0600000050000010   
0601ARB6N       20240101000520100000005000 0600000050000010   
0601ARB6N       20240101000525100000005000 0600000050000009   
0601ARB6N       20240101000530100000005000 0600000050000009   
0601ARB6N       20240101000535100000005000 0600000050000009   
0601ARB6N       20240101000540100000005000 0600000050000009   
0601ARB6N       20240101000545100000005000 0600000050000009   
0601ARB6N       20240101000550100000005000 0600000050000009   
0601ARB6N       20240101000555100000005000 0600000050000009   
0601ARB6N       20240101000560100000005000 0600000050000009   
0601ARB6N       20240101000565100000005000 0600000050000009   
0601ARB6N       20240101000570100000005000 0600000050000009   
0601ARB6N       20240101000575100000005000 0600000050000009   
0601ARB6N       20240101000580100000005000 0600000050000009   
0601ARB6N       20240101000585100000005000 0600000050000009   
0601ARB6N       20240101000590100000005000 0600000050000008   
0601ARB6N       20240101000595100000005000 0600000050000008   
0601ARB6N       20240101000600100000005000 0600000050000008   
0601ARB6N       20240101000605100000005000 0600000050000008   
0601ARB6N       20240101000610100000005000 0600000050000008   
0601ARB6N       20240101000615100000005000 0600000050000008   
0601ARB6N       20240101000620100000005000 0600000050000008   
0601ARB6N       20240101000625100000005000 0600000050000008   
0601ARB6N       20240101000630100000005000 0600000050000008   
0601ARB6N       20240101000635100000005000 0600000050000008   
0601ARB6N       20240101000640100000005000 0600000050000010   
0601ARB6N       20240101000645100000005000 0600000050000014   
0601ARB6N       20240101000650100000005000 0600000050000018   
0601ARB6N       20240101000655100000005000 0600000050000022   
0601ARB6N       20240101000660100000005000 0600000050000026   
0601ARB6N       20240101000665100000005000 0600000050000030   
0601ARB6N       20240101000670100000005000 0600000050000033   
0601ARB6N       20240101000675100000005000 0600000050000039   
0601ARB6N       20240101000680100000005000 0600000050000045   
0601ARB6N       20240101000685100000005000 0600000050000051   
0601ARB6N       20240101000690100000005000 0600000050000056   
0601ARB6N       20240101000695100000005000 0600000050000061   
0601ARB6N       20240101000700100000005000 0600000050000067   
0601ARB6N       20240101000705100000005000 0600000050000072   
0601ARB6N       20240101000710100000005000 0600000050000078   
0601ARB6N       20240101000715100000005000 0600000050000083   
0601ARB6N       20240101000720100000005000 0600000050000089   
0601ARB6N       20240101000725100000005000 0600000050000094   
0601ARB6N       20240101000730100000005000 0600000050000100   
0601ARB6N       20240101000735100000005000 0600000050000107   
0601ARB6N       20240101000740100000005000 0600000050000113   
0601ARB6N       20240101000745100000005000 0600000050000118   
0601ARB6N       20240101000750100000005000 0600000050000124   
0601ARB6N       20240101000755100000005000 0600000050000130   
0601ARB6N       20240101000760100000005000 0600000050000136   
0601ARB6N       20240101000765100000005000 0600000050000142   
0601ARB6N       20240101000770100000005000 0600000050000148   
0601ARB6N       20240101000775100000005000 0600000050000154   
0601ARB6N       20240101000780100000005000 0600000050000159   
0601ARB6N       20240101000785100000005000 0600000050000165   
0601ARB6N       20240101000790100000005000 0600000050000170   
0601ARB6N       20240101000795100000005000 0600000050000175   
0601ARB6N       20240101000800100000005000 0600000050000180   
0601ARB6N       20240101000805100000005000 0600000050000185   
0601ARB6N       20240101000810100000005000 0600000050000191   
0601ARB6N       20240101000815100000005000 0600000050000196   
0601ARB6N       20240101000820100000005000 0600000050000201   
0601ARB6N       20240101000825100000005000 0600000050000207   
0601ARB6N       20240101000830100000005000 0600000050000213   
0601ARB6N       20240101000835100000005000 0600000050000218   
0601ARB6N       20240101000840100000005000 0600000050000222   
0601ARB6N       20240101000845100000005000 0600000050000228   
0601ARB6N       20240101000850100000005000 0600000050000234   
0601ARB6N       20240101000855100000005000 0600000050000239   
0601ARB6N       20240101000860100000005000 0600000050000244   
0601ARB6N       20240101000865100000005000 0600000050000250   
0601ARB6N       20240101000870100000005000 0600000050000255   
0601ARB6N       20240101000875100000005000 0600000050000260   
0601ARB6N       20240101000880100000005000 0600000050000265   
0601ARB6N       20240101000885100000005000 0600000050000270   
0601ARB6N       20240101000890100000005000 0600000050000274   
0601ARB6N       20240101000895100000005000 0600000050000279   
0601ARB6N       20240101000900100000005000 0600000050000284   
0601ARB6N       20240101000905100000005000 0600000050000290   
0601ARB6N       20240101000910100000005000 0600000050000295   
0601ARB6N       20240101000915100000005000 0600000050000300   
0601ARB6N       20240101000920100000005000 0600000050000304   
0601ARB6N       20240101000925100000005000 0600000050000309   
0601ARB6N       20240101000930100000005000 0600000050000315   
0601ARB6N       20240101000935100000005000 0600000050000319   
0601ARB6N       20240101000940100000005000 0600000050000324   
0601ARB6N       20240101000945100000005000 0600000050000328   
0601ARB6N       20240101000950100000005000 0600000050000333   
0601ARB6N       20240101000955100000005000 0600000050000338   
0601ARB6N       20240101000960100000005000 0600000050000343   
0601ARB6N       20240101000965100000005000 0600000050000347   
0601ARB6N       20240101000970100000005000 0600000050000351   
0601ARB6N       20240101000975100000005000 0600000050000355   
0601ARB6N       20240101000980100000005000 0600000050000362   
0601ARB6N       20240101000985100000005000 0600000050000367   
0601ARB6N       20240101000990100000005000 0600000050000372   
0601ARB6N       20240101000995100000005000 0600000050000376   
0601ARB6N       20240101001000100000005000 0600000050000381   
0601ARB6N       20240101001005100000005000 0600000050000386   
0601ARB6N       20240101001010100000005000 0600000050000392   
0601ARB6N       20240101001015100000005000 0600000050000397   
0601ARB6N       20240101001020100000005000 0600000050000402   
0601ARB6N       20240101001025100000005000 0600000050000406   
0601ARB6N       20240101001030100000005000 0600000050000411   
0601ARB6N       20240101001035100000005000 0600000050000417   
0601ARB6N       20240101001040100000005000 0600000050000421   
0601ARB6N       20240101001045100000005000 0600000050000426   
0601ARB6N       20240101001050100000005000 0600000050000430   
0601ARB6N       20240101001055100000005000 0600000050000434   
0601ARB6N       20240101001060100000005000 0600000050000440   
0601ARB6N       20240101001065100000005000 0600000050000444   
0601ARB6N       20240101001070100000005000 0600000050000448   
0601ARB6N       20240101001075100000005000 0600000050000453   
0601ARB6N       20240101001080100000005000 0600000050000457   
0601ARB6N       20240101001085100000005000 0600000050000462   
0601ARB6N       20240101001090100000005000 0600000050000466   
0601ARB6N       20240101001095100000005000 0600000050000470   
0601ARB6N       20240101001100100000005000 0600000050000474   
0601ARB6N       20240101001105100000005000 0600000050000478   
0601ARB6N       20240101001110100000005000 0600000050000483   
0601ARB6N       20240101001115100000005000 0600000050000487   
0601ARB6N       20240101001120100000005000 0600000050000491   
0601ARB6N       20240101001125100000005000 0600000050000495   
0601ARB6N       20240101001130100000005000 0600000050000499   
0601ARB6N       20240101001135100000005000 0600000050000505   
0601ARB6N       20240101001140100000005000 0600000050000510   
0601ARB6N       20240101001145100000005000 0600000050000514   
0601ARB6N       20240101001150100000005000 0600000050000519   
0601ARB6N       20240101001155100000005000 0600000050000523   
0601ARB6N       20240101001160100000005000 0600000050000529   
0601ARB6N       20240101001165100000005000 0600000050000533   
0601ARB6N       20240101001170100000005000 0600000050000537   
0601ARB6N       20240101001175100000005000 0600000050000541   
0601ARB6N       20240101001180100000005000 0600000050000546   
0601ARB6N       20240101001185100000005000 0600000050000551   
0601ARB6N       20240101001190100000005000 0600000050000555   
0601ARB6N       20240101001195100000005000 0600000050000559   
0601ARB6N       20240101001200100000005000 0600000050000563   
0601ARB6N       20240101001205100000005000 0600000050000567   
0601ARB6N       20240101001210100000005000 0600000050000573   
0601ARB6N       20240101001215100000005000 0600000050000577   
0601ARB6N       20240101001220100000005000 0600000050000581   
0601ARB6N       20240101001225100000005000 0600000050000584   
0601ARB6N       20240101001230100000005000 0600000050000588   
0601ARB6N       20240101001235100000005000 0600000050000593   
0601ARB6N       20240101001240100000005000 0600000050000597   
0601ARB6N       20240101001245100000005000 0600000050000601   
0601ARB6N       20240101001250100000005000 0600000050000606   
0601ARB6N       20240101001255100000005000 0600000050000610   
0601ARB6N       20240101001260100000005000 0600000050000613   
0601ARB6N       20240101001265100000005000 0600000050000618   
0601ARB6N       20240101001270100000005000 0600000050000622   
0601ARB6N       20240101001275100000005000 0600000050000625   
0601ARB6N       20240101001280100000005000 0600000050000629   
0601ARB6N       20240101001285100000005000 0600000050000634   
0601ARB6N       20240101001290100000005000 0600000050000637   
0601ARB6N       20240101001295100000005000 0600000050000641   
0601ARB6N       20240101001300100000005000 0600000050000645   
0601ARB6N       20240101001305100000005000 0600000050000648   
0601ARB6N       20240101001310100000005000 0600000050000652   
0601ARB6N       20240101001315100000005000 0600000050000656   
0601ARB6N       20240101001320100000005000 0600000050000660   
0601ARB6N       20240101001325100000005000 0600000050000663   
0601ARB6N       20240101001330100000005000 0600000050000668   
0601ARB6N       20240101001335100000005000 0600000050000672   
0601ARB6N       20240101001340100000005000 0600000050000675   
0601ARB6N       20240101001345100000005000 0600000050000680   
0601ARB6N       20240101001350100000005000 0600000050000684   
0601ARB6N       20240101001355100000005000 0600000050000687   
0601ARB6N       20240101001360100000005000 0600000050000692   
0601ARB6N       20240101001365100000005000 0600000050000696   
0601ARB6N       20240101001370100000005000 0600000050000699   
0601ARB6N       20240101001375100000005000 0600000050000704   
0601ARB6N       20240101001380100000005000 0600000050000707   
0601ARB6N       20240101001385100000005000 0600000050000711   
0601ARB6N       20240101001390100000005000 0600000050000715   
0601ARB6N       20240101001395100000005000 0600000050000719   
0601ARB6N       20240101001400100000005000 0600000050000722   
0601ARB6N       20240101001405100000005000 0600000050000727   
0601ARB6N       20240101001410100000005000 0600000050000730   
0601ARB6N       20240101001415100000005000 0600000050000733   
0601ARB6N       20240101001420100000005000 0600000050000736   
0601ARB6N       20240101001425100000005000 0600000050000740   
0601ARB6N       20240101001430100000005000 0600000050000743   
0601ARB6N       20240101001435100000005000 0600000050000746   
0601ARB6N       20240101001440100000005000 0600000050000750   
0601ARB6N       20240101001445100000005000 0600000050000753   
0601ARB6N       20240101001450100000005000 0600000050000756   
0601ARB6N       20240101001455100000005000 0600000050000760   
0601ARB6N       20240101001460100000005000 0600000050000762   
0601ARB6N       20240101001465100000005000 0600000050000765   
0601ARB6N       20240101001470100000005000 0600000050000772   
0601ARB6N       20240101001475100000005000 0600000050000776   
0601ARB6N       20240101001480100000005000 0600000050000780   
0601ARB6N       20240101001485100000005000 0600000050000785   
0601ARB6N       20240101001490100000005000 0600000050000790   
0601ARB6N       20240101001495100000005000 0600000050000794   
0601ARB6N       20240101001500100000005000 0600000050000799   
0601ARB6N       20240101001505100000005000 0600000050000803   
0601ARB6N       20240101001510100000005000 0600000050000807   
0601ARB6N       20240101001515100000005000 0600000050000812   
0601ARB6N       20240101001520100000005000 0600000050000816   
0601ARB6N       20240101001525100000005000 0600000050000820   
0601ARB6N       20240101001530100000005000 0600000050000825   
0601ARB6N       20240101001535100000005000 0600000050000829   
0601ARB6N       20240101001540100000005000 0600000050000833   
0601ARB6N       20240101001545100000005000 0600000050000838   
0601ARB6N       20240101001550100000005000 0600000050000842   
0601ARB6N       20240101001555100000005000 0600000050000846   
0601ARB6N       20240101001560100000005000 0600000050000851   
0601ARB6N       20240101001565100000005000 0600000050000854   
0601ARB6N       20240101001570100000005000 0600000050000858   
0601ARB6N       20240101001575100000005000 0600000050000862   
0601ARB6N       20240101001580100000005000 0600000050000867   
0601ARB6N       20240101001585100000005000 0600000050000871   
0601ARB6N       20240101001590100000005000 0600000050000875   
0601ARB6N       20240101001595100000005000 0600000050000880   
0601ARB6N       20240101001600100000005000 0600000050000884   
0601ARB6N       20240101001605100000005000 0600000050000888   
0601ARB6N       20240101001610100000005000 0600000050000893   
0601ARB6N       20240101001615100000005000 0600000050000897   
0601ARB6N       20240101001620100000005000 0600000050000901   
0601ARB6N       20240101001625100000005000 0600000050000906   
0601ARB6N       20240101001630100000005000 0600000050000910   
0601ARB6N       20240101001635100000005000 0600000050000913   
0601ARB6N       20240101001640100000005000 0600000050000919   
0601ARB6N       20240101001645100000005000 0600000050000922   
0601ARB6N       20240101001650100000005000 0600000050000926   
0601ARB6N       20240101001655100000005000 0600000050000931   
0601ARB6N       20240101001660100000005000 0600000050000935   
0601ARB6N       20240101001665100000005000 0600000050000938   
0601ARB6N       20240101001670100000005000 0600000050000943   
0601ARB6N       20240101001675100000005000 0600000050000947   
0601ARB6N       20240101001680100000005000 0600000050000950   
0601ARB6N       20240101001685100000005000 0600000050000955   
0601ARB6N       20240101001690100000005000 0600000050000959   
0601ARB6N       20240101001695100000005000 0600000050000962   
0601ARB6N       20240101001700100000005000 0600000050000967   
0601ARB6N       20240101001705100000005000 0600000050000971   
0601ARB6N       20240101001710100000005000 0600000050000975   
0601ARB6N       20240101001715100000005000 0600000050000978   
0601ARB6N       20240101001720100000005000 0600000050000983   
0601ARB6N       20240101001725100000005000 0600000050000987   
0601ARB6N       20240101001730100000005000 0600000050000990   
0601ARB6N       20240101001735100000005000 0600000050000995   
0601ARB6N       20240101001740100000005000 0600000050000999   
0601ARB6N       20240101001745100000005000 0600000050001002   
0601ARB6N       20240101001750100000005000 0600000050001007   
0601ARB6N       20240101001755100000005000 0600000050001011   
0601ARB6N       20240101001760100000005000 0600000050001014   
0601ARB6N       20240101001765100000005000 0600000050001019   
0601ARB6N       20240101001770100000005000 0600000050001022   
0601ARB6N       20240101001775100000005000 0600000050001026   
0601ARB6N       20240101001780100000005000 0600000050001030   
0601ARB6N       20240101001785100000005000 0600000050001034   
0601ARB6N       20240101001790100000005000 0600000050001037   
0601ARB6N       20240101001795100000005000 0600000050001042   
0601ARB6N       20240101001800100000005000 0600000050001045   
0601ARB6N       20240101001805100000005000 0600000050001049   
0601ARB6N       20240101001810100000005000 0600000050001054   
0601ARB6N       20240101001815100000005000 0600000050001057   
0601ARB6N       20240101001820100000005000 0600000050001061   
0601ARB6N       20240101001825100000005000 0600000050001065   
0601ARB6N       20240101001830100000005000 0600000050001069   
0601ARB6N       20240101001835100000005000 0600000050001072   
0601ARB6N       20240101001840100000005000 0600000050001077   
0601ARB6N       20240101001845100000005000 0600000050001080   
0601ARB6N       20240101001850100000005000 0600000050001083   
0601ARB6N       20240101001855100000005000 0600000050001088   
0601ARB6N       20240101001860100000005000 0600000050001091   
0601ARB6N       20240101001865100000005000 0600000050001095   
0601ARB6N       20240101001870100000005000 0600000050001098   
0601ARB6N       20240101001875100000005000 0600000050001103   
0601ARB6N       20240101001880100000005000 0600000050001106   
0601ARB6N       20240101001885100000005000 0600000050001110   
0601ARB6N       20240101001890100000005000 0600000050001114   
0601ARB6N       20240101001895100000005000 0600000050001118   
0601ARB6N       20240101001900100000005000 0600000050001121   
0601ARB6N       20240101001905100000005000 0600000050001126   
0601ARB6N       20240101001910100000005000 0600000050001129   
0601ARB6N       20240101001915100000005000 0600000050001132   
0601ARB6N       20240101001920100000005000 0600000050001137   
0601ARB6N       20240101001925100000005000 0600000050001141   
0601ARB6N       20240101001930100000005000 0600000050001144   
0601ARB6N       20240101001935100000005000 0600000050001149   
0601ARB6N       20240101001940100000005000 0600000050001152   
0601ARB6N       20240101001945100000005000 0600000050001156   
0601ARB6N       20240101001950100000005000 0600000050001160   
0601ARB6N       20240101001955100000005000 0600000050001164   
0601ARB6N       20240101001960100000005000 0600000050001167   
0601ARB6N       20240101001965100000005000 0600000050001172   
0601ARB6N       20240101001970100000005000 0600000050001176   
0601ARB6N       20240101001975100000005000 0600000050001179   
0601ARB6N       20240101001980100000005000 0600000050001184   
0601ARB6N       20240101001985100000005000 0600000050001188   
0601ARB6N       20240101001990100000005000 0600000050001192   
0601ARB6N       20240101001995100000005000 0600000050001197   
0601ARB6N       20240101002000100000005000 0600000050001201   
0601ARB6N       20240101002005100000005000 0600000050001205   
0601ARB6N       20240101002010100000005000 0600000050001208   
0601ARB6N       20240101002015100000005000 0600000050001213   
0601ARB6N       20240101002020100000005000 0600000050001217   
0601ARB6N       20240101002025100000005000 0600000050001221   
0601ARB6N       20240101002030100000005000 0600000050001226   
0601ARB6N       20240101002035100000005000 0600000050001230   
0601ARB6N       20240101002040100000005000 0600000050001233   
0601ARB6N       20240101002045100000005000 0600000050001238   
0601ARB6N       20240101002050100000005000 0600000050001242   
0601ARB6N       20240101002055100000005000 0600000050001246   
0601ARB6N       20240101002060100000005000 0600000050001251   
0601ARB6N       20240101002065100000005000 0600000050001254   
0601ARB6N       20240101002070100000005000 0600000050001258   
0601ARB6N       20240101002075100000005000 0600000050001263   
0601ARB6N       20240101002080100000005000 0600000050001266   
0601ARB6N       20240101002085100000005000 0600000050001270   
0601ARB6N       20240101002090100000005000 0600000050001274   
0601ARB6N       20240101002095100000005000 0600000050001278   
0601ARB6N       20240101002100100000005000 0600000050001281   
0601ARB6N       20240101002105100000005000 0600000050001286   
0601ARB6N       20240101002110100000005000 0600000050001290   
0601ARB6N       20240101002115100000005000 0600000050001293   
0601ARB6N       20240101002120100000005000 0600000050001298   
0601ARB6N       20240101002125100000005000 0600000050001301   
0601ARB6N       20240101002130100000005000 0600000050001304   
0601ARB6N       20240101002135100000005000 0600000050001309   
0601ARB6N       20240101002140100000005000 0600000050001312   
0601ARB6N       20240101002145100000005000 0600000050001316   
0601ARB6N       20240101002150100000005000 0600000050001319   
0601ARB6N       20240101002155100000005000 0600000050001323   
0601ARB6N       20240101002160100000005000 0600000050001327   
0601ARB6N       20240101002165100000005000 0600000050001330   
0601ARB6N       20240101002170100000005000 0600000050001335   
0601ARB6N       20240101002175100000005000 0600000050001338   
0601ARB6N       20240101002180100000005000 0600000050001341   
0601ARB6N       20240101002185100000005000 0600000050001346   
0601ARB6N       20240101002190100000005000 0600000050001349   
0601ARB6N       20240101002195100000005000 0600000050001353   
0601ARB6N       20240101002200100000005000 0600000050001357   
0601ARB6N       20240101002205100000005000 0600000050001360   
0601ARB6N       20240101002210100000005000 0600000050001364   
0601ARB6N       20240101002215100000005000 0600000050001368   
0601ARB6N       20240101002220100000005000 0600000050001371   
0601ARB6N       20240101002225100000005000 0600000050001375   
0601ARB6N       20240101002230100000005000 0600000050001379   
0601ARB6N       20240101002235100000005000 0600000050001382   
0601ARB6N       20240101002240100000005000 0600000050001385   
0601ARB6N       20240101002245100000005000 0600000050001390   
0601ARB6N       20240101002250100000005000 0600000050001393   
0601ARB6N       20240101002255100000005000 0600000050001396   
0601ARB6N       20240101002260100000005000 0600000050001400   
0601ARB6N       20240101002265100000005000 0600000050001403   
0601ARB6N       20240101002270100000005000 0600000050001406   
0601ARB6N       20240101002275100000005000 0600000050001411   
0601ARB6N       20240101002280100000005000 0600000050001414   
0601ARB6N       20240101002285100000005000 0600000050001417   
0601ARB6N       20240101002290100000005000 0600000050001421   
0601ARB6N       20240101002295100000005000 0600000050001424   
