00AI               20231227                                                                                   
0601AIA4N       20240101001575100000005000 0400000000001146   
0601AIA4N       20240101001580100000005000 0400000000001149   
0601AIA4N       20240101001585100000005000 0400000000001153   
0601AIA4N       20240101001590100000005000 0400000000001156   
0601AIA4N       20240101001595100000005000 0400000000001160   
0601AIA4N       20240101001600100000005000 0400000000001163   
0601AIA4N       20240101001605100000005000 0400000000001166   
0601AIA4N       20240101001610100000005000 0400000000001170   
0601AIA4N       20240101001615100000005000 0400000000001173   
0601AIA4N       20240101001620100000005000 0400000000001176   
0601AIA4N       20240101001625100000005000 0400000000001179   
0601AIA4N       20240101001630100000005000 0400000000001183   
0601AIA4N       20240101001635100000005000 0400000000001186   
0601AIA4N       20240101001640100000005000 0400000000001189   
0601AIA4N       20240101001645100000005000 0400000000001192   
0601AIA4N       20240101001650100000005000 0400000000001195   
0601AIA4N       20240101001655100000005000 0400000000001198   
0601AIA4N       20240101001660100000005000 0400000000001201   
0601AIA4N       20240101001665100000005000 0400000000001205   
0601AIA4N       20240101001670100000005000 0400000000001208   
0601AIA4N       20240101001675100000005000 0400000000001210   
0601AIA4N       20240101001680100000005000 0400000000001214   
0601AIA4N       20240101001685100000005000 0400000000001217   
0601AIA4N       20240101001690100000005000 0400000000001219   
0601AIA4N       20240101001695100000005000 0400000000001223   
0601AIA4N       20240101001700100000100000 0400000000001257   
0601AIA4N       20240101001800100000100000 0400000000001315   
0601AIA4N       20240101001900100000100000 0400000000001367   
0601AIA4N       20240101002000100000100000 0400000000001415   
0601AIA4N       20240101002100100000100000 0400000000001461   
0601AIA4N       20240101002200100000100000 0400000000001509   
0601AIA4N       20240101002300100000100000 0400000000001551   
0601AIA4N       20240101002400100000100000 0400000000001588   
0601AIA4N       20240101002500100000100000 0400000000001622   
0601AIA4N       20240101002600100000100000 0400000000001654   
0601AIA4N       20240101002700100000100000 0400000000001683   
0601AIA4N       20240101002800100000100000 0400000000001709   
0601AIA4N       20240101002900100000100000 0400000000001735   
0601AIA4N       20240101003000100000100000 0400000000001759   
0601AIA4N       20240101003100100000100000 0400000000001781   
0601AIA4N       20240101003200100000100000 0400000000001802   
0601AIA4N       20240101003300100000100000 0400000000001821   
0601AIA4N       20240101003400100000100000 0400000000001839   
0601AIA4N       20240101003500100000100000 0400000000001857   
0601AIA4N       20240101003600100000100000 0400000000001873   
0601AIA4N       20240101003700100000100000 0400000000001889   
0601AIA4N       20240101003800100000100000 0400000000001903   
0601AIA4N       20240101003900100000100000 0400000000001917   
0601AIA4N       20240101004000100000100000 0400000000001931   
0601AIA4N       20240101004100100000100000 0400000000001943   
0601AIA4N       20240101004200100000100000 0400000000001956   
0601AIA4N       20240101004300100000100000 0400000000001967   
0601AIA4N       20240101004400100000100000 0400000000001978   
0601AIA4N       20240101004500100000100000 0400000000001988   
0601AIA4N       20240101004600100000100000 0400000000001998   
0601AIA4N       20240101004700100000100000 0400000000002008   
0601AIA4N       20240101004800100000100000 0400000000002017   
0601AIA4N       20240101004900100000100000 0400000000002026   
0601AIA4N       20240101005000100000100000 0400000000002035   
0601AIA4N       20240101005100100000100000 0400000000002043   
0601AIA4N       20240101005200100000100000 0400000000002050   
0601AIA4N       20240101005300100000100000 0400000000002058   
0601AIA4N       20240101005400100000100000 0400000000002065   
0601AIA4N       20240101005500100000100000 0400000000002072   
0601AIA4N       20240101005600100000100000 0400000000002079   
0601AIA4N       20240101005700100000100000 0400000000002086   
0601AIA4N       20240101005800100000100000 0400000000002092   
0601AIA4N       20240101005900100000100000 0400000000002098   
0601AIA4N       20240101006000100000100000 0400000000002104   
0601AIA4N       20240101006100100000100000 0400000000002110   
0601AIA4N       20240101006200100000100000 0400000000002115   
0601AIA4N       20240101006300100000100000 0400000000002121   
0601AIA4N       20240101006400100000100000 0400000000002126   
0601AIA4N       20240101006500100000100000 0400000000002131   
0601AIA4N       20240101006600100000100000 0400000000002136   
0601AIA4N       20240101006700100000100000 0400000000002141   
0601AIA4N       20240101006800100000100000 0400000000002145   
0601AIA4N       20240101006900100000100000 0400000000002149   
0601AIA4N       20240101007000100000100000 0400000000002154   
0601AIA4N       20240101007100100000100000 0400000000002158   
0601AIA4N       20240101007200100000100000 0400000000002162   
0601AIA4N       20240101007300100000100000 0400000000002166   
0601AIA4N       20240101007400100000100000 0400000000002170   
0601AIA4N       20240101007500100000100000 0400000000002174   
0601AIA4N       20240101007600100000100000 0400000000002178   
0601AIA4N       20240101007700100000100000 0400000000002181   
0601AIA4N       20240101007800100000100000 0400000000002183   
0601AIA4N       20240101007900100000100000 0400000000002184   
0601AIA4N       20240101008000100000100000 0400000000002186   
0601AIA4N       20240101008100100000100000 0400000000002187   
0601AIA4N       20240101008200100000100000 0400000000002189   
0601AIA4N       20240101008300100000100000 0400000000002190   
0601AIA4N       20240101008400100000100000 0400000000002191   
0601AIA4N       20240101008500100000100000 0400000000002193   
0601AIA4N       20240101008600100000100000 0400000000002194   
0601AIA4N       20240101008700100000100000 0400000000002195   
0601AIA4N       20240101008800100000100000 0400000000002196   
0601AIA4N       20240101008900100000100000 0400000000002198   
0601AIA4N       20240101009000100000100000 0400000000002199   
0601AIA4N       20240101009100100000100000 0400000000002200   
0601AIA4N       20240101009200100000100000 0400000000002201   
0601AIA4N       20240101009300100000100000 0400000000002202   
0601AIA4N       20240101009400100000100000 0400000000002203   
0601AIA4N       20240101009500100000100000 0400000000002204   
0601AIA4N       20240101009600100000100000 0400000000002205   
0601AIA4N       20240101009700100000100000 0400000000002207   
0601AIA4N       20240101009800100000100000 0400000000002208   
0601AIA4N       20240101009900100000100000 0400000000002209   
0601AIA4N       20240101010000100000100000 0400000000002209   
0601AIA4N       20240101010100100000100000 0400000000002210   
0601AIA4N       20240101010200100000100000 0400000000002211   
0601AIA4N       20240101010300100000100000 0400000000002212   
0601AIA4N       20240101010400100000100000 0400000000002213   
0601AIA4N       20240101010500100000100000 0400000000002214   
0601AIA4N       20240101010600100000100000 0400000000002215   
0601AIA4N       20240101010700100000100000 0400000000002216   
0601AIA4N       20240101010800100000100000 0400000000002216   
0601AIA4N       20240101010900100000100000 0400000000002217   
0601AIA4N       20240101011000100000100000 0400000000002218   
0601AIA4N       20240101011100100000100000 0400000000002219   
0601AIA4N       20240101011200100000100000 0400000000002220   
0601AIA4N       20240101011300100000100000 0400000000002220   
0601AIA4N       20240101011400100000100000 0400000000002221   
0601AIA4N       20240101011500100000100000 0400000000002222   
0601AIA4N       20240101011600100000100000 0400000000002222   
0601AIA4N       20240101011700100000100000 0400000000002223   
0601AIA4N       20240101011800100000100000 0400000000002224   
0601AIA4N       20240101011900100000100000 0400000000002225   
0601AIA4N       20240101012000100000100000 0400000000002225   
0601AIA4N       20240101012100100000100000 0400000000002226   
0601AIA4N       20240101012200100000100000 0400000000002227   
0601AIA4N       20240101012300100000100000 0400000000002227   
0601AIA4N       20240101012400100000100000 0400000000002228   
0601AIA4N       20240101012500100000100000 0400000000002228   
0601AIA4N       20240101012600100000100000 0400000000002229   
0601AIA4N       20240101012700100000100000 0400000000002230   
0601AIA5N       20240101000000100000020000 0500000000000000   
0601AIA5N       20240101000020100000005000 0500000000000000   
0601AIA5N       20240101000025100000005000 0500000000000000   
0601AIA5N       20240101000030100000005000 0500000000000000   
0601AIA5N       20240101000035100000005000 0500000000000000   
0601AIA5N       20240101000040100000005000 0500000000000000   
0601AIA5N       20240101000045100000005000 0500000000000000   
0601AIA5N       20240101000050100000005000 0500000000000000   
0601AIA5N       20240101000055100000005000 0500000000000000   
0601AIA5N       20240101000060100000005000 0500000000000000   
0601AIA5N       20240101000065100000005000 0500000000000000   
0601AIA5N       20240101000070100000005000 0500000000000000   
0601AIA5N       20240101000075100000005000 0500000000000000   
0601AIA5N       20240101000080100000005000 0500000000000000   
0601AIA5N       20240101000085100000005000 0500000000000000   
0601AIA5N       20240101000090100000005000 0500000000000000   
0601AIA5N       20240101000095100000005000 0500000000000000   
0601AIA5N       20240101000100100000005000 0500000000000000   
0601AIA5N       20240101000105100000005000 0500000000000000   
0601AIA5N       20240101000110100000005000 0500000000000000   
0601AIA5N       20240101000115100000005000 0500000000000000   
0601AIA5N       20240101000120100000005000 0500000000000000   
0601AIA5N       20240101000125100000005000 0500000000000000   
0601AIA5N       20240101000130100000005000 0500000000000000   
0601AIA5N       20240101000135100000005000 0500000000000000   
0601AIA5N       20240101000140100000005000 0500000000000000   
0601AIA5N       20240101000145100000005000 0500000000000000   
0601AIA5N       20240101000150100000005000 0500000000000000   
0601AIA5N       20240101000155100000005000 0500000000000000   
0601AIA5N       20240101000160100000005000 0500000000000000   
0601AIA5N       20240101000165100000005000 0500000000000000   
0601AIA5N       20240101000170100000005000 0500000000000000   
0601AIA5N       20240101000175100000005000 0500000000000000   
0601AIA5N       20240101000180100000005000 0500000000000000   
0601AIA5N       20240101000185100000005000 0500000000000000   
0601AIA5N       20240101000190100000005000 0500000000000000   
0601AIA5N       20240101000195100000005000 0500000000000000   
0601AIA5N       20240101000200100000005000 0500000000000000   
0601AIA5N       20240101000205100000005000 0500000000000000   
0601AIA5N       20240101000210100000005000 0500000000000000   
0601AIA5N       20240101000215100000005000 0500000000000000   
0601AIA5N       20240101000220100000005000 0500000000000000   
0601AIA5N       20240101000225100000005000 0500000000000000   
0601AIA5N       20240101000230100000005000 0500000000000000   
0601AIA5N       20240101000235100000005000 0500000000000000   
0601AIA5N       20240101000240100000005000 0500000000000000   
0601AIA5N       20240101000245100000005000 0500000000000000   
0601AIA5N       20240101000250100000005000 0500000000000000   
0601AIA5N       20240101000255100000005000 0500000000000000   
0601AIA5N       20240101000260100000005000 0500000000000000   
0601AIA5N       20240101000265100000005000 0500000000000000   
0601AIA5N       20240101000270100000005000 0500000000000000   
0601AIA5N       20240101000275100000005000 0500000000000000   
0601AIA5N       20240101000280100000005000 0500000000000000   
0601AIA5N       20240101000285100000005000 0500000000000000   
0601AIA5N       20240101000290100000005000 0500000000000000   
0601AIA5N       20240101000295100000005000 0500000000000000   
0601AIA5N       20240101000300100000005000 0500000000000000   
0601AIA5N       20240101000305100000005000 0500000000000000   
0601AIA5N       20240101000310100000005000 0500000000000000   
0601AIA5N       20240101000315100000005000 0500000000000000   
0601AIA5N       20240101000320100000005000 0500000000000000   
0601AIA5N       20240101000325100000005000 0500000000000000   
0601AIA5N       20240101000330100000005000 0500000000000000   
0601AIA5N       20240101000335100000005000 0500000000000000   
0601AIA5N       20240101000340100000005000 0500000000000000   
0601AIA5N       20240101000345100000005000 0500000000000000   
0601AIA5N       20240101000350100000005000 0500000000000000   
0601AIA5N       20240101000355100000005000 0500000000000000   
0601AIA5N       20240101000360100000005000 0500000000000000   
0601AIA5N       20240101000365100000005000 0500000000000000   
0601AIA5N       20240101000370100000005000 0500000000000000   
0601AIA5N       20240101000375100000005000 0500000000000000   
0601AIA5N       20240101000380100000005000 0500000000000000   
0601AIA5N       20240101000385100000005000 0500000000000000   
0601AIA5N       20240101000390100000005000 0500000000000000   
0601AIA5N       20240101000395100000005000 0500000000000000   
0601AIA5N       20240101000400100000005000 0500000000000000   
0601AIA5N       20240101000405100000005000 0500000000000000   
0601AIA5N       20240101000410100000005000 0500000000000000   
0601AIA5N       20240101000415100000005000 0500000000000000   
0601AIA5N       20240101000420100000005000 0500000000000000   
0601AIA5N       20240101000425100000005000 0500000000000000   
0601AIA5N       20240101000430100000005000 0500000000000000   
0601AIA5N       20240101000435100000005000 0500000000000000   
0601AIA5N       20240101000440100000005000 0500000000000000   
0601AIA5N       20240101000445100000005000 0500000000000000   
0601AIA5N       20240101000450100000005000 0500000000000000   
0601AIA5N       20240101000455100000005000 0500000000000000   
0601AIA5N       20240101000460100000005000 0500000000000000   
0601AIA5N       20240101000465100000005000 0500000000000000   
0601AIA5N       20240101000470100000005000 0500000000000000   
0601AIA5N       20240101000475100000005000 0500000000000002   
0601AIA5N       20240101000480100000005000 0500000000000004   
0601AIA5N       20240101000485100000005000 0500000000000006   
0601AIA5N       20240101000490100000005000 0500000000000006   
0601AIA5N       20240101000495100000005000 0500000000000008   
0601AIA5N       20240101000500100000005000 0500000000000010   
0601AIA5N       20240101000505100000005000 0500000000000012   
0601AIA5N       20240101000510100000005000 0500000000000016   
0601AIA5N       20240101000515100000005000 0500000000000017   
0601AIA5N       20240101000520100000005000 0500000000000019   
0601AIA5N       20240101000525100000005000 0500000000000021   
0601AIA5N       20240101000530100000005000 0500000000000024   
0601AIA5N       20240101000535100000005000 0500000000000028   
0601AIA5N       20240101000540100000005000 0500000000000031   
0601AIA5N       20240101000545100000005000 0500000000000035   
0601AIA5N       20240101000550100000005000 0500000000000038   
0601AIA5N       20240101000555100000005000 0500000000000041   
0601AIA5N       20240101000560100000005000 0500000000000044   
0601AIA5N       20240101000565100000005000 0500000000000048   
0601AIA5N       20240101000570100000005000 0500000000000052   
0601AIA5N       20240101000575100000005000 0500000000000057   
0601AIA5N       20240101000580100000005000 0500000000000062   
0601AIA5N       20240101000585100000005000 0500000000000065   
0601AIA5N       20240101000590100000005000 0500000000000069   
0601AIA5N       20240101000595100000005000 0500000000000072   
0601AIA5N       20240101000600100000005000 0500000000000078   
0601AIA5N       20240101000605100000005000 0500000000000084   
0601AIA5N       20240101000610100000005000 0500000000000091   
0601AIA5N       20240101000615100000005000 0500000000000097   
0601AIA5N       20240101000620100000005000 0500000000000101   
0601AIA5N       20240101000625100000005000 0500000000000107   
0601AIA5N       20240101000630100000005000 0500000000000112   
0601AIA5N       20240101000635100000005000 0500000000000118   
0601AIA5N       20240101000640100000005000 0500000000000125   
0601AIA5N       20240101000645100000005000 0500000000000130   
0601AIA5N       20240101000650100000005000 0500000000000136   
0601AIA5N       20240101000655100000005000 0500000000000141   
0601AIA5N       20240101000660100000005000 0500000000000148   
0601AIA5N       20240101000665100000005000 0500000000000153   
0601AIA5N       20240101000670100000005000 0500000000000159   
0601AIA5N       20240101000675100000005000 0500000000000165   
0601AIA5N       20240101000680100000005000 0500000000000170   
0601AIA5N       20240101000685100000005000 0500000000000177   
0601AIA5N       20240101000690100000005000 0500000000000182   
0601AIA5N       20240101000695100000005000 0500000000000189   
0601AIA5N       20240101000700100000005000 0500000000000194   
0601AIA5N       20240101000705100000005000 0500000000000201   
0601AIA5N       20240101000710100000005000 0500000000000208   
0601AIA5N       20240101000715100000005000 0500000000000212   
0601AIA5N       20240101000720100000005000 0500000000000219   
0601AIA5N       20240101000725100000005000 0500000000000225   
0601AIA5N       20240101000730100000005000 0500000000000231   
0601AIA5N       20240101000735100000005000 0500000000000237   
0601AIA5N       20240101000740100000005000 0500000000000244   
0601AIA5N       20240101000745100000005000 0500000000000250   
0601AIA5N       20240101000750100000005000 0500000000000255   
0601AIA5N       20240101000755100000005000 0500000000000261   
0601AIA5N       20240101000760100000005000 0500000000000268   
0601AIA5N       20240101000765100000005000 0500000000000274   
0601AIA5N       20240101000770100000005000 0500000000000280   
0601AIA5N       20240101000775100000005000 0500000000000286   
0601AIA5N       20240101000780100000005000 0500000000000291   
0601AIA5N       20240101000785100000005000 0500000000000297   
0601AIA5N       20240101000790100000005000 0500000000000304   
0601AIA5N       20240101000795100000005000 0500000000000308   
0601AIA5N       20240101000800100000005000 0500000000000314   
0601AIA5N       20240101000805100000005000 0500000000000321   
0601AIA5N       20240101000810100000005000 0500000000000326   
0601AIA5N       20240101000815100000005000 0500000000000333   
0601AIA5N       20240101000820100000005000 0500000000000337   
0601AIA5N       20240101000825100000005000 0500000000000342   
0601AIA5N       20240101000830100000005000 0500000000000348   
0601AIA5N       20240101000835100000005000 0500000000000353   
0601AIA5N       20240101000840100000005000 0500000000000357   
0601AIA5N       20240101000845100000005000 0500000000000363   
0601AIA5N       20240101000850100000005000 0500000000000368   
0601AIA5N       20240101000855100000005000 0500000000000374   
0601AIA5N       20240101000860100000005000 0500000000000380   
0601AIA5N       20240101000865100000005000 0500000000000385   
0601AIA5N       20240101000870100000005000 0500000000000391   
0601AIA5N       20240101000875100000005000 0500000000000398   
0601AIA5N       20240101000880100000005000 0500000000000403   
0601AIA5N       20240101000885100000005000 0500000000000410   
0601AIA5N       20240101000890100000005000 0500000000000415   
0601AIA5N       20240101000895100000005000 0500000000000421   
0601AIA5N       20240101000900100000005000 0500000000000427   
0601AIA5N       20240101000905100000005000 0500000000000433   
0601AIA5N       20240101000910100000005000 0500000000000437   
0601AIA5N       20240101000915100000005000 0500000000000443   
0601AIA5N       20240101000920100000005000 0500000000000449   
0601AIA5N       20240101000925100000005000 0500000000000454   
0601AIA5N       20240101000930100000005000 0500000000000460   
0601AIA5N       20240101000935100000005000 0500000000000466   
0601AIA5N       20240101000940100000005000 0500000000000470   
0601AIA5N       20240101000945100000005000 0500000000000475   
0601AIA5N       20240101000950100000005000 0500000000000481   
0601AIA5N       20240101000955100000005000 0500000000000486   
0601AIA5N       20240101000960100000005000 0500000000000491   
0601AIA5N       20240101000965100000005000 0500000000000496   
0601AIA5N       20240101000970100000005000 0500000000000503   
0601AIA5N       20240101000975100000005000 0500000000000508   
0601AIA5N       20240101000980100000005000 0500000000000513   
0601AIA5N       20240101000985100000005000 0500000000000518   
0601AIA5N       20240101000990100000005000 0500000000000523   
0601AIA5N       20240101000995100000005000 0500000000000529   
0601AIA5N       20240101001000100000005000 0500000000000535   
0601AIA5N       20240101001005100000005000 0500000000000539   
0601AIA5N       20240101001010100000005000 0500000000000544   
0601AIA5N       20240101001015100000005000 0500000000000549   
0601AIA5N       20240101001020100000005000 0500000000000555   
0601AIA5N       20240101001025100000005000 0500000000000560   
0601AIA5N       20240101001030100000005000 0500000000000565   
0601AIA5N       20240101001035100000005000 0500000000000569   
0601AIA5N       20240101001040100000005000 0500000000000574   
0601AIA5N       20240101001045100000005000 0500000000000579   
0601AIA5N       20240101001050100000005000 0500000000000584   
0601AIA5N       20240101001055100000005000 0500000000000588   
0601AIA5N       20240101001060100000005000 0500000000000593   
0601AIA5N       20240101001065100000005000 0500000000000598   
0601AIA5N       20240101001070100000005000 0500000000000602   
0601AIA5N       20240101001075100000005000 0500000000000607   
0601AIA5N       20240101001080100000005000 0500000000000612   
0601AIA5N       20240101001085100000005000 0500000000000615   
0601AIA5N       20240101001090100000005000 0500000000000620   
0601AIA5N       20240101001095100000005000 0500000000000625   
0601AIA5N       20240101001100100000005000 0500000000000629   
0601AIA5N       20240101001105100000005000 0500000000000634   
0601AIA5N       20240101001110100000005000 0500000000000637   
0601AIA5N       20240101001115100000005000 0500000000000642   
0601AIA5N       20240101001120100000005000 0500000000000647   
0601AIA5N       20240101001125100000005000 0500000000000650   
0601AIA5N       20240101001130100000005000 0500000000000654   
0601AIA5N       20240101001135100000005000 0500000000000658   
0601AIA5N       20240101001140100000005000 0500000000000663   
0601AIA5N       20240101001145100000005000 0500000000000666   
0601AIA5N       20240101001150100000005000 0500000000000671   
0601AIA5N       20240101001155100000005000 0500000000000675   
0601AIA5N       20240101001160100000005000 0500000000000679   
0601AIA5N       20240101001165100000005000 0500000000000682   
0601AIA5N       20240101001170100000005000 0500000000000686   
0601AIA5N       20240101001175100000005000 0500000000000691   
0601AIA5N       20240101001180100000005000 0500000000000696   
0601AIA5N       20240101001185100000005000 0500000000000701   
0601AIA5N       20240101001190100000005000 0500000000000705   
0601AIA5N       20240101001195100000005000 0500000000000710   
0601AIA5N       20240101001200100000005000 0500000000000715   
0601AIA5N       20240101001205100000005000 0500000000000720   
0601AIA5N       20240101001210100000005000 0500000000000725   
0601AIA5N       20240101001215100000005000 0500000000000729   
0601AIA5N       20240101001220100000005000 0500000000000735   
0601AIA5N       20240101001225100000005000 0500000000000740   
0601AIA5N       20240101001230100000005000 0500000000000745   
0601AIA5N       20240101001235100000005000 0500000000000750   
0601AIA5N       20240101001240100000005000 0500000000000754   
0601AIA5N       20240101001245100000005000 0500000000000760   
0601AIA5N       20240101001250100000005000 0500000000000765   
0601AIA5N       20240101001255100000005000 0500000000000770   
0601AIA5N       20240101001260100000005000 0500000000000775   
0601AIA5N       20240101001265100000005000 0500000000000780   
0601AIA5N       20240101001270100000005000 0500000000000784   
0601AIA5N       20240101001275100000005000 0500000000000790   
0601AIA5N       20240101001280100000005000 0500000000000795   
0601AIA5N       20240101001285100000005000 0500000000000799   
0601AIA5N       20240101001290100000005000 0500000000000805   
0601AIA5N       20240101001295100000005000 0500000000000808   
0601AIA5N       20240101001300100000005000 0500000000000813   
0601AIA5N       20240101001305100000005000 0500000000000818   
0601AIA5N       20240101001310100000005000 0500000000000823   
0601AIA5N       20240101001315100000005000 0500000000000827   
0601AIA5N       20240101001320100000005000 0500000000000833   
0601AIA5N       20240101001325100000005000 0500000000000836   
0601AIA5N       20240101001330100000005000 0500000000000841   
0601AIA5N       20240101001335100000005000 0500000000000846   
0601AIA5N       20240101001340100000005000 0500000000000850   
0601AIA5N       20240101001345100000005000 0500000000000854   
0601AIA5N       20240101001350100000005000 0500000000000858   
0601AIA5N       20240101001355100000005000 0500000000000863   
0601AIA5N       20240101001360100000005000 0500000000000867   
0601AIA5N       20240101001365100000005000 0500000000000871   
0601AIA5N       20240101001370100000005000 0500000000000876   
0601AIA5N       20240101001375100000005000 0500000000000880   
0601AIA5N       20240101001380100000005000 0500000000000883   
0601AIA5N       20240101001385100000005000 0500000000000888   
0601AIA5N       20240101001390100000005000 0500000000000892   
0601AIA5N       20240101001395100000005000 0500000000000896   
0601AIA5N       20240101001400100000005000 0500000000000901   
0601AIA5N       20240101001405100000005000 0500000000000904   
0601AIA5N       20240101001410100000005000 0500000000000908   
0601AIA5N       20240101001415100000005000 0500000000000912   
0601AIA5N       20240101001420100000005000 0500000000000916   
0601AIA5N       20240101001425100000005000 0500000000000920   
0601AIA5N       20240101001430100000005000 0500000000000924   
0601AIA5N       20240101001435100000005000 0500000000000927   
0601AIA5N       20240101001440100000005000 0500000000000932   
0601AIA5N       20240101001445100000005000 0500000000000935   
0601AIA5N       20240101001450100000005000 0500000000000939   
0601AIA5N       20240101001455100000005000 0500000000000943   
0601AIA5N       20240101001460100000005000 0500000000000947   
0601AIA5N       20240101001465100000005000 0500000000000950   
0601AIA5N       20240101001470100000005000 0500000000000954   
0601AIA5N       20240101001475100000005000 0500000000000958   
0601AIA5N       20240101001480100000005000 0500000000000962   
0601AIA5N       20240101001485100000005000 0500000000000966   
0601AIA5N       20240101001490100000005000 0500000000000970   
0601AIA5N       20240101001495100000005000 0500000000000974   
0601AIA5N       20240101001500100000005000 0500000000000978   
0601AIA5N       20240101001505100000005000 0500000000000982   
0601AIA5N       20240101001510100000005000 0500000000000987   
0601AIA5N       20240101001515100000005000 0500000000000991   
0601AIA5N       20240101001520100000005000 0500000000000994   
0601AIA5N       20240101001525100000005000 0500000000000999   
0601AIA5N       20240101001530100000005000 0500000000001003   
0601AIA5N       20240101001535100000005000 0500000000001007   
0601AIA5N       20240101001540100000005000 0500000000001011   
0601AIA5N       20240101001545100000005000 0500000000001015   
0601AIA5N       20240101001550100000005000 0500000000001018   
0601AIA5N       20240101001555100000005000 0500000000001023   
0601AIA5N       20240101001560100000005000 0500000000001027   
0601AIA5N       20240101001565100000005000 0500000000001030   
0601AIA5N       20240101001570100000005000 0500000000001034   
0601AIA5N       20240101001575100000005000 0500000000001038   
0601AIA5N       20240101001580100000005000 0500000000001041   
0601AIA5N       20240101001585100000005000 0500000000001046   
0601AIA5N       20240101001590100000005000 0500000000001049   
0601AIA5N       20240101001595100000005000 0500000000001053   
0601AIA5N       20240101001600100000005000 0500000000001056   
0601AIA5N       20240101001605100000005000 0500000000001060   
0601AIA5N       20240101001610100000005000 0500000000001064   
0601AIA5N       20240101001615100000005000 0500000000001068   
0601AIA5N       20240101001620100000005000 0500000000001071   
0601AIA5N       20240101001625100000005000 0500000000001074   
0601AIA5N       20240101001630100000005000 0500000000001078   
0601AIA5N       20240101001635100000005000 0500000000001082   
0601AIA5N       20240101001640100000005000 0500000000001085   
0601AIA5N       20240101001645100000005000 0500000000001088   
0601AIA5N       20240101001650100000005000 0500000000001092   
0601AIA5N       20240101001655100000005000 0500000000001095   
0601AIA5N       20240101001660100000005000 0500000000001098   
0601AIA5N       20240101001665100000005000 0500000000001102   
0601AIA5N       20240101001670100000005000 0500000000001106   
0601AIA5N       20240101001675100000005000 0500000000001108   
0601AIA5N       20240101001680100000005000 0500000000001112   
0601AIA5N       20240101001685100000005000 0500000000001115   
0601AIA5N       20240101001690100000005000 0500000000001118   
0601AIA5N       20240101001695100000005000 0500000000001122   
0601AIA5N       20240101001700100000100000 0500000000001155   
0601AIA5N       20240101001800100000100000 0500000000001219   
0601AIA5N       20240101001900100000100000 0500000000001276   
0601AIA5N       20240101002000100000100000 0500000000001328   
0601AIA5N       20240101002100100000100000 0500000000001375   
0601AIA5N       20240101002200100000100000 0500000000001424   
0601AIA5N       20240101002300100000100000 0500000000001471   
0601AIA5N       20240101002400100000100000 0500000000001513   
0601AIA5N       20240101002500100000100000 0500000000001549   
0601AIA5N       20240101002600100000100000 0500000000001584   
0601AIA5N       20240101002700100000100000 0500000000001615   
0601AIA5N       20240101002800100000100000 0500000000001645   
0601AIA5N       20240101002900100000100000 0500000000001672   
0601AIA5N       20240101003000100000100000 0500000000001698   
0601AIA5N       20240101003100100000100000 0500000000001722   
0601AIA5N       20240101003200100000100000 0500000000001745   
0601AIA5N       20240101003300100000100000 0500000000001766   
0601AIA5N       20240101003400100000100000 0500000000001786   
0601AIA5N       20240101003500100000100000 0500000000001805   
0601AIA5N       20240101003600100000100000 0500000000001822   
0601AIA5N       20240101003700100000100000 0500000000001839   
0601AIA5N       20240101003800100000100000 0500000000001855   
0601AIA5N       20240101003900100000100000 0500000000001870   
0601AIA5N       20240101004000100000100000 0500000000001885   
0601AIA5N       20240101004100100000100000 0500000000001899   
0601AIA5N       20240101004200100000100000 0500000000001912   
0601AIA5N       20240101004300100000100000 0500000000001924   
0601AIA5N       20240101004400100000100000 0500000000001936   
0601AIA5N       20240101004500100000100000 0500000000001947   
0601AIA5N       20240101004600100000100000 0500000000001958   
0601AIA5N       20240101004700100000100000 0500000000001969   
0601AIA5N       20240101004800100000100000 0500000000001979   
0601AIA5N       20240101004900100000100000 0500000000001989   
0601AIA5N       20240101005000100000100000 0500000000001998   
0601AIA5N       20240101005100100000100000 0500000000002007   
0601AIA5N       20240101005200100000100000 0500000000002015   
0601AIA5N       20240101005300100000100000 0500000000002023   
0601AIA5N       20240101005400100000100000 0500000000002031   
0601AIA5N       20240101005500100000100000 0500000000002039   
0601AIA5N       20240101005600100000100000 0500000000002046   
0601AIA5N       20240101005700100000100000 0500000000002054   
0601AIA5N       20240101005800100000100000 0500000000002061   
0601AIA5N       20240101005900100000100000 0500000000002067   
0601AIA5N       20240101006000100000100000 0500000000002073   
0601AIA5N       20240101006100100000100000 0500000000002080   
0601AIA5N       20240101006200100000100000 0500000000002086   
0601AIA5N       20240101006300100000100000 0500000000002091   
0601AIA5N       20240101006400100000100000 0500000000002097   
0601AIA5N       20240101006500100000100000 0500000000002103   
0601AIA5N       20240101006600100000100000 0500000000002108   
0601AIA5N       20240101006700100000100000 0500000000002113   
0601AIA5N       20240101006800100000100000 0500000000002118   
0601AIA5N       20240101006900100000100000 0500000000002123   
0601AIA5N       20240101007000100000100000 0500000000002128   
0601AIA5N       20240101007100100000100000 0500000000002132   
0601AIA5N       20240101007200100000100000 0500000000002137   
0601AIA5N       20240101007300100000100000 0500000000002141   
0601AIA5N       20240101007400100000100000 0500000000002145   
0601AIA5N       20240101007500100000100000 0500000000002149   
0601AIA5N       20240101007600100000100000 0500000000002153   
0601AIA5N       20240101007700100000100000 0500000000002157   
0601AIA5N       20240101007800100000100000 0500000000002161   
0601AIA5N       20240101007900100000100000 0500000000002162   
0601AIA5N       20240101008000100000100000 0500000000002164   
