00AI               20221107                                                                                   
0601AIA0N       20230101000230100000005000 0000000000000305   
0601AIA0N       20230101000235100000005000 0000000000000316   
0601AIA0N       20230101000240100000005000 0000000000000338   
0601AIA0N       20230101000245100000005000 0000000000000352   
0601AIA0N       20230101000250100000005000 0000000000000360   
0601AIA0N       20230101000255100000005000 0000000000000373   
0601AIA0N       20230101000260100000005000 0000000000000381   
0601AIA0N       20230101000265100000005000 0000000000000393   
0601AIA0N       20230101000270100000005000 0000000000000404   
0601AIA0N       20230101000275100000005000 0000000000000414   
0601AIA0N       20230101000280100000005000 0000000000000428   
0601AIA0N       20230101000285100000005000 0000000000000438   
0601AIA0N       20230101000290100000005000 0000000000000451   
0601AIA0N       20230101000295100000005000 0000000000000457   
0601AIA0N       20230101000300100000005000 0000000000000469   
0601AIA0N       20230101000305100000005000 0000000000000478   
0601AIA0N       20230101000310100000005000 0000000000000490   
0601AIA0N       20230101000315100000005000 0000000000000501   
0601AIA0N       20230101000320100000005000 0000000000000509   
0601AIA0N       20230101000325100000005000 0000000000000519   
0601AIA0N       20230101000330100000005000 0000000000000529   
0601AIA0N       20230101000335100000005000 0000000000000539   
0601AIA0N       20230101000340100000005000 0000000000000546   
0601AIA0N       20230101000345100000005000 0000000000000555   
0601AIA0N       20230101000350100000005000 0000000000000565   
0601AIA0N       20230101000355100000005000 0000000000000573   
0601AIA0N       20230101000360100000005000 0000000000000582   
0601AIA0N       20230101000365100000005000 0000000000000588   
0601AIA0N       20230101000370100000005000 0000000000000599   
0601AIA0N       20230101000375100000005000 0000000000000607   
0601AIA0N       20230101000380100000005000 0000000000000614   
0601AIA0N       20230101000385100000005000 0000000000000622   
0601AIA0N       20230101000390100000005000 0000000000000629   
0601AIA0N       20230101000395100000005000 0000000000000636   
0601AIA0N       20230101000400100000005000 0000000000000646   
0601AIA0N       20230101000405100000005000 0000000000000653   
0601AIA0N       20230101000410100000005000 0000000000000657   
0601AIA0N       20230101000415100000005000 0000000000000666   
0601AIA0N       20230101000420100000005000 0000000000000672   
0601AIA0N       20230101000425100000005000 0000000000000681   
0601AIA0N       20230101000430100000005000 0000000000000684   
0601AIA0N       20230101000435100000005000 0000000000000690   
0601AIA0N       20230101000440100000005000 0000000000000698   
0601AIA0N       20230101000445100000005000 0000000000000704   
0601AIA0N       20230101000450100000005000 0000000000000709   
0601AIA0N       20230101000455100000005000 0000000000000715   
0601AIA0N       20230101000460100000005000 0000000000000720   
0601AIA0N       20230101000465100000005000 0000000000000727   
0601AIA0N       20230101000470100000005000 0000000000000734   
0601AIA0N       20230101000475100000005000 0000000000000741   
0601AIA0N       20230101000480100000005000 0000000000000744   
0601AIA0N       20230101000485100000005000 0000000000000753   
0601AIA0N       20230101000490100000005000 0000000000000759   
0601AIA0N       20230101000495100000005000 0000000000000768   
0601AIA0N       20230101000500100000005000 0000000000000772   
0601AIA0N       20230101000505100000005000 0000000000000780   
0601AIA0N       20230101000510100000005000 0000000000000786   
0601AIA0N       20230101000515100000005000 0000000000000794   
0601AIA0N       20230101000520100000005000 0000000000000800   
0601AIA0N       20230101000525100000005000 0000000000000806   
0601AIA0N       20230101000530100000005000 0000000000000811   
0601AIA0N       20230101000535100000005000 0000000000000819   
0601AIA0N       20230101000540100000005000 0000000000000824   
0601AIA0N       20230101000545100000005000 0000000000000827   
0601AIA0N       20230101000550100000005000 0000000000000834   
0601AIA0N       20230101000555100000005000 0000000000000841   
0601AIA0N       20230101000560100000005000 0000000000000846   
0601AIA0N       20230101000565100000005000 0000000000000853   
0601AIA0N       20230101000570100000005000 0000000000000856   
0601AIA0N       20230101000575100000005000 0000000000000861   
0601AIA0N       20230101000580100000005000 0000000000000867   
0601AIA0N       20230101000585100000005000 0000000000000871   
0601AIA0N       20230101000590100000005000 0000000000000876   
0601AIA0N       20230101000595100000005000 0000000000000880   
0601AIA0N       20230101000600100000005000 0000000000000886   
0601AIA0N       20230101000605100000005000 0000000000000891   
0601AIA0N       20230101000610100000005000 0000000000000896   
0601AIA0N       20230101000615100000005000 0000000000000899   
0601AIA0N       20230101000620100000005000 0000000000000904   
0601AIA0N       20230101000625100000005000 0000000000000908   
0601AIA0N       20230101000630100000005000 0000000000000914   
0601AIA0N       20230101000635100000005000 0000000000000916   
0601AIA0N       20230101000640100000005000 0000000000000921   
0601AIA0N       20230101000645100000005000 0000000000000927   
0601AIA0N       20230101000650100000005000 0000000000000930   
0601AIA0N       20230101000655100000005000 0000000000000935   
0601AIA0N       20230101000660100000005000 0000000000000937   
0601AIA0N       20230101000665100000005000 0000000000000942   
0601AIA0N       20230101000670100000005000 0000000000000946   
0601AIA0N       20230101000675100000005000 0000000000000951   
0601AIA0N       20230101000680100000005000 0000000000000955   
0601AIA0N       20230101000685100000005000 0000000000000957   
0601AIA0N       20230101000690100000005000 0000000000000962   
0601AIA0N       20230101000695100000005000 0000000000000965   
0601AIA0N       20230101000700100000005000 0000000000000969   
0601AIA0N       20230101000705100000005000 0000000000000971   
0601AIA0N       20230101000710100000005000 0000000000000975   
0601AIA0N       20230101000715100000005000 0000000000000980   
0601AIA0N       20230101000720100000005000 0000000000000983   
0601AIA0N       20230101000725100000005000 0000000000000987   
0601AIA0N       20230101000730100000005000 0000000000000988   
0601AIA0N       20230101000735100000005000 0000000000000993   
0601AIA0N       20230101000740100000005000 0000000000000997   
0601AIA0N       20230101000745100000005000 0000000000000999   
0601AIA0N       20230101000750100000005000 0000000000001002   
0601AIA0N       20230101000755100000005000 0000000000001005   
0601AIA0N       20230101000760100000005000 0000000000001009   
0601AIA0N       20230101000765100000005000 0000000000001012   
0601AIA0N       20230101000770100000005000 0000000000001015   
0601AIA0N       20230101000775100000005000 0000000000001017   
0601AIA0N       20230101000780100000005000 0000000000001021   
0601AIA0N       20230101000785100000005000 0000000000001023   
0601AIA0N       20230101000790100000005000 0000000000001027   
0601AIA0N       20230101000795100000005000 0000000000001029   
0601AIA0N       20230101000800100000005000 0000000000001034   
0601AIA0N       20230101000805100000005000 0000000000001039   
0601AIA0N       20230101000810100000005000 0000000000001044   
0601AIA0N       20230101000815100000005000 0000000000001048   
0601AIA0N       20230101000820100000005000 0000000000001052   
0601AIA0N       20230101000825100000005000 0000000000001056   
0601AIA0N       20230101000830100000005000 0000000000001061   
0601AIA0N       20230101000835100000005000 0000000000001065   
0601AIA0N       20230101000840100000005000 0000000000001068   
0601AIA0N       20230101000845100000005000 0000000000001074   
0601AIA0N       20230101000850100000005000 0000000000001078   
0601AIA0N       20230101000855100000005000 0000000000001082   
0601AIA0N       20230101000860100000005000 0000000000001088   
0601AIA0N       20230101000865100000005000 0000000000001090   
0601AIA0N       20230101000870100000005000 0000000000001096   
0601AIA0N       20230101000875100000005000 0000000000001100   
0601AIA0N       20230101000880100000005000 0000000000001105   
0601AIA0N       20230101000885100000005000 0000000000001109   
0601AIA0N       20230101000890100000005000 0000000000001111   
0601AIA0N       20230101000895100000005000 0000000000001116   
0601AIA0N       20230101000900100000005000 0000000000001121   
0601AIA0N       20230101000905100000005000 0000000000001125   
0601AIA0N       20230101000910100000005000 0000000000001128   
0601AIA0N       20230101000915100000005000 0000000000001132   
0601AIA0N       20230101000920100000005000 0000000000001136   
0601AIA0N       20230101000925100000005000 0000000000001141   
0601AIA0N       20230101000930100000005000 0000000000001144   
0601AIA0N       20230101000935100000005000 0000000000001149   
0601AIA0N       20230101000940100000005000 0000000000001151   
0601AIA0N       20230101000945100000005000 0000000000001156   
0601AIA0N       20230101000950100000005000 0000000000001159   
0601AIA0N       20230101000955100000005000 0000000000001163   
0601AIA0N       20230101000960100000005000 0000000000001167   
0601AIA0N       20230101000965100000005000 0000000000001171   
0601AIA0N       20230101000970100000005000 0000000000001176   
0601AIA0N       20230101000975100000005000 0000000000001180   
0601AIA0N       20230101000980100000005000 0000000000001184   
0601AIA0N       20230101000985100000005000 0000000000001187   
0601AIA0N       20230101000990100000005000 0000000000001191   
0601AIA0N       20230101000995100000005000 0000000000001196   
0601AIA0N       20230101001000100000005000 0000000000001199   
0601AIA0N       20230101001005100000005000 0000000000001203   
0601AIA0N       20230101001010100000005000 0000000000001206   
0601AIA0N       20230101001015100000005000 0000000000001210   
0601AIA0N       20230101001020100000005000 0000000000001215   
0601AIA0N       20230101001025100000005000 0000000000001218   
0601AIA0N       20230101001030100000005000 0000000000001221   
0601AIA0N       20230101001035100000005000 0000000000001224   
0601AIA0N       20230101001040100000005000 0000000000001228   
0601AIA0N       20230101001045100000005000 0000000000001232   
0601AIA0N       20230101001050100000005000 0000000000001235   
0601AIA0N       20230101001055100000005000 0000000000001239   
0601AIA0N       20230101001060100000005000 0000000000001241   
0601AIA0N       20230101001065100000005000 0000000000001245   
0601AIA0N       20230101001070100000005000 0000000000001249   
0601AIA0N       20230101001075100000005000 0000000000001252   
0601AIA0N       20230101001080100000005000 0000000000001255   
0601AIA0N       20230101001085100000005000 0000000000001259   
0601AIA0N       20230101001090100000005000 0000000000001261   
0601AIA0N       20230101001095100000005000 0000000000001266   
0601AIA0N       20230101001100100000005000 0000000000001269   
0601AIA0N       20230101001105100000005000 0000000000001272   
0601AIA0N       20230101001110100000005000 0000000000001276   
0601AIA0N       20230101001115100000005000 0000000000001279   
0601AIA0N       20230101001120100000005000 0000000000001284   
0601AIA0N       20230101001125100000005000 0000000000001287   
0601AIA0N       20230101001130100000005000 0000000000001291   
0601AIA0N       20230101001135100000005000 0000000000001295   
0601AIA0N       20230101001140100000005000 0000000000001298   
0601AIA0N       20230101001145100000005000 0000000000001302   
0601AIA0N       20230101001150100000005000 0000000000001307   
0601AIA0N       20230101001155100000005000 0000000000001310   
0601AIA0N       20230101001160100000005000 0000000000001314   
0601AIA0N       20230101001165100000005000 0000000000001317   
0601AIA0N       20230101001170100000005000 0000000000001320   
0601AIA0N       20230101001175100000005000 0000000000001325   
0601AIA0N       20230101001180100000005000 0000000000001329   
0601AIA0N       20230101001185100000005000 0000000000001332   
0601AIA0N       20230101001190100000005000 0000000000001335   
0601AIA0N       20230101001195100000005000 0000000000001339   
0601AIA0N       20230101001200100000005000 0000000000001342   
0601AIA0N       20230101001205100000005000 0000000000001346   
0601AIA0N       20230101001210100000005000 0000000000001349   
0601AIA0N       20230101001215100000005000 0000000000001353   
0601AIA0N       20230101001220100000005000 0000000000001355   
0601AIA0N       20230101001225100000005000 0000000000001360   
0601AIA0N       20230101001230100000005000 0000000000001362   
0601AIA0N       20230101001235100000005000 0000000000001366   
0601AIA0N       20230101001240100000005000 0000000000001369   
0601AIA0N       20230101001245100000005000 0000000000001373   
0601AIA0N       20230101001250100000005000 0000000000001376   
0601AIA0N       20230101001255100000005000 0000000000001379   
0601AIA0N       20230101001260100000005000 0000000000001383   
0601AIA0N       20230101001265100000005000 0000000000001386   
0601AIA0N       20230101001270100000005000 0000000000001389   
0601AIA0N       20230101001275100000005000 0000000000001393   
0601AIA0N       20230101001280100000005000 0000000000001396   
0601AIA0N       20230101001285100000005000 0000000000001399   
0601AIA0N       20230101001290100000005000 0000000000001403   
0601AIA0N       20230101001295100000005000 0000000000001406   
0601AIA0N       20230101001300100000005000 0000000000001409   
0601AIA0N       20230101001305100000005000 0000000000001413   
0601AIA0N       20230101001310100000005000 0000000000001415   
0601AIA0N       20230101001315100000005000 0000000000001418   
0601AIA0N       20230101001320100000005000 0000000000001422   
0601AIA0N       20230101001325100000005000 0000000000001424   
0601AIA0N       20230101001330100000005000 0000000000001427   
0601AIA0N       20230101001335100000005000 0000000000001430   
0601AIA0N       20230101001340100000005000 0000000000001433   
0601AIA0N       20230101001345100000005000 0000000000001436   
0601AIA0N       20230101001350100000005000 0000000000001439   
0601AIA0N       20230101001355100000005000 0000000000001442   
0601AIA0N       20230101001360100000005000 0000000000001445   
0601AIA0N       20230101001365100000005000 0000000000001447   
0601AIA0N       20230101001370100000005000 0000000000001451   
0601AIA0N       20230101001375100000005000 0000000000001453   
0601AIA0N       20230101001380100000005000 0000000000001455   
0601AIA0N       20230101001385100000005000 0000000000001459   
0601AIA0N       20230101001390100000005000 0000000000001461   
0601AIA0N       20230101001395100000005000 0000000000001464   
0601AIA0N       20230101001400100000005000 0000000000001467   
0601AIA0N       20230101001405100000005000 0000000000001470   
0601AIA0N       20230101001410100000005000 0000000000001473   
0601AIA0N       20230101001415100000005000 0000000000001476   
0601AIA0N       20230101001420100000005000 0000000000001479   
0601AIA0N       20230101001425100000005000 0000000000001482   
0601AIA0N       20230101001430100000005000 0000000000001486   
0601AIA0N       20230101001435100000005000 0000000000001489   
0601AIA0N       20230101001440100000005000 0000000000001493   
0601AIA0N       20230101001445100000005000 0000000000001496   
0601AIA0N       20230101001450100000005000 0000000000001499   
0601AIA0N       20230101001455100000005000 0000000000001502   
0601AIA0N       20230101001460100000005000 0000000000001505   
0601AIA0N       20230101001465100000005000 0000000000001507   
0601AIA0N       20230101001470100000005000 0000000000001510   
0601AIA0N       20230101001475100000005000 0000000000001513   
0601AIA0N       20230101001480100000005000 0000000000001516   
0601AIA0N       20230101001485100000005000 0000000000001519   
0601AIA0N       20230101001490100000005000 0000000000001521   
0601AIA0N       20230101001495100000005000 0000000000001524   
0601AIA0N       20230101001500100000005000 0000000000001527   
0601AIA0N       20230101001505100000005000 0000000000001529   
0601AIA0N       20230101001510100000005000 0000000000001533   
0601AIA0N       20230101001515100000005000 0000000000001535   
0601AIA0N       20230101001520100000005000 0000000000001537   
0601AIA0N       20230101001525100000005000 0000000000001540   
0601AIA0N       20230101001530100000005000 0000000000001543   
0601AIA0N       20230101001535100000005000 0000000000001545   
0601AIA0N       20230101001540100000005000 0000000000001548   
0601AIA0N       20230101001545100000005000 0000000000001551   
0601AIA0N       20230101001550100000005000 0000000000001553   
0601AIA0N       20230101001555100000005000 0000000000001556   
0601AIA0N       20230101001560100000005000 0000000000001558   
0601AIA0N       20230101001565100000005000 0000000000001560   
0601AIA0N       20230101001570100000005000 0000000000001563   
0601AIA0N       20230101001575100000005000 0000000000001565   
0601AIA0N       20230101001580100000005000 0000000000001568   
0601AIA0N       20230101001585100000005000 0000000000001570   
0601AIA0N       20230101001590100000005000 0000000000001572   
0601AIA0N       20230101001595100000005000 0000000000001575   
0601AIA0N       20230101001600100000005000 0000000000001578   
0601AIA0N       20230101001605100000005000 0000000000001580   
0601AIA0N       20230101001610100000005000 0000000000001583   
0601AIA0N       20230101001615100000005000 0000000000001585   
0601AIA0N       20230101001620100000005000 0000000000001587   
0601AIA0N       20230101001625100000005000 0000000000001590   
0601AIA0N       20230101001630100000005000 0000000000001592   
0601AIA0N       20230101001635100000005000 0000000000001594   
0601AIA0N       20230101001640100000005000 0000000000001596   
0601AIA0N       20230101001645100000005000 0000000000001598   
0601AIA0N       20230101001650100000005000 0000000000001601   
0601AIA0N       20230101001655100000005000 0000000000001603   
0601AIA0N       20230101001660100000005000 0000000000001605   
0601AIA0N       20230101001665100000005000 0000000000001607   
0601AIA0N       20230101001670100000005000 0000000000001610   
0601AIA0N       20230101001675100000005000 0000000000001611   
0601AIA0N       20230101001680100000005000 0000000000001614   
0601AIA0N       20230101001685100000005000 0000000000001616   
0601AIA0N       20230101001690100000005000 0000000000001618   
0601AIA0N       20230101001695100000005000 0000000000001621   
0601AIA0N       20230101001700100000100000 0000000000001642   
0601AIA0N       20230101001800100000100000 0000000000001684   
0601AIA0N       20230101001900100000100000 0000000000001728   
0601AIA0N       20230101002000100000100000 0000000000001766   
0601AIA0N       20230101002100100000100000 0000000000001798   
0601AIA0N       20230101002200100000100000 0000000000001827   
0601AIA0N       20230101002300100000100000 0000000000001854   
0601AIA0N       20230101002400100000100000 0000000000001879   
0601AIA0N       20230101002500100000100000 0000000000001901   
0601AIA0N       20230101002600100000100000 0000000000001922   
0601AIA0N       20230101002700100000100000 0000000000001941   
0601AIA0N       20230101002800100000100000 0000000000001959   
0601AIA0N       20230101002900100000100000 0000000000001976   
0601AIA0N       20230101003000100000100000 0000000000001992   
0601AIA0N       20230101003100100000100000 0000000000002007   
0601AIA0N       20230101003200100000100000 0000000000002021   
0601AIA0N       20230101003300100000100000 0000000000002033   
0601AIA0N       20230101003400100000100000 0000000000002046   
0601AIA0N       20230101003500100000100000 0000000000002057   
0601AIA0N       20230101003600100000100000 0000000000002068   
0601AIA0N       20230101003700100000100000 0000000000002078   
0601AIA0N       20230101003800100000100000 0000000000002088   
0601AIA0N       20230101003900100000100000 0000000000002097   
0601AIA0N       20230101004000100000100000 0000000000002106   
0601AIA0N       20230101004100100000100000 0000000000002115   
0601AIA0N       20230101004200100000100000 0000000000002123   
0601AIA0N       20230101004300100000100000 0000000000002131   
0601AIA0N       20230101004400100000100000 0000000000002138   
0601AIA0N       20230101004500100000100000 0000000000002145   
0601AIA0N       20230101004600100000100000 0000000000002151   
0601AIA0N       20230101004700100000100000 0000000000002158   
0601AIA0N       20230101004800100000100000 0000000000002164   
0601AIA0N       20230101004900100000100000 0000000000002170   
0601AIA0N       20230101005000100000100000 0000000000002175   
0601AIA0N       20230101005100100000100000 0000000000002181   
0601AIA0N       20230101005200100000100000 0000000000002186   
0601AIA0N       20230101005300100000100000 0000000000002191   
0601AIA0N       20230101005400100000100000 0000000000002196   
0601AIA0N       20230101005500100000100000 0000000000002201   
0601AIA0N       20230101005600100000100000 0000000000002205   
0601AIA0N       20230101005700100000100000 0000000000002210   
0601AIA0N       20230101005800100000100000 0000000000002214   
0601AIA0N       20230101005900100000100000 0000000000002218   
0601AIA0N       20230101006000100000100000 0000000000002222   
0601AIA0N       20230101006100100000100000 0000000000002225   
0601AIA0N       20230101006200100000100000 0000000000002229   
0601AIA0N       20230101006300100000100000 0000000000002233   
0601AIA0N       20230101006400100000100000 0000000000002236   
0601AIA0N       20230101006500100000100000 0000000000002240   
0601AIA0N       20230101006600100000100000 0000000000002243   
0601AIA0N       20230101006700100000100000 0000000000002246   
0601AIA0N       20230101006800100000100000 0000000000002249   
0601AIA0N       20230101006900100000100000 0000000000002252   
0601AIA0N       20230101007000100000100000 0000000000002255   
0601AIA0N       20230101007100100000100000 0000000000002258   
0601AIA0N       20230101007200100000100000 0000000000002260   
0601AIA0N       20230101007300100000100000 0000000000002263   
0601AIA0N       20230101007400100000100000 0000000000002264   
0601AIA0N       20230101007500100000100000 0000000000002264   
0601AIA0N       20230101007600100000100000 0000000000002265   
0601AIA0N       20230101007700100000100000 0000000000002265   
0601AIA0N       20230101007800100000100000 0000000000002266   
0601AIA0N       20230101007900100000100000 0000000000002266   
0601AIA0N       20230101008000100000100000 0000000000002267   
0601AIA0N       20230101008100100000100000 0000000000002267   
0601AIA0N       20230101008200100000100000 0000000000002268   
0601AIA0N       20230101008300100000100000 0000000000002268   
0601AIA0N       20230101008400100000100000 0000000000002269   
0601AIA0N       20230101008500100000100000 0000000000002269   
0601AIA0N       20230101008600100000100000 0000000000002269   
0601AIA0N       20230101008700100000100000 0000000000002270   
0601AIA0N       20230101008800100000100000 0000000000002270   
0601AIA0N       20230101008900100000100000 0000000000002270   
0601AIA0N       20230101009000100000100000 0000000000002271   
0601AIA0N       20230101009100100000100000 0000000000002271   
0601AIA0N       20230101009200100000100000 0000000000002272   
0601AIA0N       20230101009300100000100000 0000000000002272   
0601AIA0N       20230101009400100000100000 0000000000002272   
0601AIA0N       20230101009500100000100000 0000000000002273   
0601AIA0N       20230101009600100000100000 0000000000002273   
0601AIA0N       20230101009700100000100000 0000000000002273   
0601AIA0N       20230101009800100000100000 0000000000002274   
0601AIA0N       20230101009900100000100000 0000000000002274   
0601AIA0N       20230101010000100000100000 0000000000002274   
0601AIA1N       20230101000000100000020000 0100000000000000   
0601AIA1N       20230101000020100000005000 0100000000000000   
0601AIA1N       20230101000025100000005000 0100000000000000   
0601AIA1N       20230101000030100000005000 0100000000000000   
0601AIA1N       20230101000035100000005000 0100000000000000   
0601AIA1N       20230101000040100000005000 0100000000000000   
0601AIA1N       20230101000045100000005000 0100000000000000   
0601AIA1N       20230101000050100000005000 0100000000000000   
0601AIA1N       20230101000055100000005000 0100000000000000   
0601AIA1N       20230101000060100000005000 0100000000000000   
0601AIA1N       20230101000065100000005000 0100000000000000   
0601AIA1N       20230101000070100000005000 0100000000000000   
0601AIA1N       20230101000075100000005000 0100000000000000   
0601AIA1N       20230101000080100000005000 0100000000000000   
0601AIA1N       20230101000085100000005000 0100000000000000   
0601AIA1N       20230101000090100000005000 0100000000000000   
0601AIA1N       20230101000095100000005000 0100000000000000   
0601AIA1N       20230101000100100000005000 0100000000000000   
0601AIA1N       20230101000105100000005000 0100000000000000   
0601AIA1N       20230101000110100000005000 0100000000000000   
0601AIA1N       20230101000115100000005000 0100000000000000   
0601AIA1N       20230101000120100000005000 0100000000000000   
0601AIA1N       20230101000125100000005000 0100000000000000   
0601AIA1N       20230101000130100000005000 0100000000000000   
0601AIA1N       20230101000135100000005000 0100000000000000   
0601AIA1N       20230101000140100000005000 0100000000000000   
0601AIA1N       20230101000145100000005000 0100000000000007   
0601AIA1N       20230101000150100000005000 0100000000000013   
0601AIA1N       20230101000155100000005000 0100000000000019   
0601AIA1N       20230101000160100000005000 0100000000000018   
0601AIA1N       20230101000165100000005000 0100000000000024   
0601AIA1N       20230101000170100000005000 0100000000000029   
0601AIA1N       20230101000175100000005000 0100000000000039   
0601AIA1N       20230101000180100000005000 0100000000000044   
0601AIA1N       20230101000185100000005000 0100000000000053   
0601AIA1N       20230101000190100000005000 0100000000000057   
0601AIA1N       20230101000195100000005000 0100000000000066   
0601AIA1N       20230101000200100000005000 0100000000000074   
0601AIA1N       20230101000205100000005000 0100000000000082   
0601AIA1N       20230101000210100000005000 0100000000000089   
0601AIA1N       20230101000215100000005000 0100000000000097   
0601AIA1N       20230101000220100000005000 0100000000000108   
0601AIA1N       20230101000225100000005000 0100000000000114   
0601AIA1N       20230101000230100000005000 0100000000000120   
0601AIA1N       20230101000235100000005000 0100000000000131   
0601AIA1N       20230101000240100000005000 0100000000000140   
0601AIA1N       20230101000245100000005000 0100000000000149   
0601AIA1N       20230101000250100000005000 0100000000000154   
0601AIA1N       20230101000255100000005000 0100000000000163   
0601AIA1N       20230101000260100000005000 0100000000000171   
0601AIA1N       20230101000265100000005000 0100000000000183   
0601AIA1N       20230101000270100000005000 0100000000000191   
0601AIA1N       20230101000275100000005000 0100000000000202   
0601AIA1N       20230101000280100000005000 0100000000000212   
0601AIA1N       20230101000285100000005000 0100000000000219   
0601AIA1N       20230101000290100000005000 0100000000000226   
0601AIA1N       20230101000295100000005000 0100000000000239   
0601AIA1N       20230101000300100000005000 0100000000000248   
0601AIA1N       20230101000305100000005000 0100000000000257   
0601AIA1N       20230101000310100000005000 0100000000000266   
0601AIA1N       20230101000315100000005000 0100000000000283   
0601AIA1N       20230101000320100000005000 0100000000000295   
0601AIA1N       20230101000325100000005000 0100000000000302   
0601AIA1N       20230101000330100000005000 0100000000000313   
0601AIA1N       20230101000335100000005000 0100000000000323   
0601AIA1N       20230101000340100000005000 0100000000000333   
0601AIA1N       20230101000345100000005000 0100000000000342   
0601AIA1N       20230101000350100000005000 0100000000000355   
0601AIA1N       20230101000355100000005000 0100000000000364   
0601AIA1N       20230101000360100000005000 0100000000000375   
0601AIA1N       20230101000365100000005000 0100000000000381   
0601AIA1N       20230101000370100000005000 0100000000000392   
0601AIA1N       20230101000375100000005000 0100000000000403   
0601AIA1N       20230101000380100000005000 0100000000000410   
0601AIA1N       20230101000385100000005000 0100000000000418   
0601AIA1N       20230101000390100000005000 0100000000000428   
0601AIA1N       20230101000395100000005000 0100000000000438   
0601AIA1N       20230101000400100000005000 0100000000000445   
0601AIA1N       20230101000405100000005000 0100000000000454   
0601AIA1N       20230101000410100000005000 0100000000000463   
0601AIA1N       20230101000415100000005000 0100000000000472   
0601AIA1N       20230101000420100000005000 0100000000000478   
0601AIA1N       20230101000425100000005000 0100000000000487   
0601AIA1N       20230101000430100000005000 0100000000000497   
0601AIA1N       20230101000435100000005000 0100000000000505   
0601AIA1N       20230101000440100000005000 0100000000000511   
0601AIA1N       20230101000445100000005000 0100000000000518   
0601AIA1N       20230101000450100000005000 0100000000000528   
0601AIA1N       20230101000455100000005000 0100000000000536   
0601AIA1N       20230101000460100000005000 0100000000000541   
0601AIA1N       20230101000465100000005000 0100000000000550   
0601AIA1N       20230101000470100000005000 0100000000000557   
0601AIA1N       20230101000475100000005000 0100000000000565   
0601AIA1N       20230101000480100000005000 0100000000000570   
0601AIA1N       20230101000485100000005000 0100000000000576   
0601AIA1N       20230101000490100000005000 0100000000000585   
0601AIA1N       20230101000495100000005000 0100000000000591   
0601AIA1N       20230101000500100000005000 0100000000000595   
0601AIA1N       20230101000505100000005000 0100000000000603   
0601AIA1N       20230101000510100000005000 0100000000000609   
0601AIA1N       20230101000515100000005000 0100000000000613   
0601AIA1N       20230101000520100000005000 0100000000000620   
0601AIA1N       20230101000525100000005000 0100000000000626   
0601AIA1N       20230101000530100000005000 0100000000000633   
0601AIA1N       20230101000535100000005000 0100000000000636   
0601AIA1N       20230101000540100000005000 0100000000000643   
0601AIA1N       20230101000545100000005000 0100000000000650   
0601AIA1N       20230101000550100000005000 0100000000000657   
0601AIA1N       20230101000555100000005000 0100000000000662   
0601AIA1N       20230101000560100000005000 0100000000000670   
0601AIA1N       20230101000565100000005000 0100000000000677   
0601AIA1N       20230101000570100000005000 0100000000000685   
0601AIA1N       20230101000575100000005000 0100000000000689   
0601AIA1N       20230101000580100000005000 0100000000000697   
0601AIA1N       20230101000585100000005000 0100000000000703   
0601AIA1N       20230101000590100000005000 0100000000000711   
