00BL               20231108                                                                                   
0601BLA9Y       20240101000690100000005000 0900000000000020   
0601BLA9Y       20240101000695100000005000 0900000000000022   
0601BLA9Y       20240101000700100000005000 0900000000000021   
0601BLA9Y       20240101000705100000005000 0900000000000021   
0601BLA9Y       20240101000710100000005000 0900000000000021   
0601BLA9Y       20240101000715100000005000 0900000000000021   
0601BLA9Y       20240101000720100000005000 0900000000000021   
0601BLA9Y       20240101000725100000005000 0900000000000021   
0601BLA9Y       20240101000730100000005000 0900000000000020   
0601BLA9Y       20240101000735100000005000 0900000000000022   
0601BLA9Y       20240101000740100000005000 0900000000000022   
0601BLA9Y       20240101000745100000005000 0900000000000021   
0601BLA9Y       20240101000750100000005000 0900000000000021   
0601BLA9Y       20240101000755100000005000 0900000000000021   
0601BLA9Y       20240101000760100000005000 0900000000000021   
0601BLA9Y       20240101000765100000005000 0900000000000021   
0601BLA9Y       20240101000770100000005000 0900000000000022   
0601BLA9Y       20240101000775100000005000 0900000000000022   
0601BLA9Y       20240101000780100000005000 0900000000000022   
0601BLA9Y       20240101000785100000005000 0900000000000022   
0601BLA9Y       20240101000790100000005000 0900000000000021   
0601BLA9Y       20240101000795100000005000 0900000000000021   
0601BLA9Y       20240101000800100000005000 0900000000000021   
0601BLA9Y       20240101000805100000005000 0900000000000021   
0601BLA9Y       20240101000810100000005000 0900000000000028   
0601BLA9Y       20240101000815100000005000 0900000000000043   
0601BLA9Y       20240101000820100000005000 0900000000000056   
0601BLA9Y       20240101000825100000005000 0900000000000069   
0601BLA9Y       20240101000830100000005000 0900000000000082   
0601BLA9Y       20240101000835100000005000 0900000000000096   
0601BLA9Y       20240101000840100000005000 0900000000000108   
0601BLA9Y       20240101000845100000005000 0900000000000120   
0601BLA9Y       20240101000850100000005000 0900000000000134   
0601BLA9Y       20240101000855100000005000 0900000000000146   
0601BLA9Y       20240101000860100000005000 0900000000000159   
0601BLA9Y       20240101000865100000005000 0900000000000171   
0601BLA9Y       20240101000870100000005000 0900000000000182   
0601BLA9Y       20240101000875100000005000 0900000000000195   
0601BLA9Y       20240101000880100000005000 0900000000000206   
0601BLA9Y       20240101000885100000005000 0900000000000219   
0601BLA9Y       20240101000890100000005000 0900000000000230   
0601BLA9Y       20240101000895100000005000 0900000000000242   
0601BLA9Y       20240101000900100000005000 0900000000000253   
0601BLA9Y       20240101000905100000005000 0900000000000268   
0601BLA9Y       20240101000910100000005000 0900000000000278   
0601BLA9Y       20240101000915100000005000 0900000000000290   
0601BLA9Y       20240101000920100000005000 0900000000000301   
0601BLA9Y       20240101000925100000005000 0900000000000313   
0601BLA9Y       20240101000930100000005000 0900000000000324   
0601BLA9Y       20240101000935100000005000 0900000000000335   
0601BLA9Y       20240101000940100000005000 0900000000000346   
0601BLA9Y       20240101000945100000005000 0900000000000357   
0601BLA9Y       20240101000950100000005000 0900000000000369   
0601BLA9Y       20240101000955100000005000 0900000000000379   
0601BLA9Y       20240101000960100000005000 0900000000000390   
0601BLA9Y       20240101000965100000005000 0900000000000400   
0601BLA9Y       20240101000970100000005000 0900000000000410   
0601BLA9Y       20240101000975100000005000 0900000000000420   
0601BLA9Y       20240101000980100000005000 0900000000000431   
0601BLA9Y       20240101000985100000005000 0900000000000442   
0601BLA9Y       20240101000990100000005000 0900000000000451   
0601BLA9Y       20240101000995100000005000 0900000000000461   
0601BLA9Y       20240101001000100000005000 0900000000000471   
0601BLA9Y       20240101001005100000005000 0900000000000481   
0601BLA9Y       20240101001010100000005000 0900000000000491   
0601BLA9Y       20240101001015100000005000 0900000000000500   
0601BLA9Y       20240101001020100000005000 0900000000000511   
0601BLA9Y       20240101001025100000005000 0900000000000520   
0601BLA9Y       20240101001030100000005000 0900000000000529   
0601BLA9Y       20240101001035100000005000 0900000000000539   
0601BLA9Y       20240101001040100000005000 0900000000000548   
0601BLA9Y       20240101001045100000005000 0900000000000558   
0601BLA9Y       20240101001050100000005000 0900000000000566   
0601BLA9Y       20240101001055100000005000 0900000000000575   
0601BLA9Y       20240101001060100000005000 0900000000000584   
0601BLA9Y       20240101001065100000005000 0900000000000594   
0601BLA9Y       20240101001070100000005000 0900000000000602   
0601BLA9Y       20240101001075100000005000 0900000000000612   
0601BLA9Y       20240101001080100000005000 0900000000000620   
0601BLA9Y       20240101001085100000005000 0900000000000629   
0601BLA9Y       20240101001090100000005000 0900000000000638   
0601BLA9Y       20240101001095100000005000 0900000000000646   
0601BLA9Y       20240101001100100000005000 0900000000000655   
0601BLA9Y       20240101001105100000005000 0900000000000664   
0601BLA9Y       20240101001110100000005000 0900000000000671   
0601BLA9Y       20240101001115100000005000 0900000000000680   
0601BLA9Y       20240101001120100000005000 0900000000000689   
0601BLA9Y       20240101001125100000005000 0900000000000696   
0601BLA9Y       20240101001130100000005000 0900000000000705   
0601BLA9Y       20240101001135100000005000 0900000000000713   
0601BLA9Y       20240101001140100000005000 0900000000000721   
0601BLA9Y       20240101001145100000005000 0900000000000729   
0601BLA9Y       20240101001150100000005000 0900000000000738   
0601BLA9Y       20240101001155100000005000 0900000000000746   
0601BLA9Y       20240101001160100000005000 0900000000000754   
0601BLA9Y       20240101001165100000005000 0900000000000763   
0601BLA9Y       20240101001170100000005000 0900000000000771   
0601BLA9Y       20240101001175100000005000 0900000000000780   
0601BLA9Y       20240101001180100000005000 0900000000000788   
0601BLA9Y       20240101001185100000005000 0900000000000796   
0601BLA9Y       20240101001190100000005000 0900000000000804   
0601BLA9Y       20240101001195100000005000 0900000000000813   
0601BLA9Y       20240101001200100000005000 0900000000000820   
0601BLA9Y       20240101001205100000005000 0900000000000828   
0601BLA9Y       20240101001210100000005000 0900000000000836   
0601BLA9Y       20240101001215100000005000 0900000000000844   
0601BLA9Y       20240101001220100000005000 0900000000000852   
0601BLA9Y       20240101001225100000005000 0900000000000859   
0601BLA9Y       20240101001230100000005000 0900000000000867   
0601BLA9Y       20240101001235100000005000 0900000000000874   
0601BLA9Y       20240101001240100000005000 0900000000000882   
0601BLA9Y       20240101001245100000005000 0900000000000890   
0601BLA9Y       20240101001250100000005000 0900000000000897   
0601BLA9Y       20240101001255100000005000 0900000000000905   
0601BLA9Y       20240101001260100000005000 0900000000000912   
0601BLA9Y       20240101001265100000005000 0900000000000921   
0601BLA9Y       20240101001270100000005000 0900000000000928   
0601BLA9Y       20240101001275100000005000 0900000000000935   
0601BLA9Y       20240101001280100000005000 0900000000000943   
0601BLA9Y       20240101001285100000005000 0900000000000950   
0601BLA9Y       20240101001290100000005000 0900000000000957   
0601BLA9Y       20240101001295100000005000 0900000000000964   
0601BLA9Y       20240101001300100000005000 0900000000000971   
0601BLA9Y       20240101001305100000005000 0900000000000979   
0601BLA9Y       20240101001310100000005000 0900000000000986   
0601BLA9Y       20240101001315100000005000 0900000000000993   
0601BLA9Y       20240101001320100000005000 0900000000001000   
0601BLA9Y       20240101001325100000005000 0900000000001006   
0601BLA9Y       20240101001330100000005000 0900000000001014   
0601BLA9Y       20240101001335100000005000 0900000000001021   
0601BLA9Y       20240101001340100000005000 0900000000001027   
0601BLA9Y       20240101001345100000005000 0900000000001035   
0601BLA9Y       20240101001350100000005000 0900000000001041   
0601BLA9Y       20240101001355100000005000 0900000000001048   
0601BLA9Y       20240101001360100000005000 0900000000001054   
0601BLA9Y       20240101001365100000005000 0900000000001061   
0601BLA9Y       20240101001370100000005000 0900000000001067   
0601BLA9Y       20240101001375100000005000 0900000000001074   
0601BLA9Y       20240101001380100000005000 0900000000001080   
0601BLA9Y       20240101001385100000005000 0900000000001087   
0601BLA9Y       20240101001390100000005000 0900000000001093   
0601BLA9Y       20240101001395100000005000 0900000000001099   
0601BLA9Y       20240101001400100000005000 0900000000001105   
0601BLA9Y       20240101001405100000005000 0900000000001112   
0601BLA9Y       20240101001410100000005000 0900000000001118   
0601BLA9Y       20240101001415100000005000 0900000000001124   
0601BLA9Y       20240101001420100000005000 0900000000001130   
0601BLA9Y       20240101001425100000005000 0900000000001136   
0601BLA9Y       20240101001430100000005000 0900000000001142   
0601BLA9Y       20240101001435100000005000 0900000000001148   
0601BLA9Y       20240101001440100000005000 0900000000001154   
0601BLA9Y       20240101001445100000005000 0900000000001160   
0601BLA9Y       20240101001450100000005000 0900000000001166   
0601BLA9Y       20240101001455100000005000 0900000000001173   
0601BLA9Y       20240101001460100000005000 0900000000001179   
0601BLA9Y       20240101001465100000005000 0900000000001186   
0601BLA9Y       20240101001470100000005000 0900000000001193   
0601BLA9Y       20240101001475100000005000 0900000000001199   
0601BLA9Y       20240101001480100000005000 0900000000001205   
0601BLA9Y       20240101001485100000005000 0900000000001212   
0601BLA9Y       20240101001490100000005000 0900000000001218   
0601BLA9Y       20240101001495100000005000 0900000000001225   
0601BLA9Y       20240101001500100000005000 0900000000001231   
0601BLA9Y       20240101001505100000005000 0900000000001237   
0601BLA9Y       20240101001510100000005000 0900000000001244   
0601BLA9Y       20240101001515100000005000 0900000000001250   
0601BLA9Y       20240101001520100000005000 0900000000001256   
0601BLA9Y       20240101001525100000005000 0900000000001263   
0601BLA9Y       20240101001530100000005000 0900000000001269   
0601BLA9Y       20240101001535100000005000 0900000000001275   
0601BLA9Y       20240101001540100000005000 0900000000001282   
0601BLA9Y       20240101001545100000005000 0900000000001288   
0601BLA9Y       20240101001550100000005000 0900000000001294   
0601BLA9Y       20240101001555100000005000 0900000000001300   
0601BLA9Y       20240101001560100000005000 0900000000001306   
0601BLA9Y       20240101001565100000005000 0900000000001312   
0601BLA9Y       20240101001570100000005000 0900000000001318   
0601BLA9Y       20240101001575100000005000 0900000000001324   
0601BLA9Y       20240101001580100000005000 0900000000001330   
0601BLA9Y       20240101001585100000005000 0900000000001336   
0601BLA9Y       20240101001590100000005000 0900000000001341   
0601BLA9Y       20240101001595100000005000 0900000000001348   
0601BLA9Y       20240101001600100000005000 0900000000001354   
0601BLA9Y       20240101001605100000005000 0900000000001359   
0601BLA9Y       20240101001610100000005000 0900000000001365   
0601BLA9Y       20240101001615100000005000 0900000000001371   
0601BLA9Y       20240101001620100000005000 0900000000001376   
0601BLA9Y       20240101001625100000005000 0900000000001382   
0601BLA9Y       20240101001630100000005000 0900000000001387   
0601BLA9Y       20240101001635100000005000 0900000000001393   
0601BLA9Y       20240101001640100000005000 0900000000001398   
0601BLA9Y       20240101001645100000005000 0900000000001404   
0601BLA9Y       20240101001650100000005000 0900000000001409   
0601BLA9Y       20240101001655100000005000 0900000000001415   
0601BLA9Y       20240101001660100000005000 0900000000001420   
0601BLA9Y       20240101001665100000005000 0900000000001425   
0601BLA9Y       20240101001670100000005000 0900000000001431   
0601BLA9Y       20240101001675100000005000 0900000000001436   
0601BLA9Y       20240101001680100000005000 0900000000001441   
0601BLA9Y       20240101001685100000005000 0900000000001447   
0601BLA9Y       20240101001690100000005000 0900000000001452   
0601BLA9Y       20240101001695100000005000 0900000000001457   
0601BLA9Y       20240101001700100000005000 0900000000001463   
0601BLA9Y       20240101001705100000005000 0900000000001468   
0601BLA9Y       20240101001710100000005000 0900000000001472   
0601BLA9Y       20240101001715100000005000 0900000000001477   
0601BLA9Y       20240101001720100000005000 0900000000001483   
0601BLA9Y       20240101001725100000005000 0900000000001488   
0601BLA9Y       20240101001730100000005000 0900000000001492   
0601BLA9Y       20240101001735100000005000 0900000000001498   
0601BLA9Y       20240101001740100000005000 0900000000001502   
0601BLA9Y       20240101001745100000005000 0900000000001507   
0601BLA9Y       20240101001750100000005000 0900000000001512   
0601BLA9Y       20240101001755100000005000 0900000000001517   
0601BLA9Y       20240101001760100000005000 0900000000001522   
0601BLA9Y       20240101001765100000005000 0900000000001528   
0601BLA9Y       20240101001770100000005000 0900000000001533   
0601BLA9Y       20240101001775100000005000 0900000000001538   
0601BLA9Y       20240101001780100000005000 0900000000001544   
0601BLA9Y       20240101001785100000005000 0900000000001549   
0601BLA9Y       20240101001790100000005000 0900000000001554   
0601BLA9Y       20240101001795100000005000 0900000000001559   
0601BLA9Y       20240101001800100000005000 0900000000001564   
0601BLA9Y       20240101001805100000005000 0900000000001570   
0601BLA9Y       20240101001810100000005000 0900000000001575   
0601BLA9Y       20240101001815100000005000 0900000000001580   
0601BLA9Y       20240101001820100000005000 0900000000001585   
0601BLA9Y       20240101001825100000005000 0900000000001590   
0601BLA9Y       20240101001830100000005000 0900000000001595   
0601BLA9Y       20240101001835100000005000 0900000000001599   
0601BLA9Y       20240101001840100000005000 0900000000001605   
0601BLA9Y       20240101001845100000005000 0900000000001610   
0601BLA9Y       20240101001850100000005000 0900000000001615   
0601BLA9Y       20240101001855100000005000 0900000000001619   
0601BLA9Y       20240101001860100000005000 0900000000001624   
0601BLA9Y       20240101001865100000005000 0900000000001629   
0601BLA9Y       20240101001870100000005000 0900000000001634   
0601BLA9Y       20240101001875100000005000 0900000000001639   
0601BLA9Y       20240101001880100000005000 0900000000001643   
0601BLA9Y       20240101001885100000005000 0900000000001648   
0601BLA9Y       20240101001890100000005000 0900000000001653   
0601BLA9Y       20240101001895100000005000 0900000000001657   
0601BLA9Y       20240101001900100000005000 0900000000001662   
0601BLA9Y       20240101001905100000005000 0900000000001667   
0601BLA9Y       20240101001910100000005000 0900000000001671   
0601BLA9Y       20240101001915100000005000 0900000000001676   
0601BLA9Y       20240101001920100000005000 0900000000001681   
0601BLA9Y       20240101001925100000005000 0900000000001685   
0601BLA9Y       20240101001930100000005000 0900000000001689   
0601BLA9Y       20240101001935100000005000 0900000000001694   
0601BLA9Y       20240101001940100000005000 0900000000001698   
0601BLA9Y       20240101001945100000005000 0900000000001703   
0601BLA9Y       20240101001950100000005000 0900000000001708   
0601BLA9Y       20240101001955100000005000 0900000000001712   
0601BLA9Y       20240101001960100000005000 0900000000001716   
0601BLA9Y       20240101001965100000005000 0900000000001720   
0601BLA9Y       20240101001970100000005000 0900000000001725   
0601BLA9Y       20240101001975100000005000 0900000000001729   
0601BLA9Y       20240101001980100000005000 0900000000001734   
0601BLA9Y       20240101001985100000005000 0900000000001738   
0601BLA9Y       20240101001990100000005000 0900000000001742   
0601BLA9Y       20240101001995100000005000 0900000000001746   
0601BLA9Y       20240101002000100000005000 0900000000001750   
0601BLA9Y       20240101002005100000005000 0900000000001754   
0601BLA9Y       20240101002010100000005000 0900000000001759   
0601BLA9Y       20240101002015100000005000 0900000000001763   
0601BLA9Y       20240101002020100000005000 0900000000001767   
0601BLA9Y       20240101002025100000005000 0900000000001771   
0601BLA9Y       20240101002030100000005000 0900000000001775   
0601BLA9Y       20240101002035100000005000 0900000000001779   
0601BLA9Y       20240101002040100000005000 0900000000001783   
0601BLA9Y       20240101002045100000005000 0900000000001788   
0601BLA9Y       20240101002050100000005000 0900000000001791   
0601BLA9Y       20240101002055100000005000 0900000000001795   
0601BLA9Y       20240101002060100000005000 0900000000001800   
0601BLA9Y       20240101002065100000005000 0900000000001804   
0601BLA9Y       20240101002070100000005000 0900000000001808   
0601BLA9Y       20240101002075100000005000 0900000000001813   
0601BLA9Y       20240101002080100000005000 0900000000001817   
0601BLA9Y       20240101002085100000005000 0900000000001821   
0601BLA9Y       20240101002090100000005000 0900000000001826   
0601BLA9Y       20240101002095100000005000 0900000000001830   
0601BLA9Y       20240101002100100000005000 0900000000001834   
0601BLA9Y       20240101002105100000005000 0900000000001839   
0601BLA9Y       20240101002110100000005000 0900000000001843   
0601BLA9Y       20240101002115100000005000 0900000000001847   
0601BLA9Y       20240101002120100000005000 0900000000001852   
0601BLA9Y       20240101002125100000005000 0900000000001856   
0601BLA9Y       20240101002130100000005000 0900000000001860   
0601BLA9Y       20240101002135100000005000 0900000000001864   
0601BLA9Y       20240101002140100000005000 0900000000001868   
0601BLA9Y       20240101002145100000005000 0900000000001872   
0601BLA9Y       20240101002150100000005000 0900000000001876   
0601BLA9Y       20240101002155100000005000 0900000000001880   
0601BLA9Y       20240101002160100000005000 0900000000001884   
0601BLA9Y       20240101002165100000005000 0900000000001888   
0601BLA9Y       20240101002170100000005000 0900000000001893   
0601BLA9Y       20240101002175100000005000 0900000000001897   
0601BLA9Y       20240101002180100000005000 0900000000001901   
0601BLA9Y       20240101002185100000005000 0900000000001905   
0601BLA9Y       20240101002190100000005000 0900000000001909   
0601BLA9Y       20240101002195100000005000 0900000000001913   
0601BLA9Y       20240101002200100000005000 0900000000001916   
0601BLA9Y       20240101002205100000005000 0900000000001920   
0601BLA9Y       20240101002210100000005000 0900000000001924   
0601BLA9Y       20240101002215100000005000 0900000000001928   
0601BLA9Y       20240101002220100000005000 0900000000001932   
0601BLA9Y       20240101002225100000005000 0900000000001936   
0601BLA9Y       20240101002230100000005000 0900000000001940   
0601BLA9Y       20240101002235100000005000 0900000000001944   
0601BLA9Y       20240101002240100000005000 0900000000001947   
0601BLA9Y       20240101002245100000005000 0900000000001952   
0601BLA9Y       20240101002250100000005000 0900000000001955   
0601BLA9Y       20240101002255100000005000 0900000000001959   
0601BLA9Y       20240101002260100000005000 0900000000001962   
0601BLA9Y       20240101002265100000005000 0900000000001966   
0601BLA9Y       20240101002270100000005000 0900000000001970   
0601BLA9Y       20240101002275100000005000 0900000000001974   
0601BLA9Y       20240101002280100000005000 0900000000001977   
0601BLA9Y       20240101002285100000005000 0900000000001981   
0601BLA9Y       20240101002290100000005000 0900000000001985   
0601BLA9Y       20240101002295100000005000 0900000000001988   
0601BLA9Y       20240101002300100000005000 0900000000001992   
0601BLA9Y       20240101002305100000005000 0900000000001995   
0601BLA9Y       20240101002310100000005000 0900000000001999   
0601BLA9Y       20240101002315100000005000 0900000000002003   
0601BLA9Y       20240101002320100000005000 0900000000002006   
0601BLA9Y       20240101002325100000005000 0900000000002010   
0601BLA9Y       20240101002330100000005000 0900000000002013   
0601BLA9Y       20240101002335100000005000 0900000000002017   
0601BLA9Y       20240101002340100000005000 0900000000002020   
0601BLA9Y       20240101002345100000005000 0900000000002023   
0601BLA9Y       20240101002350100000005000 0900000000002027   
0601BLA9Y       20240101002355100000005000 0900000000002031   
0601BLA9Y       20240101002360100000005000 0900000000002034   
0601BLA9Y       20240101002365100000005000 0900000000002037   
0601BLA9Y       20240101002370100000005000 0900000000002041   
0601BLA9Y       20240101002375100000005000 0900000000002044   
0601BLA9Y       20240101002380100000005000 0900000000002047   
0601BLA9Y       20240101002385100000005000 0900000000002051   
0601BLA9Y       20240101002390100000005000 0900000000002054   
0601BLA9Y       20240101002395100000005000 0900000000002058   
0601BLA9Y       20240101002400100000005000 0900000000002061   
0601BLA9Y       20240101002405100000005000 0900000000002064   
0601BLA9Y       20240101002410100000005000 0900000000002068   
0601BLA9Y       20240101002415100000005000 0900000000002071   
0601BLA9Y       20240101002420100000005000 0900000000002074   
0601BLA9Y       20240101002425100000005000 0900000000002077   
0601BLA9Y       20240101002430100000005000 0900000000002081   
0601BLA9Y       20240101002435100000005000 0900000000002084   
0601BLA9Y       20240101002440100000005000 0900000000002087   
0601BLA9Y       20240101002445100000005000 0900000000002090   
0601BLA9Y       20240101002450100000005000 0900000000002094   
0601BLA9Y       20240101002455100000005000 0900000000002097   
0601BLA9Y       20240101002460100000005000 0900000000002100   
0601BLA9Y       20240101002465100000005000 0900000000002104   
0601BLA9Y       20240101002470100000005000 0900000000002107   
0601BLA9Y       20240101002475100000005000 0900000000002110   
0601BLA9Y       20240101002480100000005000 0900000000002114   
0601BLA9Y       20240101002485100000005000 0900000000002117   
0601BLA9Y       20240101002490100000005000 0900000000002121   
0601BLA9Y       20240101002495100000005000 0900000000002125   
0601BLA9Y       20240101002500100000005000 0900000000002128   
0601BLA9Y       20240101002505100000005000 0900000000002131   
0601BLA9Y       20240101002510100000005000 0900000000002135   
0601BLA9Y       20240101002515100000005000 0900000000002138   
0601BLA9Y       20240101002520100000005000 0900000000002142   
0601BLA9Y       20240101002525100000005000 0900000000002145   
0601BLA9Y       20240101002530100000005000 0900000000002148   
0601BLA9Y       20240101002535100000005000 0900000000002152   
0601BLA9Y       20240101002540100000005000 0900000000002155   
0601BLA9Y       20240101002545100000005000 0900000000002159   
0601BLA9Y       20240101002550100000005000 0900000000002162   
0601BLA9Y       20240101002555100000005000 0900000000002165   
0601BLA9Y       20240101002560100000005000 0900000000002169   
0601BLA9Y       20240101002565100000005000 0900000000002172   
0601BLA9Y       20240101002570100000005000 0900000000002175   
0601BLA9Y       20240101002575100000005000 0900000000002178   
0601BLA9Y       20240101002580100000005000 0900000000002182   
0601BLA9Y       20240101002585100000005000 0900000000002185   
0601BLA9Y       20240101002590100000005000 0900000000002188   
0601BLA9Y       20240101002595100000005000 0900000000002191   
0601BLA9Y       20240101002600100000005000 0900000000002194   
0601BLA9Y       20240101002605100000005000 0900000000002198   
0601BLA9Y       20240101002610100000005000 0900000000002201   
0601BLA9Y       20240101002615100000005000 0900000000002204   
0601BLA9Y       20240101002620100000005000 0900000000002207   
0601BLA9Y       20240101002625100000005000 0900000000002210   
0601BLA9Y       20240101002630100000005000 0900000000002213   
0601BLA9Y       20240101002635100000005000 0900000000002217   
0601BLA9Y       20240101002640100000005000 0900000000002220   
0601BLA9Y       20240101002645100000005000 0900000000002223   
0601BLA9Y       20240101002650100000005000 0900000000002227   
0601BLA9Y       20240101002655100000005000 0900000000002230   
0601BLA9Y       20240101002660100000005000 0900000000002232   
0601BLA9Y       20240101002665100000005000 0900000000002236   
0601BLA9Y       20240101002670100000005000 0900000000002239   
0601BLA9Y       20240101002675100000005000 0900000000002242   
0601BLA9Y       20240101002680100000005000 0900000000002245   
0601BLA9Y       20240101002685100000005000 0900000000002248   
0601BLA9Y       20240101002690100000005000 0900000000002251   
0601BLA9Y       20240101002695100000005000 0900000000002254   
0601BLA9Y       20240101002700100000005000 0900000000002257   
0601BLA9Y       20240101002705100000005000 0900000000002260   
0601BLA9Y       20240101002710100000005000 0900000000002263   
0601BLA9Y       20240101002715100000005000 0900000000002266   
0601BLA9Y       20240101002720100000005000 0900000000002269   
0601BLA9Y       20240101002725100000005000 0900000000002272   
0601BLA9Y       20240101002730100000005000 0900000000002274   
0601BLA9Y       20240101002735100000005000 0900000000002277   
0601BLA9Y       20240101002740100000005000 0900000000002280   
0601BLA9Y       20240101002745100000005000 0900000000002283   
0601BLA9Y       20240101002750100000005000 0900000000002286   
0601BLA9Y       20240101002755100000005000 0900000000002289   
0601BLA9Y       20240101002760100000005000 0900000000002292   
0601BLA9Y       20240101002765100000005000 0900000000002295   
0601BLA9Y       20240101002770100000005000 0900000000002298   
0601BLA9Y       20240101002775100000005000 0900000000002301   
0601BLA9Y       20240101002780100000005000 0900000000002303   
0601BLA9Y       20240101002785100000005000 0900000000002306   
0601BLA9Y       20240101002790100000005000 0900000000002309   
0601BLA9Y       20240101002795100000005000 0900000000002312   
0601BLA9Y       20240101002800100000005000 0900000000002314   
0601BLA9Y       20240101002805100000005000 0900000000002317   
0601BLA9Y       20240101002810100000005000 0900000000002320   
0601BLA9Y       20240101002815100000005000 0900000000002323   
0601BLA9Y       20240101002820100000005000 0900000000002326   
0601BLA9Y       20240101002825100000005000 0900000000002328   
0601BLA9Y       20240101002830100000005000 0900000000002331   
0601BLA9Y       20240101002835100000005000 0900000000002334   
0601BLA9Y       20240101002840100000005000 0900000000002337   
0601BLA9Y       20240101002845100000005000 0900000000002339   
0601BLA9Y       20240101002850100000005000 0900000000002342   
0601BLA9Y       20240101002855100000005000 0900000000002345   
0601BLA9Y       20240101002860100000005000 0900000000002347   
0601BLA9Y       20240101002865100000005000 0900000000002350   
0601BLA9Y       20240101002870100000005000 0900000000002353   
0601BLA9Y       20240101002875100000005000 0900000000002355   
0601BLA9Y       20240101002880100000005000 0900000000002358   
0601BLA9Y       20240101002885100000005000 0900000000002361   
0601BLA9Y       20240101002890100000005000 0900000000002363   
0601BLA9Y       20240101002895100000005000 0900000000002366   
0601BLA9Y       20240101002900100000005000 0900000000002369   
0601BLA9Y       20240101002905100000005000 0900000000002371   
0601BLA9Y       20240101002910100000005000 0900000000002374   
0601BLA9Y       20240101002915100000005000 0900000000002376   
0601BLA9Y       20240101002920100000005000 0900000000002379   
0601BLA9Y       20240101002925100000005000 0900000000002381   
0601BLA9Y       20240101002930100000005000 0900000000002384   
0601BLA9Y       20240101002935100000005000 0900000000002387   
0601BLA9Y       20240101002940100000005000 0900000000002389   
0601BLA9Y       20240101002945100000005000 0900000000002392   
0601BLA9Y       20240101002950100000005000 0900000000002394   
0601BLA9Y       20240101002955100000005000 0900000000002397   
0601BLA9Y       20240101002960100000005000 0900000000002399   
0601BLA9Y       20240101002965100000005000 0900000000002402   
0601BLA9Y       20240101002970100000005000 0900000000002404   
0601BLA9Y       20240101002975100000005000 0900000000002407   
0601BLA9Y       20240101002980100000005000 0900000000002409   
0601BLA9Y       20240101002985100000005000 0900000000002412   
0601BLA9Y       20240101002990100000005000 0900000000002414   
0601BLA9Y       20240101002995100000005000 0900000000002417   
0601BLA9Y       20240101003000100000500000 0900000000002532   
0601BLA9Y       20240101003500100000500000 0900000000002716   
0601BLA9Y       20240101004000100000500000 0900000000002860   
0601BLA9Y       20240101004500100000500000 0900000000002975   
0601BLA9Y       20240101005000100000500000 0900000000003070   
0601BLA9Y       20240101005500100000500000 0900000000003149   
0601BLA9Y       20240101006000100000500000 0900000000003217   
0601BLA9Y       20240101006500100000500000 0900000000003276   
0601BLA9Y       20240101007000100000500000 0900000000003328   
0601BLA9Y       20240101007500100000500000 0900000000003373   
0601BLA9Y       20240101008000100000500000 0900000000003412   
0601BLA9Y       20240101008500100000500000 0900000000003440   
0601BLA9Y       20240101009000100000500000 0900000000003465   
0601BLA9Y       20240101009500100000500000 0900000000003489   
0601BLA9Y       20240101010000100005000000 0900000000003636   
0601BLA9Y       20240101015000100005000000 0900000000003684   
0601BLA9Y       20240101020000100005000000 0900000000003710   
0601BLA9Y       20240101025000100005000000 0900000000003727   
0601BLA9Y       20240101030000100005000000 0900000000003739   
0601BLA9Y       20240101035000100005000000 0900000000003748   
0601BLA9Y       20240101040000100005000000 0900000000003754   
0601BLA9Y       20240101045000100005000000 0900000000003759   
0601BLA9Y       20240101050000100005000000 0900000000003764   
0601BLA9Y       20240101055000100005000000 0900000000003767   
0601BLA9Y       20240101060000100005000000 0900000000003770   
0601BLA9Y       20240101065000100005000000 0900000000003772   
0601BLA9Y       20240101070000100005000000 0900000000003775   
0601BLA9Y       20240101075000100005000000 0900000000003776   
0601BLA9Y       20240101080000100005000000 0900000000003778   
0601BLA9Y       20240101085000100005000000 0900000000003780   
0601BLA9Y       20240101090000100005000000 0900000000003781   
0601BLA9Y       20240101095000100005000000 0900000000003782   
0601BLB0N       20240101000000100000120000 0000000000000000   
0601BLB0N       20240101000120100000005000 0000000000000000   
0601BLB0N       20240101000125100000005000 0000000000000000   
0601BLB0N       20240101000130100000005000 0000000000000000   
0601BLB0N       20240101000135100000005000 0000000000000000   
0601BLB0N       20240101000140100000005000 0000000000000000   
0601BLB0N       20240101000145100000005000 0000000000000007   
0601BLB0N       20240101000150100000005000 0000000000000007   
0601BLB0N       20240101000155100000005000 0000000000000006   
0601BLB0N       20240101000160100000005000 0000000000000006   
0601BLB0N       20240101000165100000005000 0000000000000006   
0601BLB0N       20240101000170100000005000 0000000000000006   
0601BLB0N       20240101000175100000005000 0000000000000006   
0601BLB0N       20240101000180100000005000 0000000000000011   
0601BLB0N       20240101000185100000005000 0000000000000011   
0601BLB0N       20240101000190100000005000 0000000000000010   
0601BLB0N       20240101000195100000005000 0000000000000010   
0601BLB0N       20240101000200100000005000 0000000000000010   
0601BLB0N       20240101000205100000005000 0000000000000010   
0601BLB0N       20240101000210100000005000 0000000000000009   
0601BLB0N       20240101000215100000005000 0000000000000009   
0601BLB0N       20240101000220100000005000 0000000000000013   
0601BLB0N       20240101000225100000005000 0000000000000013   
0601BLB0N       20240101000230100000005000 0000000000000013   
