00OW               20210204                                                                                   
0601OWA2N       20210101018500100000500000 0200000030002245   
0601OWA2N       20210101019000100000500000 0200000030002246   
0601OWA2N       20210101019500100000500000 0200000030002247   
0601OWA3N       20210101000000100000040000 0300000030000000   
0601OWA3N       20210101000040100000005000 0300000030000071   
0601OWA3N       20210101000045100000005000 0300000030000063   
0601OWA3N       20210101000050100000005000 0300000030000057   
0601OWA3N       20210101000055100000005000 0300000030000052   
0601OWA3N       20210101000060100000005000 0300000030000048   
0601OWA3N       20210101000065100000005000 0300000030000044   
0601OWA3N       20210101000070100000005000 0300000030000041   
0601OWA3N       20210101000075100000005000 0300000030000039   
0601OWA3N       20210101000080100000005000 0300000030000036   
0601OWA3N       20210101000085100000005000 0300000030000034   
0601OWA3N       20210101000090100000005000 0300000030000032   
0601OWA3N       20210101000095100000005000 0300000030000031   
0601OWA3N       20210101000100100000005000 0300000030000029   
0601OWA3N       20210101000105100000005000 0300000030000028   
0601OWA3N       20210101000110100000005000 0300000030000027   
0601OWA3N       20210101000115100000005000 0300000030000026   
0601OWA3N       20210101000120100000005000 0300000030000024   
0601OWA3N       20210101000125100000005000 0300000030000024   
0601OWA3N       20210101000130100000005000 0300000030000023   
0601OWA3N       20210101000135100000005000 0300000030000022   
0601OWA3N       20210101000140100000005000 0300000030000021   
0601OWA3N       20210101000145100000005000 0300000030000020   
0601OWA3N       20210101000150100000005000 0300000030000020   
0601OWA3N       20210101000155100000005000 0300000030000019   
0601OWA3N       20210101000160100000005000 0300000030000018   
0601OWA3N       20210101000165100000005000 0300000030000018   
0601OWA3N       20210101000170100000005000 0300000030000017   
0601OWA3N       20210101000175100000005000 0300000030000017   
0601OWA3N       20210101000180100000005000 0300000030000016   
0601OWA3N       20210101000185100000005000 0300000030000016   
0601OWA3N       20210101000190100000005000 0300000030000016   
0601OWA3N       20210101000195100000005000 0300000030000015   
0601OWA3N       20210101000200100000005000 0300000030000015   
0601OWA3N       20210101000205100000005000 0300000030000014   
0601OWA3N       20210101000210100000005000 0300000030000014   
0601OWA3N       20210101000215100000005000 0300000030000014   
0601OWA3N       20210101000220100000005000 0300000030000013   
0601OWA3N       20210101000225100000005000 0300000030000013   
0601OWA3N       20210101000230100000005000 0300000030000013   
0601OWA3N       20210101000235100000005000 0300000030000013   
0601OWA3N       20210101000240100000005000 0300000030000012   
0601OWA3N       20210101000245100000005000 0300000030000012   
0601OWA3N       20210101000250100000005000 0300000030000012   
0601OWA3N       20210101000255100000005000 0300000030000012   
0601OWA3N       20210101000260100000005000 0300000030000011   
0601OWA3N       20210101000265100000005000 0300000030000011   
0601OWA3N       20210101000270100000005000 0300000030000011   
0601OWA3N       20210101000275100000005000 0300000030000011   
0601OWA3N       20210101000280100000005000 0300000030000011   
0601OWA3N       20210101000285100000005000 0300000030000010   
0601OWA3N       20210101000290100000005000 0300000030000010   
0601OWA3N       20210101000295100000005000 0300000030000010   
0601OWA3N       20210101000300100000005000 0300000030000010   
0601OWA3N       20210101000305100000005000 0300000030000010   
0601OWA3N       20210101000310100000005000 0300000030000010   
0601OWA3N       20210101000315100000005000 0300000030000009   
0601OWA3N       20210101000320100000005000 0300000030000009   
0601OWA3N       20210101000325100000005000 0300000030000009   
0601OWA3N       20210101000330100000005000 0300000030000009   
0601OWA3N       20210101000335100000005000 0300000030000009   
0601OWA3N       20210101000340100000005000 0300000030000009   
0601OWA3N       20210101000345100000005000 0300000030000009   
0601OWA3N       20210101000350100000005000 0300000030000009   
0601OWA3N       20210101000355100000005000 0300000030000008   
0601OWA3N       20210101000360100000005000 0300000030000008   
0601OWA3N       20210101000365100000005000 0300000030000008   
0601OWA3N       20210101000370100000005000 0300000030000008   
0601OWA3N       20210101000375100000005000 0300000030000008   
0601OWA3N       20210101000380100000005000 0300000030000008   
0601OWA3N       20210101000385100000005000 0300000030000008   
0601OWA3N       20210101000390100000005000 0300000030000008   
0601OWA3N       20210101000395100000005000 0300000030000008   
0601OWA3N       20210101000400100000005000 0300000030000015   
0601OWA3N       20210101000405100000005000 0300000030000029   
0601OWA3N       20210101000410100000005000 0300000030000044   
0601OWA3N       20210101000415100000005000 0300000030000057   
0601OWA3N       20210101000420100000005000 0300000030000069   
0601OWA3N       20210101000425100000005000 0300000030000087   
0601OWA3N       20210101000430100000005000 0300000030000097   
0601OWA3N       20210101000435100000005000 0300000030000114   
0601OWA3N       20210101000440100000005000 0300000030000131   
0601OWA3N       20210101000445100000005000 0300000030000145   
0601OWA3N       20210101000450100000005000 0300000030000159   
0601OWA3N       20210101000455100000005000 0300000030000173   
0601OWA3N       20210101000460100000005000 0300000030000188   
0601OWA3N       20210101000465100000005000 0300000030000199   
0601OWA3N       20210101000470100000005000 0300000030000214   
0601OWA3N       20210101000475100000005000 0300000030000226   
0601OWA3N       20210101000480100000005000 0300000030000238   
0601OWA3N       20210101000485100000005000 0300000030000250   
0601OWA3N       20210101000490100000005000 0300000030000262   
0601OWA3N       20210101000495100000005000 0300000030000275   
0601OWA3N       20210101000500100000005000 0300000030000287   
0601OWA3N       20210101000505100000005000 0300000030000296   
0601OWA3N       20210101000510100000005000 0300000030000308   
0601OWA3N       20210101000515100000005000 0300000030000319   
0601OWA3N       20210101000520100000005000 0300000030000331   
0601OWA3N       20210101000525100000005000 0300000030000339   
0601OWA3N       20210101000530100000005000 0300000030000349   
0601OWA3N       20210101000535100000005000 0300000030000361   
0601OWA3N       20210101000540100000005000 0300000030000371   
0601OWA3N       20210101000545100000005000 0300000030000380   
0601OWA3N       20210101000550100000005000 0300000030000389   
0601OWA3N       20210101000555100000005000 0300000030000398   
0601OWA3N       20210101000560100000005000 0300000030000409   
0601OWA3N       20210101000565100000005000 0300000030000416   
0601OWA3N       20210101000570100000005000 0300000030000426   
0601OWA3N       20210101000575100000005000 0300000030000433   
0601OWA3N       20210101000580100000005000 0300000030000439   
0601OWA3N       20210101000585100000005000 0300000030000448   
0601OWA3N       20210101000590100000005000 0300000030000456   
0601OWA3N       20210101000595100000005000 0300000030000462   
0601OWA3N       20210101000600100000005000 0300000030000468   
0601OWA3N       20210101000605100000005000 0300000030000476   
0601OWA3N       20210101000610100000005000 0300000030000483   
0601OWA3N       20210101000615100000005000 0300000030000489   
0601OWA3N       20210101000620100000005000 0300000030000496   
0601OWA3N       20210101000625100000005000 0300000030000502   
0601OWA3N       20210101000630100000005000 0300000030000511   
0601OWA3N       20210101000635100000005000 0300000030000516   
0601OWA3N       20210101000640100000005000 0300000030000521   
0601OWA3N       20210101000645100000005000 0300000030000527   
0601OWA3N       20210101000650100000005000 0300000030000533   
0601OWA3N       20210101000655100000005000 0300000030000540   
0601OWA3N       20210101000660100000005000 0300000030000545   
0601OWA3N       20210101000665100000005000 0300000030000551   
0601OWA3N       20210101000670100000005000 0300000030000556   
0601OWA3N       20210101000675100000005000 0300000030000564   
0601OWA3N       20210101000680100000005000 0300000030000568   
0601OWA3N       20210101000685100000005000 0300000030000575   
0601OWA3N       20210101000690100000005000 0300000030000581   
0601OWA3N       20210101000695100000005000 0300000030000588   
0601OWA3N       20210101000700100000005000 0300000030000594   
0601OWA3N       20210101000705100000005000 0300000030000601   
0601OWA3N       20210101000710100000005000 0300000030000606   
0601OWA3N       20210101000715100000005000 0300000030000612   
0601OWA3N       20210101000720100000005000 0300000030000619   
0601OWA3N       20210101000725100000005000 0300000030000624   
0601OWA3N       20210101000730100000005000 0300000030000629   
0601OWA3N       20210101000735100000005000 0300000030000635   
0601OWA3N       20210101000740100000005000 0300000030000641   
0601OWA3N       20210101000745100000005000 0300000030000646   
0601OWA3N       20210101000750100000005000 0300000030000651   
0601OWA3N       20210101000755100000005000 0300000030000656   
0601OWA3N       20210101000760100000005000 0300000030000661   
0601OWA3N       20210101000765100000005000 0300000030000668   
0601OWA3N       20210101000770100000005000 0300000030000673   
0601OWA3N       20210101000775100000005000 0300000030000678   
0601OWA3N       20210101000780100000005000 0300000030000682   
0601OWA3N       20210101000785100000005000 0300000030000688   
0601OWA3N       20210101000790100000005000 0300000030000693   
0601OWA3N       20210101000795100000005000 0300000030000697   
0601OWA3N       20210101000800100000005000 0300000030000702   
0601OWA3N       20210101000805100000005000 0300000030000706   
0601OWA3N       20210101000810100000005000 0300000030000711   
0601OWA3N       20210101000815100000005000 0300000030000716   
0601OWA3N       20210101000820100000005000 0300000030000721   
0601OWA3N       20210101000825100000005000 0300000030000725   
0601OWA3N       20210101000830100000005000 0300000030000730   
0601OWA3N       20210101000835100000005000 0300000030000734   
0601OWA3N       20210101000840100000005000 0300000030000738   
0601OWA3N       20210101000845100000005000 0300000030000743   
0601OWA3N       20210101000850100000005000 0300000030000748   
0601OWA3N       20210101000855100000005000 0300000030000752   
0601OWA3N       20210101000860100000005000 0300000030000756   
0601OWA3N       20210101000865100000005000 0300000030000760   
0601OWA3N       20210101000870100000005000 0300000030000764   
0601OWA3N       20210101000875100000005000 0300000030000769   
0601OWA3N       20210101000880100000005000 0300000030000773   
0601OWA3N       20210101000885100000005000 0300000030000776   
0601OWA3N       20210101000890100000005000 0300000030000780   
0601OWA3N       20210101000895100000005000 0300000030000786   
0601OWA3N       20210101000900100000005000 0300000030000789   
0601OWA3N       20210101000905100000005000 0300000030000792   
0601OWA3N       20210101000910100000005000 0300000030000796   
0601OWA3N       20210101000915100000005000 0300000030000799   
0601OWA3N       20210101000920100000005000 0300000030000804   
0601OWA3N       20210101000925100000005000 0300000030000808   
0601OWA3N       20210101000930100000005000 0300000030000811   
0601OWA3N       20210101000935100000005000 0300000030000814   
0601OWA3N       20210101000940100000005000 0300000030000819   
0601OWA3N       20210101000945100000005000 0300000030000822   
0601OWA3N       20210101000950100000005000 0300000030000825   
0601OWA3N       20210101000955100000005000 0300000030000828   
0601OWA3N       20210101000960100000005000 0300000030000833   
0601OWA3N       20210101000965100000005000 0300000030000836   
0601OWA3N       20210101000970100000005000 0300000030000839   
0601OWA3N       20210101000975100000005000 0300000030000842   
0601OWA3N       20210101000980100000005000 0300000030000845   
0601OWA3N       20210101000985100000005000 0300000030000850   
0601OWA3N       20210101000990100000005000 0300000030000853   
0601OWA3N       20210101000995100000005000 0300000030000857   
0601OWA3N       20210101001000100000005000 0300000030000862   
0601OWA3N       20210101001005100000005000 0300000030000867   
0601OWA3N       20210101001010100000005000 0300000030000871   
0601OWA3N       20210101001015100000005000 0300000030000875   
0601OWA3N       20210101001020100000005000 0300000030000878   
0601OWA3N       20210101001025100000005000 0300000030000883   
0601OWA3N       20210101001030100000005000 0300000030000887   
0601OWA3N       20210101001035100000005000 0300000030000892   
0601OWA3N       20210101001040100000005000 0300000030000896   
0601OWA3N       20210101001045100000005000 0300000030000899   
0601OWA3N       20210101001050100000005000 0300000030000905   
0601OWA3N       20210101001055100000005000 0300000030000909   
0601OWA3N       20210101001060100000005000 0300000030000912   
0601OWA3N       20210101001065100000005000 0300000030000916   
0601OWA3N       20210101001070100000005000 0300000030000920   
0601OWA3N       20210101001075100000005000 0300000030000925   
0601OWA3N       20210101001080100000005000 0300000030000928   
0601OWA3N       20210101001085100000005000 0300000030000932   
0601OWA3N       20210101001090100000005000 0300000030000936   
0601OWA3N       20210101001095100000005000 0300000030000941   
0601OWA3N       20210101001100100000005000 0300000030000944   
0601OWA3N       20210101001105100000005000 0300000030000948   
0601OWA3N       20210101001110100000005000 0300000030000952   
0601OWA3N       20210101001115100000005000 0300000030000957   
0601OWA3N       20210101001120100000005000 0300000030000960   
0601OWA3N       20210101001125100000005000 0300000030000963   
0601OWA3N       20210101001130100000005000 0300000030000967   
0601OWA3N       20210101001135100000005000 0300000030000971   
0601OWA3N       20210101001140100000005000 0300000030000975   
0601OWA3N       20210101001145100000005000 0300000030000979   
0601OWA3N       20210101001150100000005000 0300000030000981   
0601OWA3N       20210101001155100000005000 0300000030000985   
0601OWA3N       20210101001160100000005000 0300000030000990   
0601OWA3N       20210101001165100000005000 0300000030000993   
0601OWA3N       20210101001170100000005000 0300000030000996   
0601OWA3N       20210101001175100000005000 0300000030001000   
0601OWA3N       20210101001180100000005000 0300000030001002   
0601OWA3N       20210101001185100000005000 0300000030001007   
0601OWA3N       20210101001190100000005000 0300000030001010   
0601OWA3N       20210101001195100000005000 0300000030001013   
0601OWA3N       20210101001200100000005000 0300000030001016   
0601OWA3N       20210101001205100000005000 0300000030001020   
0601OWA3N       20210101001210100000005000 0300000030001024   
0601OWA3N       20210101001215100000005000 0300000030001026   
0601OWA3N       20210101001220100000005000 0300000030001029   
0601OWA3N       20210101001225100000005000 0300000030001032   
0601OWA3N       20210101001230100000005000 0300000030001036   
0601OWA3N       20210101001235100000005000 0300000030001039   
0601OWA3N       20210101001240100000005000 0300000030001042   
0601OWA3N       20210101001245100000005000 0300000030001046   
0601OWA3N       20210101001250100000005000 0300000030001049   
0601OWA3N       20210101001255100000005000 0300000030001051   
0601OWA3N       20210101001260100000005000 0300000030001056   
0601OWA3N       20210101001265100000005000 0300000030001058   
0601OWA3N       20210101001270100000005000 0300000030001061   
0601OWA3N       20210101001275100000005000 0300000030001065   
0601OWA3N       20210101001280100000005000 0300000030001067   
0601OWA3N       20210101001285100000005000 0300000030001070   
0601OWA3N       20210101001290100000005000 0300000030001075   
0601OWA3N       20210101001295100000005000 0300000030001078   
0601OWA3N       20210101001300100000005000 0300000030001081   
0601OWA3N       20210101001305100000005000 0300000030001085   
0601OWA3N       20210101001310100000005000 0300000030001089   
0601OWA3N       20210101001315100000005000 0300000030001092   
0601OWA3N       20210101001320100000005000 0300000030001095   
0601OWA3N       20210101001325100000005000 0300000030001100   
0601OWA3N       20210101001330100000005000 0300000030001103   
0601OWA3N       20210101001335100000005000 0300000030001106   
0601OWA3N       20210101001340100000005000 0300000030001111   
0601OWA3N       20210101001345100000005000 0300000030001113   
0601OWA3N       20210101001350100000005000 0300000030001116   
0601OWA3N       20210101001355100000005000 0300000030001120   
0601OWA3N       20210101001360100000005000 0300000030001124   
0601OWA3N       20210101001365100000005000 0300000030001127   
0601OWA3N       20210101001370100000005000 0300000030001131   
0601OWA3N       20210101001375100000005000 0300000030001134   
0601OWA3N       20210101001380100000005000 0300000030001136   
0601OWA3N       20210101001385100000005000 0300000030001141   
0601OWA3N       20210101001390100000005000 0300000030001143   
0601OWA3N       20210101001395100000005000 0300000030001146   
0601OWA3N       20210101001400100000005000 0300000030001150   
0601OWA3N       20210101001405100000005000 0300000030001153   
0601OWA3N       20210101001410100000005000 0300000030001156   
0601OWA3N       20210101001415100000005000 0300000030001160   
0601OWA3N       20210101001420100000005000 0300000030001163   
0601OWA3N       20210101001425100000005000 0300000030001165   
0601OWA3N       20210101001430100000005000 0300000030001169   
0601OWA3N       20210101001435100000005000 0300000030001171   
0601OWA3N       20210101001440100000005000 0300000030001174   
0601OWA3N       20210101001445100000005000 0300000030001178   
0601OWA3N       20210101001450100000005000 0300000030001181   
0601OWA3N       20210101001455100000005000 0300000030001184   
0601OWA3N       20210101001460100000005000 0300000030001186   
0601OWA3N       20210101001465100000005000 0300000030001190   
0601OWA3N       20210101001470100000005000 0300000030001192   
0601OWA3N       20210101001475100000005000 0300000030001195   
0601OWA3N       20210101001480100000005000 0300000030001198   
0601OWA3N       20210101001485100000005000 0300000030001201   
0601OWA3N       20210101001490100000005000 0300000030001203   
0601OWA3N       20210101001495100000005000 0300000030001207   
0601OWA3N       20210101001500100000500000 0300000030001345   
0601OWA3N       20210101002000100000500000 0300000030001568   
0601OWA3N       20210101002500100000500000 0300000030001725   
0601OWA3N       20210101003000100000500000 0300000030001834   
0601OWA3N       20210101003500100000500000 0300000030001914   
0601OWA3N       20210101004000100000500000 0300000030001975   
0601OWA3N       20210101004500100000500000 0300000030002023   
0601OWA3N       20210101005000100000500000 0300000030002062   
0601OWA3N       20210101005500100000500000 0300000030002094   
0601OWA3N       20210101006000100000500000 0300000030002121   
0601OWA3N       20210101006500100000500000 0300000030002144   
0601OWA3N       20210101007000100000500000 0300000030002164   
0601OWA3N       20210101007500100000500000 0300000030002175   
0601OWA3N       20210101008000100000500000 0300000030002181   
0601OWA3N       20210101008500100000500000 0300000030002187   
0601OWA3N       20210101009000100000500000 0300000030002192   
0601OWA3N       20210101009500100000500000 0300000030002197   
0601OWA3N       20210101010000100000500000 0300000030002201   
0601OWA3N       20210101010500100000500000 0300000030002204   
0601OWA3N       20210101011000100000500000 0300000030002208   
0601OWA3N       20210101011500100000500000 0300000030002211   
0601OWA3N       20210101012000100000500000 0300000030002214   
0601OWA3N       20210101012500100000500000 0300000030002217   
0601OWA3N       20210101013000100000500000 0300000030002219   
0601OWA3N       20210101013500100000500000 0300000030002221   
0601OWA3N       20210101014000100000500000 0300000030002223   
0601OWA3N       20210101014500100000500000 0300000030002225   
0601OWA3N       20210101015000100000500000 0300000030002227   
0601OWA3N       20210101015500100000500000 0300000030002229   
0601OWA3N       20210101016000100000500000 0300000030002230   
0601OWA3N       20210101016500100000500000 0300000030002232   
0601OWA3N       20210101017000100000500000 0300000030002234   
0601OWA3N       20210101017500100000500000 0300000030002235   
0601OWA3N       20210101018000100000500000 0300000030002236   
0601OWA3N       20210101018500100000500000 0300000030002237   
0601OWA3N       20210101019000100000500000 0300000030002238   
0601OWA3N       20210101019500100000500000 0300000030002240   
0601OWA4N       20210101000000100000040000 0400000030000000   
0601OWA4N       20210101000040100000005000 0400000030000071   
0601OWA4N       20210101000045100000005000 0400000030000063   
0601OWA4N       20210101000050100000005000 0400000030000057   
0601OWA4N       20210101000055100000005000 0400000030000052   
0601OWA4N       20210101000060100000005000 0400000030000048   
0601OWA4N       20210101000065100000005000 0400000030000044   
0601OWA4N       20210101000070100000005000 0400000030000041   
0601OWA4N       20210101000075100000005000 0400000030000039   
0601OWA4N       20210101000080100000005000 0400000030000036   
0601OWA4N       20210101000085100000005000 0400000030000034   
0601OWA4N       20210101000090100000005000 0400000030000032   
0601OWA4N       20210101000095100000005000 0400000030000031   
0601OWA4N       20210101000100100000005000 0400000030000029   
0601OWA4N       20210101000105100000005000 0400000030000028   
0601OWA4N       20210101000110100000005000 0400000030000027   
0601OWA4N       20210101000115100000005000 0400000030000026   
0601OWA4N       20210101000120100000005000 0400000030000024   
0601OWA4N       20210101000125100000005000 0400000030000024   
0601OWA4N       20210101000130100000005000 0400000030000023   
0601OWA4N       20210101000135100000005000 0400000030000022   
0601OWA4N       20210101000140100000005000 0400000030000021   
0601OWA4N       20210101000145100000005000 0400000030000020   
0601OWA4N       20210101000150100000005000 0400000030000020   
0601OWA4N       20210101000155100000005000 0400000030000019   
0601OWA4N       20210101000160100000005000 0400000030000018   
0601OWA4N       20210101000165100000005000 0400000030000018   
0601OWA4N       20210101000170100000005000 0400000030000017   
0601OWA4N       20210101000175100000005000 0400000030000017   
0601OWA4N       20210101000180100000005000 0400000030000016   
0601OWA4N       20210101000185100000005000 0400000030000016   
0601OWA4N       20210101000190100000005000 0400000030000016   
0601OWA4N       20210101000195100000005000 0400000030000015   
0601OWA4N       20210101000200100000005000 0400000030000015   
0601OWA4N       20210101000205100000005000 0400000030000014   
0601OWA4N       20210101000210100000005000 0400000030000014   
0601OWA4N       20210101000215100000005000 0400000030000014   
0601OWA4N       20210101000220100000005000 0400000030000013   
0601OWA4N       20210101000225100000005000 0400000030000013   
0601OWA4N       20210101000230100000005000 0400000030000013   
0601OWA4N       20210101000235100000005000 0400000030000013   
0601OWA4N       20210101000240100000005000 0400000030000012   
0601OWA4N       20210101000245100000005000 0400000030000012   
0601OWA4N       20210101000250100000005000 0400000030000012   
0601OWA4N       20210101000255100000005000 0400000030000012   
0601OWA4N       20210101000260100000005000 0400000030000011   
0601OWA4N       20210101000265100000005000 0400000030000011   
0601OWA4N       20210101000270100000005000 0400000030000011   
0601OWA4N       20210101000275100000005000 0400000030000011   
0601OWA4N       20210101000280100000005000 0400000030000011   
0601OWA4N       20210101000285100000005000 0400000030000010   
0601OWA4N       20210101000290100000005000 0400000030000010   
0601OWA4N       20210101000295100000005000 0400000030000010   
0601OWA4N       20210101000300100000005000 0400000030000010   
0601OWA4N       20210101000305100000005000 0400000030000010   
0601OWA4N       20210101000310100000005000 0400000030000010   
0601OWA4N       20210101000315100000005000 0400000030000009   
0601OWA4N       20210101000320100000005000 0400000030000009   
0601OWA4N       20210101000325100000005000 0400000030000009   
0601OWA4N       20210101000330100000005000 0400000030000009   
0601OWA4N       20210101000335100000005000 0400000030000009   
0601OWA4N       20210101000340100000005000 0400000030000009   
0601OWA4N       20210101000345100000005000 0400000030000009   
0601OWA4N       20210101000350100000005000 0400000030000009   
0601OWA4N       20210101000355100000005000 0400000030000008   
0601OWA4N       20210101000360100000005000 0400000030000008   
0601OWA4N       20210101000365100000005000 0400000030000008   
0601OWA4N       20210101000370100000005000 0400000030000008   
0601OWA4N       20210101000375100000005000 0400000030000008   
0601OWA4N       20210101000380100000005000 0400000030000008   
0601OWA4N       20210101000385100000005000 0400000030000008   
0601OWA4N       20210101000390100000005000 0400000030000008   
0601OWA4N       20210101000395100000005000 0400000030000008   
0601OWA4N       20210101000400100000005000 0400000030000007   
0601OWA4N       20210101000405100000005000 0400000030000007   
0601OWA4N       20210101000410100000005000 0400000030000007   
0601OWA4N       20210101000415100000005000 0400000030000007   
0601OWA4N       20210101000420100000005000 0400000030000007   
0601OWA4N       20210101000425100000005000 0400000030000007   
0601OWA4N       20210101000430100000005000 0400000030000007   
0601OWA4N       20210101000435100000005000 0400000030000007   
0601OWA4N       20210101000440100000005000 0400000030000007   
0601OWA4N       20210101000445100000005000 0400000030000007   
0601OWA4N       20210101000450100000005000 0400000030000007   
0601OWA4N       20210101000455100000005000 0400000030000007   
0601OWA4N       20210101000460100000005000 0400000030000006   
0601OWA4N       20210101000465100000005000 0400000030000017   
0601OWA4N       20210101000470100000005000 0400000030000032   
0601OWA4N       20210101000475100000005000 0400000030000046   
0601OWA4N       20210101000480100000005000 0400000030000060   
0601OWA4N       20210101000485100000005000 0400000030000072   
0601OWA4N       20210101000490100000005000 0400000030000085   
0601OWA4N       20210101000495100000005000 0400000030000101   
0601OWA4N       20210101000500100000005000 0400000030000113   
0601OWA4N       20210101000505100000005000 0400000030000124   
0601OWA4N       20210101000510100000005000 0400000030000139   
0601OWA4N       20210101000515100000005000 0400000030000153   
0601OWA4N       20210101000520100000005000 0400000030000165   
0601OWA4N       20210101000525100000005000 0400000030000176   
0601OWA4N       20210101000530100000005000 0400000030000188   
0601OWA4N       20210101000535100000005000 0400000030000199   
0601OWA4N       20210101000540100000005000 0400000030000212   
0601OWA4N       20210101000545100000005000 0400000030000221   
0601OWA4N       20210101000550100000005000 0400000030000233   
0601OWA4N       20210101000555100000005000 0400000030000244   
0601OWA4N       20210101000560100000005000 0400000030000254   
0601OWA4N       20210101000565100000005000 0400000030000264   
0601OWA4N       20210101000570100000005000 0400000030000274   
0601OWA4N       20210101000575100000005000 0400000030000282   
0601OWA4N       20210101000580100000005000 0400000030000292   
0601OWA4N       20210101000585100000005000 0400000030000301   
0601OWA4N       20210101000590100000005000 0400000030000309   
0601OWA4N       20210101000595100000005000 0400000030000318   
0601OWA4N       20210101000600100000005000 0400000030000325   
0601OWA4N       20210101000605100000005000 0400000030000333   
0601OWA4N       20210101000610100000005000 0400000030000343   
0601OWA4N       20210101000615100000005000 0400000030000350   
0601OWA4N       20210101000620100000005000 0400000030000357   
0601OWA4N       20210101000625100000005000 0400000030000363   
0601OWA4N       20210101000630100000005000 0400000030000373   
0601OWA4N       20210101000635100000005000 0400000030000380   
0601OWA4N       20210101000640100000005000 0400000030000386   
0601OWA4N       20210101000645100000005000 0400000030000392   
0601OWA4N       20210101000650100000005000 0400000030000400   
0601OWA4N       20210101000655100000005000 0400000030000408   
0601OWA4N       20210101000660100000005000 0400000030000414   
0601OWA4N       20210101000665100000005000 0400000030000421   
0601OWA4N       20210101000670100000005000 0400000030000427   
0601OWA4N       20210101000675100000005000 0400000030000434   
0601OWA4N       20210101000680100000005000 0400000030000441   
0601OWA4N       20210101000685100000005000 0400000030000447   
0601OWA4N       20210101000690100000005000 0400000030000452   
0601OWA4N       20210101000695100000005000 0400000030000460   
0601OWA4N       20210101000700100000005000 0400000030000465   
0601OWA4N       20210101000705100000005000 0400000030000472   
0601OWA4N       20210101000710100000005000 0400000030000477   
0601OWA4N       20210101000715100000005000 0400000030000482   
0601OWA4N       20210101000720100000005000 0400000030000490   
0601OWA4N       20210101000725100000005000 0400000030000495   
0601OWA4N       20210101000730100000005000 0400000030000500   
0601OWA4N       20210101000735100000005000 0400000030000504   
0601OWA4N       20210101000740100000005000 0400000030000512   
0601OWA4N       20210101000745100000005000 0400000030000516   
0601OWA4N       20210101000750100000005000 0400000030000522   
0601OWA4N       20210101000755100000005000 0400000030000528   
0601OWA4N       20210101000760100000005000 0400000030000534   
0601OWA4N       20210101000765100000005000 0400000030000541   
0601OWA4N       20210101000770100000005000 0400000030000546   
0601OWA4N       20210101000775100000005000 0400000030000552   
0601OWA4N       20210101000780100000005000 0400000030000557   
0601OWA4N       20210101000785100000005000 0400000030000564   
0601OWA4N       20210101000790100000005000 0400000030000569   
0601OWA4N       20210101000795100000005000 0400000030000574   
0601OWA4N       20210101000800100000005000 0400000030000579   
0601OWA4N       20210101000805100000005000 0400000030000585   
0601OWA4N       20210101000810100000005000 0400000030000592   
0601OWA4N       20210101000815100000005000 0400000030000597   
0601OWA4N       20210101000820100000005000 0400000030000602   
0601OWA4N       20210101000825100000005000 0400000030000607   
0601OWA4N       20210101000830100000005000 0400000030000613   
0601OWA4N       20210101000835100000005000 0400000030000617   
0601OWA4N       20210101000840100000005000 0400000030000622   
0601OWA4N       20210101000845100000005000 0400000030000627   
0601OWA4N       20210101000850100000005000 0400000030000632   
0601OWA4N       20210101000855100000005000 0400000030000637   
0601OWA4N       20210101000860100000005000 0400000030000641   
0601OWA4N       20210101000865100000005000 0400000030000646   
0601OWA4N       20210101000870100000005000 0400000030000650   
0601OWA4N       20210101000875100000005000 0400000030000656   
0601OWA4N       20210101000880100000005000 0400000030000661   
0601OWA4N       20210101000885100000005000 0400000030000665   
0601OWA4N       20210101000890100000005000 0400000030000669   
0601OWA4N       20210101000895100000005000 0400000030000674   
0601OWA4N       20210101000900100000005000 0400000030000678   
0601OWA4N       20210101000905100000005000 0400000030000682   
0601OWA4N       20210101000910100000005000 0400000030000687   
0601OWA4N       20210101000915100000005000 0400000030000691   
0601OWA4N       20210101000920100000005000 0400000030000696   
0601OWA4N       20210101000925100000005000 0400000030000701   
0601OWA4N       20210101000930100000005000 0400000030000705   
0601OWA4N       20210101000935100000005000 0400000030000708   
0601OWA4N       20210101000940100000005000 0400000030000713   
0601OWA4N       20210101000945100000005000 0400000030000717   
0601OWA4N       20210101000950100000005000 0400000030000721   
0601OWA4N       20210101000955100000005000 0400000030000725   
0601OWA4N       20210101000960100000005000 0400000030000729   
0601OWA4N       20210101000965100000005000 0400000030000733   
0601OWA4N       20210101000970100000005000 0400000030000736   
0601OWA4N       20210101000975100000005000 0400000030000741   
0601OWA4N       20210101000980100000005000 0400000030000744   
0601OWA4N       20210101000985100000005000 0400000030000748   
0601OWA4N       20210101000990100000005000 0400000030000752   
0601OWA4N       20210101000995100000005000 0400000030000755   
0601OWA4N       20210101001000100000005000 0400000030000759   
0601OWA4N       20210101001005100000005000 0400000030000763   
0601OWA4N       20210101001010100000005000 0400000030000766   
0601OWA4N       20210101001015100000005000 0400000030000770   
0601OWA4N       20210101001020100000005000 0400000030000773   
0601OWA4N       20210101001025100000005000 0400000030000777   
0601OWA4N       20210101001030100000005000 0400000030000781   
0601OWA4N       20210101001035100000005000 0400000030000784   
0601OWA4N       20210101001040100000005000 0400000030000787   
0601OWA4N       20210101001045100000005000 0400000030000790   
0601OWA4N       20210101001050100000005000 0400000030000794   
