00OW               20210204                                                                                   
0601OWA0N       20210101000430100000005000 0000000030000701   
0601OWA0N       20210101000435100000005000 0000000030000711   
0601OWA0N       20210101000440100000005000 0000000030000719   
0601OWA0N       20210101000445100000005000 0000000030000724   
0601OWA0N       20210101000450100000005000 0000000030000734   
0601OWA0N       20210101000455100000005000 0000000030000741   
0601OWA0N       20210101000460100000005000 0000000030000750   
0601OWA0N       20210101000465100000005000 0000000030000755   
0601OWA0N       20210101000470100000005000 0000000030000764   
0601OWA0N       20210101000475100000005000 0000000030000775   
0601OWA0N       20210101000480100000005000 0000000030000783   
0601OWA0N       20210101000485100000005000 0000000030000790   
0601OWA0N       20210101000490100000005000 0000000030000798   
0601OWA0N       20210101000495100000005000 0000000030000806   
0601OWA0N       20210101000500100000005000 0000000030000816   
0601OWA0N       20210101000505100000005000 0000000030000822   
0601OWA0N       20210101000510100000005000 0000000030000829   
0601OWA0N       20210101000515100000005000 0000000030000837   
0601OWA0N       20210101000520100000005000 0000000030000844   
0601OWA0N       20210101000525100000005000 0000000030000851   
0601OWA0N       20210101000530100000005000 0000000030000858   
0601OWA0N       20210101000535100000005000 0000000030000865   
0601OWA0N       20210101000540100000005000 0000000030000872   
0601OWA0N       20210101000545100000005000 0000000030000877   
0601OWA0N       20210101000550100000005000 0000000030000885   
0601OWA0N       20210101000555100000005000 0000000030000891   
0601OWA0N       20210101000560100000005000 0000000030000898   
0601OWA0N       20210101000565100000005000 0000000030000902   
0601OWA0N       20210101000570100000005000 0000000030000908   
0601OWA0N       20210101000575100000005000 0000000030000913   
0601OWA0N       20210101000580100000005000 0000000030000917   
0601OWA0N       20210101000585100000005000 0000000030000924   
0601OWA0N       20210101000590100000005000 0000000030000928   
0601OWA0N       20210101000595100000005000 0000000030000932   
0601OWA0N       20210101000600100000005000 0000000030000936   
0601OWA0N       20210101000605100000005000 0000000030000940   
0601OWA0N       20210101000610100000005000 0000000030000945   
0601OWA0N       20210101000615100000005000 0000000030000949   
0601OWA0N       20210101000620100000005000 0000000030000954   
0601OWA0N       20210101000625100000005000 0000000030000958   
0601OWA0N       20210101000630100000005000 0000000030000963   
0601OWA0N       20210101000635100000005000 0000000030000966   
0601OWA0N       20210101000640100000005000 0000000030000970   
0601OWA0N       20210101000645100000005000 0000000030000975   
0601OWA0N       20210101000650100000005000 0000000030000978   
0601OWA0N       20210101000655100000005000 0000000030000983   
0601OWA0N       20210101000660100000005000 0000000030000986   
0601OWA0N       20210101000665100000005000 0000000030000989   
0601OWA0N       20210101000670100000005000 0000000030000993   
0601OWA0N       20210101000675100000005000 0000000030000998   
0601OWA0N       20210101000680100000005000 0000000030001001   
0601OWA0N       20210101000685100000005000 0000000030001004   
0601OWA0N       20210101000690100000005000 0000000030001006   
0601OWA0N       20210101000695100000005000 0000000030001012   
0601OWA0N       20210101000700100000005000 0000000030001015   
0601OWA0N       20210101000705100000005000 0000000030001018   
0601OWA0N       20210101000710100000005000 0000000030001022   
0601OWA0N       20210101000715100000005000 0000000030001024   
0601OWA0N       20210101000720100000005000 0000000030001028   
0601OWA0N       20210101000725100000005000 0000000030001031   
0601OWA0N       20210101000730100000005000 0000000030001033   
0601OWA0N       20210101000735100000005000 0000000030001037   
0601OWA0N       20210101000740100000005000 0000000030001041   
0601OWA0N       20210101000745100000005000 0000000030001043   
0601OWA0N       20210101000750100000005000 0000000030001046   
0601OWA0N       20210101000755100000005000 0000000030001048   
0601OWA0N       20210101000760100000005000 0000000030001052   
0601OWA0N       20210101000765100000005000 0000000030001055   
0601OWA0N       20210101000770100000005000 0000000030001058   
0601OWA0N       20210101000775100000005000 0000000030001061   
0601OWA0N       20210101000780100000005000 0000000030001065   
0601OWA0N       20210101000785100000005000 0000000030001070   
0601OWA0N       20210101000790100000005000 0000000030001074   
0601OWA0N       20210101000795100000005000 0000000030001078   
0601OWA0N       20210101000800100000005000 0000000030001082   
0601OWA0N       20210101000805100000005000 0000000030001086   
0601OWA0N       20210101000810100000005000 0000000030001090   
0601OWA0N       20210101000815100000005000 0000000030001095   
0601OWA0N       20210101000820100000005000 0000000030001098   
0601OWA0N       20210101000825100000005000 0000000030001102   
0601OWA0N       20210101000830100000005000 0000000030001108   
0601OWA0N       20210101000835100000005000 0000000030001110   
0601OWA0N       20210101000840100000005000 0000000030001115   
0601OWA0N       20210101000845100000005000 0000000030001119   
0601OWA0N       20210101000850100000005000 0000000030001123   
0601OWA0N       20210101000855100000005000 0000000030001127   
0601OWA0N       20210101000860100000005000 0000000030001130   
0601OWA0N       20210101000865100000005000 0000000030001133   
0601OWA0N       20210101000870100000005000 0000000030001137   
0601OWA0N       20210101000875100000005000 0000000030001142   
0601OWA0N       20210101000880100000005000 0000000030001146   
0601OWA0N       20210101000885100000005000 0000000030001148   
0601OWA0N       20210101000890100000005000 0000000030001152   
0601OWA0N       20210101000895100000005000 0000000030001157   
0601OWA0N       20210101000900100000005000 0000000030001160   
0601OWA0N       20210101000905100000005000 0000000030001163   
0601OWA0N       20210101000910100000005000 0000000030001166   
0601OWA0N       20210101000915100000005000 0000000030001169   
0601OWA0N       20210101000920100000005000 0000000030001173   
0601OWA0N       20210101000925100000005000 0000000030001177   
0601OWA0N       20210101000930100000005000 0000000030001180   
0601OWA0N       20210101000935100000005000 0000000030001183   
0601OWA0N       20210101000940100000005000 0000000030001187   
0601OWA0N       20210101000945100000005000 0000000030001191   
0601OWA0N       20210101000950100000005000 0000000030001193   
0601OWA0N       20210101000955100000005000 0000000030001196   
0601OWA0N       20210101000960100000005000 0000000030001200   
0601OWA0N       20210101000965100000005000 0000000030001202   
0601OWA0N       20210101000970100000005000 0000000030001205   
0601OWA0N       20210101000975100000005000 0000000030001208   
0601OWA0N       20210101000980100000005000 0000000030001210   
0601OWA0N       20210101000985100000005000 0000000030001214   
0601OWA0N       20210101000990100000005000 0000000030001217   
0601OWA0N       20210101000995100000005000 0000000030001220   
0601OWA0N       20210101001000100000005000 0000000030001222   
0601OWA0N       20210101001005100000005000 0000000030001226   
0601OWA0N       20210101001010100000005000 0000000030001229   
0601OWA0N       20210101001015100000005000 0000000030001231   
0601OWA0N       20210101001020100000005000 0000000030001233   
0601OWA0N       20210101001025100000005000 0000000030001236   
0601OWA0N       20210101001030100000005000 0000000030001240   
0601OWA0N       20210101001035100000005000 0000000030001242   
0601OWA0N       20210101001040100000005000 0000000030001245   
0601OWA0N       20210101001045100000005000 0000000030001247   
0601OWA0N       20210101001050100000005000 0000000030001250   
0601OWA0N       20210101001055100000005000 0000000030001253   
0601OWA0N       20210101001060100000005000 0000000030001256   
0601OWA0N       20210101001065100000005000 0000000030001257   
0601OWA0N       20210101001070100000005000 0000000030001260   
0601OWA0N       20210101001075100000005000 0000000030001263   
0601OWA0N       20210101001080100000005000 0000000030001265   
0601OWA0N       20210101001085100000005000 0000000030001268   
0601OWA0N       20210101001090100000005000 0000000030001271   
0601OWA0N       20210101001095100000005000 0000000030001275   
0601OWA0N       20210101001100100000005000 0000000030001278   
0601OWA0N       20210101001105100000005000 0000000030001281   
0601OWA0N       20210101001110100000005000 0000000030001284   
0601OWA0N       20210101001115100000005000 0000000030001289   
0601OWA0N       20210101001120100000005000 0000000030001291   
0601OWA0N       20210101001125100000005000 0000000030001294   
0601OWA0N       20210101001130100000005000 0000000030001296   
0601OWA0N       20210101001135100000005000 0000000030001299   
0601OWA0N       20210101001140100000005000 0000000030001304   
0601OWA0N       20210101001145100000005000 0000000030001306   
0601OWA0N       20210101001150100000005000 0000000030001309   
0601OWA0N       20210101001155100000005000 0000000030001311   
0601OWA0N       20210101001160100000005000 0000000030001316   
0601OWA0N       20210101001165100000005000 0000000030001318   
0601OWA0N       20210101001170100000005000 0000000030001321   
0601OWA0N       20210101001175100000005000 0000000030001324   
0601OWA0N       20210101001180100000005000 0000000030001326   
0601OWA0N       20210101001185100000005000 0000000030001331   
0601OWA0N       20210101001190100000005000 0000000030001332   
0601OWA0N       20210101001195100000005000 0000000030001335   
0601OWA0N       20210101001200100000005000 0000000030001338   
0601OWA0N       20210101001205100000005000 0000000030001342   
0601OWA0N       20210101001210100000005000 0000000030001344   
0601OWA0N       20210101001215100000005000 0000000030001346   
0601OWA0N       20210101001220100000005000 0000000030001349   
0601OWA0N       20210101001225100000005000 0000000030001351   
0601OWA0N       20210101001230100000005000 0000000030001355   
0601OWA0N       20210101001235100000005000 0000000030001357   
0601OWA0N       20210101001240100000005000 0000000030001359   
0601OWA0N       20210101001245100000005000 0000000030001364   
0601OWA0N       20210101001250100000005000 0000000030001365   
0601OWA0N       20210101001255100000005000 0000000030001368   
0601OWA0N       20210101001260100000005000 0000000030001371   
0601OWA0N       20210101001265100000005000 0000000030001374   
0601OWA0N       20210101001270100000005000 0000000030001375   
0601OWA0N       20210101001275100000005000 0000000030001379   
0601OWA0N       20210101001280100000005000 0000000030001382   
0601OWA0N       20210101001285100000005000 0000000030001383   
0601OWA0N       20210101001290100000005000 0000000030001387   
0601OWA0N       20210101001295100000005000 0000000030001389   
0601OWA0N       20210101001300100000005000 0000000030001391   
0601OWA0N       20210101001305100000005000 0000000030001393   
0601OWA0N       20210101001310100000005000 0000000030001397   
0601OWA0N       20210101001315100000005000 0000000030001399   
0601OWA0N       20210101001320100000005000 0000000030001400   
0601OWA0N       20210101001325100000005000 0000000030001404   
0601OWA0N       20210101001330100000005000 0000000030001406   
0601OWA0N       20210101001335100000005000 0000000030001408   
0601OWA0N       20210101001340100000005000 0000000030001411   
0601OWA0N       20210101001345100000005000 0000000030001413   
0601OWA0N       20210101001350100000005000 0000000030001415   
0601OWA0N       20210101001355100000005000 0000000030001418   
0601OWA0N       20210101001360100000005000 0000000030001420   
0601OWA0N       20210101001365100000005000 0000000030001422   
0601OWA0N       20210101001370100000005000 0000000030001425   
0601OWA0N       20210101001375100000005000 0000000030001426   
0601OWA0N       20210101001380100000005000 0000000030001429   
0601OWA0N       20210101001385100000005000 0000000030001433   
0601OWA0N       20210101001390100000005000 0000000030001436   
0601OWA0N       20210101001395100000005000 0000000030001438   
0601OWA0N       20210101001400100000005000 0000000030001442   
0601OWA0N       20210101001405100000005000 0000000030001444   
0601OWA0N       20210101001410100000005000 0000000030001446   
0601OWA0N       20210101001415100000005000 0000000030001450   
0601OWA0N       20210101001420100000005000 0000000030001452   
0601OWA0N       20210101001425100000005000 0000000030001455   
0601OWA0N       20210101001430100000005000 0000000030001458   
0601OWA0N       20210101001435100000005000 0000000030001461   
0601OWA0N       20210101001440100000005000 0000000030001463   
0601OWA0N       20210101001445100000005000 0000000030001467   
0601OWA0N       20210101001450100000005000 0000000030001469   
0601OWA0N       20210101001455100000005000 0000000030001471   
0601OWA0N       20210101001460100000005000 0000000030001473   
0601OWA0N       20210101001465100000005000 0000000030001477   
0601OWA0N       20210101001470100000005000 0000000030001479   
0601OWA0N       20210101001475100000005000 0000000030001481   
0601OWA0N       20210101001480100000005000 0000000030001485   
0601OWA0N       20210101001485100000005000 0000000030001486   
0601OWA0N       20210101001490100000005000 0000000030001489   
0601OWA0N       20210101001495100000005000 0000000030001492   
0601OWA0N       20210101001500100000500000 0000000030001599   
0601OWA0N       20210101002000100000500000 0000000030001783   
0601OWA0N       20210101002500100000500000 0000000030001901   
0601OWA0N       20210101003000100000500000 0000000030001982   
0601OWA0N       20210101003500100000500000 0000000030002042   
0601OWA0N       20210101004000100000500000 0000000030002088   
0601OWA0N       20210101004500100000500000 0000000030002125   
0601OWA0N       20210101005000100000500000 0000000030002154   
0601OWA0N       20210101005500100000500000 0000000030002178   
0601OWA0N       20210101006000100000500000 0000000030002198   
0601OWA0N       20210101006500100000500000 0000000030002216   
0601OWA0N       20210101007000100000500000 0000000030002230   
0601OWA0N       20210101007500100000500000 0000000030002233   
0601OWA0N       20210101008000100000500000 0000000030002236   
0601OWA0N       20210101008500100000500000 0000000030002239   
0601OWA0N       20210101009000100000500000 0000000030002241   
0601OWA0N       20210101009500100000500000 0000000030002243   
0601OWA0N       20210101010000100000500000 0000000030002245   
0601OWA0N       20210101010500100000500000 0000000030002247   
0601OWA0N       20210101011000100000500000 0000000030002248   
0601OWA0N       20210101011500100000500000 0000000030002249   
0601OWA0N       20210101012000100000500000 0000000030002251   
0601OWA0N       20210101012500100000500000 0000000030002252   
0601OWA0N       20210101013000100000500000 0000000030002253   
0601OWA0N       20210101013500100000500000 0000000030002254   
0601OWA0N       20210101014000100000500000 0000000030002255   
0601OWA0N       20210101014500100000500000 0000000030002256   
0601OWA0N       20210101015000100000500000 0000000030002257   
0601OWA0N       20210101015500100000500000 0000000030002258   
0601OWA0N       20210101016000100000500000 0000000030002258   
0601OWA0N       20210101016500100000500000 0000000030002259   
0601OWA0N       20210101017000100000500000 0000000030002260   
0601OWA0N       20210101017500100000500000 0000000030002260   
0601OWA0N       20210101018000100000500000 0000000030002261   
0601OWA0N       20210101018500100000500000 0000000030002261   
0601OWA0N       20210101019000100000500000 0000000030002262   
0601OWA0N       20210101019500100000500000 0000000030002262   
0601OWA1N       20210101000000100000040000 0100000030000000   
0601OWA1N       20210101000040100000005000 0100000030000071   
0601OWA1N       20210101000045100000005000 0100000030000063   
0601OWA1N       20210101000050100000005000 0100000030000057   
0601OWA1N       20210101000055100000005000 0100000030000052   
0601OWA1N       20210101000060100000005000 0100000030000048   
0601OWA1N       20210101000065100000005000 0100000030000044   
0601OWA1N       20210101000070100000005000 0100000030000041   
0601OWA1N       20210101000075100000005000 0100000030000039   
0601OWA1N       20210101000080100000005000 0100000030000036   
0601OWA1N       20210101000085100000005000 0100000030000034   
0601OWA1N       20210101000090100000005000 0100000030000032   
0601OWA1N       20210101000095100000005000 0100000030000031   
0601OWA1N       20210101000100100000005000 0100000030000029   
0601OWA1N       20210101000105100000005000 0100000030000028   
0601OWA1N       20210101000110100000005000 0100000030000027   
0601OWA1N       20210101000115100000005000 0100000030000026   
0601OWA1N       20210101000120100000005000 0100000030000024   
0601OWA1N       20210101000125100000005000 0100000030000024   
0601OWA1N       20210101000130100000005000 0100000030000023   
0601OWA1N       20210101000135100000005000 0100000030000022   
0601OWA1N       20210101000140100000005000 0100000030000021   
0601OWA1N       20210101000145100000005000 0100000030000020   
0601OWA1N       20210101000150100000005000 0100000030000020   
0601OWA1N       20210101000155100000005000 0100000030000019   
0601OWA1N       20210101000160100000005000 0100000030000018   
0601OWA1N       20210101000165100000005000 0100000030000018   
0601OWA1N       20210101000170100000005000 0100000030000017   
0601OWA1N       20210101000175100000005000 0100000030000017   
0601OWA1N       20210101000180100000005000 0100000030000016   
0601OWA1N       20210101000185100000005000 0100000030000016   
0601OWA1N       20210101000190100000005000 0100000030000016   
0601OWA1N       20210101000195100000005000 0100000030000015   
0601OWA1N       20210101000200100000005000 0100000030000015   
0601OWA1N       20210101000205100000005000 0100000030000014   
0601OWA1N       20210101000210100000005000 0100000030000014   
0601OWA1N       20210101000215100000005000 0100000030000014   
0601OWA1N       20210101000220100000005000 0100000030000013   
0601OWA1N       20210101000225100000005000 0100000030000013   
0601OWA1N       20210101000230100000005000 0100000030000013   
0601OWA1N       20210101000235100000005000 0100000030000013   
0601OWA1N       20210101000240100000005000 0100000030000012   
0601OWA1N       20210101000245100000005000 0100000030000012   
0601OWA1N       20210101000250100000005000 0100000030000012   
0601OWA1N       20210101000255100000005000 0100000030000012   
0601OWA1N       20210101000260100000005000 0100000030000011   
0601OWA1N       20210101000265100000005000 0100000030000011   
0601OWA1N       20210101000270100000005000 0100000030000033   
0601OWA1N       20210101000275100000005000 0100000030000054   
0601OWA1N       20210101000280100000005000 0100000030000078   
0601OWA1N       20210101000285100000005000 0100000030000097   
0601OWA1N       20210101000290100000005000 0100000030000116   
0601OWA1N       20210101000295100000005000 0100000030000141   
0601OWA1N       20210101000300100000005000 0100000030000159   
0601OWA1N       20210101000305100000005000 0100000030000176   
0601OWA1N       20210101000310100000005000 0100000030000198   
0601OWA1N       20210101000315100000005000 0100000030000214   
0601OWA1N       20210101000320100000005000 0100000030000229   
0601OWA1N       20210101000325100000005000 0100000030000244   
0601OWA1N       20210101000330100000005000 0100000030000262   
0601OWA1N       20210101000335100000005000 0100000030000276   
0601OWA1N       20210101000340100000005000 0100000030000292   
0601OWA1N       20210101000345100000005000 0100000030000305   
0601OWA1N       20210101000350100000005000 0100000030000321   
0601OWA1N       20210101000355100000005000 0100000030000333   
0601OWA1N       20210101000360100000005000 0100000030000345   
0601OWA1N       20210101000365100000005000 0100000030000356   
0601OWA1N       20210101000370100000005000 0100000030000373   
0601OWA1N       20210101000375100000005000 0100000030000384   
0601OWA1N       20210101000380100000005000 0100000030000395   
0601OWA1N       20210101000385100000005000 0100000030000408   
0601OWA1N       20210101000390100000005000 0100000030000418   
0601OWA1N       20210101000395100000005000 0100000030000430   
0601OWA1N       20210101000400100000005000 0100000030000442   
0601OWA1N       20210101000405100000005000 0100000030000452   
0601OWA1N       20210101000410100000005000 0100000030000461   
0601OWA1N       20210101000415100000005000 0100000030000469   
0601OWA1N       20210101000420100000005000 0100000030000480   
0601OWA1N       20210101000425100000005000 0100000030000491   
0601OWA1N       20210101000430100000005000 0100000030000499   
0601OWA1N       20210101000435100000005000 0100000030000512   
0601OWA1N       20210101000440100000005000 0100000030000522   
0601OWA1N       20210101000445100000005000 0100000030000530   
0601OWA1N       20210101000450100000005000 0100000030000541   
0601OWA1N       20210101000455100000005000 0100000030000551   
0601OWA1N       20210101000460100000005000 0100000030000562   
0601OWA1N       20210101000465100000005000 0100000030000569   
0601OWA1N       20210101000470100000005000 0100000030000580   
0601OWA1N       20210101000475100000005000 0100000030000588   
0601OWA1N       20210101000480100000005000 0100000030000599   
0601OWA1N       20210101000485100000005000 0100000030000605   
0601OWA1N       20210101000490100000005000 0100000030000613   
0601OWA1N       20210101000495100000005000 0100000030000623   
0601OWA1N       20210101000500100000005000 0100000030000631   
0601OWA1N       20210101000505100000005000 0100000030000638   
0601OWA1N       20210101000510100000005000 0100000030000646   
0601OWA1N       20210101000515100000005000 0100000030000655   
0601OWA1N       20210101000520100000005000 0100000030000662   
0601OWA1N       20210101000525100000005000 0100000030000669   
0601OWA1N       20210101000530100000005000 0100000030000676   
0601OWA1N       20210101000535100000005000 0100000030000683   
0601OWA1N       20210101000540100000005000 0100000030000693   
0601OWA1N       20210101000545100000005000 0100000030000700   
0601OWA1N       20210101000550100000005000 0100000030000708   
0601OWA1N       20210101000555100000005000 0100000030000716   
0601OWA1N       20210101000560100000005000 0100000030000724   
0601OWA1N       20210101000565100000005000 0100000030000730   
0601OWA1N       20210101000570100000005000 0100000030000739   
0601OWA1N       20210101000575100000005000 0100000030000745   
0601OWA1N       20210101000580100000005000 0100000030000750   
0601OWA1N       20210101000585100000005000 0100000030000757   
0601OWA1N       20210101000590100000005000 0100000030000763   
0601OWA1N       20210101000595100000005000 0100000030000768   
0601OWA1N       20210101000600100000005000 0100000030000773   
0601OWA1N       20210101000605100000005000 0100000030000779   
0601OWA1N       20210101000610100000005000 0100000030000785   
0601OWA1N       20210101000615100000005000 0100000030000790   
0601OWA1N       20210101000620100000005000 0100000030000795   
0601OWA1N       20210101000625100000005000 0100000030000802   
0601OWA1N       20210101000630100000005000 0100000030000808   
0601OWA1N       20210101000635100000005000 0100000030000813   
0601OWA1N       20210101000640100000005000 0100000030000817   
0601OWA1N       20210101000645100000005000 0100000030000822   
0601OWA1N       20210101000650100000005000 0100000030000826   
0601OWA1N       20210101000655100000005000 0100000030000832   
0601OWA1N       20210101000660100000005000 0100000030000836   
0601OWA1N       20210101000665100000005000 0100000030000840   
0601OWA1N       20210101000670100000005000 0100000030000845   
0601OWA1N       20210101000675100000005000 0100000030000850   
0601OWA1N       20210101000680100000005000 0100000030000856   
0601OWA1N       20210101000685100000005000 0100000030000860   
0601OWA1N       20210101000690100000005000 0100000030000864   
0601OWA1N       20210101000695100000005000 0100000030000869   
0601OWA1N       20210101000700100000005000 0100000030000873   
0601OWA1N       20210101000705100000005000 0100000030000878   
0601OWA1N       20210101000710100000005000 0100000030000881   
0601OWA1N       20210101000715100000005000 0100000030000885   
0601OWA1N       20210101000720100000005000 0100000030000890   
0601OWA1N       20210101000725100000005000 0100000030000895   
0601OWA1N       20210101000730100000005000 0100000030000898   
0601OWA1N       20210101000735100000005000 0100000030000902   
0601OWA1N       20210101000740100000005000 0100000030000906   
0601OWA1N       20210101000745100000005000 0100000030000910   
0601OWA1N       20210101000750100000005000 0100000030000914   
0601OWA1N       20210101000755100000005000 0100000030000917   
0601OWA1N       20210101000760100000005000 0100000030000921   
0601OWA1N       20210101000765100000005000 0100000030000925   
0601OWA1N       20210101000770100000005000 0100000030000928   
0601OWA1N       20210101000775100000005000 0100000030000932   
0601OWA1N       20210101000780100000005000 0100000030000935   
0601OWA1N       20210101000785100000005000 0100000030000940   
0601OWA1N       20210101000790100000005000 0100000030000943   
0601OWA1N       20210101000795100000005000 0100000030000945   
0601OWA1N       20210101000800100000005000 0100000030000950   
0601OWA1N       20210101000805100000005000 0100000030000952   
0601OWA1N       20210101000810100000005000 0100000030000956   
0601OWA1N       20210101000815100000005000 0100000030000960   
0601OWA1N       20210101000820100000005000 0100000030000963   
0601OWA1N       20210101000825100000005000 0100000030000966   
0601OWA1N       20210101000830100000005000 0100000030000969   
0601OWA1N       20210101000835100000005000 0100000030000972   
0601OWA1N       20210101000840100000005000 0100000030000976   
0601OWA1N       20210101000845100000005000 0100000030000978   
0601OWA1N       20210101000850100000005000 0100000030000984   
0601OWA1N       20210101000855100000005000 0100000030000988   
0601OWA1N       20210101000860100000005000 0100000030000992   
0601OWA1N       20210101000865100000005000 0100000030000996   
0601OWA1N       20210101000870100000005000 0100000030000999   
0601OWA1N       20210101000875100000005000 0100000030001005   
0601OWA1N       20210101000880100000005000 0100000030001008   
0601OWA1N       20210101000885100000005000 0100000030001013   
0601OWA1N       20210101000890100000005000 0100000030001016   
0601OWA1N       20210101000895100000005000 0100000030001022   
0601OWA1N       20210101000900100000005000 0100000030001025   
0601OWA1N       20210101000905100000005000 0100000030001029   
0601OWA1N       20210101000910100000005000 0100000030001033   
0601OWA1N       20210101000915100000005000 0100000030001037   
0601OWA1N       20210101000920100000005000 0100000030001042   
0601OWA1N       20210101000925100000005000 0100000030001046   
0601OWA1N       20210101000930100000005000 0100000030001050   
0601OWA1N       20210101000935100000005000 0100000030001054   
0601OWA1N       20210101000940100000005000 0100000030001059   
0601OWA1N       20210101000945100000005000 0100000030001062   
0601OWA1N       20210101000950100000005000 0100000030001066   
0601OWA1N       20210101000955100000005000 0100000030001069   
0601OWA1N       20210101000960100000005000 0100000030001073   
0601OWA1N       20210101000965100000005000 0100000030001077   
0601OWA1N       20210101000970100000005000 0100000030001081   
0601OWA1N       20210101000975100000005000 0100000030001083   
0601OWA1N       20210101000980100000005000 0100000030001087   
0601OWA1N       20210101000985100000005000 0100000030001092   
0601OWA1N       20210101000990100000005000 0100000030001095   
0601OWA1N       20210101000995100000005000 0100000030001098   
0601OWA1N       20210101001000100000005000 0100000030001101   
0601OWA1N       20210101001005100000005000 0100000030001106   
0601OWA1N       20210101001010100000005000 0100000030001109   
0601OWA1N       20210101001015100000005000 0100000030001112   
0601OWA1N       20210101001020100000005000 0100000030001115   
0601OWA1N       20210101001025100000005000 0100000030001118   
0601OWA1N       20210101001030100000005000 0100000030001122   
0601OWA1N       20210101001035100000005000 0100000030001126   
0601OWA1N       20210101001040100000005000 0100000030001128   
0601OWA1N       20210101001045100000005000 0100000030001131   
0601OWA1N       20210101001050100000005000 0100000030001135   
0601OWA1N       20210101001055100000005000 0100000030001139   
0601OWA1N       20210101001060100000005000 0100000030001141   
0601OWA1N       20210101001065100000005000 0100000030001144   
