00AR               20221102                                                                                   
0601ARB9N       20230101005100100000100000 0900000030002157   
0601ARB9N       20230101005200100000100000 0900000030002168   
0601ARB9N       20230101005300100000100000 0900000030002180   
0601ARB9N       20230101005400100000100000 0900000030002191   
0601ARB9N       20230101005500100000100000 0900000030002202   
0601ARB9N       20230101005600100000100000 0900000030002212   
0601ARB9N       20230101005700100000100000 0900000030002222   
0601ARB9N       20230101005800100000100000 0900000030002231   
0601ARB9N       20230101005900100000100000 0900000030002241   
0601ARB9N       20230101006000100000100000 0900000030002250   
0601ARB9N       20230101006100100000100000 0900000030002258   
0601ARB9N       20230101006200100000100000 0900000030002267   
0601ARB9N       20230101006300100000100000 0900000030002275   
0601ARB9N       20230101006400100000100000 0900000030002283   
0601ARB9N       20230101006500100000100000 0900000030002290   
0601ARB9N       20230101006600100000100000 0900000030002298   
0601ARB9N       20230101006700100000100000 0900000030002305   
0601ARB9N       20230101006800100000100000 0900000030002312   
0601ARB9N       20230101006900100000100000 0900000030002319   
0601ARB9N       20230101007000100000100000 0900000030002325   
0601ARB9N       20230101007100100000100000 0900000030002331   
0601ARB9N       20230101007200100000100000 0900000030002338   
0601ARB9N       20230101007300100000100000 0900000030002344   
0601ARB9N       20230101007400100000100000 0900000030002350   
0601ARB9N       20230101007500100000100000 0900000030002355   
0601ARB9N       20230101007600100000100000 0900000030002361   
0601ARB9N       20230101007700100000100000 0900000030002366   
0601ARB9N       20230101007800100000100000 0900000030002372   
0601ARB9N       20230101007900100000100000 0900000030002377   
0601ARB9N       20230101008000100000100000 0900000030002382   
0601ARB9N       20230101008100100000100000 0900000030002387   
0601ARB9N       20230101008200100000100000 0900000030002392   
0601ARB9N       20230101008300100000100000 0900000030002396   
0601ARB9N       20230101008400100000100000 0900000030002401   
0601ARB9N       20230101008500100000100000 0900000030002405   
0601ARB9N       20230101008600100000100000 0900000030002409   
0601ARB9N       20230101008700100000100000 0900000030002414   
0601ARB9N       20230101008800100000100000 0900000030002418   
0601ARB9N       20230101008900100000100000 0900000030002422   
0601ARB9N       20230101009000100000100000 0900000030002426   
0601ARB9N       20230101009100100000100000 0900000030002430   
0601ARB9N       20230101009200100000100000 0900000030002434   
0601ARB9N       20230101009300100000100000 0900000030002437   
0601ARB9N       20230101009400100000100000 0900000030002440   
0601ARB9N       20230101009500100000100000 0900000030002442   
0601ARB9N       20230101009600100000100000 0900000030002445   
0601ARB9N       20230101009700100000100000 0900000030002447   
0601ARB9N       20230101009800100000100000 0900000030002449   
0601ARB9N       20230101009900100000100000 0900000030002451   
0601ARB0Y       20230101000000100000115000 0000000030000026   
0601ARB0Y       20230101000115100000005000 0000000030000026   
0601ARB0Y       20230101000120100000005000 0000000030000024   
0601ARB0Y       20230101000125100000005000 0000000030000024   
0601ARB0Y       20230101000130100000005000 0000000030000023   
0601ARB0Y       20230101000135100000005000 0000000030000022   
0601ARB0Y       20230101000140100000005000 0000000030000021   
0601ARB0Y       20230101000145100000005000 0000000030000020   
0601ARB0Y       20230101000150100000005000 0000000030000020   
0601ARB0Y       20230101000155100000005000 0000000030000019   
0601ARB0Y       20230101000160100000005000 0000000030000018   
0601ARB0Y       20230101000165100000005000 0000000030000018   
0601ARB0Y       20230101000170100000005000 0000000030000017   
0601ARB0Y       20230101000175100000005000 0000000030000017   
0601ARB0Y       20230101000180100000005000 0000000030000016   
0601ARB0Y       20230101000185100000005000 0000000030000016   
0601ARB0Y       20230101000190100000005000 0000000030000016   
0601ARB0Y       20230101000195100000005000 0000000030000015   
0601ARB0Y       20230101000200100000005000 0000000030000015   
0601ARB0Y       20230101000205100000005000 0000000030000014   
0601ARB0Y       20230101000210100000005000 0000000030000014   
0601ARB0Y       20230101000215100000005000 0000000030000014   
0601ARB0Y       20230101000220100000005000 0000000030000013   
0601ARB0Y       20230101000225100000005000 0000000030000013   
0601ARB0Y       20230101000230100000005000 0000000030000013   
0601ARB0Y       20230101000235100000005000 0000000030000013   
0601ARB0Y       20230101000240100000005000 0000000030000019   
0601ARB0Y       20230101000245100000005000 0000000030000025   
0601ARB0Y       20230101000250100000005000 0000000030000036   
0601ARB0Y       20230101000255100000005000 0000000030000047   
0601ARB0Y       20230101000260100000005000 0000000030000057   
0601ARB0Y       20230101000265100000005000 0000000030000065   
0601ARB0Y       20230101000270100000005000 0000000030000075   
0601ARB0Y       20230101000275100000005000 0000000030000084   
0601ARB0Y       20230101000280100000005000 0000000030000097   
0601ARB0Y       20230101000285100000005000 0000000030000111   
0601ARB0Y       20230101000290100000005000 0000000030000125   
0601ARB0Y       20230101000295100000005000 0000000030000138   
0601ARB0Y       20230101000300100000005000 0000000030000152   
0601ARB0Y       20230101000305100000005000 0000000030000164   
0601ARB0Y       20230101000310100000005000 0000000030000176   
0601ARB0Y       20230101000315100000005000 0000000030000185   
0601ARB0Y       20230101000320100000005000 0000000030000197   
0601ARB0Y       20230101000325100000005000 0000000030000208   
0601ARB0Y       20230101000330100000005000 0000000030000220   
0601ARB0Y       20230101000335100000005000 0000000030000233   
0601ARB0Y       20230101000340100000005000 0000000030000246   
0601ARB0Y       20230101000345100000005000 0000000030000259   
0601ARB0Y       20230101000350100000005000 0000000030000271   
0601ARB0Y       20230101000355100000005000 0000000030000283   
0601ARB0Y       20230101000360100000005000 0000000030000292   
0601ARB0Y       20230101000365100000005000 0000000030000303   
0601ARB0Y       20230101000370100000005000 0000000030000314   
0601ARB0Y       20230101000375100000005000 0000000030000325   
0601ARB0Y       20230101000380100000005000 0000000030000335   
0601ARB0Y       20230101000385100000005000 0000000030000347   
0601ARB0Y       20230101000390100000005000 0000000030000358   
0601ARB0Y       20230101000395100000005000 0000000030000368   
0601ARB0Y       20230101000400100000005000 0000000030000379   
0601ARB0Y       20230101000405100000005000 0000000030000389   
0601ARB0Y       20230101000410100000005000 0000000030000396   
0601ARB0Y       20230101000415100000005000 0000000030000406   
0601ARB0Y       20230101000420100000005000 0000000030000415   
0601ARB0Y       20230101000425100000005000 0000000030000426   
0601ARB0Y       20230101000430100000005000 0000000030000437   
0601ARB0Y       20230101000435100000005000 0000000030000447   
0601ARB0Y       20230101000440100000005000 0000000030000457   
0601ARB0Y       20230101000445100000005000 0000000030000467   
0601ARB0Y       20230101000450100000005000 0000000030000477   
0601ARB0Y       20230101000455100000005000 0000000030000483   
0601ARB0Y       20230101000460100000005000 0000000030000492   
0601ARB0Y       20230101000465100000005000 0000000030000501   
0601ARB0Y       20230101000470100000005000 0000000030000510   
0601ARB0Y       20230101000475100000005000 0000000030000519   
0601ARB0Y       20230101000480100000005000 0000000030000528   
0601ARB0Y       20230101000485100000005000 0000000030000536   
0601ARB0Y       20230101000490100000005000 0000000030000544   
0601ARB0Y       20230101000495100000005000 0000000030000552   
0601ARB0Y       20230101000500100000005000 0000000030000560   
0601ARB0Y       20230101000505100000005000 0000000030000565   
0601ARB0Y       20230101000510100000005000 0000000030000573   
0601ARB0Y       20230101000515100000005000 0000000030000580   
0601ARB0Y       20230101000520100000005000 0000000030000587   
0601ARB0Y       20230101000525100000005000 0000000030000595   
0601ARB0Y       20230101000530100000005000 0000000030000602   
0601ARB0Y       20230101000535100000005000 0000000030000608   
0601ARB0Y       20230101000540100000005000 0000000030000615   
0601ARB0Y       20230101000545100000005000 0000000030000622   
0601ARB0Y       20230101000550100000005000 0000000030000628   
0601ARB0Y       20230101000555100000005000 0000000030000632   
0601ARB0Y       20230101000560100000005000 0000000030000639   
0601ARB0Y       20230101000565100000005000 0000000030000645   
0601ARB0Y       20230101000570100000005000 0000000030000651   
0601ARB0Y       20230101000575100000005000 0000000030000658   
0601ARB0Y       20230101000580100000005000 0000000030000665   
0601ARB0Y       20230101000585100000005000 0000000030000673   
0601ARB0Y       20230101000590100000005000 0000000030000680   
0601ARB0Y       20230101000595100000005000 0000000030000687   
0601ARB0Y       20230101000600100000005000 0000000030000692   
0601ARB0Y       20230101000605100000005000 0000000030000699   
0601ARB0Y       20230101000610100000005000 0000000030000705   
0601ARB0Y       20230101000615100000005000 0000000030000712   
0601ARB0Y       20230101000620100000005000 0000000030000719   
0601ARB0Y       20230101000625100000005000 0000000030000727   
0601ARB0Y       20230101000630100000005000 0000000030000734   
0601ARB0Y       20230101000635100000005000 0000000030000741   
0601ARB0Y       20230101000640100000005000 0000000030000747   
0601ARB0Y       20230101000645100000005000 0000000030000754   
0601ARB0Y       20230101000650100000005000 0000000030000759   
0601ARB0Y       20230101000655100000005000 0000000030000765   
0601ARB0Y       20230101000660100000005000 0000000030000772   
0601ARB0Y       20230101000665100000005000 0000000030000778   
0601ARB0Y       20230101000670100000005000 0000000030000784   
0601ARB0Y       20230101000675100000005000 0000000030000793   
0601ARB0Y       20230101000680100000005000 0000000030000799   
0601ARB0Y       20230101000685100000005000 0000000030000805   
0601ARB0Y       20230101000690100000005000 0000000030000811   
0601ARB0Y       20230101000695100000005000 0000000030000817   
0601ARB0Y       20230101000700100000005000 0000000030000825   
0601ARB0Y       20230101000705100000005000 0000000030000832   
0601ARB0Y       20230101000710100000005000 0000000030000838   
0601ARB0Y       20230101000715100000005000 0000000030000844   
0601ARB0Y       20230101000720100000005000 0000000030000850   
0601ARB0Y       20230101000725100000005000 0000000030000858   
0601ARB0Y       20230101000730100000005000 0000000030000866   
0601ARB0Y       20230101000735100000005000 0000000030000873   
0601ARB0Y       20230101000740100000005000 0000000030000880   
0601ARB0Y       20230101000745100000005000 0000000030000886   
0601ARB0Y       20230101000750100000005000 0000000030000893   
0601ARB0Y       20230101000755100000005000 0000000030000902   
0601ARB0Y       20230101000760100000005000 0000000030000909   
0601ARB0Y       20230101000765100000005000 0000000030000915   
0601ARB0Y       20230101000770100000005000 0000000030000922   
0601ARB0Y       20230101000775100000005000 0000000030000928   
0601ARB0Y       20230101000780100000005000 0000000030000937   
0601ARB0Y       20230101000785100000005000 0000000030000943   
0601ARB0Y       20230101000790100000005000 0000000030000949   
0601ARB0Y       20230101000795100000005000 0000000030000955   
0601ARB0Y       20230101000800100000005000 0000000030000961   
0601ARB0Y       20230101000805100000005000 0000000030000969   
0601ARB0Y       20230101000810100000005000 0000000030000974   
0601ARB0Y       20230101000815100000005000 0000000030000980   
0601ARB0Y       20230101000820100000005000 0000000030000986   
0601ARB0Y       20230101000825100000005000 0000000030000991   
0601ARB0Y       20230101000830100000005000 0000000030000999   
0601ARB0Y       20230101000835100000005000 0000000030001004   
0601ARB0Y       20230101000840100000005000 0000000030001010   
0601ARB0Y       20230101000845100000005000 0000000030001015   
0601ARB0Y       20230101000850100000005000 0000000030001020   
0601ARB0Y       20230101000855100000005000 0000000030001027   
0601ARB0Y       20230101000860100000005000 0000000030001032   
0601ARB0Y       20230101000865100000005000 0000000030001037   
0601ARB0Y       20230101000870100000005000 0000000030001043   
0601ARB0Y       20230101000875100000005000 0000000030001048   
0601ARB0Y       20230101000880100000005000 0000000030001055   
0601ARB0Y       20230101000885100000005000 0000000030001061   
0601ARB0Y       20230101000890100000005000 0000000030001066   
0601ARB0Y       20230101000895100000005000 0000000030001071   
0601ARB0Y       20230101000900100000005000 0000000030001076   
0601ARB0Y       20230101000905100000005000 0000000030001083   
0601ARB0Y       20230101000910100000005000 0000000030001088   
0601ARB0Y       20230101000915100000005000 0000000030001093   
0601ARB0Y       20230101000920100000005000 0000000030001098   
0601ARB0Y       20230101000925100000005000 0000000030001104   
0601ARB0Y       20230101000930100000005000 0000000030001111   
0601ARB0Y       20230101000935100000005000 0000000030001117   
0601ARB0Y       20230101000940100000005000 0000000030001122   
0601ARB0Y       20230101000945100000005000 0000000030001127   
0601ARB0Y       20230101000950100000005000 0000000030001133   
0601ARB0Y       20230101000955100000005000 0000000030001140   
0601ARB0Y       20230101000960100000005000 0000000030001145   
0601ARB0Y       20230101000965100000005000 0000000030001150   
0601ARB0Y       20230101000970100000005000 0000000030001155   
0601ARB0Y       20230101000975100000005000 0000000030001160   
0601ARB0Y       20230101000980100000005000 0000000030001166   
0601ARB0Y       20230101000985100000005000 0000000030001171   
0601ARB0Y       20230101000990100000005000 0000000030001176   
0601ARB0Y       20230101000995100000005000 0000000030001181   
0601ARB0Y       20230101001000100000005000 0000000030001185   
0601ARB0Y       20230101001005100000005000 0000000030001190   
0601ARB0Y       20230101001010100000005000 0000000030001196   
0601ARB0Y       20230101001015100000005000 0000000030001201   
0601ARB0Y       20230101001020100000005000 0000000030001206   
0601ARB0Y       20230101001025100000005000 0000000030001210   
0601ARB0Y       20230101001030100000005000 0000000030001215   
0601ARB0Y       20230101001035100000005000 0000000030001221   
0601ARB0Y       20230101001040100000005000 0000000030001225   
0601ARB0Y       20230101001045100000005000 0000000030001230   
0601ARB0Y       20230101001050100000005000 0000000030001234   
0601ARB0Y       20230101001055100000005000 0000000030001238   
0601ARB0Y       20230101001060100000005000 0000000030001244   
0601ARB0Y       20230101001065100000005000 0000000030001248   
0601ARB0Y       20230101001070100000005000 0000000030001252   
0601ARB0Y       20230101001075100000005000 0000000030001256   
0601ARB0Y       20230101001080100000005000 0000000030001261   
0601ARB0Y       20230101001085100000005000 0000000030001266   
0601ARB0Y       20230101001090100000005000 0000000030001270   
0601ARB0Y       20230101001095100000005000 0000000030001274   
0601ARB0Y       20230101001100100000005000 0000000030001278   
0601ARB0Y       20230101001105100000005000 0000000030001282   
0601ARB0Y       20230101001110100000005000 0000000030001288   
0601ARB0Y       20230101001115100000005000 0000000030001291   
0601ARB0Y       20230101001120100000005000 0000000030001295   
0601ARB0Y       20230101001125100000005000 0000000030001299   
0601ARB0Y       20230101001130100000005000 0000000030001303   
0601ARB0Y       20230101001135100000005000 0000000030001308   
0601ARB0Y       20230101001140100000005000 0000000030001312   
0601ARB0Y       20230101001145100000005000 0000000030001315   
0601ARB0Y       20230101001150100000005000 0000000030001319   
0601ARB0Y       20230101001155100000005000 0000000030001323   
0601ARB0Y       20230101001160100000005000 0000000030001329   
0601ARB0Y       20230101001165100000005000 0000000030001333   
0601ARB0Y       20230101001170100000005000 0000000030001337   
0601ARB0Y       20230101001175100000005000 0000000030001341   
0601ARB0Y       20230101001180100000005000 0000000030001345   
0601ARB0Y       20230101001185100000005000 0000000030001351   
0601ARB0Y       20230101001190100000005000 0000000030001355   
0601ARB0Y       20230101001195100000005000 0000000030001359   
0601ARB0Y       20230101001200100000005000 0000000030001363   
0601ARB0Y       20230101001205100000005000 0000000030001366   
0601ARB0Y       20230101001210100000005000 0000000030001372   
0601ARB0Y       20230101001215100000005000 0000000030001376   
0601ARB0Y       20230101001220100000005000 0000000030001380   
0601ARB0Y       20230101001225100000005000 0000000030001383   
0601ARB0Y       20230101001230100000005000 0000000030001387   
0601ARB0Y       20230101001235100000005000 0000000030001392   
0601ARB0Y       20230101001240100000005000 0000000030001396   
0601ARB0Y       20230101001245100000005000 0000000030001400   
0601ARB0Y       20230101001250100000005000 0000000030001405   
0601ARB0Y       20230101001255100000005000 0000000030001408   
0601ARB0Y       20230101001260100000005000 0000000030001412   
0601ARB0Y       20230101001265100000005000 0000000030001417   
0601ARB0Y       20230101001270100000005000 0000000030001421   
0601ARB0Y       20230101001275100000005000 0000000030001425   
0601ARB0Y       20230101001280100000005000 0000000030001429   
0601ARB0Y       20230101001285100000005000 0000000030001434   
0601ARB0Y       20230101001290100000005000 0000000030001438   
0601ARB0Y       20230101001295100000005000 0000000030001441   
0601ARB0Y       20230101001300100000005000 0000000030001446   
0601ARB0Y       20230101001305100000005000 0000000030001450   
0601ARB0Y       20230101001310100000005000 0000000030001454   
0601ARB0Y       20230101001315100000005000 0000000030001459   
0601ARB0Y       20230101001320100000005000 0000000030001462   
0601ARB0Y       20230101001325100000005000 0000000030001466   
0601ARB0Y       20230101001330100000005000 0000000030001471   
0601ARB0Y       20230101001335100000005000 0000000030001474   
0601ARB0Y       20230101001340100000005000 0000000030001478   
0601ARB0Y       20230101001345100000005000 0000000030001482   
0601ARB0Y       20230101001350100000005000 0000000030001486   
0601ARB0Y       20230101001355100000005000 0000000030001490   
0601ARB0Y       20230101001360100000005000 0000000030001494   
0601ARB0Y       20230101001365100000005000 0000000030001498   
0601ARB0Y       20230101001370100000005000 0000000030001501   
0601ARB0Y       20230101001375100000005000 0000000030001507   
0601ARB0Y       20230101001380100000005000 0000000030001510   
0601ARB0Y       20230101001385100000005000 0000000030001513   
0601ARB0Y       20230101001390100000005000 0000000030001519   
0601ARB0Y       20230101001395100000005000 0000000030001522   
0601ARB0Y       20230101001400100000005000 0000000030001525   
0601ARB0Y       20230101001405100000005000 0000000030001530   
0601ARB0Y       20230101001410100000005000 0000000030001534   
0601ARB0Y       20230101001415100000005000 0000000030001537   
0601ARB0Y       20230101001420100000005000 0000000030001540   
0601ARB0Y       20230101001425100000005000 0000000030001545   
0601ARB0Y       20230101001430100000005000 0000000030001548   
0601ARB0Y       20230101001435100000005000 0000000030001552   
0601ARB0Y       20230101001440100000005000 0000000030001557   
0601ARB0Y       20230101001445100000005000 0000000030001560   
0601ARB0Y       20230101001450100000005000 0000000030001564   
0601ARB0Y       20230101001455100000005000 0000000030001568   
0601ARB0Y       20230101001460100000005000 0000000030001572   
0601ARB0Y       20230101001465100000005000 0000000030001575   
0601ARB0Y       20230101001470100000005000 0000000030001580   
0601ARB0Y       20230101001475100000005000 0000000030001584   
0601ARB0Y       20230101001480100000005000 0000000030001587   
0601ARB0Y       20230101001485100000005000 0000000030001592   
0601ARB0Y       20230101001490100000005000 0000000030001595   
0601ARB0Y       20230101001495100000005000 0000000030001599   
0601ARB0Y       20230101001500100000005000 0000000030001604   
0601ARB0Y       20230101001505100000005000 0000000030001607   
0601ARB0Y       20230101001510100000005000 0000000030001611   
0601ARB0Y       20230101001515100000005000 0000000030001616   
0601ARB0Y       20230101001520100000005000 0000000030001619   
0601ARB0Y       20230101001525100000005000 0000000030001623   
0601ARB0Y       20230101001530100000005000 0000000030001628   
0601ARB0Y       20230101001535100000005000 0000000030001632   
0601ARB0Y       20230101001540100000005000 0000000030001635   
0601ARB0Y       20230101001545100000005000 0000000030001641   
0601ARB0Y       20230101001550100000005000 0000000030001644   
0601ARB0Y       20230101001555100000005000 0000000030001648   
0601ARB0Y       20230101001560100000005000 0000000030001654   
0601ARB0Y       20230101001565100000005000 0000000030001658   
0601ARB0Y       20230101001570100000005000 0000000030001662   
0601ARB0Y       20230101001575100000005000 0000000030001666   
0601ARB0Y       20230101001580100000005000 0000000030001671   
0601ARB0Y       20230101001585100000005000 0000000030001675   
0601ARB0Y       20230101001590100000005000 0000000030001679   
0601ARB0Y       20230101001595100000005000 0000000030001684   
0601ARB0Y       20230101001600100000005000 0000000030001688   
0601ARB0Y       20230101001605100000005000 0000000030001692   
0601ARB0Y       20230101001610100000005000 0000000030001696   
0601ARB0Y       20230101001615100000005000 0000000030001701   
0601ARB0Y       20230101001620100000005000 0000000030001704   
0601ARB0Y       20230101001625100000005000 0000000030001709   
0601ARB0Y       20230101001630100000005000 0000000030001713   
0601ARB0Y       20230101001635100000005000 0000000030001717   
0601ARB0Y       20230101001640100000005000 0000000030001721   
0601ARB0Y       20230101001645100000005000 0000000030001725   
0601ARB0Y       20230101001650100000005000 0000000030001729   
0601ARB0Y       20230101001655100000005000 0000000030001733   
0601ARB0Y       20230101001660100000005000 0000000030001737   
0601ARB0Y       20230101001665100000005000 0000000030001741   
0601ARB0Y       20230101001670100000005000 0000000030001745   
0601ARB0Y       20230101001675100000005000 0000000030001749   
0601ARB0Y       20230101001680100000005000 0000000030001753   
0601ARB0Y       20230101001685100000005000 0000000030001757   
0601ARB0Y       20230101001690100000005000 0000000030001760   
0601ARB0Y       20230101001695100000005000 0000000030001764   
0601ARB0Y       20230101001700100000005000 0000000030001768   
0601ARB0Y       20230101001705100000005000 0000000030001772   
0601ARB0Y       20230101001710100000005000 0000000030001775   
0601ARB0Y       20230101001715100000005000 0000000030001779   
0601ARB0Y       20230101001720100000005000 0000000030001783   
0601ARB0Y       20230101001725100000005000 0000000030001786   
0601ARB0Y       20230101001730100000005000 0000000030001789   
0601ARB0Y       20230101001735100000005000 0000000030001794   
0601ARB0Y       20230101001740100000005000 0000000030001798   
0601ARB0Y       20230101001745100000005000 0000000030001801   
0601ARB0Y       20230101001750100000005000 0000000030001806   
0601ARB0Y       20230101001755100000005000 0000000030001809   
0601ARB0Y       20230101001760100000005000 0000000030001812   
0601ARB0Y       20230101001765100000005000 0000000030001817   
0601ARB0Y       20230101001770100000005000 0000000030001820   
0601ARB0Y       20230101001775100000005000 0000000030001823   
0601ARB0Y       20230101001780100000005000 0000000030001827   
0601ARB0Y       20230101001785100000005000 0000000030001831   
0601ARB0Y       20230101001790100000005000 0000000030001834   
0601ARB0Y       20230101001795100000005000 0000000030001838   
0601ARB0Y       20230101001800100000005000 0000000030001842   
0601ARB0Y       20230101001805100000005000 0000000030001845   
0601ARB0Y       20230101001810100000005000 0000000030001849   
0601ARB0Y       20230101001815100000005000 0000000030001852   
0601ARB0Y       20230101001820100000005000 0000000030001856   
0601ARB0Y       20230101001825100000005000 0000000030001860   
0601ARB0Y       20230101001830100000005000 0000000030001862   
0601ARB0Y       20230101001835100000005000 0000000030001866   
0601ARB0Y       20230101001840100000005000 0000000030001870   
0601ARB0Y       20230101001845100000005000 0000000030001873   
0601ARB0Y       20230101001850100000005000 0000000030001876   
0601ARB0Y       20230101001855100000005000 0000000030001880   
0601ARB0Y       20230101001860100000005000 0000000030001883   
0601ARB0Y       20230101001865100000005000 0000000030001886   
0601ARB0Y       20230101001870100000005000 0000000030001889   
0601ARB0Y       20230101001875100000005000 0000000030001893   
0601ARB0Y       20230101001880100000005000 0000000030001896   
0601ARB0Y       20230101001885100000005000 0000000030001899   
0601ARB0Y       20230101001890100000005000 0000000030001903   
0601ARB0Y       20230101001895100000005000 0000000030001905   
0601ARB0Y       20230101001900100000005000 0000000030001908   
0601ARB0Y       20230101001905100000005000 0000000030001912   
0601ARB0Y       20230101001910100000005000 0000000030001915   
0601ARB0Y       20230101001915100000005000 0000000030001917   
0601ARB0Y       20230101001920100000005000 0000000030001922   
0601ARB0Y       20230101001925100000005000 0000000030001924   
0601ARB0Y       20230101001930100000005000 0000000030001927   
0601ARB0Y       20230101001935100000005000 0000000030001930   
0601ARB0Y       20230101001940100000005000 0000000030001934   
0601ARB0Y       20230101001945100000005000 0000000030001936   
0601ARB0Y       20230101001950100000005000 0000000030001940   
0601ARB0Y       20230101001955100000005000 0000000030001943   
0601ARB0Y       20230101001960100000005000 0000000030001945   
0601ARB0Y       20230101001965100000005000 0000000030001949   
0601ARB0Y       20230101001970100000005000 0000000030001951   
0601ARB0Y       20230101001975100000005000 0000000030001954   
0601ARB0Y       20230101001980100000005000 0000000030001958   
0601ARB0Y       20230101001985100000005000 0000000030001960   
0601ARB0Y       20230101001990100000005000 0000000030001963   
0601ARB0Y       20230101001995100000005000 0000000030001966   
0601ARB0Y       20230101002000100000005000 0000000030001969   
0601ARB0Y       20230101002005100000005000 0000000030001972   
0601ARB0Y       20230101002010100000005000 0000000030001974   
0601ARB0Y       20230101002015100000005000 0000000030001977   
0601ARB0Y       20230101002020100000005000 0000000030001980   
0601ARB0Y       20230101002025100000005000 0000000030001983   
0601ARB0Y       20230101002030100000005000 0000000030001986   
0601ARB0Y       20230101002035100000005000 0000000030001988   
0601ARB0Y       20230101002040100000005000 0000000030001991   
0601ARB0Y       20230101002045100000005000 0000000030001994   
0601ARB0Y       20230101002050100000005000 0000000030001997   
0601ARB0Y       20230101002055100000005000 0000000030001999   
0601ARB0Y       20230101002060100000005000 0000000030002003   
0601ARB0Y       20230101002065100000005000 0000000030002005   
0601ARB0Y       20230101002070100000005000 0000000030002007   
0601ARB0Y       20230101002075100000005000 0000000030002011   
0601ARB0Y       20230101002080100000005000 0000000030002013   
0601ARB0Y       20230101002085100000005000 0000000030002015   
0601ARB0Y       20230101002090100000005000 0000000030002018   
0601ARB0Y       20230101002095100000005000 0000000030002021   
0601ARB0Y       20230101002100100000005000 0000000030002023   
0601ARB0Y       20230101002105100000005000 0000000030002026   
0601ARB0Y       20230101002110100000005000 0000000030002029   
0601ARB0Y       20230101002115100000005000 0000000030002031   
0601ARB0Y       20230101002120100000005000 0000000030002034   
0601ARB0Y       20230101002125100000005000 0000000030002036   
0601ARB0Y       20230101002130100000005000 0000000030002039   
0601ARB0Y       20230101002135100000005000 0000000030002041   
0601ARB0Y       20230101002140100000005000 0000000030002044   
0601ARB0Y       20230101002145100000005000 0000000030002046   
0601ARB0Y       20230101002150100000005000 0000000030002048   
0601ARB0Y       20230101002155100000005000 0000000030002051   
0601ARB0Y       20230101002160100000005000 0000000030002054   
0601ARB0Y       20230101002165100000005000 0000000030002056   
0601ARB0Y       20230101002170100000005000 0000000030002059   
0601ARB0Y       20230101002175100000005000 0000000030002061   
0601ARB0Y       20230101002180100000005000 0000000030002063   
0601ARB0Y       20230101002185100000005000 0000000030002066   
0601ARB0Y       20230101002190100000005000 0000000030002068   
0601ARB0Y       20230101002195100000005000 0000000030002070   
0601ARB0Y       20230101002200100000005000 0000000030002073   
0601ARB0Y       20230101002205100000005000 0000000030002075   
0601ARB0Y       20230101002210100000005000 0000000030002077   
0601ARB0Y       20230101002215100000005000 0000000030002080   
0601ARB0Y       20230101002220100000005000 0000000030002082   
0601ARB0Y       20230101002225100000005000 0000000030002084   
0601ARB0Y       20230101002230100000005000 0000000030002087   
0601ARB0Y       20230101002235100000005000 0000000030002089   
0601ARB0Y       20230101002240100000005000 0000000030002091   
0601ARB0Y       20230101002245100000005000 0000000030002094   
0601ARB0Y       20230101002250100000005000 0000000030002096   
0601ARB0Y       20230101002255100000005000 0000000030002098   
0601ARB0Y       20230101002260100000005000 0000000030002101   
0601ARB0Y       20230101002265100000005000 0000000030002103   
0601ARB0Y       20230101002270100000005000 0000000030002105   
0601ARB0Y       20230101002275100000005000 0000000030002107   
0601ARB0Y       20230101002280100000005000 0000000030002110   
0601ARB0Y       20230101002285100000005000 0000000030002111   
0601ARB0Y       20230101002290100000005000 0000000030002114   
0601ARB0Y       20230101002295100000005000 0000000030002116   
0601ARB0Y       20230101002300100000005000 0000000030002118   
0601ARB0Y       20230101002305100000005000 0000000030002120   
0601ARB0Y       20230101002310100000005000 0000000030002122   
0601ARB0Y       20230101002315100000005000 0000000030002125   
0601ARB0Y       20230101002320100000005000 0000000030002126   
0601ARB0Y       20230101002325100000005000 0000000030002129   
0601ARB0Y       20230101002330100000005000 0000000030002131   
0601ARB0Y       20230101002335100000005000 0000000030002133   
0601ARB0Y       20230101002340100000005000 0000000030002135   
0601ARB0Y       20230101002345100000005000 0000000030002137   
0601ARB0Y       20230101002350100000005000 0000000030002139   
0601ARB0Y       20230101002355100000005000 0000000030002142   
0601ARB0Y       20230101002360100000005000 0000000030002143   
0601ARB0Y       20230101002365100000005000 0000000030002145   
0601ARB0Y       20230101002370100000005000 0000000030002148   
0601ARB0Y       20230101002375100000005000 0000000030002149   
0601ARB0Y       20230101002380100000005000 0000000030002151   
0601ARB0Y       20230101002385100000005000 0000000030002154   
0601ARB0Y       20230101002390100000005000 0000000030002156   
0601ARB0Y       20230101002395100000005000 0000000030002157   
0601ARB0Y       20230101002400100000005000 0000000030002160   
0601ARB0Y       20230101002405100000005000 0000000030002162   
0601ARB0Y       20230101002410100000005000 0000000030002163   
0601ARB0Y       20230101002415100000005000 0000000030002166   
0601ARB0Y       20230101002420100000005000 0000000030002168   
0601ARB0Y       20230101002425100000005000 0000000030002169   
0601ARB0Y       20230101002430100000005000 0000000030002172   
0601ARB0Y       20230101002435100000005000 0000000030002174   
0601ARB0Y       20230101002440100000005000 0000000030002175   
0601ARB0Y       20230101002445100000005000 0000000030002177   
0601ARB0Y       20230101002450100000005000 0000000030002179   
0601ARB0Y       20230101002455100000005000 0000000030002181   
