00AR               20221102                                                                                   
0601ARA1Y       20230101007400100000100000 0100000030002720   
0601ARA1Y       20230101007500100000100000 0100000030002721   
0601ARA1Y       20230101007600100000100000 0100000030002722   
0601ARA1Y       20230101007700100000100000 0100000030002722   
0601ARA1Y       20230101007800100000100000 0100000030002723   
0601ARA1Y       20230101007900100000100000 0100000030002724   
0601ARA1Y       20230101008000100000100000 0100000030002725   
0601ARA1Y       20230101008100100000100000 0100000030002725   
0601ARA1Y       20230101008200100000100000 0100000030002726   
0601ARA1Y       20230101008300100000100000 0100000030002726   
0601ARA1Y       20230101008400100000100000 0100000030002727   
0601ARA1Y       20230101008500100000100000 0100000030002728   
0601ARA1Y       20230101008600100000100000 0100000030002728   
0601ARA1Y       20230101008700100000100000 0100000030002729   
0601ARA1Y       20230101008800100000100000 0100000030002729   
0601ARA1Y       20230101008900100000100000 0100000030002730   
0601ARA1Y       20230101009000100000100000 0100000030002730   
0601ARA1Y       20230101009100100000100000 0100000030002731   
0601ARA1Y       20230101009200100000100000 0100000030002732   
0601ARA1Y       20230101009300100000100000 0100000030002732   
0601ARA1Y       20230101009400100000100000 0100000030002733   
0601ARA1Y       20230101009500100000100000 0100000030002733   
0601ARA1Y       20230101009600100000100000 0100000030002733   
0601ARA1Y       20230101009700100000100000 0100000030002734   
0601ARA1Y       20230101009800100000100000 0100000030002734   
0601ARA1Y       20230101009900100000100000 0100000030002735   
0601ARA2Y       20230101000000100000115000 0200000030000026   
0601ARA2Y       20230101000115100000005000 0200000030000026   
0601ARA2Y       20230101000120100000005000 0200000030000024   
0601ARA2Y       20230101000125100000005000 0200000030000024   
0601ARA2Y       20230101000130100000005000 0200000030000023   
0601ARA2Y       20230101000135100000005000 0200000030000022   
0601ARA2Y       20230101000140100000005000 0200000030000021   
0601ARA2Y       20230101000145100000005000 0200000030000020   
0601ARA2Y       20230101000150100000005000 0200000030000020   
0601ARA2Y       20230101000155100000005000 0200000030000019   
0601ARA2Y       20230101000160100000005000 0200000030000018   
0601ARA2Y       20230101000165100000005000 0200000030000018   
0601ARA2Y       20230101000170100000005000 0200000030000017   
0601ARA2Y       20230101000175100000005000 0200000030000017   
0601ARA2Y       20230101000180100000005000 0200000030000016   
0601ARA2Y       20230101000185100000005000 0200000030000016   
0601ARA2Y       20230101000190100000005000 0200000030000016   
0601ARA2Y       20230101000195100000005000 0200000030000015   
0601ARA2Y       20230101000200100000005000 0200000030000015   
0601ARA2Y       20230101000205100000005000 0200000030000014   
0601ARA2Y       20230101000210100000005000 0200000030000014   
0601ARA2Y       20230101000215100000005000 0200000030000014   
0601ARA2Y       20230101000220100000005000 0200000030000013   
0601ARA2Y       20230101000225100000005000 0200000030000013   
0601ARA2Y       20230101000230100000005000 0200000030000013   
0601ARA2Y       20230101000235100000005000 0200000030000013   
0601ARA2Y       20230101000240100000005000 0200000030000012   
0601ARA2Y       20230101000245100000005000 0200000030000012   
0601ARA2Y       20230101000250100000005000 0200000030000012   
0601ARA2Y       20230101000255100000005000 0200000030000012   
0601ARA2Y       20230101000260100000005000 0200000030000011   
0601ARA2Y       20230101000265100000005000 0200000030000011   
0601ARA2Y       20230101000270100000005000 0200000030000015   
0601ARA2Y       20230101000275100000005000 0200000030000021   
0601ARA2Y       20230101000280100000005000 0200000030000033   
0601ARA2Y       20230101000285100000005000 0200000030000044   
0601ARA2Y       20230101000290100000005000 0200000030000054   
0601ARA2Y       20230101000295100000005000 0200000030000070   
0601ARA2Y       20230101000300100000005000 0200000030000085   
0601ARA2Y       20230101000305100000005000 0200000030000100   
0601ARA2Y       20230101000310100000005000 0200000030000115   
0601ARA2Y       20230101000315100000005000 0200000030000128   
0601ARA2Y       20230101000320100000005000 0200000030000142   
0601ARA2Y       20230101000325100000005000 0200000030000155   
0601ARA2Y       20230101000330100000005000 0200000030000167   
0601ARA2Y       20230101000335100000005000 0200000030000183   
0601ARA2Y       20230101000340100000005000 0200000030000197   
0601ARA2Y       20230101000345100000005000 0200000030000212   
0601ARA2Y       20230101000350100000005000 0200000030000226   
0601ARA2Y       20230101000355100000005000 0200000030000240   
0601ARA2Y       20230101000360100000005000 0200000030000254   
0601ARA2Y       20230101000365100000005000 0200000030000267   
0601ARA2Y       20230101000370100000005000 0200000030000281   
0601ARA2Y       20230101000375100000005000 0200000030000294   
0601ARA2Y       20230101000380100000005000 0200000030000306   
0601ARA2Y       20230101000385100000005000 0200000030000318   
0601ARA2Y       20230101000390100000005000 0200000030000330   
0601ARA2Y       20230101000395100000005000 0200000030000342   
0601ARA2Y       20230101000400100000005000 0200000030000353   
0601ARA2Y       20230101000405100000005000 0200000030000365   
0601ARA2Y       20230101000410100000005000 0200000030000375   
0601ARA2Y       20230101000415100000005000 0200000030000386   
0601ARA2Y       20230101000420100000005000 0200000030000396   
0601ARA2Y       20230101000425100000005000 0200000030000406   
0601ARA2Y       20230101000430100000005000 0200000030000416   
0601ARA2Y       20230101000435100000005000 0200000030000426   
0601ARA2Y       20230101000440100000005000 0200000030000435   
0601ARA2Y       20230101000445100000005000 0200000030000447   
0601ARA2Y       20230101000450100000005000 0200000030000459   
0601ARA2Y       20230101000455100000005000 0200000030000471   
0601ARA2Y       20230101000460100000005000 0200000030000482   
0601ARA2Y       20230101000465100000005000 0200000030000493   
0601ARA2Y       20230101000470100000005000 0200000030000507   
0601ARA2Y       20230101000475100000005000 0200000030000518   
0601ARA2Y       20230101000480100000005000 0200000030000528   
0601ARA2Y       20230101000485100000005000 0200000030000539   
0601ARA2Y       20230101000490100000005000 0200000030000549   
0601ARA2Y       20230101000495100000005000 0200000030000558   
0601ARA2Y       20230101000500100000005000 0200000030000568   
0601ARA2Y       20230101000505100000005000 0200000030000577   
0601ARA2Y       20230101000510100000005000 0200000030000587   
0601ARA2Y       20230101000515100000005000 0200000030000596   
0601ARA2Y       20230101000520100000005000 0200000030000604   
0601ARA2Y       20230101000525100000005000 0200000030000613   
0601ARA2Y       20230101000530100000005000 0200000030000622   
0601ARA2Y       20230101000535100000005000 0200000030000630   
0601ARA2Y       20230101000540100000005000 0200000030000639   
0601ARA2Y       20230101000545100000005000 0200000030000647   
0601ARA2Y       20230101000550100000005000 0200000030000655   
0601ARA2Y       20230101000555100000005000 0200000030000663   
0601ARA2Y       20230101000560100000005000 0200000030000670   
0601ARA2Y       20230101000565100000005000 0200000030000678   
0601ARA2Y       20230101000570100000005000 0200000030000686   
0601ARA2Y       20230101000575100000005000 0200000030000695   
0601ARA2Y       20230101000580100000005000 0200000030000703   
0601ARA2Y       20230101000585100000005000 0200000030000711   
0601ARA2Y       20230101000590100000005000 0200000030000719   
0601ARA2Y       20230101000595100000005000 0200000030000727   
0601ARA2Y       20230101000600100000005000 0200000030000738   
0601ARA2Y       20230101000605100000005000 0200000030000745   
0601ARA2Y       20230101000610100000005000 0200000030000753   
0601ARA2Y       20230101000615100000005000 0200000030000760   
0601ARA2Y       20230101000620100000005000 0200000030000767   
0601ARA2Y       20230101000625100000005000 0200000030000778   
0601ARA2Y       20230101000630100000005000 0200000030000786   
0601ARA2Y       20230101000635100000005000 0200000030000794   
0601ARA2Y       20230101000640100000005000 0200000030000802   
0601ARA2Y       20230101000645100000005000 0200000030000809   
0601ARA2Y       20230101000650100000005000 0200000030000820   
0601ARA2Y       20230101000655100000005000 0200000030000827   
0601ARA2Y       20230101000660100000005000 0200000030000835   
0601ARA2Y       20230101000665100000005000 0200000030000842   
0601ARA2Y       20230101000670100000005000 0200000030000849   
0601ARA2Y       20230101000675100000005000 0200000030000858   
0601ARA2Y       20230101000680100000005000 0200000030000865   
0601ARA2Y       20230101000685100000005000 0200000030000872   
0601ARA2Y       20230101000690100000005000 0200000030000879   
0601ARA2Y       20230101000695100000005000 0200000030000886   
0601ARA2Y       20230101000700100000005000 0200000030000896   
0601ARA2Y       20230101000705100000005000 0200000030000903   
0601ARA2Y       20230101000710100000005000 0200000030000911   
0601ARA2Y       20230101000715100000005000 0200000030000918   
0601ARA2Y       20230101000720100000005000 0200000030000925   
0601ARA2Y       20230101000725100000005000 0200000030000934   
0601ARA2Y       20230101000730100000005000 0200000030000941   
0601ARA2Y       20230101000735100000005000 0200000030000948   
0601ARA2Y       20230101000740100000005000 0200000030000955   
0601ARA2Y       20230101000745100000005000 0200000030000961   
0601ARA2Y       20230101000750100000005000 0200000030000968   
0601ARA2Y       20230101000755100000005000 0200000030000976   
0601ARA2Y       20230101000760100000005000 0200000030000983   
0601ARA2Y       20230101000765100000005000 0200000030000989   
0601ARA2Y       20230101000770100000005000 0200000030000996   
0601ARA2Y       20230101000775100000005000 0200000030001002   
0601ARA2Y       20230101000780100000005000 0200000030001010   
0601ARA2Y       20230101000785100000005000 0200000030001017   
0601ARA2Y       20230101000790100000005000 0200000030001023   
0601ARA2Y       20230101000795100000005000 0200000030001029   
0601ARA2Y       20230101000800100000005000 0200000030001034   
0601ARA2Y       20230101000805100000005000 0200000030001042   
0601ARA2Y       20230101000810100000005000 0200000030001048   
0601ARA2Y       20230101000815100000005000 0200000030001054   
0601ARA2Y       20230101000820100000005000 0200000030001059   
0601ARA2Y       20230101000825100000005000 0200000030001065   
0601ARA2Y       20230101000830100000005000 0200000030001072   
0601ARA2Y       20230101000835100000005000 0200000030001078   
0601ARA2Y       20230101000840100000005000 0200000030001083   
0601ARA2Y       20230101000845100000005000 0200000030001088   
0601ARA2Y       20230101000850100000005000 0200000030001093   
0601ARA2Y       20230101000855100000005000 0200000030001100   
0601ARA2Y       20230101000860100000005000 0200000030001105   
0601ARA2Y       20230101000865100000005000 0200000030001110   
0601ARA2Y       20230101000870100000005000 0200000030001115   
0601ARA2Y       20230101000875100000005000 0200000030001120   
0601ARA2Y       20230101000880100000005000 0200000030001127   
0601ARA2Y       20230101000885100000005000 0200000030001132   
0601ARA2Y       20230101000890100000005000 0200000030001137   
0601ARA2Y       20230101000895100000005000 0200000030001143   
0601ARA2Y       20230101000900100000005000 0200000030001147   
0601ARA2Y       20230101000905100000005000 0200000030001154   
0601ARA2Y       20230101000910100000005000 0200000030001159   
0601ARA2Y       20230101000915100000005000 0200000030001164   
0601ARA2Y       20230101000920100000005000 0200000030001169   
0601ARA2Y       20230101000925100000005000 0200000030001173   
0601ARA2Y       20230101000930100000005000 0200000030001180   
0601ARA2Y       20230101000935100000005000 0200000030001184   
0601ARA2Y       20230101000940100000005000 0200000030001189   
0601ARA2Y       20230101000945100000005000 0200000030001195   
0601ARA2Y       20230101000950100000005000 0200000030001201   
0601ARA2Y       20230101000955100000005000 0200000030001209   
0601ARA2Y       20230101000960100000005000 0200000030001214   
0601ARA2Y       20230101000965100000005000 0200000030001220   
0601ARA2Y       20230101000970100000005000 0200000030001225   
0601ARA2Y       20230101000975100000005000 0200000030001230   
0601ARA2Y       20230101000980100000005000 0200000030001238   
0601ARA2Y       20230101000985100000005000 0200000030001243   
0601ARA2Y       20230101000990100000005000 0200000030001248   
0601ARA2Y       20230101000995100000005000 0200000030001252   
0601ARA2Y       20230101001000100000005000 0200000030001258   
0601ARA2Y       20230101001005100000005000 0200000030001263   
0601ARA2Y       20230101001010100000005000 0200000030001269   
0601ARA2Y       20230101001015100000005000 0200000030001274   
0601ARA2Y       20230101001020100000005000 0200000030001280   
0601ARA2Y       20230101001025100000005000 0200000030001285   
0601ARA2Y       20230101001030100000005000 0200000030001290   
0601ARA2Y       20230101001035100000005000 0200000030001297   
0601ARA2Y       20230101001040100000005000 0200000030001302   
0601ARA2Y       20230101001045100000005000 0200000030001307   
0601ARA2Y       20230101001050100000005000 0200000030001311   
0601ARA2Y       20230101001055100000005000 0200000030001316   
0601ARA2Y       20230101001060100000005000 0200000030001323   
0601ARA2Y       20230101001065100000005000 0200000030001327   
0601ARA2Y       20230101001070100000005000 0200000030001332   
0601ARA2Y       20230101001075100000005000 0200000030001337   
0601ARA2Y       20230101001080100000005000 0200000030001341   
0601ARA2Y       20230101001085100000005000 0200000030001348   
0601ARA2Y       20230101001090100000005000 0200000030001352   
0601ARA2Y       20230101001095100000005000 0200000030001357   
0601ARA2Y       20230101001100100000005000 0200000030001362   
0601ARA2Y       20230101001105100000005000 0200000030001366   
0601ARA2Y       20230101001110100000005000 0200000030001372   
0601ARA2Y       20230101001115100000005000 0200000030001376   
0601ARA2Y       20230101001120100000005000 0200000030001380   
0601ARA2Y       20230101001125100000005000 0200000030001385   
0601ARA2Y       20230101001130100000005000 0200000030001389   
0601ARA2Y       20230101001135100000005000 0200000030001395   
0601ARA2Y       20230101001140100000005000 0200000030001399   
0601ARA2Y       20230101001145100000005000 0200000030001403   
0601ARA2Y       20230101001150100000005000 0200000030001407   
0601ARA2Y       20230101001155100000005000 0200000030001411   
0601ARA2Y       20230101001160100000005000 0200000030001417   
0601ARA2Y       20230101001165100000005000 0200000030001421   
0601ARA2Y       20230101001170100000005000 0200000030001425   
0601ARA2Y       20230101001175100000005000 0200000030001429   
0601ARA2Y       20230101001180100000005000 0200000030001433   
0601ARA2Y       20230101001185100000005000 0200000030001439   
0601ARA2Y       20230101001190100000005000 0200000030001442   
0601ARA2Y       20230101001195100000005000 0200000030001446   
0601ARA2Y       20230101001200100000005000 0200000030001450   
0601ARA2Y       20230101001205100000005000 0200000030001453   
0601ARA2Y       20230101001210100000005000 0200000030001459   
0601ARA2Y       20230101001215100000005000 0200000030001463   
0601ARA2Y       20230101001220100000005000 0200000030001466   
0601ARA2Y       20230101001225100000005000 0200000030001470   
0601ARA2Y       20230101001230100000005000 0200000030001473   
0601ARA2Y       20230101001235100000005000 0200000030001479   
0601ARA2Y       20230101001240100000005000 0200000030001482   
0601ARA2Y       20230101001245100000005000 0200000030001485   
0601ARA2Y       20230101001250100000005000 0200000030001491   
0601ARA2Y       20230101001255100000005000 0200000030001495   
0601ARA2Y       20230101001260100000005000 0200000030001499   
0601ARA2Y       20230101001265100000005000 0200000030001505   
0601ARA2Y       20230101001270100000005000 0200000030001509   
0601ARA2Y       20230101001275100000005000 0200000030001513   
0601ARA2Y       20230101001280100000005000 0200000030001517   
0601ARA2Y       20230101001285100000005000 0200000030001522   
0601ARA2Y       20230101001290100000005000 0200000030001527   
0601ARA2Y       20230101001295100000005000 0200000030001531   
0601ARA2Y       20230101001300100000005000 0200000030001536   
0601ARA2Y       20230101001305100000005000 0200000030001540   
0601ARA2Y       20230101001310100000005000 0200000030001544   
0601ARA2Y       20230101001315100000005000 0200000030001549   
0601ARA2Y       20230101001320100000005000 0200000030001553   
0601ARA2Y       20230101001325100000005000 0200000030001557   
0601ARA2Y       20230101001330100000005000 0200000030001562   
0601ARA2Y       20230101001335100000005000 0200000030001565   
0601ARA2Y       20230101001340100000005000 0200000030001569   
0601ARA2Y       20230101001345100000005000 0200000030001574   
0601ARA2Y       20230101001350100000005000 0200000030001578   
0601ARA2Y       20230101001355100000005000 0200000030001582   
0601ARA2Y       20230101001360100000005000 0200000030001587   
0601ARA2Y       20230101001365100000005000 0200000030001591   
0601ARA2Y       20230101001370100000005000 0200000030001594   
0601ARA2Y       20230101001375100000005000 0200000030001600   
0601ARA2Y       20230101001380100000005000 0200000030001604   
0601ARA2Y       20230101001385100000005000 0200000030001607   
0601ARA2Y       20230101001390100000005000 0200000030001612   
0601ARA2Y       20230101001395100000005000 0200000030001616   
0601ARA2Y       20230101001400100000005000 0200000030001619   
0601ARA2Y       20230101001405100000005000 0200000030001624   
0601ARA2Y       20230101001410100000005000 0200000030001628   
0601ARA2Y       20230101001415100000005000 0200000030001631   
0601ARA2Y       20230101001420100000005000 0200000030001635   
0601ARA2Y       20230101001425100000005000 0200000030001640   
0601ARA2Y       20230101001430100000005000 0200000030001643   
0601ARA2Y       20230101001435100000005000 0200000030001646   
0601ARA2Y       20230101001440100000005000 0200000030001651   
0601ARA2Y       20230101001445100000005000 0200000030001655   
0601ARA2Y       20230101001450100000005000 0200000030001658   
0601ARA2Y       20230101001455100000005000 0200000030001662   
0601ARA2Y       20230101001460100000005000 0200000030001666   
0601ARA2Y       20230101001465100000005000 0200000030001669   
0601ARA2Y       20230101001470100000005000 0200000030001673   
0601ARA2Y       20230101001475100000005000 0200000030001677   
0601ARA2Y       20230101001480100000005000 0200000030001680   
0601ARA2Y       20230101001485100000005000 0200000030001684   
0601ARA2Y       20230101001490100000005000 0200000030001687   
0601ARA2Y       20230101001495100000005000 0200000030001691   
0601ARA2Y       20230101001500100000005000 0200000030001695   
0601ARA2Y       20230101001505100000005000 0200000030001698   
0601ARA2Y       20230101001510100000005000 0200000030001701   
0601ARA2Y       20230101001515100000005000 0200000030001705   
0601ARA2Y       20230101001520100000005000 0200000030001708   
0601ARA2Y       20230101001525100000005000 0200000030001711   
0601ARA2Y       20230101001530100000005000 0200000030001716   
0601ARA2Y       20230101001535100000005000 0200000030001719   
0601ARA2Y       20230101001540100000005000 0200000030001721   
0601ARA2Y       20230101001545100000005000 0200000030001726   
0601ARA2Y       20230101001550100000005000 0200000030001729   
0601ARA2Y       20230101001555100000005000 0200000030001732   
0601ARA2Y       20230101001560100000005000 0200000030001737   
0601ARA2Y       20230101001565100000005000 0200000030001741   
0601ARA2Y       20230101001570100000005000 0200000030001744   
0601ARA2Y       20230101001575100000005000 0200000030001747   
0601ARA2Y       20230101001580100000005000 0200000030001752   
0601ARA2Y       20230101001585100000005000 0200000030001755   
0601ARA2Y       20230101001590100000005000 0200000030001758   
0601ARA2Y       20230101001595100000005000 0200000030001763   
0601ARA2Y       20230101001600100000005000 0200000030001766   
0601ARA2Y       20230101001605100000005000 0200000030001769   
0601ARA2Y       20230101001610100000005000 0200000030001774   
0601ARA2Y       20230101001615100000005000 0200000030001777   
0601ARA2Y       20230101001620100000005000 0200000030001780   
0601ARA2Y       20230101001625100000005000 0200000030001785   
0601ARA2Y       20230101001630100000005000 0200000030001788   
0601ARA2Y       20230101001635100000005000 0200000030001791   
0601ARA2Y       20230101001640100000005000 0200000030001795   
0601ARA2Y       20230101001645100000005000 0200000030001799   
0601ARA2Y       20230101001650100000005000 0200000030001802   
0601ARA2Y       20230101001655100000005000 0200000030001806   
0601ARA2Y       20230101001660100000005000 0200000030001809   
0601ARA2Y       20230101001665100000005000 0200000030001812   
0601ARA2Y       20230101001670100000005000 0200000030001816   
0601ARA2Y       20230101001675100000005000 0200000030001819   
0601ARA2Y       20230101001680100000005000 0200000030001822   
0601ARA2Y       20230101001685100000005000 0200000030001826   
0601ARA2Y       20230101001690100000005000 0200000030001829   
0601ARA2Y       20230101001695100000005000 0200000030001832   
0601ARA2Y       20230101001700100000005000 0200000030001836   
0601ARA2Y       20230101001705100000005000 0200000030001839   
0601ARA2Y       20230101001710100000005000 0200000030001841   
0601ARA2Y       20230101001715100000005000 0200000030001845   
0601ARA2Y       20230101001720100000005000 0200000030001848   
0601ARA2Y       20230101001725100000005000 0200000030001851   
0601ARA2Y       20230101001730100000005000 0200000030001854   
0601ARA2Y       20230101001735100000005000 0200000030001858   
0601ARA2Y       20230101001740100000005000 0200000030001860   
0601ARA2Y       20230101001745100000005000 0200000030001863   
0601ARA2Y       20230101001750100000005000 0200000030001867   
0601ARA2Y       20230101001755100000005000 0200000030001870   
0601ARA2Y       20230101001760100000005000 0200000030001872   
0601ARA2Y       20230101001765100000005000 0200000030001876   
0601ARA2Y       20230101001770100000005000 0200000030001879   
0601ARA2Y       20230101001775100000005000 0200000030001881   
0601ARA2Y       20230101001780100000005000 0200000030001885   
0601ARA2Y       20230101001785100000005000 0200000030001888   
0601ARA2Y       20230101001790100000005000 0200000030001890   
0601ARA2Y       20230101001795100000005000 0200000030001894   
0601ARA2Y       20230101001800100000005000 0200000030001897   
0601ARA2Y       20230101001805100000005000 0200000030001899   
0601ARA2Y       20230101001810100000005000 0200000030001902   
0601ARA2Y       20230101001815100000005000 0200000030001905   
0601ARA2Y       20230101001820100000005000 0200000030001908   
0601ARA2Y       20230101001825100000005000 0200000030001911   
0601ARA2Y       20230101001830100000005000 0200000030001913   
0601ARA2Y       20230101001835100000005000 0200000030001916   
0601ARA2Y       20230101001840100000005000 0200000030001920   
0601ARA2Y       20230101001845100000005000 0200000030001922   
0601ARA2Y       20230101001850100000005000 0200000030001924   
0601ARA2Y       20230101001855100000005000 0200000030001928   
0601ARA2Y       20230101001860100000005000 0200000030001930   
0601ARA2Y       20230101001865100000005000 0200000030001932   
0601ARA2Y       20230101001870100000005000 0200000030001935   
0601ARA2Y       20230101001875100000005000 0200000030001938   
0601ARA2Y       20230101001880100000005000 0200000030001940   
0601ARA2Y       20230101001885100000005000 0200000030001943   
0601ARA2Y       20230101001890100000005000 0200000030001946   
0601ARA2Y       20230101001895100000005000 0200000030001948   
0601ARA2Y       20230101001900100000005000 0200000030001951   
0601ARA2Y       20230101001905100000005000 0200000030001954   
0601ARA2Y       20230101001910100000005000 0200000030001956   
0601ARA2Y       20230101001915100000005000 0200000030001958   
0601ARA2Y       20230101001920100000005000 0200000030001962   
0601ARA2Y       20230101001925100000005000 0200000030001964   
0601ARA2Y       20230101001930100000005000 0200000030001966   
0601ARA2Y       20230101001935100000005000 0200000030001969   
0601ARA2Y       20230101001940100000005000 0200000030001972   
0601ARA2Y       20230101001945100000005000 0200000030001974   
0601ARA2Y       20230101001950100000005000 0200000030001977   
0601ARA2Y       20230101001955100000005000 0200000030001980   
0601ARA2Y       20230101001960100000005000 0200000030001983   
0601ARA2Y       20230101001965100000005000 0200000030001986   
0601ARA2Y       20230101001970100000005000 0200000030001988   
0601ARA2Y       20230101001975100000005000 0200000030001991   
0601ARA2Y       20230101001980100000005000 0200000030001995   
0601ARA2Y       20230101001985100000005000 0200000030001997   
0601ARA2Y       20230101001990100000005000 0200000030002000   
0601ARA2Y       20230101001995100000005000 0200000030002003   
0601ARA2Y       20230101002000100000005000 0200000030002006   
0601ARA2Y       20230101002005100000005000 0200000030002009   
0601ARA2Y       20230101002010100000005000 0200000030002011   
0601ARA2Y       20230101002015100000005000 0200000030002014   
0601ARA2Y       20230101002020100000005000 0200000030002016   
0601ARA2Y       20230101002025100000005000 0200000030002019   
0601ARA2Y       20230101002030100000005000 0200000030002023   
0601ARA2Y       20230101002035100000005000 0200000030002025   
0601ARA2Y       20230101002040100000005000 0200000030002028   
0601ARA2Y       20230101002045100000005000 0200000030002031   
0601ARA2Y       20230101002050100000005000 0200000030002033   
0601ARA2Y       20230101002055100000005000 0200000030002035   
0601ARA2Y       20230101002060100000005000 0200000030002039   
0601ARA2Y       20230101002065100000005000 0200000030002041   
0601ARA2Y       20230101002070100000005000 0200000030002043   
0601ARA2Y       20230101002075100000005000 0200000030002047   
0601ARA2Y       20230101002080100000005000 0200000030002049   
0601ARA2Y       20230101002085100000005000 0200000030002051   
0601ARA2Y       20230101002090100000005000 0200000030002054   
0601ARA2Y       20230101002095100000005000 0200000030002057   
0601ARA2Y       20230101002100100000005000 0200000030002059   
0601ARA2Y       20230101002105100000005000 0200000030002062   
0601ARA2Y       20230101002110100000005000 0200000030002065   
0601ARA2Y       20230101002115100000005000 0200000030002067   
0601ARA2Y       20230101002120100000005000 0200000030002070   
0601ARA2Y       20230101002125100000005000 0200000030002072   
0601ARA2Y       20230101002130100000005000 0200000030002074   
0601ARA2Y       20230101002135100000005000 0200000030002077   
0601ARA2Y       20230101002140100000005000 0200000030002079   
0601ARA2Y       20230101002145100000005000 0200000030002082   
0601ARA2Y       20230101002150100000005000 0200000030002084   
0601ARA2Y       20230101002155100000005000 0200000030002087   
0601ARA2Y       20230101002160100000005000 0200000030002089   
0601ARA2Y       20230101002165100000005000 0200000030002091   
0601ARA2Y       20230101002170100000005000 0200000030002094   
0601ARA2Y       20230101002175100000005000 0200000030002096   
0601ARA2Y       20230101002180100000005000 0200000030002098   
0601ARA2Y       20230101002185100000005000 0200000030002101   
0601ARA2Y       20230101002190100000005000 0200000030002103   
0601ARA2Y       20230101002195100000005000 0200000030002105   
0601ARA2Y       20230101002200100000005000 0200000030002108   
0601ARA2Y       20230101002205100000005000 0200000030002110   
0601ARA2Y       20230101002210100000005000 0200000030002112   
0601ARA2Y       20230101002215100000005000 0200000030002115   
0601ARA2Y       20230101002220100000005000 0200000030002117   
0601ARA2Y       20230101002225100000005000 0200000030002119   
0601ARA2Y       20230101002230100000005000 0200000030002122   
0601ARA2Y       20230101002235100000005000 0200000030002124   
0601ARA2Y       20230101002240100000005000 0200000030002126   
0601ARA2Y       20230101002245100000005000 0200000030002129   
0601ARA2Y       20230101002250100000005000 0200000030002131   
0601ARA2Y       20230101002255100000005000 0200000030002133   
0601ARA2Y       20230101002260100000005000 0200000030002135   
0601ARA2Y       20230101002265100000005000 0200000030002138   
0601ARA2Y       20230101002270100000005000 0200000030002139   
0601ARA2Y       20230101002275100000005000 0200000030002142   
0601ARA2Y       20230101002280100000005000 0200000030002144   
0601ARA2Y       20230101002285100000005000 0200000030002146   
0601ARA2Y       20230101002290100000005000 0200000030002148   
0601ARA2Y       20230101002295100000005000 0200000030002150   
0601ARA2Y       20230101002300100000005000 0200000030002152   
0601ARA2Y       20230101002305100000005000 0200000030002154   
0601ARA2Y       20230101002310100000005000 0200000030002157   
0601ARA2Y       20230101002315100000005000 0200000030002159   
0601ARA2Y       20230101002320100000005000 0200000030002161   
0601ARA2Y       20230101002325100000005000 0200000030002163   
0601ARA2Y       20230101002330100000005000 0200000030002165   
0601ARA2Y       20230101002335100000005000 0200000030002167   
0601ARA2Y       20230101002340100000005000 0200000030002169   
0601ARA2Y       20230101002345100000005000 0200000030002171   
0601ARA2Y       20230101002350100000005000 0200000030002173   
0601ARA2Y       20230101002355100000005000 0200000030002176   
0601ARA2Y       20230101002360100000005000 0200000030002177   
0601ARA2Y       20230101002365100000005000 0200000030002179   
0601ARA2Y       20230101002370100000005000 0200000030002182   
0601ARA2Y       20230101002375100000005000 0200000030002183   
0601ARA2Y       20230101002380100000005000 0200000030002185   
0601ARA2Y       20230101002385100000005000 0200000030002188   
0601ARA2Y       20230101002390100000005000 0200000030002189   
0601ARA2Y       20230101002395100000005000 0200000030002191   
0601ARA2Y       20230101002400100000005000 0200000030002194   
0601ARA2Y       20230101002405100000005000 0200000030002195   
0601ARA2Y       20230101002410100000005000 0200000030002197   
0601ARA2Y       20230101002415100000005000 0200000030002199   
0601ARA2Y       20230101002420100000005000 0200000030002201   
0601ARA2Y       20230101002425100000005000 0200000030002203   
0601ARA2Y       20230101002430100000005000 0200000030002205   
0601ARA2Y       20230101002435100000005000 0200000030002207   
0601ARA2Y       20230101002440100000005000 0200000030002208   
0601ARA2Y       20230101002445100000005000 0200000030002210   
0601ARA2Y       20230101002450100000005000 0200000030002213   
0601ARA2Y       20230101002455100000005000 0200000030002214   
0601ARA2Y       20230101002460100000005000 0200000030002216   
0601ARA2Y       20230101002465100000005000 0200000030002218   
0601ARA2Y       20230101002470100000005000 0200000030002220   
0601ARA2Y       20230101002475100000005000 0200000030002221   
0601ARA2Y       20230101002480100000005000 0200000030002224   
0601ARA2Y       20230101002485100000005000 0200000030002225   
0601ARA2Y       20230101002490100000005000 0200000030002227   
0601ARA2Y       20230101002495100000005000 0200000030002229   
0601ARA2Y       20230101002500100000100000 0200000030002248   
0601ARA2Y       20230101002600100000100000 0200000030002275   
0601ARA2Y       20230101002700100000100000 0200000030002298   
0601ARA2Y       20230101002800100000100000 0200000030002321   
0601ARA2Y       20230101002900100000100000 0200000030002341   
0601ARA2Y       20230101003000100000100000 0200000030002361   
0601ARA2Y       20230101003100100000100000 0200000030002378   
0601ARA2Y       20230101003200100000100000 0200000030002396   
0601ARA2Y       20230101003300100000100000 0200000030002411   
0601ARA2Y       20230101003400100000100000 0200000030002426   
0601ARA2Y       20230101003500100000100000 0200000030002440   
0601ARA2Y       20230101003600100000100000 0200000030002454   
0601ARA2Y       20230101003700100000100000 0200000030002467   
0601ARA2Y       20230101003800100000100000 0200000030002478   
