00VD               20221027                                                                                   
0601VDB2N       20230101001770100000005000 0200000000001558   
0601VDB2N       20230101001775100000005000 0200000000001563   
0601VDB2N       20230101001780100000005000 0200000000001570   
0601VDB2N       20230101001785100000005000 0200000000001573   
0601VDB2N       20230101001790100000005000 0200000000001579   
0601VDB2N       20230101001795100000005000 0200000000001584   
0601VDB2N       20230101001800100000005000 0200000000001589   
0601VDB2N       20230101001805100000005000 0200000000001593   
0601VDB2N       20230101001810100000005000 0200000000001599   
0601VDB2N       20230101001815100000005000 0200000000001603   
0601VDB2N       20230101001820100000005000 0200000000001608   
0601VDB2N       20230101001825100000005000 0200000000001613   
0601VDB2N       20230101001830100000005000 0200000000001618   
0601VDB2N       20230101001835100000005000 0200000000001622   
0601VDB2N       20230101001840100000005000 0200000000001629   
0601VDB2N       20230101001845100000005000 0200000000001632   
0601VDB2N       20230101001850100000005000 0200000000001637   
0601VDB2N       20230101001855100000005000 0200000000001642   
0601VDB2N       20230101001860100000005000 0200000000001646   
0601VDB2N       20230101001865100000005000 0200000000001651   
0601VDB2N       20230101001870100000005000 0200000000001655   
0601VDB2N       20230101001875100000005000 0200000000001659   
0601VDB2N       20230101001880100000005000 0200000000001663   
0601VDB2N       20230101001885100000005000 0200000000001666   
0601VDB2N       20230101001890100000005000 0200000000001672   
0601VDB2N       20230101001895100000005000 0200000000001675   
0601VDB2N       20230101001900100000005000 0200000000001679   
0601VDB2N       20230101001905100000005000 0200000000001683   
0601VDB2N       20230101001910100000005000 0200000000001687   
0601VDB2N       20230101001915100000005000 0200000000001690   
0601VDB2N       20230101001920100000005000 0200000000001695   
0601VDB2N       20230101001925100000005000 0200000000001698   
0601VDB2N       20230101001930100000005000 0200000000001702   
0601VDB2N       20230101001935100000005000 0200000000001706   
0601VDB2N       20230101001940100000005000 0200000000001710   
0601VDB2N       20230101001945100000005000 0200000000001712   
0601VDB2N       20230101001950100000005000 0200000000001717   
0601VDB2N       20230101001955100000005000 0200000000001720   
0601VDB2N       20230101001960100000005000 0200000000001724   
0601VDB2N       20230101001965100000005000 0200000000001728   
0601VDB2N       20230101001970100000005000 0200000000001732   
0601VDB2N       20230101001975100000005000 0200000000001735   
0601VDB2N       20230101001980100000005000 0200000000001739   
0601VDB2N       20230101001985100000005000 0200000000001743   
0601VDB2N       20230101001990100000005000 0200000000001746   
0601VDB2N       20230101001995100000005000 0200000000001750   
0601VDB2N       20230101002000100000050000 0200000000001767   
0601VDB2N       20230101002050100000050000 0200000000001801   
0601VDB2N       20230101002100100000050000 0200000000001834   
0601VDB2N       20230101002150100000050000 0200000000001869   
0601VDB2N       20230101002200100000050000 0200000000001903   
0601VDB2N       20230101002250100000050000 0200000000001935   
0601VDB2N       20230101002300100000050000 0200000000001965   
0601VDB2N       20230101002350100000050000 0200000000001995   
0601VDB2N       20230101002400100000050000 0200000000002029   
0601VDB2N       20230101002450100000050000 0200000000002062   
0601VDB2N       20230101002500100000050000 0200000000002098   
0601VDB2N       20230101002550100000050000 0200000000002134   
0601VDB2N       20230101002600100000050000 0200000000002168   
0601VDB2N       20230101002650100000050000 0200000000002200   
0601VDB2N       20230101002700100000050000 0200000000002229   
0601VDB2N       20230101002750100000050000 0200000000002259   
0601VDB2N       20230101002800100000050000 0200000000002290   
0601VDB2N       20230101002850100000050000 0200000000002318   
0601VDB2N       20230101002900100000050000 0200000000002346   
0601VDB2N       20230101002950100000050000 0200000000002372   
0601VDB2N       20230101003000100000050000 0200000000002399   
0601VDB2N       20230101003050100000050000 0200000000002423   
0601VDB2N       20230101003100100000050000 0200000000002447   
0601VDB2N       20230101003150100000050000 0200000000002469   
0601VDB2N       20230101003200100000050000 0200000000002491   
0601VDB2N       20230101003250100000050000 0200000000002516   
0601VDB2N       20230101003300100000050000 0200000000002537   
0601VDB2N       20230101003350100000050000 0200000000002558   
0601VDB2N       20230101003400100000050000 0200000000002579   
0601VDB2N       20230101003450100000050000 0200000000002599   
0601VDB2N       20230101003500100000050000 0200000000002618   
0601VDB2N       20230101003550100000050000 0200000000002637   
0601VDB2N       20230101003600100000050000 0200000000002655   
0601VDB2N       20230101003650100000050000 0200000000002672   
0601VDB2N       20230101003700100000050000 0200000000002692   
0601VDB2N       20230101003750100000050000 0200000000002709   
0601VDB2N       20230101003800100000050000 0200000000002727   
0601VDB2N       20230101003850100000050000 0200000000002744   
0601VDB2N       20230101003900100000050000 0200000000002760   
0601VDB2N       20230101003950100000050000 0200000000002777   
0601VDB2N       20230101004000100000050000 0200000000002792   
0601VDB2N       20230101004050100000050000 0200000000002806   
0601VDB2N       20230101004100100000050000 0200000000002821   
0601VDB2N       20230101004150100000050000 0200000000002836   
0601VDB2N       20230101004200100000050000 0200000000002852   
0601VDB2N       20230101004250100000050000 0200000000002867   
0601VDB2N       20230101004300100000050000 0200000000002881   
0601VDB2N       20230101004350100000050000 0200000000002895   
0601VDB2N       20230101004400100000050000 0200000000002909   
0601VDB2N       20230101004450100000050000 0200000000002922   
0601VDB2N       20230101004500100000050000 0200000000002936   
0601VDB2N       20230101004550100000050000 0200000000002947   
0601VDB2N       20230101004600100000050000 0200000000002961   
0601VDB2N       20230101004650100000050000 0200000000002974   
0601VDB2N       20230101004700100000050000 0200000000002986   
0601VDB2N       20230101004750100000050000 0200000000002998   
0601VDB2N       20230101004800100000050000 0200000000003012   
0601VDB2N       20230101004850100000050000 0200000000003024   
0601VDB2N       20230101004900100000050000 0200000000003035   
0601VDB2N       20230101004950100000050000 0200000000003047   
0601VDB2N       20230101005000100000050000 0200000000003058   
0601VDB2N       20230101005050100000050000 0200000000003070   
0601VDB2N       20230101005100100000050000 0200000000003081   
0601VDB2N       20230101005150100000050000 0200000000003091   
0601VDB2N       20230101005200100000050000 0200000000003102   
0601VDB2N       20230101005250100000050000 0200000000003114   
0601VDB2N       20230101005300100000050000 0200000000003126   
0601VDB2N       20230101005350100000050000 0200000000003136   
0601VDB2N       20230101005400100000050000 0200000000003147   
0601VDB2N       20230101005450100000050000 0200000000003156   
0601VDB2N       20230101005500100000050000 0200000000003167   
0601VDB2N       20230101005550100000050000 0200000000003178   
0601VDB2N       20230101005600100000050000 0200000000003187   
0601VDB2N       20230101005650100000050000 0200000000003196   
0601VDB2N       20230101005700100000050000 0200000000003206   
0601VDB2N       20230101005750100000050000 0200000000003215   
0601VDB2N       20230101005800100000050000 0200000000003225   
0601VDB2N       20230101005850100000050000 0200000000003235   
0601VDB2N       20230101005900100000050000 0200000000003245   
0601VDB2N       20230101005950100000050000 0200000000003254   
0601VDB2N       20230101006000100000050000 0200000000003264   
0601VDB2N       20230101006050100000050000 0200000000003272   
0601VDB2N       20230101006100100000050000 0200000000003281   
0601VDB2N       20230101006150100000050000 0200000000003290   
0601VDB2N       20230101006200100000050000 0200000000003299   
0601VDB2N       20230101006250100000050000 0200000000003308   
0601VDB2N       20230101006300100000050000 0200000000003316   
0601VDB2N       20230101006350100000050000 0200000000003324   
0601VDB2N       20230101006400100000050000 0200000000003332   
0601VDB2N       20230101006450100000050000 0200000000003341   
0601VDB2N       20230101006500100000050000 0200000000003349   
0601VDB2N       20230101006550100000050000 0200000000003355   
0601VDB2N       20230101006600100000050000 0200000000003363   
0601VDB2N       20230101006650100000050000 0200000000003371   
0601VDB2N       20230101006700100000050000 0200000000003378   
0601VDB2N       20230101006750100000050000 0200000000003385   
0601VDB2N       20230101006800100000050000 0200000000003392   
0601VDB2N       20230101006850100000050000 0200000000003399   
0601VDB2N       20230101006900100000050000 0200000000003406   
0601VDB2N       20230101006950100000050000 0200000000003413   
0601VDB2N       20230101007000100000050000 0200000000003419   
0601VDB2N       20230101007050100000050000 0200000000003426   
0601VDB2N       20230101007100100000050000 0200000000003432   
0601VDB2N       20230101007150100000050000 0200000000003439   
0601VDB2N       20230101007200100000050000 0200000000003445   
0601VDB2N       20230101007250100000050000 0200000000003451   
0601VDB2N       20230101007300100000050000 0200000000003457   
0601VDB2N       20230101007350100000050000 0200000000003464   
0601VDB2N       20230101007400100000050000 0200000000003469   
0601VDB2N       20230101007450100000050000 0200000000003475   
0601VDB2N       20230101007500100000050000 0200000000003481   
0601VDB2N       20230101007550100000050000 0200000000003486   
0601VDB2N       20230101007600100000050000 0200000000003492   
0601VDB2N       20230101007650100000050000 0200000000003498   
0601VDB2N       20230101007700100000050000 0200000000003503   
0601VDB2N       20230101007750100000050000 0200000000003508   
0601VDB2N       20230101007800100000050000 0200000000003514   
0601VDB2N       20230101007850100000050000 0200000000003519   
0601VDB2N       20230101007900100000050000 0200000000003524   
0601VDB2N       20230101007950100000050000 0200000000003528   
0601VDB2N       20230101008000100000050000 0200000000003533   
0601VDB2N       20230101008050100000050000 0200000000003539   
0601VDB2N       20230101008100100000050000 0200000000003544   
0601VDB2N       20230101008150100000050000 0200000000003548   
0601VDB2N       20230101008200100000050000 0200000000003553   
0601VDB2N       20230101008250100000050000 0200000000003557   
0601VDB2N       20230101008300100000050000 0200000000003562   
0601VDB2N       20230101008350100000050000 0200000000003566   
0601VDB2N       20230101008400100000050000 0200000000003571   
0601VDB2N       20230101008450100000050000 0200000000003576   
0601VDB2N       20230101008500100000050000 0200000000003580   
0601VDB2N       20230101008550100000050000 0200000000003585   
0601VDB2N       20230101008600100000050000 0200000000003589   
0601VDB2N       20230101008650100000050000 0200000000003593   
0601VDB2N       20230101008700100000050000 0200000000003597   
0601VDB2N       20230101008750100000050000 0200000000003601   
0601VDB2N       20230101008800100000050000 0200000000003605   
0601VDB2N       20230101008850100000050000 0200000000003609   
0601VDB2N       20230101008900100000050000 0200000000003612   
0601VDB2N       20230101008950100000050000 0200000000003615   
0601VDB2N       20230101009000100000050000 0200000000003618   
0601VDB2N       20230101009050100000050000 0200000000003622   
0601VDB2N       20230101009100100000050000 0200000000003625   
0601VDB2N       20230101009150100000050000 0200000000003628   
0601VDB2N       20230101009200100000050000 0200000000003631   
0601VDB2N       20230101009250100000050000 0200000000003633   
0601VDB2N       20230101009300100000050000 0200000000003637   
0601VDB2N       20230101009350100000050000 0200000000003640   
0601VDB2N       20230101009400100000050000 0200000000003642   
0601VDB2N       20230101009450100000050000 0200000000003645   
0601VDB2N       20230101009500100000050000 0200000000003648   
0601VDB2N       20230101009550100000050000 0200000000003651   
0601VDB2N       20230101009600100000050000 0200000000003654   
0601VDB2N       20230101009650100000050000 0200000000003656   
0601VDB2N       20230101009700100000050000 0200000000003659   
0601VDB2N       20230101009750100000050000 0200000000003661   
0601VDB2N       20230101009800100000050000 0200000000003663   
0601VDB2N       20230101009850100000050000 0200000000003667   
0601VDB2N       20230101009900100000050000 0200000000003669   
0601VDB2N       20230101009950100000050000 0200000000003672   
0601VDB2N       20230101010000100040000000 0200000000003673   
0601VDB3N       20230101000000100000530000 0300000000000000   
0601VDB3N       20230101000530100000005000 0300000000000004   
0601VDB3N       20230101000535100000005000 0300000000000007   
0601VDB3N       20230101000540100000005000 0300000000000009   
0601VDB3N       20230101000545100000005000 0300000000000012   
0601VDB3N       20230101000550100000005000 0300000000000015   
0601VDB3N       20230101000555100000005000 0300000000000017   
0601VDB3N       20230101000560100000005000 0300000000000021   
0601VDB3N       20230101000565100000005000 0300000000000025   
0601VDB3N       20230101000570100000005000 0300000000000031   
0601VDB3N       20230101000575100000005000 0300000000000035   
0601VDB3N       20230101000580100000005000 0300000000000040   
0601VDB3N       20230101000585100000005000 0300000000000044   
0601VDB3N       20230101000590100000005000 0300000000000049   
0601VDB3N       20230101000595100000005000 0300000000000053   
0601VDB3N       20230101000600100000005000 0300000000000059   
0601VDB3N       20230101000605100000005000 0300000000000065   
0601VDB3N       20230101000610100000005000 0300000000000073   
0601VDB3N       20230101000615100000005000 0300000000000079   
0601VDB3N       20230101000620100000005000 0300000000000085   
0601VDB3N       20230101000625100000005000 0300000000000090   
0601VDB3N       20230101000630100000005000 0300000000000097   
0601VDB3N       20230101000635100000005000 0300000000000105   
0601VDB3N       20230101000640100000005000 0300000000000113   
0601VDB3N       20230101000645100000005000 0300000000000122   
0601VDB3N       20230101000650100000005000 0300000000000129   
0601VDB3N       20230101000655100000005000 0300000000000136   
0601VDB3N       20230101000660100000005000 0300000000000145   
0601VDB3N       20230101000665100000005000 0300000000000152   
0601VDB3N       20230101000670100000005000 0300000000000159   
0601VDB3N       20230101000675100000005000 0300000000000166   
0601VDB3N       20230101000680100000005000 0300000000000174   
0601VDB3N       20230101000685100000005000 0300000000000180   
0601VDB3N       20230101000690100000005000 0300000000000187   
0601VDB3N       20230101000695100000005000 0300000000000193   
0601VDB3N       20230101000700100000005000 0300000000000201   
0601VDB3N       20230101000705100000005000 0300000000000209   
0601VDB3N       20230101000710100000005000 0300000000000217   
0601VDB3N       20230101000715100000005000 0300000000000225   
0601VDB3N       20230101000720100000005000 0300000000000235   
0601VDB3N       20230101000725100000005000 0300000000000242   
0601VDB3N       20230101000730100000005000 0300000000000250   
0601VDB3N       20230101000735100000005000 0300000000000257   
0601VDB3N       20230101000740100000005000 0300000000000267   
0601VDB3N       20230101000745100000005000 0300000000000274   
0601VDB3N       20230101000750100000005000 0300000000000281   
0601VDB3N       20230101000755100000005000 0300000000000289   
0601VDB3N       20230101000760100000005000 0300000000000297   
0601VDB3N       20230101000765100000005000 0300000000000303   
0601VDB3N       20230101000770100000005000 0300000000000312   
0601VDB3N       20230101000775100000005000 0300000000000318   
0601VDB3N       20230101000780100000005000 0300000000000328   
0601VDB3N       20230101000785100000005000 0300000000000339   
0601VDB3N       20230101000790100000005000 0300000000000346   
0601VDB3N       20230101000795100000005000 0300000000000355   
0601VDB3N       20230101000800100000005000 0300000000000362   
0601VDB3N       20230101000805100000005000 0300000000000372   
0601VDB3N       20230101000810100000005000 0300000000000379   
0601VDB3N       20230101000815100000005000 0300000000000388   
0601VDB3N       20230101000820100000005000 0300000000000396   
0601VDB3N       20230101000825100000005000 0300000000000404   
0601VDB3N       20230101000830100000005000 0300000000000411   
0601VDB3N       20230101000835100000005000 0300000000000420   
0601VDB3N       20230101000840100000005000 0300000000000427   
0601VDB3N       20230101000845100000005000 0300000000000435   
0601VDB3N       20230101000850100000005000 0300000000000443   
0601VDB3N       20230101000855100000005000 0300000000000454   
0601VDB3N       20230101000860100000005000 0300000000000462   
0601VDB3N       20230101000865100000005000 0300000000000470   
0601VDB3N       20230101000870100000005000 0300000000000478   
0601VDB3N       20230101000875100000005000 0300000000000489   
0601VDB3N       20230101000880100000005000 0300000000000496   
0601VDB3N       20230101000885100000005000 0300000000000505   
0601VDB3N       20230101000890100000005000 0300000000000512   
0601VDB3N       20230101000895100000005000 0300000000000522   
0601VDB3N       20230101000900100000005000 0300000000000529   
0601VDB3N       20230101000905100000005000 0300000000000537   
0601VDB3N       20230101000910100000005000 0300000000000544   
0601VDB3N       20230101000915100000005000 0300000000000554   
0601VDB3N       20230101000920100000005000 0300000000000561   
0601VDB3N       20230101000925100000005000 0300000000000568   
0601VDB3N       20230101000930100000005000 0300000000000577   
0601VDB3N       20230101000935100000005000 0300000000000584   
0601VDB3N       20230101000940100000005000 0300000000000591   
0601VDB3N       20230101000945100000005000 0300000000000600   
0601VDB3N       20230101000950100000005000 0300000000000606   
0601VDB3N       20230101000955100000005000 0300000000000613   
0601VDB3N       20230101000960100000005000 0300000000000620   
0601VDB3N       20230101000965100000005000 0300000000000628   
0601VDB3N       20230101000970100000005000 0300000000000634   
0601VDB3N       20230101000975100000005000 0300000000000641   
0601VDB3N       20230101000980100000005000 0300000000000647   
0601VDB3N       20230101000985100000005000 0300000000000656   
0601VDB3N       20230101000990100000005000 0300000000000661   
0601VDB3N       20230101000995100000005000 0300000000000668   
0601VDB3N       20230101001000100000005000 0300000000000674   
0601VDB3N       20230101001005100000005000 0300000000000682   
0601VDB3N       20230101001010100000005000 0300000000000688   
0601VDB3N       20230101001015100000005000 0300000000000694   
0601VDB3N       20230101001020100000005000 0300000000000700   
0601VDB3N       20230101001025100000005000 0300000000000707   
0601VDB3N       20230101001030100000005000 0300000000000714   
0601VDB3N       20230101001035100000005000 0300000000000721   
0601VDB3N       20230101001040100000005000 0300000000000730   
0601VDB3N       20230101001045100000005000 0300000000000737   
0601VDB3N       20230101001050100000005000 0300000000000746   
0601VDB3N       20230101001055100000005000 0300000000000756   
0601VDB3N       20230101001060100000005000 0300000000000763   
0601VDB3N       20230101001065100000005000 0300000000000771   
0601VDB3N       20230101001070100000005000 0300000000000779   
0601VDB3N       20230101001075100000005000 0300000000000789   
0601VDB3N       20230101001080100000005000 0300000000000796   
0601VDB3N       20230101001085100000005000 0300000000000804   
0601VDB3N       20230101001090100000005000 0300000000000811   
0601VDB3N       20230101001095100000005000 0300000000000822   
0601VDB3N       20230101001100100000005000 0300000000000830   
0601VDB3N       20230101001105100000005000 0300000000000839   
0601VDB3N       20230101001110100000005000 0300000000000847   
0601VDB3N       20230101001115100000005000 0300000000000854   
0601VDB3N       20230101001120100000005000 0300000000000863   
0601VDB3N       20230101001125100000005000 0300000000000871   
0601VDB3N       20230101001130100000005000 0300000000000878   
0601VDB3N       20230101001135100000005000 0300000000000888   
0601VDB3N       20230101001140100000005000 0300000000000891   
0601VDB3N       20230101001145100000005000 0300000000000895   
0601VDB3N       20230101001150100000005000 0300000000000899   
0601VDB3N       20230101001155100000005000 0300000000000904   
0601VDB3N       20230101001160100000005000 0300000000000908   
0601VDB3N       20230101001165100000005000 0300000000000913   
0601VDB3N       20230101001170100000005000 0300000000000916   
0601VDB3N       20230101001175100000005000 0300000000000921   
0601VDB3N       20230101001180100000005000 0300000000000925   
0601VDB3N       20230101001185100000005000 0300000000000930   
0601VDB3N       20230101001190100000005000 0300000000000934   
0601VDB3N       20230101001195100000005000 0300000000000938   
0601VDB3N       20230101001200100000005000 0300000000000942   
0601VDB3N       20230101001205100000005000 0300000000000945   
0601VDB3N       20230101001210100000005000 0300000000000950   
0601VDB3N       20230101001215100000005000 0300000000000955   
0601VDB3N       20230101001220100000005000 0300000000000958   
0601VDB3N       20230101001225100000005000 0300000000000962   
0601VDB3N       20230101001230100000005000 0300000000000965   
0601VDB3N       20230101001235100000005000 0300000000000971   
0601VDB3N       20230101001240100000005000 0300000000000975   
0601VDB3N       20230101001245100000005000 0300000000000978   
0601VDB3N       20230101001250100000005000 0300000000000983   
0601VDB3N       20230101001255100000005000 0300000000000987   
0601VDB3N       20230101001260100000005000 0300000000000991   
0601VDB3N       20230101001265100000005000 0300000000000996   
0601VDB3N       20230101001270100000005000 0300000000000999   
0601VDB3N       20230101001275100000005000 0300000000001004   
0601VDB3N       20230101001280100000005000 0300000000001007   
0601VDB3N       20230101001285100000005000 0300000000001012   
0601VDB3N       20230101001290100000005000 0300000000001016   
0601VDB3N       20230101001295100000005000 0300000000001020   
0601VDB3N       20230101001300100000005000 0300000000001024   
0601VDB3N       20230101001305100000005000 0300000000001028   
0601VDB3N       20230101001310100000005000 0300000000001031   
0601VDB3N       20230101001315100000005000 0300000000001036   
0601VDB3N       20230101001320100000005000 0300000000001039   
0601VDB3N       20230101001325100000005000 0300000000001043   
0601VDB3N       20230101001330100000005000 0300000000001048   
0601VDB3N       20230101001335100000005000 0300000000001051   
0601VDB3N       20230101001340100000005000 0300000000001054   
0601VDB3N       20230101001345100000005000 0300000000001059   
0601VDB3N       20230101001350100000005000 0300000000001062   
0601VDB3N       20230101001355100000005000 0300000000001065   
0601VDB3N       20230101001360100000005000 0300000000001070   
0601VDB3N       20230101001365100000005000 0300000000001073   
0601VDB3N       20230101001370100000005000 0300000000001077   
0601VDB3N       20230101001375100000005000 0300000000001082   
0601VDB3N       20230101001380100000005000 0300000000001085   
0601VDB3N       20230101001385100000005000 0300000000001089   
0601VDB3N       20230101001390100000005000 0300000000001093   
0601VDB3N       20230101001395100000005000 0300000000001097   
0601VDB3N       20230101001400100000005000 0300000000001099   
0601VDB3N       20230101001405100000005000 0300000000001105   
0601VDB3N       20230101001410100000005000 0300000000001109   
0601VDB3N       20230101001415100000005000 0300000000001112   
0601VDB3N       20230101001420100000005000 0300000000001115   
0601VDB3N       20230101001425100000005000 0300000000001121   
0601VDB3N       20230101001430100000005000 0300000000001123   
0601VDB3N       20230101001435100000005000 0300000000001127   
0601VDB3N       20230101001440100000005000 0300000000001132   
0601VDB3N       20230101001445100000005000 0300000000001136   
0601VDB3N       20230101001450100000005000 0300000000001138   
0601VDB3N       20230101001455100000005000 0300000000001143   
0601VDB3N       20230101001460100000005000 0300000000001147   
0601VDB3N       20230101001465100000005000 0300000000001149   
0601VDB3N       20230101001470100000005000 0300000000001154   
0601VDB3N       20230101001475100000005000 0300000000001158   
0601VDB3N       20230101001480100000005000 0300000000001162   
0601VDB3N       20230101001485100000005000 0300000000001166   
0601VDB3N       20230101001490100000005000 0300000000001171   
0601VDB3N       20230101001495100000005000 0300000000001173   
0601VDB3N       20230101001500100000005000 0300000000001180   
0601VDB3N       20230101001505100000005000 0300000000001184   
0601VDB3N       20230101001510100000005000 0300000000001187   
0601VDB3N       20230101001515100000005000 0300000000001192   
0601VDB3N       20230101001520100000005000 0300000000001198   
0601VDB3N       20230101001525100000005000 0300000000001200   
0601VDB3N       20230101001530100000005000 0300000000001206   
0601VDB3N       20230101001535100000005000 0300000000001209   
0601VDB3N       20230101001540100000005000 0300000000001215   
0601VDB3N       20230101001545100000005000 0300000000001219   
0601VDB3N       20230101001550100000005000 0300000000001223   
0601VDB3N       20230101001555100000005000 0300000000001225   
0601VDB3N       20230101001560100000005000 0300000000001232   
0601VDB3N       20230101001565100000005000 0300000000001236   
0601VDB3N       20230101001570100000005000 0300000000001240   
0601VDB3N       20230101001575100000005000 0300000000001242   
0601VDB3N       20230101001580100000005000 0300000000001248   
0601VDB3N       20230101001585100000005000 0300000000001253   
0601VDB3N       20230101001590100000005000 0300000000001256   
0601VDB3N       20230101001595100000005000 0300000000001261   
0601VDB3N       20230101001600100000005000 0300000000001266   
0601VDB3N       20230101001605100000005000 0300000000001269   
0601VDB3N       20230101001610100000005000 0300000000001274   
0601VDB3N       20230101001615100000005000 0300000000001277   
0601VDB3N       20230101001620100000005000 0300000000001282   
0601VDB3N       20230101001625100000005000 0300000000001286   
0601VDB3N       20230101001630100000005000 0300000000001290   
0601VDB3N       20230101001635100000005000 0300000000001293   
0601VDB3N       20230101001640100000005000 0300000000001300   
0601VDB3N       20230101001645100000005000 0300000000001303   
0601VDB3N       20230101001650100000005000 0300000000001307   
0601VDB3N       20230101001655100000005000 0300000000001311   
0601VDB3N       20230101001660100000005000 0300000000001316   
0601VDB3N       20230101001665100000005000 0300000000001319   
0601VDB3N       20230101001670100000005000 0300000000001324   
0601VDB3N       20230101001675100000005000 0300000000001327   
0601VDB3N       20230101001680100000005000 0300000000001332   
0601VDB3N       20230101001685100000005000 0300000000001337   
0601VDB3N       20230101001690100000005000 0300000000001340   
0601VDB3N       20230101001695100000005000 0300000000001344   
0601VDB3N       20230101001700100000005000 0300000000001350   
0601VDB3N       20230101001705100000005000 0300000000001353   
0601VDB3N       20230101001710100000005000 0300000000001357   
0601VDB3N       20230101001715100000005000 0300000000001360   
0601VDB3N       20230101001720100000005000 0300000000001367   
0601VDB3N       20230101001725100000005000 0300000000001370   
0601VDB3N       20230101001730100000005000 0300000000001374   
0601VDB3N       20230101001735100000005000 0300000000001379   
0601VDB3N       20230101001740100000005000 0300000000001383   
0601VDB3N       20230101001745100000005000 0300000000001387   
0601VDB3N       20230101001750100000005000 0300000000001394   
0601VDB3N       20230101001755100000005000 0300000000001398   
0601VDB3N       20230101001760100000005000 0300000000001402   
0601VDB3N       20230101001765100000005000 0300000000001409   
0601VDB3N       20230101001770100000005000 0300000000001412   
0601VDB3N       20230101001775100000005000 0300000000001418   
0601VDB3N       20230101001780100000005000 0300000000001422   
0601VDB3N       20230101001785100000005000 0300000000001427   
0601VDB3N       20230101001790100000005000 0300000000001431   
0601VDB3N       20230101001795100000005000 0300000000001437   
0601VDB3N       20230101001800100000005000 0300000000001440   
0601VDB3N       20230101001805100000005000 0300000000001446   
0601VDB3N       20230101001810100000005000 0300000000001451   
0601VDB3N       20230101001815100000005000 0300000000001456   
0601VDB3N       20230101001820100000005000 0300000000001459   
0601VDB3N       20230101001825100000005000 0300000000001466   
0601VDB3N       20230101001830100000005000 0300000000001469   
0601VDB3N       20230101001835100000005000 0300000000001474   
0601VDB3N       20230101001840100000005000 0300000000001479   
0601VDB3N       20230101001845100000005000 0300000000001482   
0601VDB3N       20230101001850100000005000 0300000000001488   
0601VDB3N       20230101001855100000005000 0300000000001492   
0601VDB3N       20230101001860100000005000 0300000000001497   
0601VDB3N       20230101001865100000005000 0300000000001500   
0601VDB3N       20230101001870100000005000 0300000000001505   
0601VDB3N       20230101001875100000005000 0300000000001510   
0601VDB3N       20230101001880100000005000 0300000000001514   
0601VDB3N       20230101001885100000005000 0300000000001517   
0601VDB3N       20230101001890100000005000 0300000000001524   
0601VDB3N       20230101001895100000005000 0300000000001527   
0601VDB3N       20230101001900100000005000 0300000000001531   
0601VDB3N       20230101001905100000005000 0300000000001536   
0601VDB3N       20230101001910100000005000 0300000000001539   
0601VDB3N       20230101001915100000005000 0300000000001544   
0601VDB3N       20230101001920100000005000 0300000000001548   
0601VDB3N       20230101001925100000005000 0300000000001552   
0601VDB3N       20230101001930100000005000 0300000000001555   
0601VDB3N       20230101001935100000005000 0300000000001562   
0601VDB3N       20230101001940100000005000 0300000000001565   
0601VDB3N       20230101001945100000005000 0300000000001569   
0601VDB3N       20230101001950100000005000 0300000000001573   
0601VDB3N       20230101001955100000005000 0300000000001577   
0601VDB3N       20230101001960100000005000 0300000000001580   
0601VDB3N       20230101001965100000005000 0300000000001585   
0601VDB3N       20230101001970100000005000 0300000000001590   
0601VDB3N       20230101001975100000005000 0300000000001594   
0601VDB3N       20230101001980100000005000 0300000000001599   
0601VDB3N       20230101001985100000005000 0300000000001603   
0601VDB3N       20230101001990100000005000 0300000000001606   
0601VDB3N       20230101001995100000005000 0300000000001611   
0601VDB3N       20230101002000100000050000 0300000000001629   
0601VDB3N       20230101002050100000050000 0300000000001666   
0601VDB3N       20230101002100100000050000 0300000000001703   
0601VDB3N       20230101002150100000050000 0300000000001737   
0601VDB3N       20230101002200100000050000 0300000000001768   
0601VDB3N       20230101002250100000050000 0300000000001798   
0601VDB3N       20230101002300100000050000 0300000000001828   
0601VDB3N       20230101002350100000050000 0300000000001857   
0601VDB3N       20230101002400100000050000 0300000000001883   
0601VDB3N       20230101002450100000050000 0300000000001910   
0601VDB3N       20230101002500100000050000 0300000000001938   
0601VDB3N       20230101002550100000050000 0300000000001967   
0601VDB3N       20230101002600100000050000 0300000000001997   
0601VDB3N       20230101002650100000050000 0300000000002031   
0601VDB3N       20230101002700100000050000 0300000000002064   
0601VDB3N       20230101002750100000050000 0300000000002095   
0601VDB3N       20230101002800100000050000 0300000000002127   
0601VDB3N       20230101002850100000050000 0300000000002160   
0601VDB3N       20230101002900100000050000 0300000000002192   
0601VDB3N       20230101002950100000050000 0300000000002223   
0601VDB3N       20230101003000100000050000 0300000000002254   
0601VDB3N       20230101003050100000050000 0300000000002280   
0601VDB3N       20230101003100100000050000 0300000000002309   
0601VDB3N       20230101003150100000050000 0300000000002337   
0601VDB3N       20230101003200100000050000 0300000000002363   
0601VDB3N       20230101003250100000050000 0300000000002389   
0601VDB3N       20230101003300100000050000 0300000000002413   
0601VDB3N       20230101003350100000050000 0300000000002437   
0601VDB3N       20230101003400100000050000 0300000000002460   
0601VDB3N       20230101003450100000050000 0300000000002483   
0601VDB3N       20230101003500100000050000 0300000000002502   
0601VDB3N       20230101003550100000050000 0300000000002525   
0601VDB3N       20230101003600100000050000 0300000000002546   
0601VDB3N       20230101003650100000050000 0300000000002567   
0601VDB3N       20230101003700100000050000 0300000000002587   
