00GE               20221025                                                                                   
0601GEA4N       20230101005175005000020000 0400000000003063   
0601GEA4N       20230101005195005000020000 0400000000003067   
0601GEA4N       20230101005215005000020000 0400000000003071   
0601GEA4N       20230101005235005000020000 0400000000003075   
0601GEA4N       20230101005255005000020000 0400000000003078   
0601GEA4N       20230101005275005000020000 0400000000003082   
0601GEA4N       20230101005295005000020000 0400000000003085   
0601GEA4N       20230101005315005000020000 0400000000003089   
0601GEA4N       20230101005335005000020000 0400000000003092   
0601GEA4N       20230101005355005000020000 0400000000003096   
0601GEA4N       20230101005375005000020000 0400000000003100   
0601GEA4N       20230101005395005000020000 0400000000003103   
0601GEA4N       20230101005415005000020000 0400000000003106   
0601GEA4N       20230101005435005000020000 0400000000003110   
0601GEA4N       20230101005455005000020000 0400000000003113   
0601GEA4N       20230101005475005000020000 0400000000003117   
0601GEA4N       20230101005495005000020000 0400000000003120   
0601GEA4N       20230101005515005000020000 0400000000003123   
0601GEA4N       20230101005535005000020000 0400000000003126   
0601GEA4N       20230101005555005000020000 0400000000003130   
0601GEA4N       20230101005575005000020000 0400000000003133   
0601GEA4N       20230101005595005000020000 0400000000003136   
0601GEA4N       20230101005615005000020000 0400000000003139   
0601GEA4N       20230101005635005000020000 0400000000003142   
0601GEA4N       20230101005655005000020000 0400000000003146   
0601GEA4N       20230101005675005000020000 0400000000003149   
0601GEA4N       20230101005695005000020000 0400000000003152   
0601GEA4N       20230101005715005000020000 0400000000003155   
0601GEA4N       20230101005735005000020000 0400000000003158   
0601GEA4N       20230101005755005000020000 0400000000003161   
0601GEA4N       20230101005775005000020000 0400000000003164   
0601GEA4N       20230101005795005000020000 0400000000003167   
0601GEA4N       20230101005815005000020000 0400000000003170   
0601GEA4N       20230101005835005000020000 0400000000003173   
0601GEA4N       20230101005855005000020000 0400000000003176   
0601GEA4N       20230101005875005000020000 0400000000003179   
0601GEA4N       20230101005895005000020000 0400000000003182   
0601GEA4N       20230101005915005000020000 0400000000003185   
0601GEA4N       20230101005935005000020000 0400000000003187   
0601GEA4N       20230101005955005000020000 0400000000003190   
0601GEA4N       20230101005975005000020000 0400000000003193   
0601GEA4N       20230101005995005000020000 0400000000003196   
0601GEA4N       20230101006015005000020000 0400000000003199   
0601GEA4N       20230101006035005000020000 0400000000003202   
0601GEA4N       20230101006055005000020000 0400000000003204   
0601GEA4N       20230101006075005000020000 0400000000003207   
0601GEA4N       20230101006095005000020000 0400000000003210   
0601GEA4N       20230101006115005000020000 0400000000003212   
0601GEA4N       20230101006135005000020000 0400000000003215   
0601GEA4N       20230101006155005000020000 0400000000003218   
0601GEA4N       20230101006175005000020000 0400000000003220   
0601GEA4N       20230101006195005000020000 0400000000003223   
0601GEA4N       20230101006215005000020000 0400000000003226   
0601GEA4N       20230101006235005000020000 0400000000003228   
0601GEA4N       20230101006255005000020000 0400000000003231   
0601GEA4N       20230101006275005000020000 0400000000003233   
0601GEA4N       20230101006295005000020000 0400000000003236   
0601GEA4N       20230101006315005000020000 0400000000003238   
0601GEA4N       20230101006335005000020000 0400000000003241   
0601GEA4N       20230101006355005000020000 0400000000003243   
0601GEA4N       20230101006375005000020000 0400000000003246   
0601GEA4N       20230101006395005000020000 0400000000003248   
0601GEA4N       20230101006415005000020000 0400000000003251   
0601GEA4N       20230101006435005000020000 0400000000003253   
0601GEA4N       20230101006455005000020000 0400000000003256   
0601GEA4N       20230101006475005000020000 0400000000003258   
0601GEA4N       20230101006495005000020000 0400000000003260   
0601GEA4N       20230101006515005000020000 0400000000003263   
0601GEA4N       20230101006535005000020000 0400000000003265   
0601GEA4N       20230101006555005000020000 0400000000003267   
0601GEA4N       20230101006575005000020000 0400000000003270   
0601GEA4N       20230101006595005000020000 0400000000003273   
0601GEA4N       20230101006615005000020000 0400000000003275   
0601GEA4N       20230101006635005000020000 0400000000003278   
0601GEA4N       20230101006655005000020000 0400000000003280   
0601GEA4N       20230101006675005000020000 0400000000003283   
0601GEA4N       20230101006695005000020000 0400000000003285   
0601GEA4N       20230101006715005000020000 0400000000003288   
0601GEA4N       20230101006735005000020000 0400000000003290   
0601GEA4N       20230101006755005000020000 0400000000003292   
0601GEA4N       20230101006775005000020000 0400000000003295   
0601GEA4N       20230101006795005000020000 0400000000003297   
0601GEA4N       20230101006815005000020000 0400000000003300   
0601GEA4N       20230101006835005000020000 0400000000003302   
0601GEA4N       20230101006855005000020000 0400000000003304   
0601GEA4N       20230101006875005000020000 0400000000003307   
0601GEA4N       20230101006895005000020000 0400000000003309   
0601GEA4N       20230101006915005000020000 0400000000003311   
0601GEA4N       20230101006935005000020000 0400000000003314   
0601GEA4N       20230101006955005000020000 0400000000003316   
0601GEA4N       20230101006975005000020000 0400000000003318   
0601GEA4N       20230101006995005000020000 0400000000003320   
0601GEA4N       20230101007015005000020000 0400000000003323   
0601GEA4N       20230101007035005000020000 0400000000003325   
0601GEA4N       20230101007055005000020000 0400000000003327   
0601GEA4N       20230101007075005000020000 0400000000003329   
0601GEA4N       20230101007095005000020000 0400000000003332   
0601GEA4N       20230101007115005000020000 0400000000003334   
0601GEA4N       20230101007135005000020000 0400000000003336   
0601GEA4N       20230101007155005000020000 0400000000003338   
0601GEA4N       20230101007175005000020000 0400000000003340   
0601GEA4N       20230101007195005000020000 0400000000003342   
0601GEA4N       20230101007215005000020000 0400000000003345   
0601GEA4N       20230101007235005000020000 0400000000003347   
0601GEA4N       20230101007255005000020000 0400000000003349   
0601GEA4N       20230101007275005000020000 0400000000003351   
0601GEA4N       20230101007295005000020000 0400000000003353   
0601GEA4N       20230101007315005000020000 0400000000003355   
0601GEA4N       20230101007335005000020000 0400000000003357   
0601GEA4N       20230101007355005000020000 0400000000003360   
0601GEA4N       20230101007375005000020000 0400000000003362   
0601GEA4N       20230101007395005000020000 0400000000003365   
0601GEA4N       20230101007415005000020000 0400000000003368   
0601GEA4N       20230101007435005000020000 0400000000003371   
0601GEA4N       20230101007455005000020000 0400000000003374   
0601GEA4N       20230101007475005000020000 0400000000003376   
0601GEA4N       20230101007495005000020000 0400000000003379   
0601GEA4N       20230101007515005000020000 0400000000003382   
0601GEA4N       20230101007535005000020000 0400000000003384   
0601GEA4N       20230101007555005000020000 0400000000003387   
0601GEA4N       20230101007575005000020000 0400000000003390   
0601GEA4N       20230101007595005000020000 0400000000003392   
0601GEA4N       20230101007615005000020000 0400000000003394   
0601GEA4N       20230101007635005000020000 0400000000003397   
0601GEA4N       20230101007655005000020000 0400000000003399   
0601GEA4N       20230101007675005000020000 0400000000003401   
0601GEA4N       20230101007695005000020000 0400000000003403   
0601GEA4N       20230101007715005000020000 0400000000003405   
0601GEA4N       20230101007735005000020000 0400000000003407   
0601GEA4N       20230101007755005000020000 0400000000003410   
0601GEA4N       20230101007775005000020000 0400000000003412   
0601GEA4N       20230101007795005000020000 0400000000003414   
0601GEA4N       20230101007815005000020000 0400000000003416   
0601GEA4N       20230101007835005000020000 0400000000003418   
0601GEA4N       20230101007855005000020000 0400000000003420   
0601GEA4N       20230101007875005000020000 0400000000003422   
0601GEA4N       20230101007895005000020000 0400000000003424   
0601GEA4N       20230101007915005000020000 0400000000003426   
0601GEA4N       20230101007935005000020000 0400000000003428   
0601GEA4N       20230101007955005000020000 0400000000003430   
0601GEA4N       20230101007975005000020000 0400000000003432   
0601GEA4N       20230101007995005000020000 0400000000003434   
0601GEA4N       20230101008015005000020000 0400000000003436   
0601GEA4N       20230101008035005000020000 0400000000003438   
0601GEA4N       20230101008055005000020000 0400000000003440   
0601GEA4N       20230101008075005000020000 0400000000003442   
0601GEA4N       20230101008095005000020000 0400000000003444   
0601GEA4N       20230101008115005000020000 0400000000003446   
0601GEA4N       20230101008135005000020000 0400000000003448   
0601GEA4N       20230101008155005000020000 0400000000003450   
0601GEA4N       20230101008175005000020000 0400000000003452   
0601GEA4N       20230101008195005000020000 0400000000003453   
0601GEA4N       20230101008215005000020000 0400000000003455   
0601GEA4N       20230101008235005000020000 0400000000003457   
0601GEA4N       20230101008255005000020000 0400000000003459   
0601GEA4N       20230101008275005000020000 0400000000003461   
0601GEA4N       20230101008295005000020000 0400000000003463   
0601GEA4N       20230101008315005000020000 0400000000003465   
0601GEA4N       20230101008335005000020000 0400000000003466   
0601GEA4N       20230101008355005000020000 0400000000003468   
0601GEA4N       20230101008375005000020000 0400000000003470   
0601GEA4N       20230101008395005000020000 0400000000003472   
0601GEA4N       20230101008415005000020000 0400000000003474   
0601GEA4N       20230101008435005000020000 0400000000003475   
0601GEA4N       20230101008455005000020000 0400000000003477   
0601GEA4N       20230101008475005000020000 0400000000003479   
0601GEA4N       20230101008495005000020000 0400000000003481   
0601GEA4N       20230101008515005000020000 0400000000003483   
0601GEA4N       20230101008535005000020000 0400000000003484   
0601GEA4N       20230101008555005000020000 0400000000003486   
0601GEA4N       20230101008575005000020000 0400000000003488   
0601GEA4N       20230101008595005000020000 0400000000003490   
0601GEA4N       20230101008615005000020000 0400000000003491   
0601GEA4N       20230101008635005000020000 0400000000003493   
0601GEA4N       20230101008655005000020000 0400000000003495   
0601GEA4N       20230101008675005000020000 0400000000003496   
0601GEA4N       20230101008695005000020000 0400000000003498   
0601GEA4N       20230101008715005000020000 0400000000003500   
0601GEA4N       20230101008735005000020000 0400000000003501   
0601GEA4N       20230101008755005000020000 0400000000003503   
0601GEA4N       20230101008775005000020000 0400000000003505   
0601GEA4N       20230101008795005000020000 0400000000003506   
0601GEA4N       20230101008815005000020000 0400000000003508   
0601GEA4N       20230101008835005000020000 0400000000003510   
0601GEA4N       20230101008855005000020000 0400000000003511   
0601GEA4N       20230101008875005000020000 0400000000003513   
0601GEA4N       20230101008895005000020000 0400000000003514   
0601GEA4N       20230101008915005000020000 0400000000003516   
0601GEA4N       20230101008935005000020000 0400000000003518   
0601GEA4N       20230101008955005000020000 0400000000003519   
0601GEA4N       20230101008975005000020000 0400000000003521   
0601GEA4N       20230101008995005000020000 0400000000003522   
0601GEA4N       20230101009015005000020000 0400000000003524   
0601GEA4N       20230101009035005000020000 0400000000003525   
0601GEA4N       20230101009055005000020000 0400000000003527   
0601GEA4N       20230101009075005000020000 0400000000003529   
0601GEA4N       20230101009095005000020000 0400000000003530   
0601GEA4N       20230101009115005000020000 0400000000003532   
0601GEA4N       20230101009135005000020000 0400000000003533   
0601GEA4N       20230101009155005000020000 0400000000003535   
0601GEA4N       20230101009175005000020000 0400000000003536   
0601GEA4N       20230101009195005000020000 0400000000003538   
0601GEA4N       20230101009215005000020000 0400000000003539   
0601GEA4N       20230101009235005000020000 0400000000003541   
0601GEA4N       20230101009255005000020000 0400000000003542   
0601GEA4N       20230101009275005000020000 0400000000003544   
0601GEA4N       20230101009295005000020000 0400000000003545   
0601GEA4N       20230101009315005000020000 0400000000003547   
0601GEA4N       20230101009335005000020000 0400000000003548   
0601GEA4N       20230101009355005000020000 0400000000003549   
0601GEA4N       20230101009375005000020000 0400000000003551   
0601GEA4N       20230101009395005000020000 0400000000003552   
0601GEA4N       20230101009415005000020000 0400000000003554   
0601GEA4N       20230101009435005000020000 0400000000003555   
0601GEA4N       20230101009455005000020000 0400000000003557   
0601GEA4N       20230101009475005000020000 0400000000003558   
0601GEA4N       20230101009495005000020000 0400000000003559   
0601GEA4N       20230101009515005000020000 0400000000003561   
0601GEA4N       20230101009535005000020000 0400000000003562   
0601GEA4N       20230101009555005000020000 0400000000003564   
0601GEA4N       20230101009575005000020000 0400000000003565   
0601GEA4N       20230101009595005000020000 0400000000003566   
0601GEA4N       20230101009615005000020000 0400000000003568   
0601GEA4N       20230101009635005000020000 0400000000003569   
0601GEA4N       20230101009655005000020000 0400000000003571   
0601GEA4N       20230101009675005000020000 0400000000003572   
0601GEA4N       20230101009695005000020000 0400000000003573   
0601GEA4N       20230101009715005000020000 0400000000003575   
0601GEA4N       20230101009735005000020000 0400000000003576   
0601GEA4N       20230101009755005000020000 0400000000003577   
0601GEA4N       20230101009775005000020000 0400000000003579   
0601GEA4N       20230101009795005000020000 0400000000003580   
0601GEA4N       20230101009815005000020000 0400000000003581   
0601GEA4N       20230101009835005000020000 0400000000003583   
0601GEA4N       20230101009855005000020000 0400000000003584   
0601GEA4N       20230101009875005000020000 0400000000003585   
0601GEA4N       20230101009895005000020000 0400000000003586   
0601GEA4N       20230101009915005000020000 0400000000003588   
0601GEA4N       20230101009935005000020000 0400000000003589   
0601GEA4N       20230101009955005000020000 0400000000003590   
0601GEA4N       20230101009975005000020000 0400000000003592   
0601GEA4N       20230101009995005000020000 0400000000003593   
0601GEA4N       20230101010015005999999999 0400000000003594   
0601GEA5N       20230101000000100000600000 0500000000000000   
0601GEA5N       20230101000600005000005000 0500000000000004   
0601GEA5N       20230101000605005000005000 0500000000000004   
0601GEA5N       20230101000610005000005000 0500000000000005   
0601GEA5N       20230101000615005000005000 0500000000000005   
0601GEA5N       20230101000620005000005000 0500000000000006   
0601GEA5N       20230101000625005000005000 0500000000000006   
0601GEA5N       20230101000630005000005000 0500000000000006   
0601GEA5N       20230101000635005000005000 0500000000000007   
0601GEA5N       20230101000640005000005000 0500000000000007   
0601GEA5N       20230101000645005000005000 0500000000000008   
0601GEA5N       20230101000650005000005000 0500000000000008   
0601GEA5N       20230101000655005000005000 0500000000000009   
0601GEA5N       20230101000660005000005000 0500000000000009   
0601GEA5N       20230101000665005000005000 0500000000000010   
0601GEA5N       20230101000670005000005000 0500000000000010   
0601GEA5N       20230101000675005000005000 0500000000000010   
0601GEA5N       20230101000680005000005000 0500000000000011   
0601GEA5N       20230101000685005000005000 0500000000000011   
0601GEA5N       20230101000690005000005000 0500000000000011   
0601GEA5N       20230101000695005000005000 0500000000000012   
0601GEA5N       20230101000700005000005000 0500000000000012   
0601GEA5N       20230101000705005000005000 0500000000000013   
0601GEA5N       20230101000710005000005000 0500000000000013   
0601GEA5N       20230101000715005000005000 0500000000000013   
0601GEA5N       20230101000720005000005000 0500000000000014   
0601GEA5N       20230101000725005000005000 0500000000000014   
0601GEA5N       20230101000730005000005000 0500000000000014   
0601GEA5N       20230101000735005000005000 0500000000000015   
0601GEA5N       20230101000740005000005000 0500000000000015   
0601GEA5N       20230101000745005000005000 0500000000000015   
0601GEA5N       20230101000750005000005000 0500000000000016   
0601GEA5N       20230101000755005000005000 0500000000000016   
0601GEA5N       20230101000760005000005000 0500000000000017   
0601GEA5N       20230101000765005000005000 0500000000000017   
0601GEA5N       20230101000770005000005000 0500000000000017   
0601GEA5N       20230101000775005000005000 0500000000000018   
0601GEA5N       20230101000780005000005000 0500000000000018   
0601GEA5N       20230101000785005000005000 0500000000000018   
0601GEA5N       20230101000790005000005000 0500000000000019   
0601GEA5N       20230101000795005000005000 0500000000000019   
0601GEA5N       20230101000800005000005000 0500000000000019   
0601GEA5N       20230101000805005000005000 0500000000000020   
0601GEA5N       20230101000810005000005000 0500000000000020   
0601GEA5N       20230101000815005000005000 0500000000000020   
0601GEA5N       20230101000820005000005000 0500000000000021   
0601GEA5N       20230101000825005000005000 0500000000000021   
0601GEA5N       20230101000830005000005000 0500000000000021   
0601GEA5N       20230101000835005000005000 0500000000000022   
0601GEA5N       20230101000840005000005000 0500000000000022   
0601GEA5N       20230101000845005000005000 0500000000000023   
0601GEA5N       20230101000850005000005000 0500000000000024   
0601GEA5N       20230101000855005000005000 0500000000000025   
0601GEA5N       20230101000860005000005000 0500000000000027   
0601GEA5N       20230101000865005000005000 0500000000000028   
0601GEA5N       20230101000870005000005000 0500000000000029   
0601GEA5N       20230101000875005000005000 0500000000000030   
0601GEA5N       20230101000880005000005000 0500000000000031   
0601GEA5N       20230101000885005000005000 0500000000000032   
0601GEA5N       20230101000890005000005000 0500000000000033   
0601GEA5N       20230101000895005000005000 0500000000000034   
0601GEA5N       20230101000900005000005000 0500000000000035   
0601GEA5N       20230101000905005000005000 0500000000000036   
0601GEA5N       20230101000910005000005000 0500000000000037   
0601GEA5N       20230101000915005000005000 0500000000000038   
0601GEA5N       20230101000920005000005000 0500000000000039   
0601GEA5N       20230101000925005000005000 0500000000000040   
0601GEA5N       20230101000930005000005000 0500000000000041   
0601GEA5N       20230101000935005000005000 0500000000000042   
0601GEA5N       20230101000940005000005000 0500000000000043   
0601GEA5N       20230101000945005000005000 0500000000000044   
0601GEA5N       20230101000950005000005000 0500000000000050   
0601GEA5N       20230101000955005000005000 0500000000000057   
0601GEA5N       20230101000960005000005000 0500000000000064   
0601GEA5N       20230101000965005000005000 0500000000000071   
0601GEA5N       20230101000970005000005000 0500000000000078   
0601GEA5N       20230101000975005000005000 0500000000000085   
0601GEA5N       20230101000980005000005000 0500000000000092   
0601GEA5N       20230101000985005000005000 0500000000000099   
0601GEA5N       20230101000990005000005000 0500000000000107   
0601GEA5N       20230101000995005000005000 0500000000000114   
0601GEA5N       20230101001000005000005000 0500000000000122   
0601GEA5N       20230101001005005000005000 0500000000000129   
0601GEA5N       20230101001010005000005000 0500000000000137   
0601GEA5N       20230101001015005000005000 0500000000000145   
0601GEA5N       20230101001020005000005000 0500000000000153   
0601GEA5N       20230101001025005000005000 0500000000000161   
0601GEA5N       20230101001030005000005000 0500000000000170   
0601GEA5N       20230101001035005000005000 0500000000000178   
0601GEA5N       20230101001040005000005000 0500000000000186   
0601GEA5N       20230101001045005000005000 0500000000000195   
0601GEA5N       20230101001050005000005000 0500000000000203   
0601GEA5N       20230101001055005000005000 0500000000000212   
0601GEA5N       20230101001060005000005000 0500000000000221   
0601GEA5N       20230101001065005000005000 0500000000000230   
0601GEA5N       20230101001070005000005000 0500000000000238   
0601GEA5N       20230101001075005000005000 0500000000000247   
0601GEA5N       20230101001080005000005000 0500000000000255   
0601GEA5N       20230101001085005000005000 0500000000000263   
0601GEA5N       20230101001090005000005000 0500000000000271   
0601GEA5N       20230101001095005000005000 0500000000000280   
0601GEA5N       20230101001100005000005000 0500000000000288   
0601GEA5N       20230101001105005000005000 0500000000000297   
0601GEA5N       20230101001110005000005000 0500000000000305   
0601GEA5N       20230101001115005000005000 0500000000000314   
0601GEA5N       20230101001120005000005000 0500000000000322   
0601GEA5N       20230101001125005000005000 0500000000000331   
0601GEA5N       20230101001130005000005000 0500000000000339   
0601GEA5N       20230101001135005000005000 0500000000000347   
0601GEA5N       20230101001140005000005000 0500000000000356   
0601GEA5N       20230101001145005000005000 0500000000000365   
0601GEA5N       20230101001150005000005000 0500000000000373   
0601GEA5N       20230101001155005000005000 0500000000000382   
0601GEA5N       20230101001160005000005000 0500000000000392   
0601GEA5N       20230101001165005000005000 0500000000000401   
0601GEA5N       20230101001170005000005000 0500000000000411   
0601GEA5N       20230101001175005000005000 0500000000000420   
0601GEA5N       20230101001180005000005000 0500000000000430   
0601GEA5N       20230101001185005000005000 0500000000000439   
0601GEA5N       20230101001190005000005000 0500000000000449   
0601GEA5N       20230101001195005000005000 0500000000000458   
0601GEA5N       20230101001200005000005000 0500000000000468   
0601GEA5N       20230101001205005000005000 0500000000000477   
0601GEA5N       20230101001210005000005000 0500000000000486   
0601GEA5N       20230101001215005000005000 0500000000000495   
0601GEA5N       20230101001220005000005000 0500000000000504   
0601GEA5N       20230101001225005000005000 0500000000000514   
0601GEA5N       20230101001230005000005000 0500000000000523   
0601GEA5N       20230101001235005000005000 0500000000000533   
0601GEA5N       20230101001240005000005000 0500000000000542   
0601GEA5N       20230101001245005000005000 0500000000000552   
0601GEA5N       20230101001250005000005000 0500000000000561   
0601GEA5N       20230101001255005000005000 0500000000000570   
0601GEA5N       20230101001260005000005000 0500000000000580   
0601GEA5N       20230101001265005000005000 0500000000000589   
0601GEA5N       20230101001270005000005000 0500000000000598   
0601GEA5N       20230101001275005000005000 0500000000000607   
0601GEA5N       20230101001280005000005000 0500000000000616   
0601GEA5N       20230101001285005000005000 0500000000000625   
0601GEA5N       20230101001290005000005000 0500000000000634   
0601GEA5N       20230101001295005000005000 0500000000000643   
0601GEA5N       20230101001300005000005000 0500000000000651   
0601GEA5N       20230101001305005000005000 0500000000000660   
0601GEA5N       20230101001310005000005000 0500000000000669   
0601GEA5N       20230101001315005000005000 0500000000000677   
0601GEA5N       20230101001320005000005000 0500000000000685   
0601GEA5N       20230101001325005000005000 0500000000000694   
0601GEA5N       20230101001330005000005000 0500000000000702   
0601GEA5N       20230101001335005000005000 0500000000000710   
0601GEA5N       20230101001340005000005000 0500000000000719   
0601GEA5N       20230101001345005000005000 0500000000000727   
0601GEA5N       20230101001350005000005000 0500000000000735   
0601GEA5N       20230101001355005000005000 0500000000000743   
0601GEA5N       20230101001360005000005000 0500000000000751   
0601GEA5N       20230101001365005000005000 0500000000000758   
0601GEA5N       20230101001370005000005000 0500000000000766   
0601GEA5N       20230101001375005000005000 0500000000000774   
0601GEA5N       20230101001380005000005000 0500000000000782   
0601GEA5N       20230101001385005000005000 0500000000000790   
0601GEA5N       20230101001390005000005000 0500000000000797   
0601GEA5N       20230101001395005000005000 0500000000000805   
0601GEA5N       20230101001400005000005000 0500000000000812   
0601GEA5N       20230101001405005000005000 0500000000000820   
0601GEA5N       20230101001410005000005000 0500000000000827   
0601GEA5N       20230101001415005000005000 0500000000000834   
0601GEA5N       20230101001420005000005000 0500000000000842   
0601GEA5N       20230101001425005000005000 0500000000000849   
0601GEA5N       20230101001430005000005000 0500000000000856   
0601GEA5N       20230101001435005000005000 0500000000000863   
0601GEA5N       20230101001440005000005000 0500000000000870   
0601GEA5N       20230101001445005000005000 0500000000000877   
0601GEA5N       20230101001450005000005000 0500000000000884   
0601GEA5N       20230101001455005000005000 0500000000000891   
0601GEA5N       20230101001460005000005000 0500000000000899   
0601GEA5N       20230101001465005000005000 0500000000000907   
0601GEA5N       20230101001470005000005000 0500000000000914   
0601GEA5N       20230101001475005000005000 0500000000000921   
0601GEA5N       20230101001480005000005000 0500000000000929   
0601GEA5N       20230101001485005000005000 0500000000000936   
0601GEA5N       20230101001490005000005000 0500000000000943   
0601GEA5N       20230101001495005000005000 0500000000000951   
0601GEA5N       20230101001500005000005000 0500000000000958   
0601GEA5N       20230101001505005000005000 0500000000000965   
0601GEA5N       20230101001510005000005000 0500000000000973   
0601GEA5N       20230101001515005000005000 0500000000000980   
0601GEA5N       20230101001520005000005000 0500000000000987   
0601GEA5N       20230101001525005000005000 0500000000000994   
0601GEA5N       20230101001530005000005000 0500000000001002   
0601GEA5N       20230101001535005000005000 0500000000001009   
0601GEA5N       20230101001540005000005000 0500000000001016   
0601GEA5N       20230101001545005000005000 0500000000001023   
0601GEA5N       20230101001550005000005000 0500000000001030   
0601GEA5N       20230101001555005000005000 0500000000001036   
0601GEA5N       20230101001560005000005000 0500000000001044   
0601GEA5N       20230101001565005000005000 0500000000001050   
0601GEA5N       20230101001570005000005000 0500000000001057   
0601GEA5N       20230101001575005000005000 0500000000001064   
0601GEA5N       20230101001580005000005000 0500000000001070   
0601GEA5N       20230101001585005000005000 0500000000001077   
0601GEA5N       20230101001590005000005000 0500000000001084   
0601GEA5N       20230101001595005000005000 0500000000001090   
0601GEA5N       20230101001600005000005000 0500000000001097   
0601GEA5N       20230101001605005000005000 0500000000001103   
0601GEA5N       20230101001610005000005000 0500000000001110   
0601GEA5N       20230101001615005000005000 0500000000001116   
0601GEA5N       20230101001620005000005000 0500000000001123   
0601GEA5N       20230101001625005000005000 0500000000001129   
0601GEA5N       20230101001630005000005000 0500000000001135   
0601GEA5N       20230101001635005000005000 0500000000001141   
0601GEA5N       20230101001640005000005000 0500000000001148   
0601GEA5N       20230101001645005000005000 0500000000001154   
0601GEA5N       20230101001650005000005000 0500000000001160   
0601GEA5N       20230101001655005000005000 0500000000001166   
0601GEA5N       20230101001660005000005000 0500000000001172   
0601GEA5N       20230101001665005000005000 0500000000001178   
0601GEA5N       20230101001670005000005000 0500000000001184   
0601GEA5N       20230101001675005000005000 0500000000001190   
0601GEA5N       20230101001680005000005000 0500000000001196   
0601GEA5N       20230101001685005000005000 0500000000001202   
0601GEA5N       20230101001690005000005000 0500000000001207   
0601GEA5N       20230101001695005000005000 0500000000001213   
0601GEA5N       20230101001700005000005000 0500000000001219   
0601GEA5N       20230101001705005000005000 0500000000001225   
0601GEA5N       20230101001710005000005000 0500000000001230   
0601GEA5N       20230101001715005000005000 0500000000001236   
0601GEA5N       20230101001720005000005000 0500000000001242   
0601GEA5N       20230101001725005000005000 0500000000001247   
0601GEA5N       20230101001730005000005000 0500000000001253   
0601GEA5N       20230101001735005000005000 0500000000001259   
0601GEA5N       20230101001740005000005000 0500000000001264   
0601GEA5N       20230101001745005000005000 0500000000001270   
0601GEA5N       20230101001750005000005000 0500000000001275   
0601GEA5N       20230101001755005000005000 0500000000001281   
0601GEA5N       20230101001760005000005000 0500000000001287   
0601GEA5N       20230101001765005000005000 0500000000001293   
0601GEA5N       20230101001770005000005000 0500000000001299   
0601GEA5N       20230101001775005000005000 0500000000001304   
0601GEA5N       20230101001780005000005000 0500000000001310   
0601GEA5N       20230101001785005000005000 0500000000001316   
0601GEA5N       20230101001790005000005000 0500000000001322   
0601GEA5N       20230101001795005000005000 0500000000001328   
0601GEA5N       20230101001800005000005000 0500000000001333   
0601GEA5N       20230101001805005000005000 0500000000001339   
0601GEA5N       20230101001810005000005000 0500000000001345   
0601GEA5N       20230101001815005000005000 0500000000001350   
0601GEA5N       20230101001820005000005000 0500000000001355   
0601GEA5N       20230101001825005000005000 0500000000001361   
0601GEA5N       20230101001830005000005000 0500000000001367   
0601GEA5N       20230101001835005000005000 0500000000001372   
0601GEA5N       20230101001840005000005000 0500000000001378   
0601GEA5N       20230101001845005000005000 0500000000001383   
0601GEA5N       20230101001850005000005000 0500000000001388   
0601GEA5N       20230101001855005000005000 0500000000001394   
0601GEA5N       20230101001860005000005000 0500000000001399   
0601GEA5N       20230101001865005000005000 0500000000001404   
0601GEA5N       20230101001870005000005000 0500000000001410   
0601GEA5N       20230101001875005000005000 0500000000001415   
0601GEA5N       20230101001880005000005000 0500000000001420   
0601GEA5N       20230101001885005000005000 0500000000001425   
0601GEA5N       20230101001890005000005000 0500000000001430   
0601GEA5N       20230101001895005000005000 0500000000001435   
0601GEA5N       20230101001900005000005000 0500000000001440   
0601GEA5N       20230101001905005000005000 0500000000001446   
0601GEA5N       20230101001910005000005000 0500000000001450   
0601GEA5N       20230101001915005000005000 0500000000001455   
0601GEA5N       20230101001920005000005000 0500000000001461   
0601GEA5N       20230101001925005000005000 0500000000001465   
0601GEA5N       20230101001930005000005000 0500000000001470   
0601GEA5N       20230101001935005000005000 0500000000001476   
0601GEA5N       20230101001940005000005000 0500000000001480   
0601GEA5N       20230101001945005000005000 0500000000001485   
0601GEA5N       20230101001950005000005000 0500000000001491   
0601GEA5N       20230101001955005000005000 0500000000001495   
0601GEA5N       20230101001960005000005000 0500000000001500   
0601GEA5N       20230101001965005000010000 0500000000001508   
0601GEA5N       20230101001975005000010000 0500000000001518   
0601GEA5N       20230101001985005000010000 0500000000001528   
0601GEA5N       20230101001995005000010000 0500000000001537   
0601GEA5N       20230101002005005000010000 0500000000001547   
0601GEA5N       20230101002015005000010000 0500000000001556   
0601GEA5N       20230101002025005000010000 0500000000001565   
0601GEA5N       20230101002035005000010000 0500000000001575   
0601GEA5N       20230101002045005000010000 0500000000001584   
0601GEA5N       20230101002055005000010000 0500000000001593   
0601GEA5N       20230101002065005000010000 0500000000001602   
0601GEA5N       20230101002075005000010000 0500000000001610   
0601GEA5N       20230101002085005000010000 0500000000001619   
0601GEA5N       20230101002095005000010000 0500000000001628   
0601GEA5N       20230101002105005000010000 0500000000001637   
0601GEA5N       20230101002115005000010000 0500000000001645   
0601GEA5N       20230101002125005000010000 0500000000001654   
0601GEA5N       20230101002135005000010000 0500000000001662   
0601GEA5N       20230101002145005000010000 0500000000001671   
0601GEA5N       20230101002155005000010000 0500000000001679   
