00GL               20231116                                                                                   
0601GLA6Y       20240101001305100000005000 0600000104000817   
0601GLA6Y       20240101001310100000005000 0600000104000822   
0601GLA6Y       20240101001315100000005000 0600000104000829   
0601GLA6Y       20240101001320100000005000 0600000104000834   
0601GLA6Y       20240101001325100000005000 0600000104000839   
0601GLA6Y       20240101001330100000005000 0600000104000846   
0601GLA6Y       20240101001335100000005000 0600000104000850   
0601GLA6Y       20240101001340100000005000 0600000104000855   
0601GLA6Y       20240101001345100000005000 0600000104000862   
0601GLA6Y       20240101001350100000005000 0600000104000867   
0601GLA6Y       20240101001355100000005000 0600000104000871   
0601GLA6Y       20240101001360100000005000 0600000104000878   
0601GLA6Y       20240101001365100000005000 0600000104000883   
0601GLA6Y       20240101001370100000005000 0600000104000887   
0601GLA6Y       20240101001375100000005000 0600000104000894   
0601GLA6Y       20240101001380100000005000 0600000104000898   
0601GLA6Y       20240101001385100000005000 0600000104000903   
0601GLA6Y       20240101001390100000005000 0600000104000909   
0601GLA6Y       20240101001395100000005000 0600000104000913   
0601GLA6Y       20240101001400100000005000 0600000104000918   
0601GLA6Y       20240101001405100000005000 0600000104000924   
0601GLA6Y       20240101001410100000005000 0600000104000928   
0601GLA6Y       20240101001415100000005000 0600000104000933   
0601GLA6Y       20240101001420100000005000 0600000104000937   
0601GLA6Y       20240101001425100000005000 0600000104000943   
0601GLA6Y       20240101001430100000005000 0600000104000947   
0601GLA6Y       20240101001435100000005000 0600000104000952   
0601GLA6Y       20240101001440100000005000 0600000104000957   
0601GLA6Y       20240101001445100000005000 0600000104000962   
0601GLA6Y       20240101001450100000005000 0600000104000965   
0601GLA6Y       20240101001455100000005000 0600000104000971   
0601GLA6Y       20240101001460100000005000 0600000104000975   
0601GLA6Y       20240101001465100000005000 0600000104000979   
0601GLA6Y       20240101001470100000005000 0600000104000985   
0601GLA6Y       20240101001475100000005000 0600000104000989   
0601GLA6Y       20240101001480100000005000 0600000104000993   
0601GLA6Y       20240101001485100000005000 0600000104000998   
0601GLA6Y       20240101001490100000005000 0600000104001002   
0601GLA6Y       20240101001495100000005000 0600000104001006   
0601GLA6Y       20240101001500100000005000 0600000104001012   
0601GLA6Y       20240101001505100000005000 0600000104001015   
0601GLA6Y       20240101001510100000005000 0600000104001019   
0601GLA6Y       20240101001515100000005000 0600000104001024   
0601GLA6Y       20240101001520100000005000 0600000104001028   
0601GLA6Y       20240101001525100000005000 0600000104001032   
0601GLA6Y       20240101001530100000005000 0600000104001037   
0601GLA6Y       20240101001535100000005000 0600000104001041   
0601GLA6Y       20240101001540100000005000 0600000104001045   
0601GLA6Y       20240101001545100000005000 0600000104001050   
0601GLA6Y       20240101001550100000005000 0600000104001055   
0601GLA6Y       20240101001555100000005000 0600000104001059   
0601GLA6Y       20240101001560100000005000 0600000104001066   
0601GLA6Y       20240101001565100000005000 0600000104001070   
0601GLA6Y       20240101001570100000005000 0600000104001074   
0601GLA6Y       20240101001575100000005000 0600000104001079   
0601GLA6Y       20240101001580100000005000 0600000104001085   
0601GLA6Y       20240101001585100000005000 0600000104001089   
0601GLA6Y       20240101001590100000005000 0600000104001093   
0601GLA6Y       20240101001595100000005000 0600000104001099   
0601GLA6Y       20240101001600100000005000 0600000104001103   
0601GLA6Y       20240101001605100000005000 0600000104001108   
0601GLA6Y       20240101001610100000005000 0600000104001113   
0601GLA6Y       20240101001615100000005000 0600000104001118   
0601GLA6Y       20240101001620100000005000 0600000104001122   
0601GLA6Y       20240101001625100000005000 0600000104001127   
0601GLA6Y       20240101001630100000005000 0600000104001131   
0601GLA6Y       20240101001635100000005000 0600000104001135   
0601GLA6Y       20240101001640100000005000 0600000104001141   
0601GLA6Y       20240101001645100000005000 0600000104001145   
0601GLA6Y       20240101001650100000005000 0600000104001149   
0601GLA6Y       20240101001655100000005000 0600000104001155   
0601GLA6Y       20240101001660100000005000 0600000104001158   
0601GLA6Y       20240101001665100000005000 0600000104001162   
0601GLA6Y       20240101001670100000005000 0600000104001168   
0601GLA6Y       20240101001675100000005000 0600000104001171   
0601GLA6Y       20240101001680100000005000 0600000104001176   
0601GLA6Y       20240101001685100000005000 0600000104001180   
0601GLA6Y       20240101001690100000005000 0600000104001185   
0601GLA6Y       20240101001695100000005000 0600000104001188   
0601GLA6Y       20240101001700100000005000 0600000104001194   
0601GLA6Y       20240101001705100000005000 0600000104001197   
0601GLA6Y       20240101001710100000005000 0600000104001201   
0601GLA6Y       20240101001715100000005000 0600000104001205   
0601GLA6Y       20240101001720100000005000 0600000104001210   
0601GLA6Y       20240101001725100000005000 0600000104001213   
0601GLA6Y       20240101001730100000005000 0600000104001217   
0601GLA6Y       20240101001735100000005000 0600000104001222   
0601GLA6Y       20240101001740100000005000 0600000104001225   
0601GLA6Y       20240101001745100000005000 0600000104001229   
0601GLA6Y       20240101001750100000005000 0600000104001234   
0601GLA6Y       20240101001755100000005000 0600000104001238   
0601GLA6Y       20240101001760100000005000 0600000104001241   
0601GLA6Y       20240101001765100000005000 0600000104001246   
0601GLA6Y       20240101001770100000005000 0600000104001249   
0601GLA6Y       20240101001775100000005000 0600000104001252   
0601GLA6Y       20240101001780100000005000 0600000104001257   
0601GLA6Y       20240101001785100000005000 0600000104001260   
0601GLA6Y       20240101001790100000005000 0600000104001264   
0601GLA6Y       20240101001795100000005000 0600000104001269   
0601GLA6Y       20240101001800100000005000 0600000104001272   
0601GLA6Y       20240101001805100000005000 0600000104001275   
0601GLA6Y       20240101001810100000005000 0600000104001280   
0601GLA6Y       20240101001815100000005000 0600000104001283   
0601GLA6Y       20240101001820100000005000 0600000104001287   
0601GLA6Y       20240101001825100000005000 0600000104001291   
0601GLA6Y       20240101001830100000005000 0600000104001294   
0601GLA6Y       20240101001835100000005000 0600000104001297   
0601GLA6Y       20240101001840100000005000 0600000104001302   
0601GLA6Y       20240101001845100000005000 0600000104001305   
0601GLA6Y       20240101001850100000005000 0600000104001309   
0601GLA6Y       20240101001855100000005000 0600000104001314   
0601GLA6Y       20240101001860100000005000 0600000104001317   
0601GLA6Y       20240101001865100000005000 0600000104001320   
0601GLA6Y       20240101001870100000005000 0600000104001324   
0601GLA6Y       20240101001875100000005000 0600000104001329   
0601GLA6Y       20240101001880100000005000 0600000104001332   
0601GLA6Y       20240101001885100000005000 0600000104001336   
0601GLA6Y       20240101001890100000005000 0600000104001341   
0601GLA6Y       20240101001895100000005000 0600000104001344   
0601GLA6Y       20240101001900100000005000 0600000104001348   
0601GLA6Y       20240101001905100000005000 0600000104001353   
0601GLA6Y       20240101001910100000005000 0600000104001356   
0601GLA6Y       20240101001915100000005000 0600000104001359   
0601GLA6Y       20240101001920100000005000 0600000104001364   
0601GLA6Y       20240101001925100000005000 0600000104001367   
0601GLA6Y       20240101001930100000005000 0600000104001371   
0601GLA6Y       20240101001935100000005000 0600000104001375   
0601GLA6Y       20240101001940100000005000 0600000104001379   
0601GLA6Y       20240101001945100000005000 0600000104001382   
0601GLA6Y       20240101001950100000005000 0600000104001386   
0601GLA6Y       20240101001955100000005000 0600000104001390   
0601GLA6Y       20240101001960100000005000 0600000104001393   
0601GLA6Y       20240101001965100000005000 0600000104001397   
0601GLA6Y       20240101001970100000005000 0600000104001400   
0601GLA6Y       20240101001975100000005000 0600000104001404   
0601GLA6Y       20240101001980100000005000 0600000104001408   
0601GLA6Y       20240101001985100000005000 0600000104001411   
0601GLA6Y       20240101001990100000005000 0600000104001414   
0601GLA6Y       20240101001995100000005000 0600000104001419   
0601GLA6Y       20240101002000100000005000 0600000104001422   
0601GLA6Y       20240101002005100000005000 0600000104001425   
0601GLA6Y       20240101002010100000005000 0600000104001428   
0601GLA6Y       20240101002015100000005000 0600000104001433   
0601GLA6Y       20240101002020100000005000 0600000104001436   
0601GLA6Y       20240101002025100000005000 0600000104001440   
0601GLA6Y       20240101002030100000005000 0600000104001445   
0601GLA6Y       20240101002035100000005000 0600000104001448   
0601GLA6Y       20240101002040100000005000 0600000104001451   
0601GLA6Y       20240101002045100000005000 0600000104001456   
0601GLA6Y       20240101002050100000005000 0600000104001459   
0601GLA6Y       20240101002055100000005000 0600000104001462   
0601GLA6Y       20240101002060100000005000 0600000104001467   
0601GLA6Y       20240101002065100000005000 0600000104001470   
0601GLA6Y       20240101002070100000005000 0600000104001474   
0601GLA6Y       20240101002075100000005000 0600000104001478   
0601GLA6Y       20240101002080100000005000 0600000104001481   
0601GLA6Y       20240101002085100000005000 0600000104001485   
0601GLA6Y       20240101002090100000005000 0600000104001489   
0601GLA6Y       20240101002095100000005000 0600000104001492   
0601GLA6Y       20240101002100100000005000 0600000104001495   
0601GLA6Y       20240101002105100000005000 0600000104001499   
0601GLA6Y       20240101002110100000005000 0600000104001502   
0601GLA6Y       20240101002115100000005000 0600000104001506   
0601GLA6Y       20240101002120100000005000 0600000104001510   
0601GLA6Y       20240101002125100000005000 0600000104001513   
0601GLA6Y       20240101002130100000005000 0600000104001516   
0601GLA6Y       20240101002135100000005000 0600000104001520   
0601GLA6Y       20240101002140100000005000 0600000104001523   
0601GLA6Y       20240101002145100000005000 0600000104001526   
0601GLA6Y       20240101002150100000005000 0600000104001529   
0601GLA6Y       20240101002155100000005000 0600000104001534   
0601GLA6Y       20240101002160100000005000 0600000104001537   
0601GLA6Y       20240101002165100000005000 0600000104001540   
0601GLA6Y       20240101002170100000005000 0600000104001544   
0601GLA6Y       20240101002175100000005000 0600000104001547   
0601GLA6Y       20240101002180100000005000 0600000104001550   
0601GLA6Y       20240101002185100000005000 0600000104001554   
0601GLA6Y       20240101002190100000005000 0600000104001557   
0601GLA6Y       20240101002195100000005000 0600000104001559   
0601GLA6Y       20240101002200100000005000 0600000104001564   
0601GLA6Y       20240101002205100000005000 0600000104001566   
0601GLA6Y       20240101002210100000005000 0600000104001569   
0601GLA6Y       20240101002215100000005000 0600000104001573   
0601GLA6Y       20240101002220100000005000 0600000104001576   
0601GLA6Y       20240101002225100000005000 0600000104001579   
0601GLA6Y       20240101002230100000005000 0600000104001583   
0601GLA6Y       20240101002235100000005000 0600000104001586   
0601GLA6Y       20240101002240100000005000 0600000104001588   
0601GLA6Y       20240101002245100000005000 0600000104001592   
0601GLA6Y       20240101002250100000005000 0600000104001595   
0601GLA6Y       20240101002255100000005000 0600000104001598   
0601GLA6Y       20240101002260100000005000 0600000104001602   
0601GLA6Y       20240101002265100000005000 0600000104001605   
0601GLA6Y       20240101002270100000005000 0600000104001608   
0601GLA6Y       20240101002275100000005000 0600000104001613   
0601GLA6Y       20240101002280100000005000 0600000104001616   
0601GLA6Y       20240101002285100000005000 0600000104001619   
0601GLA6Y       20240101002290100000005000 0600000104001623   
0601GLA6Y       20240101002295100000005000 0600000104001626   
0601GLA6Y       20240101002300100000005000 0600000104001629   
0601GLA6Y       20240101002305100000005000 0600000104001632   
0601GLA6Y       20240101002310100000005000 0600000104001636   
0601GLA6Y       20240101002315100000005000 0600000104001639   
0601GLA6Y       20240101002320100000005000 0600000104001642   
0601GLA6Y       20240101002325100000005000 0600000104001646   
0601GLA6Y       20240101002330100000005000 0600000104001649   
0601GLA6Y       20240101002335100000005000 0600000104001652   
0601GLA6Y       20240101002340100000005000 0600000104001656   
0601GLA6Y       20240101002345100000005000 0600000104001659   
0601GLA6Y       20240101002350100000005000 0600000104001662   
0601GLA6Y       20240101002355100000005000 0600000104001666   
0601GLA6Y       20240101002360100000005000 0600000104001669   
0601GLA6Y       20240101002365100000005000 0600000104001671   
0601GLA6Y       20240101002370100000005000 0600000104001675   
0601GLA6Y       20240101002375100000005000 0600000104001678   
0601GLA6Y       20240101002380100000005000 0600000104001681   
0601GLA6Y       20240101002385100000005000 0600000104001685   
0601GLA6Y       20240101002390100000005000 0600000104001688   
0601GLA6Y       20240101002395100000005000 0600000104001691   
0601GLA6Y       20240101002400100000005000 0600000104001694   
0601GLA6Y       20240101002405100000005000 0600000104001697   
0601GLA6Y       20240101002410100000005000 0600000104001700   
0601GLA6Y       20240101002415100000005000 0600000104001704   
0601GLA6Y       20240101002420100000005000 0600000104001707   
0601GLA6Y       20240101002425100000005000 0600000104001709   
0601GLA6Y       20240101002430100000005000 0600000104001713   
0601GLA6Y       20240101002435100000005000 0600000104001716   
0601GLA6Y       20240101002440100000005000 0600000104001718   
0601GLA6Y       20240101002445100000005000 0600000104001721   
0601GLA6Y       20240101002450100000005000 0600000104001725   
0601GLA6Y       20240101002455100000005000 0600000104001727   
0601GLA6Y       20240101002460100000005000 0600000104001730   
0601GLA6Y       20240101002465100000005000 0600000104001734   
0601GLA6Y       20240101002470100000005000 0600000104001736   
0601GLA6Y       20240101002475100000005000 0600000104001738   
0601GLA6Y       20240101002480100000005000 0600000104001742   
0601GLA6Y       20240101002485100000005000 0600000104001745   
0601GLA6Y       20240101002490100000005000 0600000104001747   
0601GLA6Y       20240101002495100000005000 0600000104001751   
0601GLA6Y       20240101002500100000005000 0600000104001753   
0601GLA6Y       20240101002505100000005000 0600000104001756   
0601GLA6Y       20240101002510100000005000 0600000104001760   
0601GLA6Y       20240101002515100000005000 0600000104001762   
0601GLA6Y       20240101002520100000005000 0600000104001765   
0601GLA6Y       20240101002525100000005000 0600000104001768   
0601GLA6Y       20240101002530100000005000 0600000104001771   
0601GLA6Y       20240101002535100000005000 0600000104001773   
0601GLA6Y       20240101002540100000005000 0600000104001777   
0601GLA6Y       20240101002545100000005000 0600000104001779   
0601GLA6Y       20240101002550100000005000 0600000104001781   
0601GLA6Y       20240101002555100000005000 0600000104001785   
0601GLA6Y       20240101002560100000005000 0600000104001787   
0601GLA6Y       20240101002565100000005000 0600000104001790   
0601GLA6Y       20240101002570100000005000 0600000104001793   
0601GLA6Y       20240101002575100000005000 0600000104001796   
0601GLA6Y       20240101002580100000005000 0600000104001798   
0601GLA6Y       20240101002585100000005000 0600000104001801   
0601GLA6Y       20240101002590100000005000 0600000104001803   
0601GLA6Y       20240101002595100000005000 0600000104001806   
0601GLA6Y       20240101002600100000005000 0600000104001808   
0601GLA6Y       20240101002605100000005000 0600000104001811   
0601GLA6Y       20240101002610100000005000 0600000104001814   
0601GLA6Y       20240101002615100000005000 0600000104001816   
0601GLA6Y       20240101002620100000005000 0600000104001819   
0601GLA6Y       20240101002625100000005000 0600000104001822   
0601GLA6Y       20240101002630100000005000 0600000104001824   
0601GLA6Y       20240101002635100000005000 0600000104001827   
0601GLA6Y       20240101002640100000005000 0600000104001829   
0601GLA6Y       20240101002645100000005000 0600000104001832   
0601GLA6Y       20240101002650100000005000 0600000104001835   
0601GLA6Y       20240101002655100000005000 0600000104001837   
0601GLA6Y       20240101002660100000005000 0600000104001839   
0601GLA6Y       20240101002665100000005000 0600000104001843   
0601GLA6Y       20240101002670100000005000 0600000104001845   
0601GLA6Y       20240101002675100000005000 0600000104001847   
0601GLA6Y       20240101002680100000005000 0600000104001850   
0601GLA6Y       20240101002685100000005000 0600000104001852   
0601GLA6Y       20240101002690100000005000 0600000104001854   
0601GLA6Y       20240101002695100000005000 0600000104001857   
0601GLA6Y       20240101002700100000005000 0600000104001859   
0601GLA6Y       20240101002705100000005000 0600000104001861   
0601GLA6Y       20240101002710100000005000 0600000104001865   
0601GLA6Y       20240101002715100000005000 0600000104001867   
0601GLA6Y       20240101002720100000005000 0600000104001869   
0601GLA6Y       20240101002725100000005000 0600000104001872   
0601GLA6Y       20240101002730100000005000 0600000104001874   
0601GLA6Y       20240101002735100000005000 0600000104001876   
0601GLA6Y       20240101002740100000005000 0600000104001878   
0601GLA6Y       20240101002745100000005000 0600000104001881   
0601GLA6Y       20240101002750100000005000 0600000104001883   
0601GLA6Y       20240101002755100000005000 0600000104001885   
0601GLA6Y       20240101002760100000005000 0600000104001889   
0601GLA6Y       20240101002765100000005000 0600000104001891   
0601GLA6Y       20240101002770100000005000 0600000104001893   
0601GLA6Y       20240101002775100000005000 0600000104001896   
0601GLA6Y       20240101002780100000005000 0600000104001898   
0601GLA6Y       20240101002785100000005000 0600000104001900   
0601GLA6Y       20240101002790100000005000 0600000104001903   
0601GLA6Y       20240101002795100000005000 0600000104001905   
0601GLA6Y       20240101002800100000005000 0600000104001907   
0601GLA6Y       20240101002805100000005000 0600000104001909   
0601GLA6Y       20240101002810100000005000 0600000104001911   
0601GLA6Y       20240101002815100000005000 0600000104001913   
0601GLA6Y       20240101002820100000005000 0600000104001916   
0601GLA6Y       20240101002825100000005000 0600000104001918   
0601GLA6Y       20240101002830100000005000 0600000104001920   
0601GLA6Y       20240101002835100000005000 0600000104001923   
0601GLA6Y       20240101002840100000005000 0600000104001925   
0601GLA6Y       20240101002845100000005000 0600000104001927   
0601GLA6Y       20240101002850100000005000 0600000104001930   
0601GLA6Y       20240101002855100000005000 0600000104001931   
0601GLA6Y       20240101002860100000005000 0600000104001933   
0601GLA6Y       20240101002865100000005000 0600000104001936   
0601GLA6Y       20240101002870100000005000 0600000104001938   
0601GLA6Y       20240101002875100000005000 0600000104001940   
0601GLA6Y       20240101002880100000005000 0600000104001943   
0601GLA6Y       20240101002885100000005000 0600000104001945   
0601GLA6Y       20240101002890100000005000 0600000104001946   
0601GLA6Y       20240101002895100000005000 0600000104001948   
0601GLA6Y       20240101002900100000005000 0600000104001951   
0601GLA6Y       20240101002905100000005000 0600000104001953   
0601GLA6Y       20240101002910100000005000 0600000104001955   
0601GLA6Y       20240101002915100000005000 0600000104001957   
0601GLA6Y       20240101002920100000005000 0600000104001959   
0601GLA6Y       20240101002925100000005000 0600000104001961   
0601GLA6Y       20240101002930100000005000 0600000104001964   
0601GLA6Y       20240101002935100000005000 0600000104001965   
0601GLA6Y       20240101002940100000005000 0600000104001967   
0601GLA6Y       20240101002945100000005000 0600000104001970   
0601GLA6Y       20240101002950100000005000 0600000104001972   
0601GLA6Y       20240101002955100000005000 0600000104001973   
0601GLA6Y       20240101002960100000005000 0600000104001976   
0601GLA6Y       20240101002965100000005000 0600000104001978   
0601GLA6Y       20240101002970100000005000 0600000104001980   
0601GLA6Y       20240101002975100000005000 0600000104001983   
0601GLA6Y       20240101002980100000005000 0600000104001985   
0601GLA6Y       20240101002985100000005000 0600000104001987   
0601GLA6Y       20240101002990100000005000 0600000104001990   
0601GLA6Y       20240101002995100000005000 0600000104001992   
0601GLA6Y       20240101003000100000500000 0600000104002098   
0601GLA6Y       20240101003500100000500000 0600000104002266   
0601GLA6Y       20240101004000100000500000 0600000104002394   
0601GLA6Y       20240101004500100000500000 0600000104002512   
0601GLA6Y       20240101005000100000500000 0600000104002582   
0601GLA6Y       20240101005500100000500000 0600000104002629   
0601GLA6Y       20240101006000100000500000 0600000104002669   
0601GLA6Y       20240101006500100000500000 0600000104002703   
0601GLA6Y       20240101007000100000500000 0600000104002732   
0601GLA6Y       20240101007500100000500000 0600000104002757   
0601GLA6Y       20240101008000100000500000 0600000104002774   
0601GLA6Y       20240101008500100000500000 0600000104002785   
0601GLA6Y       20240101009000100000500000 0600000104002795   
0601GLA6Y       20240101009500100000500000 0600000104002805   
0601GLA7Y       20240101000000100000120000 0700000104000000   
0601GLA7Y       20240101000120100000005000 0700000104000000   
0601GLA7Y       20240101000125100000005000 0700000104000000   
0601GLA7Y       20240101000130100000005000 0700000104000000   
0601GLA7Y       20240101000135100000005000 0700000104000000   
0601GLA7Y       20240101000140100000005000 0700000104000000   
0601GLA7Y       20240101000145100000005000 0700000104000000   
0601GLA7Y       20240101000150100000005000 0700000104000000   
0601GLA7Y       20240101000155100000005000 0700000104000000   
0601GLA7Y       20240101000160100000005000 0700000104000000   
0601GLA7Y       20240101000165100000005000 0700000104000000   
0601GLA7Y       20240101000170100000005000 0700000104000000   
0601GLA7Y       20240101000175100000005000 0700000104000000   
0601GLA7Y       20240101000180100000005000 0700000104000000   
0601GLA7Y       20240101000185100000005000 0700000104000000   
0601GLA7Y       20240101000190100000005000 0700000104000000   
0601GLA7Y       20240101000195100000005000 0700000104000000   
0601GLA7Y       20240101000200100000005000 0700000104000000   
0601GLA7Y       20240101000205100000005000 0700000104000000   
0601GLA7Y       20240101000210100000005000 0700000104000000   
0601GLA7Y       20240101000215100000005000 0700000104000000   
0601GLA7Y       20240101000220100000005000 0700000104000000   
0601GLA7Y       20240101000225100000005000 0700000104000000   
0601GLA7Y       20240101000230100000005000 0700000104000000   
0601GLA7Y       20240101000235100000005000 0700000104000000   
0601GLA7Y       20240101000240100000005000 0700000104000000   
0601GLA7Y       20240101000245100000005000 0700000104000000   
0601GLA7Y       20240101000250100000005000 0700000104000000   
0601GLA7Y       20240101000255100000005000 0700000104000000   
0601GLA7Y       20240101000260100000005000 0700000104000000   
0601GLA7Y       20240101000265100000005000 0700000104000000   
0601GLA7Y       20240101000270100000005000 0700000104000000   
0601GLA7Y       20240101000275100000005000 0700000104000000   
0601GLA7Y       20240101000280100000005000 0700000104000000   
0601GLA7Y       20240101000285100000005000 0700000104000000   
0601GLA7Y       20240101000290100000005000 0700000104000000   
0601GLA7Y       20240101000295100000005000 0700000104000000   
0601GLA7Y       20240101000300100000005000 0700000104000000   
0601GLA7Y       20240101000305100000005000 0700000104000000   
0601GLA7Y       20240101000310100000005000 0700000104000000   
0601GLA7Y       20240101000315100000005000 0700000104000000   
0601GLA7Y       20240101000320100000005000 0700000104000000   
0601GLA7Y       20240101000325100000005000 0700000104000000   
0601GLA7Y       20240101000330100000005000 0700000104000000   
0601GLA7Y       20240101000335100000005000 0700000104000000   
0601GLA7Y       20240101000340100000005000 0700000104000000   
0601GLA7Y       20240101000345100000005000 0700000104000000   
0601GLA7Y       20240101000350100000005000 0700000104000000   
0601GLA7Y       20240101000355100000005000 0700000104000000   
0601GLA7Y       20240101000360100000005000 0700000104000000   
0601GLA7Y       20240101000365100000005000 0700000104000000   
0601GLA7Y       20240101000370100000005000 0700000104000000   
0601GLA7Y       20240101000375100000005000 0700000104000000   
0601GLA7Y       20240101000380100000005000 0700000104000000   
0601GLA7Y       20240101000385100000005000 0700000104000000   
0601GLA7Y       20240101000390100000005000 0700000104000000   
0601GLA7Y       20240101000395100000005000 0700000104000000   
0601GLA7Y       20240101000400100000005000 0700000104000000   
0601GLA7Y       20240101000405100000005000 0700000104000000   
0601GLA7Y       20240101000410100000005000 0700000104000000   
0601GLA7Y       20240101000415100000005000 0700000104000000   
0601GLA7Y       20240101000420100000005000 0700000104000000   
0601GLA7Y       20240101000425100000005000 0700000104000000   
0601GLA7Y       20240101000430100000005000 0700000104000000   
0601GLA7Y       20240101000435100000005000 0700000104000000   
0601GLA7Y       20240101000440100000005000 0700000104000000   
0601GLA7Y       20240101000445100000005000 0700000104000000   
0601GLA7Y       20240101000450100000005000 0700000104000000   
0601GLA7Y       20240101000455100000005000 0700000104000000   
0601GLA7Y       20240101000460100000005000 0700000104000000   
0601GLA7Y       20240101000465100000005000 0700000104000000   
0601GLA7Y       20240101000470100000005000 0700000104000000   
0601GLA7Y       20240101000475100000005000 0700000104000000   
0601GLA7Y       20240101000480100000005000 0700000104000000   
0601GLA7Y       20240101000485100000005000 0700000104000000   
0601GLA7Y       20240101000490100000005000 0700000104000000   
0601GLA7Y       20240101000495100000005000 0700000104000000   
0601GLA7Y       20240101000500100000005000 0700000104000000   
0601GLA7Y       20240101000505100000005000 0700000104000000   
0601GLA7Y       20240101000510100000005000 0700000104000000   
0601GLA7Y       20240101000515100000005000 0700000104000000   
0601GLA7Y       20240101000520100000005000 0700000104000000   
0601GLA7Y       20240101000525100000005000 0700000104000000   
0601GLA7Y       20240101000530100000005000 0700000104000000   
0601GLA7Y       20240101000535100000005000 0700000104000000   
0601GLA7Y       20240101000540100000005000 0700000104000000   
0601GLA7Y       20240101000545100000005000 0700000104000000   
0601GLA7Y       20240101000550100000005000 0700000104000000   
0601GLA7Y       20240101000555100000005000 0700000104000000   
0601GLA7Y       20240101000560100000005000 0700000104000000   
0601GLA7Y       20240101000565100000005000 0700000104000000   
0601GLA7Y       20240101000570100000005000 0700000104000000   
0601GLA7Y       20240101000575100000005000 0700000104000000   
0601GLA7Y       20240101000580100000005000 0700000104000000   
0601GLA7Y       20240101000585100000005000 0700000104000000   
0601GLA7Y       20240101000590100000005000 0700000104000000   
0601GLA7Y       20240101000595100000005000 0700000104000000   
0601GLA7Y       20240101000600100000005000 0700000104000000   
0601GLA7Y       20240101000605100000005000 0700000104000000   
0601GLA7Y       20240101000610100000005000 0700000104000000   
0601GLA7Y       20240101000615100000005000 0700000104000000   
0601GLA7Y       20240101000620100000005000 0700000104000000   
0601GLA7Y       20240101000625100000005000 0700000104000000   
0601GLA7Y       20240101000630100000005000 0700000104000000   
0601GLA7Y       20240101000635100000005000 0700000104000000   
0601GLA7Y       20240101000640100000005000 0700000104000000   
0601GLA7Y       20240101000645100000005000 0700000104000000   
0601GLA7Y       20240101000650100000005000 0700000104000000   
0601GLA7Y       20240101000655100000005000 0700000104000000   
0601GLA7Y       20240101000660100000005000 0700000104000000   
0601GLA7Y       20240101000665100000005000 0700000104000000   
0601GLA7Y       20240101000670100000005000 0700000104000000   
0601GLA7Y       20240101000675100000005000 0700000104000000   
0601GLA7Y       20240101000680100000005000 0700000104000000   
0601GLA7Y       20240101000685100000005000 0700000104000000   
0601GLA7Y       20240101000690100000005000 0700000104000000   
0601GLA7Y       20240101000695100000005000 0700000104000000   
0601GLA7Y       20240101000700100000005000 0700000104000000   
0601GLA7Y       20240101000705100000005000 0700000104000000   
0601GLA7Y       20240101000710100000005000 0700000104000000   
0601GLA7Y       20240101000715100000005000 0700000104000000   
0601GLA7Y       20240101000720100000005000 0700000104000000   
0601GLA7Y       20240101000725100000005000 0700000104000018   
0601GLA7Y       20240101000730100000005000 0700000104000023   
0601GLA7Y       20240101000735100000005000 0700000104000030   
0601GLA7Y       20240101000740100000005000 0700000104000035   
0601GLA7Y       20240101000745100000005000 0700000104000040   
0601GLA7Y       20240101000750100000005000 0700000104000047   
0601GLA7Y       20240101000755100000005000 0700000104000054   
0601GLA7Y       20240101000760100000005000 0700000104000060   
0601GLA7Y       20240101000765100000005000 0700000104000065   
0601GLA7Y       20240101000770100000005000 0700000104000071   
0601GLA7Y       20240101000775100000005000 0700000104000077   
0601GLA7Y       20240101000780100000005000 0700000104000083   
0601GLA7Y       20240101000785100000005000 0700000104000089   
0601GLA7Y       20240101000790100000005000 0700000104000095   
0601GLA7Y       20240101000795100000005000 0700000104000099   
0601GLA7Y       20240101000800100000005000 0700000104000105   
0601GLA7Y       20240101000805100000005000 0700000104000109   
0601GLA7Y       20240101000810100000005000 0700000104000114   
0601GLA7Y       20240101000815100000005000 0700000104000120   
0601GLA7Y       20240101000820100000005000 0700000104000124   
0601GLA7Y       20240101000825100000005000 0700000104000131   
0601GLA7Y       20240101000830100000005000 0700000104000137   
0601GLA7Y       20240101000835100000005000 0700000104000143   
0601GLA7Y       20240101000840100000005000 0700000104000150   
0601GLA7Y       20240101000845100000005000 0700000104000157   
0601GLA7Y       20240101000850100000005000 0700000104000163   
0601GLA7Y       20240101000855100000005000 0700000104000169   
0601GLA7Y       20240101000860100000005000 0700000104000176   
0601GLA7Y       20240101000865100000005000 0700000104000182   
0601GLA7Y       20240101000870100000005000 0700000104000188   
0601GLA7Y       20240101000875100000005000 0700000104000194   
0601GLA7Y       20240101000880100000005000 0700000104000201   
0601GLA7Y       20240101000885100000005000 0700000104000206   
0601GLA7Y       20240101000890100000005000 0700000104000212   
0601GLA7Y       20240101000895100000005000 0700000104000217   
0601GLA7Y       20240101000900100000005000 0700000104000224   
0601GLA7Y       20240101000905100000005000 0700000104000229   
0601GLA7Y       20240101000910100000005000 0700000104000235   
0601GLA7Y       20240101000915100000005000 0700000104000241   
0601GLA7Y       20240101000920100000005000 0700000104000246   
0601GLA7Y       20240101000925100000005000 0700000104000252   
0601GLA7Y       20240101000930100000005000 0700000104000258   
0601GLA7Y       20240101000935100000005000 0700000104000266   
