00SG               20231206                                                                                   
0601SGA2Y       20240101007100100000050000 0200000050002690   
0601SGA2Y       20240101007150100000050000 0200000050002691   
0601SGA2Y       20240101007200100000050000 0200000050002694   
0601SGA2Y       20240101007250100000050000 0200000050002695   
0601SGA2Y       20240101007300100000050000 0200000050002697   
0601SGA2Y       20240101007350100000050000 0200000050002699   
0601SGA2Y       20240101007400100000050000 0200000050002701   
0601SGA2Y       20240101007450100000050000 0200000050002703   
0601SGA2Y       20240101007500100000050000 0200000050002704   
0601SGA2Y       20240101007550100000050000 0200000050002706   
0601SGA2Y       20240101007600100000050000 0200000050002708   
0601SGA2Y       20240101007650100000050000 0200000050002708   
0601SGA2Y       20240101007700100000050000 0200000050002709   
0601SGA2Y       20240101007750100000050000 0200000050002710   
0601SGA2Y       20240101007800100000050000 0200000050002710   
0601SGA2Y       20240101007850100000050000 0200000050002711   
0601SGA2Y       20240101007900100000050000 0200000050002712   
0601SGA2Y       20240101007950100000050000 0200000050002712   
0601SGA2Y       20240101008000100000050000 0200000050002713   
0601SGA2Y       20240101008050100000050000 0200000050002713   
0601SGA2Y       20240101008100100000050000 0200000050002714   
0601SGA2Y       20240101008150100000050000 0200000050002715   
0601SGA2Y       20240101008200100000050000 0200000050002715   
0601SGA2Y       20240101008250100000050000 0200000050002716   
0601SGA2Y       20240101008300100000050000 0200000050002717   
0601SGA2Y       20240101008350100000050000 0200000050002717   
0601SGA2Y       20240101008400100000050000 0200000050002718   
0601SGA2Y       20240101008450100000050000 0200000050002718   
0601SGA2Y       20240101008500100000050000 0200000050002719   
0601SGA2Y       20240101008550100000050000 0200000050002720   
0601SGA2Y       20240101008600100000050000 0200000050002720   
0601SGA2Y       20240101008650100000050000 0200000050002721   
0601SGA2Y       20240101008700100000050000 0200000050002721   
0601SGA2Y       20240101008750100000050000 0200000050002721   
0601SGA2Y       20240101008800100000050000 0200000050002722   
0601SGA2Y       20240101008850100000050000 0200000050002723   
0601SGA2Y       20240101008900100000050000 0200000050002723   
0601SGA2Y       20240101008950100000050000 0200000050002724   
0601SGA2Y       20240101009000100000050000 0200000050002724   
0601SGA2Y       20240101009050100000050000 0200000050002725   
0601SGA2Y       20240101009100100000050000 0200000050002725   
0601SGA2Y       20240101009150100000050000 0200000050002726   
0601SGA2Y       20240101009200100000050000 0200000050002726   
0601SGA2Y       20240101009250100000050000 0200000050002727   
0601SGA2Y       20240101009300100000050000 0200000050002727   
0601SGA2Y       20240101009350100000050000 0200000050002728   
0601SGA2Y       20240101009400100000050000 0200000050002728   
0601SGA2Y       20240101009450100000050000 0200000050002729   
0601SGA2Y       20240101009500100000050000 0200000050002729   
0601SGA2Y       20240101009550100000050000 0200000050002729   
0601SGA2Y       20240101009600100000050000 0200000050002730   
0601SGA2Y       20240101009650100000050000 0200000050002730   
0601SGA2Y       20240101009700100000050000 0200000050002731   
0601SGA2Y       20240101009750100000050000 0200000050002731   
0601SGA2Y       20240101009800100000050000 0200000050002732   
0601SGA2Y       20240101009850100000050000 0200000050002732   
0601SGA2Y       20240101009900100000050000 0200000050002733   
0601SGA2Y       20240101009950100000050000 0200000050002733   
0601SGA2Y       20240101010000100000050000 0200000050002733   
0601SGA2Y       20240101010050100000050000 0200000050002734   
0601SGA2Y       20240101010100100000050000 0200000050002734   
0601SGA2Y       20240101010150100000050000 0200000050002735   
0601SGA2Y       20240101010200100000050000 0200000050002735   
0601SGA2Y       20240101010250100000050000 0200000050002735   
0601SGA2Y       20240101010300100000050000 0200000050002736   
0601SGA2Y       20240101010350100000050000 0200000050002736   
0601SGA2Y       20240101010400100000050000 0200000050002736   
0601SGA2Y       20240101010450100000050000 0200000050002737   
0601SGA2Y       20240101010500100000050000 0200000050002737   
0601SGA2Y       20240101010550100000050000 0200000050002737   
0601SGA2Y       20240101010600100000050000 0200000050002738   
0601SGA2Y       20240101010650100000050000 0200000050002738   
0601SGA2Y       20240101010700100000050000 0200000050002739   
0601SGA2Y       20240101010750100000050000 0200000050002739   
0601SGA2Y       20240101010800100000050000 0200000050002739   
0601SGA2Y       20240101010850100000050000 0200000050002740   
0601SGA2Y       20240101010900100000050000 0200000050002740   
0601SGA2Y       20240101010950100000050000 0200000050002740   
0601SGA2Y       20240101011000100000050000 0200000050002740   
0601SGA2Y       20240101011050100000050000 0200000050002741   
0601SGA2Y       20240101011100100000050000 0200000050002741   
0601SGA2Y       20240101011150100000050000 0200000050002742   
0601SGA2Y       20240101011200100000050000 0200000050002742   
0601SGA2Y       20240101011250100000050000 0200000050002742   
0601SGA2Y       20240101011300100000050000 0200000050002743   
0601SGA2Y       20240101011350100000050000 0200000050002743   
0601SGA2Y       20240101011400100000050000 0200000050002743   
0601SGA2Y       20240101011450100000050000 0200000050002743   
0601SGA2Y       20240101011500100000050000 0200000050002744   
0601SGA2Y       20240101011550100000050000 0200000050002744   
0601SGA2Y       20240101011600100000050000 0200000050002744   
0601SGA2Y       20240101011650100000050000 0200000050002745   
0601SGA2Y       20240101011700100000050000 0200000050002745   
0601SGA2Y       20240101011750100000050000 0200000050002745   
0601SGA2Y       20240101011800100000050000 0200000050002746   
0601SGA2Y       20240101011850100000050000 0200000050002746   
0601SGA2Y       20240101011900100000050000 0200000050002746   
0601SGA2Y       20240101011950100000050000 0200000050002747   
0601SGA2Y       20240101012000100000050000 0200000050002747   
0601SGA2Y       20240101012050100000050000 0200000050002747   
0601SGA2Y       20240101012100100000050000 0200000050002747   
0601SGA2Y       20240101012150100000050000 0200000050002747   
0601SGA2Y       20240101012200100000050000 0200000050002748   
0601SGA2Y       20240101012250100000050000 0200000050002748   
0601SGA2Y       20240101012300100000050000 0200000050002748   
0601SGA2Y       20240101012350100000050000 0200000050002749   
0601SGA2Y       20240101012400100000050000 0200000050002749   
0601SGA2Y       20240101012450100000050000 0200000050002749   
0601SGA2Y       20240101012500100087500000 0200000050002749   
0601SGA3Y       20240101000000100000005000 0300000050002000   
0601SGA3Y       20240101000005100000005000 0300000050000667   
0601SGA3Y       20240101000010100000005000 0300000050000400   
0601SGA3Y       20240101000015100000005000 0300000050000286   
0601SGA3Y       20240101000020100000005000 0300000050000222   
0601SGA3Y       20240101000025100000005000 0300000050000182   
0601SGA3Y       20240101000030100000005000 0300000050000154   
0601SGA3Y       20240101000035100000005000 0300000050000133   
0601SGA3Y       20240101000040100000005000 0300000050000118   
0601SGA3Y       20240101000045100000005000 0300000050000105   
0601SGA3Y       20240101000050100000005000 0300000050000095   
0601SGA3Y       20240101000055100000005000 0300000050000087   
0601SGA3Y       20240101000060100000005000 0300000050000080   
0601SGA3Y       20240101000065100000005000 0300000050000074   
0601SGA3Y       20240101000070100000005000 0300000050000069   
0601SGA3Y       20240101000075100000005000 0300000050000065   
0601SGA3Y       20240101000080100000005000 0300000050000061   
0601SGA3Y       20240101000085100000005000 0300000050000057   
0601SGA3Y       20240101000090100000005000 0300000050000054   
0601SGA3Y       20240101000095100000005000 0300000050000051   
0601SGA3Y       20240101000100100000005000 0300000050000049   
0601SGA3Y       20240101000105100000005000 0300000050000047   
0601SGA3Y       20240101000110100000005000 0300000050000044   
0601SGA3Y       20240101000115100000005000 0300000050000043   
0601SGA3Y       20240101000120100000005000 0300000050000041   
0601SGA3Y       20240101000125100000005000 0300000050000039   
0601SGA3Y       20240101000130100000005000 0300000050000038   
0601SGA3Y       20240101000135100000005000 0300000050000036   
0601SGA3Y       20240101000140100000005000 0300000050000035   
0601SGA3Y       20240101000145100000005000 0300000050000034   
0601SGA3Y       20240101000150100000005000 0300000050000033   
0601SGA3Y       20240101000155100000005000 0300000050000032   
0601SGA3Y       20240101000160100000005000 0300000050000031   
0601SGA3Y       20240101000165100000005000 0300000050000030   
0601SGA3Y       20240101000170100000005000 0300000050000029   
0601SGA3Y       20240101000175100000005000 0300000050000028   
0601SGA3Y       20240101000180100000005000 0300000050000027   
0601SGA3Y       20240101000185100000005000 0300000050000027   
0601SGA3Y       20240101000190100000005000 0300000050000026   
0601SGA3Y       20240101000195100000005000 0300000050000025   
0601SGA3Y       20240101000200100000005000 0300000050000025   
0601SGA3Y       20240101000205100000005000 0300000050000024   
0601SGA3Y       20240101000210100000005000 0300000050000024   
0601SGA3Y       20240101000215100000005000 0300000050000023   
0601SGA3Y       20240101000220100000005000 0300000050000022   
0601SGA3Y       20240101000225100000005000 0300000050000022   
0601SGA3Y       20240101000230100000005000 0300000050000022   
0601SGA3Y       20240101000235100000005000 0300000050000021   
0601SGA3Y       20240101000240100000005000 0300000050000021   
0601SGA3Y       20240101000245100000005000 0300000050000020   
0601SGA3Y       20240101000250100000005000 0300000050000020   
0601SGA3Y       20240101000255100000005000 0300000050000019   
0601SGA3Y       20240101000260100000005000 0300000050000019   
0601SGA3Y       20240101000265100000005000 0300000050000019   
0601SGA3Y       20240101000270100000005000 0300000050000018   
0601SGA3Y       20240101000275100000005000 0300000050000018   
0601SGA3Y       20240101000280100000005000 0300000050000018   
0601SGA3Y       20240101000285100000005000 0300000050000017   
0601SGA3Y       20240101000290100000005000 0300000050000017   
0601SGA3Y       20240101000295100000005000 0300000050000017   
0601SGA3Y       20240101000300100000005000 0300000050000017   
0601SGA3Y       20240101000305100000005000 0300000050000016   
0601SGA3Y       20240101000310100000005000 0300000050000016   
0601SGA3Y       20240101000315100000005000 0300000050000016   
0601SGA3Y       20240101000320100000005000 0300000050000016   
0601SGA3Y       20240101000325100000005000 0300000050000015   
0601SGA3Y       20240101000330100000005000 0300000050000015   
0601SGA3Y       20240101000335100000005000 0300000050000015   
0601SGA3Y       20240101000340100000005000 0300000050000015   
0601SGA3Y       20240101000345100000005000 0300000050000014   
0601SGA3Y       20240101000350100000005000 0300000050000014   
0601SGA3Y       20240101000355100000005000 0300000050000014   
0601SGA3Y       20240101000360100000005000 0300000050000014   
0601SGA3Y       20240101000365100000005000 0300000050000014   
0601SGA3Y       20240101000370100000005000 0300000050000013   
0601SGA3Y       20240101000375100000005000 0300000050000013   
0601SGA3Y       20240101000380100000005000 0300000050000013   
0601SGA3Y       20240101000385100000005000 0300000050000013   
0601SGA3Y       20240101000390100000005000 0300000050000013   
0601SGA3Y       20240101000395100000005000 0300000050000013   
0601SGA3Y       20240101000400100000005000 0300000050000012   
0601SGA3Y       20240101000405100000005000 0300000050000012   
0601SGA3Y       20240101000410100000005000 0300000050000012   
0601SGA3Y       20240101000415100000005000 0300000050000012   
0601SGA3Y       20240101000420100000005000 0300000050000012   
0601SGA3Y       20240101000425100000005000 0300000050000012   
0601SGA3Y       20240101000430100000005000 0300000050000012   
0601SGA3Y       20240101000435100000005000 0300000050000011   
0601SGA3Y       20240101000440100000005000 0300000050000011   
0601SGA3Y       20240101000445100000005000 0300000050000011   
0601SGA3Y       20240101000450100000005000 0300000050000011   
0601SGA3Y       20240101000455100000005000 0300000050000011   
0601SGA3Y       20240101000460100000005000 0300000050000011   
0601SGA3Y       20240101000465100000005000 0300000050000011   
0601SGA3Y       20240101000470100000005000 0300000050000011   
0601SGA3Y       20240101000475100000005000 0300000050000012   
0601SGA3Y       20240101000480100000005000 0300000050000012   
0601SGA3Y       20240101000485100000005000 0300000050000013   
0601SGA3Y       20240101000490100000005000 0300000050000013   
0601SGA3Y       20240101000495100000005000 0300000050000014   
0601SGA3Y       20240101000500100000005000 0300000050000014   
0601SGA3Y       20240101000505100000005000 0300000050000015   
0601SGA3Y       20240101000510100000005000 0300000050000015   
0601SGA3Y       20240101000515100000005000 0300000050000020   
0601SGA3Y       20240101000520100000005000 0300000050000028   
0601SGA3Y       20240101000525100000005000 0300000050000036   
0601SGA3Y       20240101000530100000005000 0300000050000044   
0601SGA3Y       20240101000535100000005000 0300000050000052   
0601SGA3Y       20240101000540100000005000 0300000050000059   
0601SGA3Y       20240101000545100000005000 0300000050000066   
0601SGA3Y       20240101000550100000005000 0300000050000073   
0601SGA3Y       20240101000555100000005000 0300000050000081   
0601SGA3Y       20240101000560100000005000 0300000050000092   
0601SGA3Y       20240101000565100000005000 0300000050000103   
0601SGA3Y       20240101000570100000005000 0300000050000113   
0601SGA3Y       20240101000575100000005000 0300000050000124   
0601SGA3Y       20240101000580100000005000 0300000050000134   
0601SGA3Y       20240101000585100000005000 0300000050000144   
0601SGA3Y       20240101000590100000005000 0300000050000154   
0601SGA3Y       20240101000595100000005000 0300000050000164   
0601SGA3Y       20240101000600100000005000 0300000050000174   
0601SGA3Y       20240101000605100000005000 0300000050000183   
0601SGA3Y       20240101000610100000005000 0300000050000193   
0601SGA3Y       20240101000615100000005000 0300000050000202   
0601SGA3Y       20240101000620100000005000 0300000050000211   
0601SGA3Y       20240101000625100000005000 0300000050000220   
0601SGA3Y       20240101000630100000005000 0300000050000229   
0601SGA3Y       20240101000635100000005000 0300000050000238   
0601SGA3Y       20240101000640100000005000 0300000050000246   
0601SGA3Y       20240101000645100000005000 0300000050000255   
0601SGA3Y       20240101000650100000005000 0300000050000263   
0601SGA3Y       20240101000655100000005000 0300000050000271   
0601SGA3Y       20240101000660100000005000 0300000050000279   
0601SGA3Y       20240101000665100000005000 0300000050000287   
0601SGA3Y       20240101000670100000005000 0300000050000295   
0601SGA3Y       20240101000675100000005000 0300000050000303   
0601SGA3Y       20240101000680100000005000 0300000050000310   
0601SGA3Y       20240101000685100000005000 0300000050000318   
0601SGA3Y       20240101000690100000005000 0300000050000325   
0601SGA3Y       20240101000695100000005000 0300000050000332   
0601SGA3Y       20240101000700100000005000 0300000050000340   
0601SGA3Y       20240101000705100000005000 0300000050000347   
0601SGA3Y       20240101000710100000005000 0300000050000355   
0601SGA3Y       20240101000715100000005000 0300000050000363   
0601SGA3Y       20240101000720100000005000 0300000050000370   
0601SGA3Y       20240101000725100000005000 0300000050000378   
0601SGA3Y       20240101000730100000005000 0300000050000386   
0601SGA3Y       20240101000735100000005000 0300000050000395   
0601SGA3Y       20240101000740100000005000 0300000050000405   
0601SGA3Y       20240101000745100000005000 0300000050000415   
0601SGA3Y       20240101000750100000005000 0300000050000425   
0601SGA3Y       20240101000755100000005000 0300000050000435   
0601SGA3Y       20240101000760100000005000 0300000050000445   
0601SGA3Y       20240101000765100000005000 0300000050000454   
0601SGA3Y       20240101000770100000005000 0300000050000464   
0601SGA3Y       20240101000775100000005000 0300000050000473   
0601SGA3Y       20240101000780100000005000 0300000050000485   
0601SGA3Y       20240101000785100000005000 0300000050000494   
0601SGA3Y       20240101000790100000005000 0300000050000503   
0601SGA3Y       20240101000795100000005000 0300000050000511   
0601SGA3Y       20240101000800100000005000 0300000050000520   
0601SGA3Y       20240101000805100000005000 0300000050000529   
0601SGA3Y       20240101000810100000005000 0300000050000537   
0601SGA3Y       20240101000815100000005000 0300000050000546   
0601SGA3Y       20240101000820100000005000 0300000050000554   
0601SGA3Y       20240101000825100000005000 0300000050000562   
0601SGA3Y       20240101000830100000005000 0300000050000570   
0601SGA3Y       20240101000835100000005000 0300000050000578   
0601SGA3Y       20240101000840100000005000 0300000050000586   
0601SGA3Y       20240101000845100000005000 0300000050000594   
0601SGA3Y       20240101000850100000005000 0300000050000601   
0601SGA3Y       20240101000855100000005000 0300000050000609   
0601SGA3Y       20240101000860100000005000 0300000050000617   
0601SGA3Y       20240101000865100000005000 0300000050000624   
0601SGA3Y       20240101000870100000005000 0300000050000632   
0601SGA3Y       20240101000875100000005000 0300000050000639   
0601SGA3Y       20240101000880100000005000 0300000050000647   
0601SGA3Y       20240101000885100000005000 0300000050000654   
0601SGA3Y       20240101000890100000005000 0300000050000661   
0601SGA3Y       20240101000895100000005000 0300000050000668   
0601SGA3Y       20240101000900100000005000 0300000050000675   
0601SGA3Y       20240101000905100000005000 0300000050000682   
0601SGA3Y       20240101000910100000005000 0300000050000689   
0601SGA3Y       20240101000915100000005000 0300000050000696   
0601SGA3Y       20240101000920100000005000 0300000050000703   
0601SGA3Y       20240101000925100000005000 0300000050000709   
0601SGA3Y       20240101000930100000005000 0300000050000716   
0601SGA3Y       20240101000935100000005000 0300000050000722   
0601SGA3Y       20240101000940100000005000 0300000050000729   
0601SGA3Y       20240101000945100000005000 0300000050000735   
0601SGA3Y       20240101000950100000005000 0300000050000741   
0601SGA3Y       20240101000955100000005000 0300000050000749   
0601SGA3Y       20240101000960100000005000 0300000050000756   
0601SGA3Y       20240101000965100000005000 0300000050000762   
0601SGA3Y       20240101000970100000005000 0300000050000768   
0601SGA3Y       20240101000975100000005000 0300000050000774   
0601SGA3Y       20240101000980100000005000 0300000050000781   
0601SGA3Y       20240101000985100000005000 0300000050000787   
0601SGA3Y       20240101000990100000005000 0300000050000793   
0601SGA3Y       20240101000995100000005000 0300000050000800   
0601SGA3Y       20240101001000100000005000 0300000050000806   
0601SGA3Y       20240101001005100000005000 0300000050000812   
0601SGA3Y       20240101001010100000005000 0300000050000820   
0601SGA3Y       20240101001015100000005000 0300000050000826   
0601SGA3Y       20240101001020100000005000 0300000050000832   
0601SGA3Y       20240101001025100000005000 0300000050000839   
0601SGA3Y       20240101001030100000005000 0300000050000845   
0601SGA3Y       20240101001035100000005000 0300000050000854   
0601SGA3Y       20240101001040100000005000 0300000050000861   
0601SGA3Y       20240101001045100000005000 0300000050000868   
0601SGA3Y       20240101001050100000005000 0300000050000875   
0601SGA3Y       20240101001055100000005000 0300000050000882   
0601SGA3Y       20240101001060100000005000 0300000050000890   
0601SGA3Y       20240101001065100000005000 0300000050000897   
0601SGA3Y       20240101001070100000005000 0300000050000904   
0601SGA3Y       20240101001075100000005000 0300000050000910   
0601SGA3Y       20240101001080100000005000 0300000050000917   
0601SGA3Y       20240101001085100000005000 0300000050000925   
0601SGA3Y       20240101001090100000005000 0300000050000931   
0601SGA3Y       20240101001095100000005000 0300000050000939   
0601SGA3Y       20240101001100100000005000 0300000050000945   
0601SGA3Y       20240101001105100000005000 0300000050000952   
0601SGA3Y       20240101001110100000005000 0300000050000960   
0601SGA3Y       20240101001115100000005000 0300000050000966   
0601SGA3Y       20240101001120100000005000 0300000050000972   
0601SGA3Y       20240101001125100000005000 0300000050000978   
0601SGA3Y       20240101001130100000005000 0300000050000985   
0601SGA3Y       20240101001135100000005000 0300000050000993   
0601SGA3Y       20240101001140100000005000 0300000050000999   
0601SGA3Y       20240101001145100000005000 0300000050001005   
0601SGA3Y       20240101001150100000005000 0300000050001011   
0601SGA3Y       20240101001155100000005000 0300000050001017   
0601SGA3Y       20240101001160100000005000 0300000050001024   
0601SGA3Y       20240101001165100000005000 0300000050001030   
0601SGA3Y       20240101001170100000005000 0300000050001036   
0601SGA3Y       20240101001175100000005000 0300000050001042   
0601SGA3Y       20240101001180100000005000 0300000050001047   
0601SGA3Y       20240101001185100000005000 0300000050001055   
0601SGA3Y       20240101001190100000005000 0300000050001060   
0601SGA3Y       20240101001195100000005000 0300000050001066   
0601SGA3Y       20240101001200100000005000 0300000050001071   
0601SGA3Y       20240101001205100000005000 0300000050001077   
0601SGA3Y       20240101001210100000005000 0300000050001084   
0601SGA3Y       20240101001215100000005000 0300000050001089   
0601SGA3Y       20240101001220100000005000 0300000050001095   
0601SGA3Y       20240101001225100000005000 0300000050001100   
0601SGA3Y       20240101001230100000005000 0300000050001105   
0601SGA3Y       20240101001235100000005000 0300000050001112   
0601SGA3Y       20240101001240100000005000 0300000050001117   
0601SGA3Y       20240101001245100000005000 0300000050001122   
0601SGA3Y       20240101001250100000005000 0300000050001129   
0601SGA3Y       20240101001255100000005000 0300000050001134   
0601SGA3Y       20240101001260100000005000 0300000050001139   
0601SGA3Y       20240101001265100000005000 0300000050001146   
0601SGA3Y       20240101001270100000005000 0300000050001151   
0601SGA3Y       20240101001275100000005000 0300000050001155   
0601SGA3Y       20240101001280100000005000 0300000050001160   
0601SGA3Y       20240101001285100000005000 0300000050001167   
0601SGA3Y       20240101001290100000005000 0300000050001171   
0601SGA3Y       20240101001295100000005000 0300000050001176   
0601SGA3Y       20240101001300100000005000 0300000050001182   
0601SGA3Y       20240101001305100000005000 0300000050001187   
0601SGA3Y       20240101001310100000005000 0300000050001191   
0601SGA3Y       20240101001315100000005000 0300000050001198   
0601SGA3Y       20240101001320100000005000 0300000050001202   
0601SGA3Y       20240101001325100000005000 0300000050001207   
0601SGA3Y       20240101001330100000005000 0300000050001213   
0601SGA3Y       20240101001335100000005000 0300000050001217   
0601SGA3Y       20240101001340100000005000 0300000050001222   
0601SGA3Y       20240101001345100000005000 0300000050001229   
0601SGA3Y       20240101001350100000005000 0300000050001234   
0601SGA3Y       20240101001355100000005000 0300000050001239   
0601SGA3Y       20240101001360100000005000 0300000050001246   
0601SGA3Y       20240101001365100000005000 0300000050001251   
0601SGA3Y       20240101001370100000005000 0300000050001255   
0601SGA3Y       20240101001375100000005000 0300000050001262   
0601SGA3Y       20240101001380100000005000 0300000050001267   
0601SGA3Y       20240101001385100000005000 0300000050001272   
0601SGA3Y       20240101001390100000005000 0300000050001278   
0601SGA3Y       20240101001395100000005000 0300000050001283   
0601SGA3Y       20240101001400100000005000 0300000050001288   
0601SGA3Y       20240101001405100000005000 0300000050001294   
0601SGA3Y       20240101001410100000005000 0300000050001299   
0601SGA3Y       20240101001415100000005000 0300000050001304   
0601SGA3Y       20240101001420100000005000 0300000050001308   
0601SGA3Y       20240101001425100000005000 0300000050001314   
0601SGA3Y       20240101001430100000005000 0300000050001319   
0601SGA3Y       20240101001435100000005000 0300000050001323   
0601SGA3Y       20240101001440100000005000 0300000050001330   
0601SGA3Y       20240101001445100000005000 0300000050001334   
0601SGA3Y       20240101001450100000005000 0300000050001338   
0601SGA3Y       20240101001455100000005000 0300000050001344   
0601SGA3Y       20240101001460100000005000 0300000050001349   
0601SGA3Y       20240101001465100000005000 0300000050001353   
0601SGA3Y       20240101001470100000005000 0300000050001359   
0601SGA3Y       20240101001475100000005000 0300000050001363   
0601SGA3Y       20240101001480100000005000 0300000050001367   
0601SGA3Y       20240101001485100000005000 0300000050001373   
0601SGA3Y       20240101001490100000005000 0300000050001377   
0601SGA3Y       20240101001495100000005000 0300000050001381   
0601SGA3Y       20240101001500100000005000 0300000050001387   
0601SGA3Y       20240101001505100000005000 0300000050001391   
0601SGA3Y       20240101001510100000005000 0300000050001395   
0601SGA3Y       20240101001515100000005000 0300000050001401   
0601SGA3Y       20240101001520100000005000 0300000050001405   
0601SGA3Y       20240101001525100000005000 0300000050001409   
0601SGA3Y       20240101001530100000005000 0300000050001414   
0601SGA3Y       20240101001535100000005000 0300000050001418   
0601SGA3Y       20240101001540100000005000 0300000050001422   
0601SGA3Y       20240101001545100000005000 0300000050001427   
0601SGA3Y       20240101001550100000005000 0300000050001431   
0601SGA3Y       20240101001555100000005000 0300000050001435   
0601SGA3Y       20240101001560100000005000 0300000050001440   
0601SGA3Y       20240101001565100000005000 0300000050001444   
0601SGA3Y       20240101001570100000005000 0300000050001448   
0601SGA3Y       20240101001575100000005000 0300000050001451   
0601SGA3Y       20240101001580100000005000 0300000050001457   
0601SGA3Y       20240101001585100000005000 0300000050001460   
0601SGA3Y       20240101001590100000005000 0300000050001464   
0601SGA3Y       20240101001595100000005000 0300000050001469   
0601SGA3Y       20240101001600100000005000 0300000050001472   
0601SGA3Y       20240101001605100000005000 0300000050001476   
0601SGA3Y       20240101001610100000005000 0300000050001481   
0601SGA3Y       20240101001615100000005000 0300000050001484   
0601SGA3Y       20240101001620100000005000 0300000050001488   
0601SGA3Y       20240101001625100000005000 0300000050001493   
0601SGA3Y       20240101001630100000005000 0300000050001496   
0601SGA3Y       20240101001635100000005000 0300000050001500   
0601SGA3Y       20240101001640100000005000 0300000050001505   
0601SGA3Y       20240101001645100000005000 0300000050001509   
0601SGA3Y       20240101001650100000005000 0300000050001512   
0601SGA3Y       20240101001655100000005000 0300000050001518   
0601SGA3Y       20240101001660100000005000 0300000050001522   
0601SGA3Y       20240101001665100000005000 0300000050001525   
0601SGA3Y       20240101001670100000005000 0300000050001531   
0601SGA3Y       20240101001675100000005000 0300000050001535   
0601SGA3Y       20240101001680100000005000 0300000050001538   
0601SGA3Y       20240101001685100000005000 0300000050001544   
0601SGA3Y       20240101001690100000005000 0300000050001547   
0601SGA3Y       20240101001695100000005000 0300000050001551   
0601SGA3Y       20240101001700100000005000 0300000050001556   
0601SGA3Y       20240101001705100000005000 0300000050001560   
0601SGA3Y       20240101001710100000005000 0300000050001563   
0601SGA3Y       20240101001715100000005000 0300000050001567   
0601SGA3Y       20240101001720100000005000 0300000050001572   
0601SGA3Y       20240101001725100000005000 0300000050001576   
0601SGA3Y       20240101001730100000005000 0300000050001579   
0601SGA3Y       20240101001735100000005000 0300000050001584   
0601SGA3Y       20240101001740100000005000 0300000050001588   
0601SGA3Y       20240101001745100000005000 0300000050001591   
0601SGA3Y       20240101001750100000005000 0300000050001596   
0601SGA3Y       20240101001755100000005000 0300000050001599   
0601SGA3Y       20240101001760100000005000 0300000050001603   
0601SGA3Y       20240101001765100000005000 0300000050001608   
0601SGA3Y       20240101001770100000005000 0300000050001611   
0601SGA3Y       20240101001775100000005000 0300000050001614   
0601SGA3Y       20240101001780100000005000 0300000050001619   
0601SGA3Y       20240101001785100000005000 0300000050001622   
0601SGA3Y       20240101001790100000005000 0300000050001625   
0601SGA3Y       20240101001795100000005000 0300000050001630   
0601SGA3Y       20240101001800100000005000 0300000050001633   
0601SGA3Y       20240101001805100000005000 0300000050001637   
0601SGA3Y       20240101001810100000005000 0300000050001641   
0601SGA3Y       20240101001815100000005000 0300000050001644   
0601SGA3Y       20240101001820100000005000 0300000050001648   
0601SGA3Y       20240101001825100000005000 0300000050001652   
0601SGA3Y       20240101001830100000005000 0300000050001655   
0601SGA3Y       20240101001835100000005000 0300000050001658   
0601SGA3Y       20240101001840100000005000 0300000050001663   
0601SGA3Y       20240101001845100000005000 0300000050001666   
0601SGA3Y       20240101001850100000005000 0300000050001669   
0601SGA3Y       20240101001855100000005000 0300000050001673   
0601SGA3Y       20240101001860100000005000 0300000050001676   
0601SGA3Y       20240101001865100000005000 0300000050001679   
0601SGA3Y       20240101001870100000005000 0300000050001682   
0601SGA3Y       20240101001875100000005000 0300000050001687   
0601SGA3Y       20240101001880100000005000 0300000050001690   
0601SGA3Y       20240101001885100000005000 0300000050001692   
0601SGA3Y       20240101001890100000005000 0300000050001697   
0601SGA3Y       20240101001895100000005000 0300000050001700   
0601SGA3Y       20240101001900100000005000 0300000050001702   
0601SGA3Y       20240101001905100000005000 0300000050001707   
0601SGA3Y       20240101001910100000005000 0300000050001710   
0601SGA3Y       20240101001915100000005000 0300000050001712   
0601SGA3Y       20240101001920100000005000 0300000050001717   
0601SGA3Y       20240101001925100000005000 0300000050001719   
0601SGA3Y       20240101001930100000005000 0300000050001722   
0601SGA3Y       20240101001935100000005000 0300000050001726   
0601SGA3Y       20240101001940100000005000 0300000050001729   
0601SGA3Y       20240101001945100000005000 0300000050001732   
0601SGA3Y       20240101001950100000005000 0300000050001736   
0601SGA3Y       20240101001955100000005000 0300000050001738   
0601SGA3Y       20240101001960100000005000 0300000050001741   
0601SGA3Y       20240101001965100000005000 0300000050001745   
0601SGA3Y       20240101001970100000005000 0300000050001748   
0601SGA3Y       20240101001975100000005000 0300000050001750   
0601SGA3Y       20240101001980100000005000 0300000050001754   
0601SGA3Y       20240101001985100000005000 0300000050001757   
0601SGA3Y       20240101001990100000005000 0300000050001760   
0601SGA3Y       20240101001995100000005000 0300000050001764   
0601SGA3Y       20240101002000100000005000 0300000050001766   
0601SGA3Y       20240101002005100000005000 0300000050001769   
0601SGA3Y       20240101002010100000005000 0300000050001771   
0601SGA3Y       20240101002015100000005000 0300000050001775   
0601SGA3Y       20240101002020100000005000 0300000050001777   
0601SGA3Y       20240101002025100000005000 0300000050001780   
0601SGA3Y       20240101002030100000005000 0300000050001784   
0601SGA3Y       20240101002035100000005000 0300000050001786   
0601SGA3Y       20240101002040100000005000 0300000050001789   
