00SG               20231206                                                                                   
0601SGH5Y       20240101001145100000005000 0500000050000291   
0601SGH5Y       20240101001150100000005000 0500000050000296   
0601SGH5Y       20240101001155100000005000 0500000050000299   
0601SGH5Y       20240101001160100000005000 0500000050000305   
0601SGH5Y       20240101001165100000005000 0500000050000310   
0601SGH5Y       20240101001170100000005000 0500000050000313   
0601SGH5Y       20240101001175100000005000 0500000050000318   
0601SGH5Y       20240101001180100000005000 0500000050000321   
0601SGH5Y       20240101001185100000005000 0500000050000326   
0601SGH5Y       20240101001190100000005000 0500000050000331   
0601SGH5Y       20240101001195100000005000 0500000050000334   
0601SGH5Y       20240101001200100000005000 0500000050000339   
0601SGH5Y       20240101001205100000005000 0500000050000342   
0601SGH5Y       20240101001210100000005000 0500000050000346   
0601SGH5Y       20240101001215100000005000 0500000050000351   
0601SGH5Y       20240101001220100000005000 0500000050000354   
0601SGH5Y       20240101001225100000005000 0500000050000359   
0601SGH5Y       20240101001230100000005000 0500000050000361   
0601SGH5Y       20240101001235100000005000 0500000050000366   
0601SGH5Y       20240101001240100000005000 0500000050000371   
0601SGH5Y       20240101001245100000005000 0500000050000373   
0601SGH5Y       20240101001250100000005000 0500000050000378   
0601SGH5Y       20240101001255100000005000 0500000050000382   
0601SGH5Y       20240101001260100000005000 0500000050000385   
0601SGH5Y       20240101001265100000005000 0500000050000389   
0601SGH5Y       20240101001270100000005000 0500000050000394   
0601SGH5Y       20240101001275100000005000 0500000050000396   
0601SGH5Y       20240101001280100000005000 0500000050000400   
0601SGH5Y       20240101001285100000005000 0500000050000405   
0601SGH5Y       20240101001290100000005000 0500000050000409   
0601SGH5Y       20240101001295100000005000 0500000050000415   
0601SGH5Y       20240101001300100000005000 0500000050000425   
0601SGH5Y       20240101001305100000005000 0500000050000429   
0601SGH5Y       20240101001310100000005000 0500000050000437   
0601SGH5Y       20240101001315100000005000 0500000050000444   
0601SGH5Y       20240101001320100000005000 0500000050000449   
0601SGH5Y       20240101001325100000005000 0500000050000456   
0601SGH5Y       20240101001330100000005000 0500000050000463   
0601SGH5Y       20240101001335100000005000 0500000050000468   
0601SGH5Y       20240101001340100000005000 0500000050000475   
0601SGH5Y       20240101001345100000005000 0500000050000482   
0601SGH5Y       20240101001350100000005000 0500000050000487   
0601SGH5Y       20240101001355100000005000 0500000050000494   
0601SGH5Y       20240101001360100000005000 0500000050000502   
0601SGH5Y       20240101001365100000005000 0500000050000506   
0601SGH5Y       20240101001370100000005000 0500000050000513   
0601SGH5Y       20240101001375100000005000 0500000050000521   
0601SGH5Y       20240101001380100000005000 0500000050000525   
0601SGH5Y       20240101001385100000005000 0500000050000532   
0601SGH5Y       20240101001390100000005000 0500000050000539   
0601SGH5Y       20240101001395100000005000 0500000050000543   
0601SGH5Y       20240101001400100000005000 0500000050000549   
0601SGH5Y       20240101001405100000005000 0500000050000556   
0601SGH5Y       20240101001410100000005000 0500000050000560   
0601SGH5Y       20240101001415100000005000 0500000050000566   
0601SGH5Y       20240101001420100000005000 0500000050000570   
0601SGH5Y       20240101001425100000005000 0500000050000576   
0601SGH5Y       20240101001430100000005000 0500000050000582   
0601SGH5Y       20240101001435100000005000 0500000050000586   
0601SGH5Y       20240101001440100000005000 0500000050000593   
0601SGH5Y       20240101001445100000005000 0500000050000599   
0601SGH5Y       20240101001450100000005000 0500000050000602   
0601SGH5Y       20240101001455100000005000 0500000050000609   
0601SGH5Y       20240101001460100000005000 0500000050000614   
0601SGH5Y       20240101001465100000005000 0500000050000618   
0601SGH5Y       20240101001470100000005000 0500000050000624   
0601SGH5Y       20240101001475100000005000 0500000050000630   
0601SGH5Y       20240101001480100000005000 0500000050000634   
0601SGH5Y       20240101001485100000005000 0500000050000640   
0601SGH5Y       20240101001490100000005000 0500000050000646   
0601SGH5Y       20240101001495100000005000 0500000050000650   
0601SGH5Y       20240101001500100000005000 0500000050000656   
0601SGH5Y       20240101001505100000005000 0500000050000662   
0601SGH5Y       20240101001510100000005000 0500000050000665   
0601SGH5Y       20240101001515100000005000 0500000050000671   
0601SGH5Y       20240101001520100000005000 0500000050000677   
0601SGH5Y       20240101001525100000005000 0500000050000681   
0601SGH5Y       20240101001530100000005000 0500000050000687   
0601SGH5Y       20240101001535100000005000 0500000050000692   
0601SGH5Y       20240101001540100000005000 0500000050000696   
0601SGH5Y       20240101001545100000005000 0500000050000702   
0601SGH5Y       20240101001550100000005000 0500000050000707   
0601SGH5Y       20240101001555100000005000 0500000050000710   
0601SGH5Y       20240101001560100000005000 0500000050000716   
0601SGH5Y       20240101001565100000005000 0500000050000722   
0601SGH5Y       20240101001570100000005000 0500000050000725   
0601SGH5Y       20240101001575100000005000 0500000050000730   
0601SGH5Y       20240101001580100000005000 0500000050000736   
0601SGH5Y       20240101001585100000005000 0500000050000739   
0601SGH5Y       20240101001590100000005000 0500000050000745   
0601SGH5Y       20240101001595100000005000 0500000050000750   
0601SGH5Y       20240101001600100000005000 0500000050000754   
0601SGH5Y       20240101001605100000005000 0500000050000759   
0601SGH5Y       20240101001610100000005000 0500000050000765   
0601SGH5Y       20240101001615100000005000 0500000050000768   
0601SGH5Y       20240101001620100000005000 0500000050000774   
0601SGH5Y       20240101001625100000005000 0500000050000779   
0601SGH5Y       20240101001630100000005000 0500000050000782   
0601SGH5Y       20240101001635100000005000 0500000050000788   
0601SGH5Y       20240101001640100000005000 0500000050000793   
0601SGH5Y       20240101001645100000005000 0500000050000796   
0601SGH5Y       20240101001650100000005000 0500000050000802   
0601SGH5Y       20240101001655100000005000 0500000050000807   
0601SGH5Y       20240101001660100000005000 0500000050000810   
0601SGH5Y       20240101001665100000005000 0500000050000815   
0601SGH5Y       20240101001670100000005000 0500000050000820   
0601SGH5Y       20240101001675100000005000 0500000050000824   
0601SGH5Y       20240101001680100000005000 0500000050000829   
0601SGH5Y       20240101001685100000005000 0500000050000834   
0601SGH5Y       20240101001690100000005000 0500000050000837   
0601SGH5Y       20240101001695100000005000 0500000050000843   
0601SGH5Y       20240101001700100000005000 0500000050000848   
0601SGH5Y       20240101001705100000005000 0500000050000851   
0601SGH5Y       20240101001710100000005000 0500000050000856   
0601SGH5Y       20240101001715100000005000 0500000050000859   
0601SGH5Y       20240101001720100000005000 0500000050000865   
0601SGH5Y       20240101001725100000005000 0500000050000870   
0601SGH5Y       20240101001730100000005000 0500000050000873   
0601SGH5Y       20240101001735100000005000 0500000050000878   
0601SGH5Y       20240101001740100000005000 0500000050000883   
0601SGH5Y       20240101001745100000005000 0500000050000886   
0601SGH5Y       20240101001750100000005000 0500000050000891   
0601SGH5Y       20240101001755100000005000 0500000050000896   
0601SGH5Y       20240101001760100000005000 0500000050000899   
0601SGH5Y       20240101001765100000005000 0500000050000905   
0601SGH5Y       20240101001770100000005000 0500000050000910   
0601SGH5Y       20240101001775100000005000 0500000050000913   
0601SGH5Y       20240101001780100000005000 0500000050000919   
0601SGH5Y       20240101001785100000005000 0500000050000925   
0601SGH5Y       20240101001790100000005000 0500000050000928   
0601SGH5Y       20240101001795100000005000 0500000050000934   
0601SGH5Y       20240101001800100000005000 0500000050000940   
0601SGH5Y       20240101001805100000005000 0500000050000943   
0601SGH5Y       20240101001810100000005000 0500000050000949   
0601SGH5Y       20240101001815100000005000 0500000050000955   
0601SGH5Y       20240101001820100000005000 0500000050000959   
0601SGH5Y       20240101001825100000005000 0500000050000965   
0601SGH5Y       20240101001830100000005000 0500000050000971   
0601SGH5Y       20240101001835100000005000 0500000050000974   
0601SGH5Y       20240101001840100000005000 0500000050000980   
0601SGH5Y       20240101001845100000005000 0500000050000986   
0601SGH5Y       20240101001850100000005000 0500000050000990   
0601SGH5Y       20240101001855100000005000 0500000050000996   
0601SGH5Y       20240101001860100000005000 0500000050001001   
0601SGH5Y       20240101001865100000005000 0500000050001005   
0601SGH5Y       20240101001870100000005000 0500000050001011   
0601SGH5Y       20240101001875100000005000 0500000050001017   
0601SGH5Y       20240101001880100000005000 0500000050001021   
0601SGH5Y       20240101001885100000005000 0500000050001027   
0601SGH5Y       20240101001890100000005000 0500000050001034   
0601SGH5Y       20240101001895100000005000 0500000050001038   
0601SGH5Y       20240101001900100000005000 0500000050001044   
0601SGH5Y       20240101001905100000005000 0500000050001050   
0601SGH5Y       20240101001910100000005000 0500000050001054   
0601SGH5Y       20240101001915100000005000 0500000050001060   
0601SGH5Y       20240101001920100000005000 0500000050001066   
0601SGH5Y       20240101001925100000005000 0500000050001070   
0601SGH5Y       20240101001930100000005000 0500000050001076   
0601SGH5Y       20240101001935100000005000 0500000050001082   
0601SGH5Y       20240101001940100000005000 0500000050001086   
0601SGH5Y       20240101001945100000005000 0500000050001091   
0601SGH5Y       20240101001950100000005000 0500000050001097   
0601SGH5Y       20240101001955100000005000 0500000050001101   
0601SGH5Y       20240101001960100000005000 0500000050001107   
0601SGH5Y       20240101001965100000005000 0500000050001113   
0601SGH5Y       20240101001970100000005000 0500000050001116   
0601SGH5Y       20240101001975100000005000 0500000050001122   
0601SGH5Y       20240101001980100000005000 0500000050001128   
0601SGH5Y       20240101001985100000005000 0500000050001131   
0601SGH5Y       20240101001990100000005000 0500000050001137   
0601SGH5Y       20240101001995100000005000 0500000050001143   
0601SGH5Y       20240101002000100000005000 0500000050001146   
0601SGH5Y       20240101002005100000005000 0500000050001151   
0601SGH5Y       20240101002010100000005000 0500000050001155   
0601SGH5Y       20240101002015100000005000 0500000050001161   
0601SGH5Y       20240101002020100000005000 0500000050001166   
0601SGH5Y       20240101002025100000005000 0500000050001169   
0601SGH5Y       20240101002030100000005000 0500000050001175   
0601SGH5Y       20240101002035100000005000 0500000050001180   
0601SGH5Y       20240101002040100000005000 0500000050001183   
0601SGH5Y       20240101002045100000005000 0500000050001189   
0601SGH5Y       20240101002050100000005000 0500000050001194   
0601SGH5Y       20240101002055100000005000 0500000050001197   
0601SGH5Y       20240101002060100000005000 0500000050001203   
0601SGH5Y       20240101002065100000005000 0500000050001208   
0601SGH5Y       20240101002070100000005000 0500000050001211   
0601SGH5Y       20240101002075100000005000 0500000050001217   
0601SGH5Y       20240101002080100000005000 0500000050001222   
0601SGH5Y       20240101002085100000005000 0500000050001225   
0601SGH5Y       20240101002090100000005000 0500000050001230   
0601SGH5Y       20240101002095100000005000 0500000050001235   
0601SGH5Y       20240101002100100000005000 0500000050001238   
0601SGH5Y       20240101002105100000005000 0500000050001243   
0601SGH5Y       20240101002110100000005000 0500000050001248   
0601SGH5Y       20240101002115100000005000 0500000050001251   
0601SGH5Y       20240101002120100000005000 0500000050001257   
0601SGH5Y       20240101002125100000005000 0500000050001261   
0601SGH5Y       20240101002130100000005000 0500000050001264   
0601SGH5Y       20240101002135100000005000 0500000050001270   
0601SGH5Y       20240101002140100000005000 0500000050001274   
0601SGH5Y       20240101002145100000005000 0500000050001277   
0601SGH5Y       20240101002150100000005000 0500000050001282   
0601SGH5Y       20240101002155100000005000 0500000050001287   
0601SGH5Y       20240101002160100000005000 0500000050001290   
0601SGH5Y       20240101002165100000005000 0500000050001294   
0601SGH5Y       20240101002170100000005000 0500000050001299   
0601SGH5Y       20240101002175100000005000 0500000050001302   
0601SGH5Y       20240101002180100000005000 0500000050001307   
0601SGH5Y       20240101002185100000005000 0500000050001312   
0601SGH5Y       20240101002190100000005000 0500000050001315   
0601SGH5Y       20240101002195100000005000 0500000050001319   
0601SGH5Y       20240101002200100000005000 0500000050001324   
0601SGH5Y       20240101002205100000005000 0500000050001327   
0601SGH5Y       20240101002210100000005000 0500000050001331   
0601SGH5Y       20240101002215100000005000 0500000050001336   
0601SGH5Y       20240101002220100000005000 0500000050001339   
0601SGH5Y       20240101002225100000005000 0500000050001343   
0601SGH5Y       20240101002230100000005000 0500000050001348   
0601SGH5Y       20240101002235100000005000 0500000050001351   
0601SGH5Y       20240101002240100000005000 0500000050001355   
0601SGH5Y       20240101002245100000005000 0500000050001360   
0601SGH5Y       20240101002250100000005000 0500000050001362   
0601SGH5Y       20240101002255100000005000 0500000050001366   
0601SGH5Y       20240101002260100000005000 0500000050001371   
0601SGH5Y       20240101002265100000005000 0500000050001374   
0601SGH5Y       20240101002270100000005000 0500000050001378   
0601SGH5Y       20240101002275100000005000 0500000050001383   
0601SGH5Y       20240101002280100000005000 0500000050001385   
0601SGH5Y       20240101002285100000005000 0500000050001389   
0601SGH5Y       20240101002290100000005000 0500000050001394   
0601SGH5Y       20240101002295100000005000 0500000050001396   
0601SGH5Y       20240101002300100000005000 0500000050001400   
0601SGH5Y       20240101002305100000005000 0500000050001403   
0601SGH5Y       20240101002310100000005000 0500000050001407   
0601SGH5Y       20240101002315100000005000 0500000050001411   
0601SGH5Y       20240101002320100000005000 0500000050001414   
0601SGH5Y       20240101002325100000005000 0500000050001418   
0601SGH5Y       20240101002330100000005000 0500000050001422   
0601SGH5Y       20240101002335100000005000 0500000050001425   
0601SGH5Y       20240101002340100000005000 0500000050001429   
0601SGH5Y       20240101002345100000005000 0500000050001433   
0601SGH5Y       20240101002350100000005000 0500000050001435   
0601SGH5Y       20240101002355100000005000 0500000050001440   
0601SGH5Y       20240101002360100000005000 0500000050001444   
0601SGH5Y       20240101002365100000005000 0500000050001446   
0601SGH5Y       20240101002370100000005000 0500000050001450   
0601SGH5Y       20240101002375100000005000 0500000050001454   
0601SGH5Y       20240101002380100000005000 0500000050001456   
0601SGH5Y       20240101002385100000005000 0500000050001461   
0601SGH5Y       20240101002390100000005000 0500000050001464   
0601SGH5Y       20240101002395100000005000 0500000050001467   
0601SGH5Y       20240101002400100000005000 0500000050001471   
0601SGH5Y       20240101002405100000005000 0500000050001475   
0601SGH5Y       20240101002410100000005000 0500000050001477   
0601SGH5Y       20240101002415100000005000 0500000050001481   
0601SGH5Y       20240101002420100000005000 0500000050001485   
0601SGH5Y       20240101002425100000005000 0500000050001487   
0601SGH5Y       20240101002430100000005000 0500000050001491   
0601SGH5Y       20240101002435100000005000 0500000050001495   
0601SGH5Y       20240101002440100000005000 0500000050001497   
0601SGH5Y       20240101002445100000005000 0500000050001500   
0601SGH5Y       20240101002450100000005000 0500000050001504   
0601SGH5Y       20240101002455100000005000 0500000050001507   
0601SGH5Y       20240101002460100000005000 0500000050001510   
0601SGH5Y       20240101002465100000005000 0500000050001514   
0601SGH5Y       20240101002470100000005000 0500000050001516   
0601SGH5Y       20240101002475100000005000 0500000050001520   
0601SGH5Y       20240101002480100000005000 0500000050001524   
0601SGH5Y       20240101002485100000005000 0500000050001526   
0601SGH5Y       20240101002490100000005000 0500000050001530   
0601SGH5Y       20240101002495100000005000 0500000050001534   
0601SGH5Y       20240101002500100000050000 0500000050001550   
0601SGH5Y       20240101002550100000050000 0500000050001581   
0601SGH5Y       20240101002600100000050000 0500000050001610   
0601SGH5Y       20240101002650100000050000 0500000050001639   
0601SGH5Y       20240101002700100000050000 0500000050001667   
0601SGH5Y       20240101002750100000050000 0500000050001693   
0601SGH5Y       20240101002800100000050000 0500000050001719   
0601SGH5Y       20240101002850100000050000 0500000050001744   
0601SGH5Y       20240101002900100000050000 0500000050001767   
0601SGH5Y       20240101002950100000050000 0500000050001791   
0601SGH5Y       20240101003000100000050000 0500000050001812   
0601SGH5Y       20240101003050100000050000 0500000050001834   
0601SGH5Y       20240101003100100000050000 0500000050001856   
0601SGH5Y       20240101003150100000050000 0500000050001875   
0601SGH5Y       20240101003200100000050000 0500000050001895   
0601SGH5Y       20240101003250100000050000 0500000050001913   
0601SGH5Y       20240101003300100000050000 0500000050001932   
0601SGH5Y       20240101003350100000050000 0500000050001951   
0601SGH5Y       20240101003400100000050000 0500000050001967   
0601SGH5Y       20240101003450100000050000 0500000050001984   
0601SGH5Y       20240101003500100000050000 0500000050002000   
0601SGH5Y       20240101003550100000050000 0500000050002017   
0601SGH5Y       20240101003600100000050000 0500000050002032   
0601SGH5Y       20240101003650100000050000 0500000050002047   
0601SGH5Y       20240101003700100000050000 0500000050002062   
0601SGH5Y       20240101003750100000050000 0500000050002075   
0601SGH5Y       20240101003800100000050000 0500000050002090   
0601SGH5Y       20240101003850100000050000 0500000050002104   
0601SGH5Y       20240101003900100000050000 0500000050002116   
0601SGH5Y       20240101003950100000050000 0500000050002129   
0601SGH5Y       20240101004000100000050000 0500000050002142   
0601SGH5Y       20240101004050100000050000 0500000050002154   
0601SGH5Y       20240101004100100000050000 0500000050002166   
0601SGH5Y       20240101004150100000050000 0500000050002177   
0601SGH5Y       20240101004200100000050000 0500000050002189   
0601SGH5Y       20240101004250100000050000 0500000050002200   
0601SGH5Y       20240101004300100000050000 0500000050002211   
0601SGH5Y       20240101004350100000050000 0500000050002222   
0601SGH5Y       20240101004400100000050000 0500000050002231   
0601SGH5Y       20240101004450100000050000 0500000050002242   
0601SGH5Y       20240101004500100000050000 0500000050002252   
0601SGH5Y       20240101004550100000050000 0500000050002261   
0601SGH5Y       20240101004600100000050000 0500000050002271   
0601SGH5Y       20240101004650100000050000 0500000050002280   
0601SGH5Y       20240101004700100000050000 0500000050002289   
0601SGH5Y       20240101004750100000050000 0500000050002298   
0601SGH5Y       20240101004800100000050000 0500000050002307   
0601SGH5Y       20240101004850100000050000 0500000050002315   
0601SGH5Y       20240101004900100000050000 0500000050002324   
0601SGH5Y       20240101004950100000050000 0500000050002332   
0601SGH5Y       20240101005000100000050000 0500000050002340   
0601SGH5Y       20240101005050100000050000 0500000050002348   
0601SGH5Y       20240101005100100000050000 0500000050002355   
0601SGH5Y       20240101005150100000050000 0500000050002363   
0601SGH5Y       20240101005200100000050000 0500000050002370   
0601SGH5Y       20240101005250100000050000 0500000050002378   
0601SGH5Y       20240101005300100000050000 0500000050002385   
0601SGH5Y       20240101005350100000050000 0500000050002392   
0601SGH5Y       20240101005400100000050000 0500000050002399   
0601SGH5Y       20240101005450100000050000 0500000050002405   
0601SGH5Y       20240101005500100000050000 0500000050002412   
0601SGH5Y       20240101005550100000050000 0500000050002418   
0601SGH5Y       20240101005600100000050000 0500000050002423   
0601SGH5Y       20240101005650100000050000 0500000050002428   
0601SGH5Y       20240101005700100000050000 0500000050002432   
0601SGH5Y       20240101005750100000050000 0500000050002436   
0601SGH5Y       20240101005800100000050000 0500000050002441   
0601SGH5Y       20240101005850100000050000 0500000050002445   
0601SGH5Y       20240101005900100000050000 0500000050002450   
0601SGH5Y       20240101005950100000050000 0500000050002453   
0601SGH5Y       20240101006000100000050000 0500000050002458   
0601SGH5Y       20240101006050100000050000 0500000050002462   
0601SGH5Y       20240101006100100000050000 0500000050002466   
0601SGH5Y       20240101006150100000050000 0500000050002470   
0601SGH5Y       20240101006200100000050000 0500000050002473   
0601SGH5Y       20240101006250100000050000 0500000050002477   
0601SGH5Y       20240101006300100000050000 0500000050002481   
0601SGH5Y       20240101006350100000050000 0500000050002484   
0601SGH5Y       20240101006400100000050000 0500000050002488   
0601SGH5Y       20240101006450100000050000 0500000050002491   
0601SGH5Y       20240101006500100000050000 0500000050002495   
0601SGH5Y       20240101006550100000050000 0500000050002499   
0601SGH5Y       20240101006600100000050000 0500000050002502   
0601SGH5Y       20240101006650100000050000 0500000050002505   
0601SGH5Y       20240101006700100000050000 0500000050002508   
0601SGH5Y       20240101006750100000050000 0500000050002512   
0601SGH5Y       20240101006800100000050000 0500000050002515   
0601SGH5Y       20240101006850100000050000 0500000050002518   
0601SGH5Y       20240101006900100000050000 0500000050002521   
0601SGH5Y       20240101006950100000050000 0500000050002525   
0601SGH5Y       20240101007000100000050000 0500000050002527   
0601SGH5Y       20240101007050100000050000 0500000050002530   
0601SGH5Y       20240101007100100000050000 0500000050002533   
0601SGH5Y       20240101007150100000050000 0500000050002536   
0601SGH5Y       20240101007200100000050000 0500000050002539   
0601SGH5Y       20240101007250100000050000 0500000050002542   
0601SGH5Y       20240101007300100000050000 0500000050002545   
0601SGH5Y       20240101007350100000050000 0500000050002547   
0601SGH5Y       20240101007400100000050000 0500000050002550   
0601SGH5Y       20240101007450100000050000 0500000050002553   
0601SGH5Y       20240101007500100000050000 0500000050002555   
0601SGH5Y       20240101007550100000050000 0500000050002558   
0601SGH5Y       20240101007600100000050000 0500000050002560   
0601SGH5Y       20240101007650100000050000 0500000050002563   
0601SGH5Y       20240101007700100000050000 0500000050002566   
0601SGH5Y       20240101007750100000050000 0500000050002568   
0601SGH5Y       20240101007800100000050000 0500000050002570   
0601SGH5Y       20240101007850100000050000 0500000050002573   
0601SGH5Y       20240101007900100000050000 0500000050002575   
0601SGH5Y       20240101007950100000050000 0500000050002578   
0601SGH5Y       20240101008000100000050000 0500000050002580   
0601SGH5Y       20240101008050100000050000 0500000050002582   
0601SGH5Y       20240101008100100000050000 0500000050002584   
0601SGH5Y       20240101008150100000050000 0500000050002586   
0601SGH5Y       20240101008200100000050000 0500000050002589   
0601SGH5Y       20240101008250100000050000 0500000050002591   
0601SGH5Y       20240101008300100000050000 0500000050002593   
0601SGH5Y       20240101008350100000050000 0500000050002595   
0601SGH5Y       20240101008400100000050000 0500000050002597   
0601SGH5Y       20240101008450100000050000 0500000050002599   
0601SGH5Y       20240101008500100000050000 0500000050002601   
0601SGH5Y       20240101008550100000050000 0500000050002603   
0601SGH5Y       20240101008600100000050000 0500000050002605   
0601SGH5Y       20240101008650100000050000 0500000050002607   
0601SGH5Y       20240101008700100000050000 0500000050002609   
0601SGH5Y       20240101008750100000050000 0500000050002611   
0601SGH5Y       20240101008800100000050000 0500000050002613   
0601SGH5Y       20240101008850100000050000 0500000050002615   
0601SGH5Y       20240101008900100000050000 0500000050002617   
0601SGH5Y       20240101008950100000050000 0500000050002619   
0601SGH5Y       20240101009000100000050000 0500000050002621   
0601SGH5Y       20240101009050100000050000 0500000050002622   
0601SGH5Y       20240101009100100000050000 0500000050002624   
0601SGH5Y       20240101009150100000050000 0500000050002626   
0601SGH5Y       20240101009200100000050000 0500000050002627   
0601SGH5Y       20240101009250100000050000 0500000050002628   
0601SGH5Y       20240101009300100000050000 0500000050002629   
0601SGH5Y       20240101009350100000050000 0500000050002630   
0601SGH5Y       20240101009400100000050000 0500000050002631   
0601SGH5Y       20240101009450100000050000 0500000050002632   
0601SGH5Y       20240101009500100000050000 0500000050002633   
0601SGH5Y       20240101009550100000050000 0500000050002634   
0601SGH5Y       20240101009600100000050000 0500000050002635   
0601SGH5Y       20240101009650100000050000 0500000050002636   
0601SGH5Y       20240101009700100000050000 0500000050002637   
0601SGH5Y       20240101009750100000050000 0500000050002638   
0601SGH5Y       20240101009800100000050000 0500000050002638   
0601SGH5Y       20240101009850100000050000 0500000050002639   
0601SGH5Y       20240101009900100000050000 0500000050002641   
0601SGH5Y       20240101009950100000050000 0500000050002641   
0601SGH5Y       20240101010000100000050000 0500000050002642   
0601SGH5Y       20240101010050100000050000 0500000050002643   
0601SGH5Y       20240101010100100000050000 0500000050002644   
0601SGH5Y       20240101010150100000050000 0500000050002645   
0601SGH5Y       20240101010200100000050000 0500000050002645   
0601SGH5Y       20240101010250100000050000 0500000050002646   
0601SGH5Y       20240101010300100000050000 0500000050002647   
0601SGH5Y       20240101010350100000050000 0500000050002648   
0601SGH5Y       20240101010400100000050000 0500000050002649   
0601SGH5Y       20240101010450100000050000 0500000050002649   
0601SGH5Y       20240101010500100000050000 0500000050002650   
0601SGH5Y       20240101010550100000050000 0500000050002651   
0601SGH5Y       20240101010600100000050000 0500000050002652   
0601SGH5Y       20240101010650100000050000 0500000050002653   
0601SGH5Y       20240101010700100000050000 0500000050002653   
0601SGH5Y       20240101010750100000050000 0500000050002654   
0601SGH5Y       20240101010800100000050000 0500000050002655   
0601SGH5Y       20240101010850100000050000 0500000050002656   
0601SGH5Y       20240101010900100000050000 0500000050002656   
0601SGH5Y       20240101010950100000050000 0500000050002657   
0601SGH5Y       20240101011000100000050000 0500000050002658   
0601SGH5Y       20240101011050100000050000 0500000050002659   
0601SGH5Y       20240101011100100000050000 0500000050002659   
0601SGH5Y       20240101011150100000050000 0500000050002660   
0601SGH5Y       20240101011200100000050000 0500000050002660   
0601SGH5Y       20240101011250100000050000 0500000050002661   
0601SGH5Y       20240101011300100000050000 0500000050002662   
0601SGH5Y       20240101011350100000050000 0500000050002662   
0601SGH5Y       20240101011400100000050000 0500000050002663   
0601SGH5Y       20240101011450100000050000 0500000050002664   
0601SGH5Y       20240101011500100000050000 0500000050002665   
0601SGH5Y       20240101011550100000050000 0500000050002665   
0601SGH5Y       20240101011600100000050000 0500000050002666   
0601SGH5Y       20240101011650100000050000 0500000050002666   
0601SGH5Y       20240101011700100000050000 0500000050002667   
0601SGH5Y       20240101011750100000050000 0500000050002668   
0601SGH5Y       20240101011800100000050000 0500000050002668   
0601SGH5Y       20240101011850100000050000 0500000050002669   
0601SGH5Y       20240101011900100000050000 0500000050002670   
0601SGH5Y       20240101011950100000050000 0500000050002670   
0601SGH5Y       20240101012000100000050000 0500000050002671   
0601SGH5Y       20240101012050100000050000 0500000050002671   
0601SGH5Y       20240101012100100000050000 0500000050002672   
0601SGH5Y       20240101012150100000050000 0500000050002672   
0601SGH5Y       20240101012200100000050000 0500000050002673   
0601SGH5Y       20240101012250100000050000 0500000050002674   
0601SGH5Y       20240101012300100000050000 0500000050002674   
0601SGH5Y       20240101012350100000050000 0500000050002675   
0601SGH5Y       20240101012400100000050000 0500000050002675   
0601SGH5Y       20240101012450100000050000 0500000050002676   
0601SGH5Y       20240101012500100087500000 0500000050002676   
0601SGH6Y       20240101000000100000005000 0600000050002000   
0601SGH6Y       20240101000005100000005000 0600000050000667   
0601SGH6Y       20240101000010100000005000 0600000050000400   
0601SGH6Y       20240101000015100000005000 0600000050000286   
0601SGH6Y       20240101000020100000005000 0600000050000222   
0601SGH6Y       20240101000025100000005000 0600000050000182   
0601SGH6Y       20240101000030100000005000 0600000050000154   
0601SGH6Y       20240101000035100000005000 0600000050000133   
0601SGH6Y       20240101000040100000005000 0600000050000118   
0601SGH6Y       20240101000045100000005000 0600000050000105   
0601SGH6Y       20240101000050100000005000 0600000050000095   
0601SGH6Y       20240101000055100000005000 0600000050000087   
0601SGH6Y       20240101000060100000005000 0600000050000080   
0601SGH6Y       20240101000065100000005000 0600000050000074   
0601SGH6Y       20240101000070100000005000 0600000050000069   
0601SGH6Y       20240101000075100000005000 0600000050000065   
0601SGH6Y       20240101000080100000005000 0600000050000061   
0601SGH6Y       20240101000085100000005000 0600000050000057   
0601SGH6Y       20240101000090100000005000 0600000050000054   
0601SGH6Y       20240101000095100000005000 0600000050000051   
0601SGH6Y       20240101000100100000005000 0600000050000049   
0601SGH6Y       20240101000105100000005000 0600000050000047   
0601SGH6Y       20240101000110100000005000 0600000050000044   
0601SGH6Y       20240101000115100000005000 0600000050000043   
0601SGH6Y       20240101000120100000005000 0600000050000041   
0601SGH6Y       20240101000125100000005000 0600000050000039   
0601SGH6Y       20240101000130100000005000 0600000050000038   
0601SGH6Y       20240101000135100000005000 0600000050000036   
0601SGH6Y       20240101000140100000005000 0600000050000035   
0601SGH6Y       20240101000145100000005000 0600000050000034   
0601SGH6Y       20240101000150100000005000 0600000050000033   
0601SGH6Y       20240101000155100000005000 0600000050000032   
0601SGH6Y       20240101000160100000005000 0600000050000031   
0601SGH6Y       20240101000165100000005000 0600000050000030   
0601SGH6Y       20240101000170100000005000 0600000050000029   
0601SGH6Y       20240101000175100000005000 0600000050000028   
0601SGH6Y       20240101000180100000005000 0600000050000027   
0601SGH6Y       20240101000185100000005000 0600000050000027   
0601SGH6Y       20240101000190100000005000 0600000050000026   
0601SGH6Y       20240101000195100000005000 0600000050000025   
0601SGH6Y       20240101000200100000005000 0600000050000025   
0601SGH6Y       20240101000205100000005000 0600000050000024   
0601SGH6Y       20240101000210100000005000 0600000050000024   
0601SGH6Y       20240101000215100000005000 0600000050000023   
0601SGH6Y       20240101000220100000005000 0600000050000022   
0601SGH6Y       20240101000225100000005000 0600000050000022   
