00GE               20231025                                                                                   
0601GEA2N       20240101003775000000010000 0200000000002932   
0601GEA2N       20240101003785000000010000 0200000000002935   
0601GEA2N       20240101003795000000010000 0200000000002938   
0601GEA2N       20240101003805000000010000 0200000000002941   
0601GEA2N       20240101003815000000010000 0200000000002943   
0601GEA2N       20240101003825000000010000 0200000000002946   
0601GEA2N       20240101003835000000010000 0200000000002948   
0601GEA2N       20240101003845000000010000 0200000000002951   
0601GEA2N       20240101003855000000010000 0200000000002954   
0601GEA2N       20240101003865000000010000 0200000000002956   
0601GEA2N       20240101003875000000010000 0200000000002959   
0601GEA2N       20240101003885000000010000 0200000000002961   
0601GEA2N       20240101003895000000010000 0200000000002964   
0601GEA2N       20240101003905000000010000 0200000000002966   
0601GEA2N       20240101003915000000010000 0200000000002969   
0601GEA2N       20240101003925000000010000 0200000000002972   
0601GEA2N       20240101003935000000010000 0200000000002974   
0601GEA2N       20240101003945000000010000 0200000000002977   
0601GEA2N       20240101003955000000010000 0200000000002979   
0601GEA2N       20240101003965000000010000 0200000000002981   
0601GEA2N       20240101003975000000010000 0200000000002984   
0601GEA2N       20240101003985000000010000 0200000000002986   
0601GEA2N       20240101003995000000010000 0200000000002989   
0601GEA2N       20240101004005000000010000 0200000000002991   
0601GEA2N       20240101004015000000010000 0200000000002993   
0601GEA2N       20240101004025000000010000 0200000000002996   
0601GEA2N       20240101004035000000010000 0200000000002998   
0601GEA2N       20240101004045000000010000 0200000000003001   
0601GEA2N       20240101004055000000010000 0200000000003003   
0601GEA2N       20240101004065000000010000 0200000000003005   
0601GEA2N       20240101004075000000010000 0200000000003008   
0601GEA2N       20240101004085000000010000 0200000000003010   
0601GEA2N       20240101004095000000010000 0200000000003012   
0601GEA2N       20240101004105000000010000 0200000000003015   
0601GEA2N       20240101004115000000010000 0200000000003017   
0601GEA2N       20240101004125000000010000 0200000000003019   
0601GEA2N       20240101004135000000010000 0200000000003021   
0601GEA2N       20240101004145000000010000 0200000000003024   
0601GEA2N       20240101004155000000010000 0200000000003026   
0601GEA2N       20240101004165000000010000 0200000000003028   
0601GEA2N       20240101004175000000010000 0200000000003030   
0601GEA2N       20240101004185000000010000 0200000000003033   
0601GEA2N       20240101004195000000010000 0200000000003035   
0601GEA2N       20240101004205000000010000 0200000000003037   
0601GEA2N       20240101004215000000010000 0200000000003039   
0601GEA2N       20240101004225000000010000 0200000000003041   
0601GEA2N       20240101004235000000010000 0200000000003044   
0601GEA2N       20240101004245000000010000 0200000000003046   
0601GEA2N       20240101004255000000010000 0200000000003048   
0601GEA2N       20240101004265000000010000 0200000000003050   
0601GEA2N       20240101004275000000010000 0200000000003052   
0601GEA2N       20240101004285000000010000 0200000000003055   
0601GEA2N       20240101004295000000010000 0200000000003057   
0601GEA2N       20240101004305000000010000 0200000000003059   
0601GEA2N       20240101004315000000010000 0200000000003062   
0601GEA2N       20240101004325000000010000 0200000000003064   
0601GEA2N       20240101004335000000010000 0200000000003066   
0601GEA2N       20240101004345000000010000 0200000000003068   
0601GEA2N       20240101004355000000010000 0200000000003070   
0601GEA2N       20240101004365000000010000 0200000000003073   
0601GEA2N       20240101004375000000010000 0200000000003075   
0601GEA2N       20240101004385000000010000 0200000000003077   
0601GEA2N       20240101004395000000010000 0200000000003079   
0601GEA2N       20240101004405000000010000 0200000000003081   
0601GEA2N       20240101004415000000010000 0200000000003084   
0601GEA2N       20240101004425000000010000 0200000000003086   
0601GEA2N       20240101004435000000010000 0200000000003088   
0601GEA2N       20240101004445000000010000 0200000000003090   
0601GEA2N       20240101004455000000010000 0200000000003092   
0601GEA2N       20240101004465000000010000 0200000000003094   
0601GEA2N       20240101004475000000010000 0200000000003096   
0601GEA2N       20240101004485000000010000 0200000000003098   
0601GEA2N       20240101004495000000010000 0200000000003100   
0601GEA2N       20240101004505000000010000 0200000000003103   
0601GEA2N       20240101004515000000010000 0200000000003104   
0601GEA2N       20240101004525000000010000 0200000000003107   
0601GEA2N       20240101004535000000010000 0200000000003109   
0601GEA2N       20240101004545000000010000 0200000000003111   
0601GEA2N       20240101004555000000010000 0200000000003113   
0601GEA2N       20240101004565000000010000 0200000000003115   
0601GEA2N       20240101004575000000010000 0200000000003117   
0601GEA2N       20240101004585000000010000 0200000000003119   
0601GEA2N       20240101004595000000010000 0200000000003121   
0601GEA2N       20240101004605000000010000 0200000000003123   
0601GEA2N       20240101004615000000010000 0200000000003125   
0601GEA2N       20240101004625000000010000 0200000000003127   
0601GEA2N       20240101004635000000010000 0200000000003129   
0601GEA2N       20240101004645000000010000 0200000000003131   
0601GEA2N       20240101004655000000010000 0200000000003132   
0601GEA2N       20240101004665000000010000 0200000000003134   
0601GEA2N       20240101004675000000010000 0200000000003136   
0601GEA2N       20240101004685000000010000 0200000000003138   
0601GEA2N       20240101004695000000010000 0200000000003140   
0601GEA2N       20240101004705000000010000 0200000000003142   
0601GEA2N       20240101004715000000010000 0200000000003144   
0601GEA2N       20240101004725000000010000 0200000000003146   
0601GEA2N       20240101004735000000010000 0200000000003148   
0601GEA2N       20240101004745000000010000 0200000000003150   
0601GEA2N       20240101004755000000010000 0200000000003151   
0601GEA2N       20240101004765000000010000 0200000000003153   
0601GEA2N       20240101004775000000010000 0200000000003155   
0601GEA2N       20240101004785000000010000 0200000000003157   
0601GEA2N       20240101004795000000010000 0200000000003159   
0601GEA2N       20240101004805000000010000 0200000000003161   
0601GEA2N       20240101004815000000010000 0200000000003163   
0601GEA2N       20240101004825000000010000 0200000000003164   
0601GEA2N       20240101004835000000020000 0200000000003167   
0601GEA2N       20240101004855000000020000 0200000000003170   
0601GEA2N       20240101004875000000020000 0200000000003174   
0601GEA2N       20240101004895000000020000 0200000000003178   
0601GEA2N       20240101004915000000020000 0200000000003181   
0601GEA2N       20240101004935000000020000 0200000000003185   
0601GEA2N       20240101004955000000020000 0200000000003188   
0601GEA2N       20240101004975000000020000 0200000000003191   
0601GEA2N       20240101004995000000020000 0200000000003195   
0601GEA2N       20240101005015000000020000 0200000000003198   
0601GEA2N       20240101005035000000020000 0200000000003201   
0601GEA2N       20240101005055000000020000 0200000000003204   
0601GEA2N       20240101005075000000020000 0200000000003208   
0601GEA2N       20240101005095000000020000 0200000000003211   
0601GEA2N       20240101005115000000020000 0200000000003214   
0601GEA2N       20240101005135000000020000 0200000000003217   
0601GEA2N       20240101005155000000020000 0200000000003221   
0601GEA2N       20240101005175000000020000 0200000000003224   
0601GEA2N       20240101005195000000020000 0200000000003227   
0601GEA2N       20240101005215000000020000 0200000000003230   
0601GEA2N       20240101005235000000020000 0200000000003233   
0601GEA2N       20240101005255000000020000 0200000000003236   
0601GEA2N       20240101005275000000020000 0200000000003239   
0601GEA2N       20240101005295000000020000 0200000000003242   
0601GEA2N       20240101005315000000020000 0200000000003245   
0601GEA2N       20240101005335000000020000 0200000000003248   
0601GEA2N       20240101005355000000020000 0200000000003251   
0601GEA2N       20240101005375000000020000 0200000000003254   
0601GEA2N       20240101005395000000020000 0200000000003257   
0601GEA2N       20240101005415000000020000 0200000000003260   
0601GEA2N       20240101005435000000020000 0200000000003262   
0601GEA2N       20240101005455000000020000 0200000000003265   
0601GEA2N       20240101005475000000020000 0200000000003268   
0601GEA2N       20240101005495000000020000 0200000000003271   
0601GEA2N       20240101005515000000020000 0200000000003274   
0601GEA2N       20240101005535000000020000 0200000000003276   
0601GEA2N       20240101005555000000020000 0200000000003279   
0601GEA2N       20240101005575000000020000 0200000000003282   
0601GEA2N       20240101005595000000020000 0200000000003284   
0601GEA2N       20240101005615000000020000 0200000000003287   
0601GEA2N       20240101005635000000020000 0200000000003290   
0601GEA2N       20240101005655000000020000 0200000000003292   
0601GEA2N       20240101005675000000020000 0200000000003295   
0601GEA2N       20240101005695000000020000 0200000000003298   
0601GEA2N       20240101005715000000020000 0200000000003300   
0601GEA2N       20240101005735000000020000 0200000000003303   
0601GEA2N       20240101005755000000020000 0200000000003305   
0601GEA2N       20240101005775000000020000 0200000000003308   
0601GEA2N       20240101005795000000020000 0200000000003310   
0601GEA2N       20240101005815000000020000 0200000000003313   
0601GEA2N       20240101005835000000020000 0200000000003315   
0601GEA2N       20240101005855000000020000 0200000000003318   
0601GEA2N       20240101005875000000020000 0200000000003320   
0601GEA2N       20240101005895000000020000 0200000000003322   
0601GEA2N       20240101005915000000020000 0200000000003325   
0601GEA2N       20240101005935000000020000 0200000000003327   
0601GEA2N       20240101005955000000020000 0200000000003330   
0601GEA2N       20240101005975000000020000 0200000000003332   
0601GEA2N       20240101005995000000020000 0200000000003334   
0601GEA2N       20240101006015000000020000 0200000000003337   
0601GEA2N       20240101006035000000020000 0200000000003339   
0601GEA2N       20240101006055000000020000 0200000000003341   
0601GEA2N       20240101006075000000020000 0200000000003343   
0601GEA2N       20240101006095000000020000 0200000000003346   
0601GEA2N       20240101006115000000020000 0200000000003348   
0601GEA2N       20240101006135000000020000 0200000000003350   
0601GEA2N       20240101006155000000020000 0200000000003353   
0601GEA2N       20240101006175000000020000 0200000000003355   
0601GEA2N       20240101006195000000020000 0200000000003357   
0601GEA2N       20240101006215000000020000 0200000000003359   
0601GEA2N       20240101006235000000020000 0200000000003361   
0601GEA2N       20240101006255000000020000 0200000000003363   
0601GEA2N       20240101006275000000020000 0200000000003365   
0601GEA2N       20240101006295000000020000 0200000000003368   
0601GEA2N       20240101006315000000020000 0200000000003370   
0601GEA2N       20240101006335000000020000 0200000000003372   
0601GEA2N       20240101006355000000020000 0200000000003374   
0601GEA2N       20240101006375000000020000 0200000000003376   
0601GEA2N       20240101006395000000020000 0200000000003378   
0601GEA2N       20240101006415000000020000 0200000000003380   
0601GEA2N       20240101006435000000020000 0200000000003382   
0601GEA2N       20240101006455000000020000 0200000000003384   
0601GEA2N       20240101006475000000020000 0200000000003387   
0601GEA2N       20240101006495000000020000 0200000000003389   
0601GEA2N       20240101006515000000020000 0200000000003391   
0601GEA2N       20240101006535000000020000 0200000000003393   
0601GEA2N       20240101006555000000020000 0200000000003395   
0601GEA2N       20240101006575000000020000 0200000000003398   
0601GEA2N       20240101006595000000020000 0200000000003400   
0601GEA2N       20240101006615000000020000 0200000000003402   
0601GEA2N       20240101006635000000020000 0200000000003404   
0601GEA2N       20240101006655000000020000 0200000000003406   
0601GEA2N       20240101006675000000020000 0200000000003408   
0601GEA2N       20240101006695000000020000 0200000000003410   
0601GEA2N       20240101006715000000020000 0200000000003412   
0601GEA2N       20240101006735000000020000 0200000000003415   
0601GEA2N       20240101006755000000020000 0200000000003417   
0601GEA2N       20240101006775000000020000 0200000000003419   
0601GEA2N       20240101006795000000020000 0200000000003421   
0601GEA2N       20240101006815000000020000 0200000000003423   
0601GEA2N       20240101006835000000020000 0200000000003425   
0601GEA2N       20240101006855000000020000 0200000000003427   
0601GEA2N       20240101006875000000020000 0200000000003429   
0601GEA2N       20240101006895000000020000 0200000000003431   
0601GEA2N       20240101006915000000020000 0200000000003433   
0601GEA2N       20240101006935000000020000 0200000000003435   
0601GEA2N       20240101006955000000020000 0200000000003437   
0601GEA2N       20240101006975000000020000 0200000000003438   
0601GEA2N       20240101006995000000020000 0200000000003440   
0601GEA2N       20240101007015000000020000 0200000000003442   
0601GEA2N       20240101007035000000020000 0200000000003444   
0601GEA2N       20240101007055000000020000 0200000000003446   
0601GEA2N       20240101007075000000020000 0200000000003448   
0601GEA2N       20240101007095000000020000 0200000000003450   
0601GEA2N       20240101007115000000020000 0200000000003452   
0601GEA2N       20240101007135000000020000 0200000000003453   
0601GEA2N       20240101007155000000020000 0200000000003455   
0601GEA2N       20240101007175000000020000 0200000000003457   
0601GEA2N       20240101007195000000020000 0200000000003459   
0601GEA2N       20240101007215000000020000 0200000000003461   
0601GEA2N       20240101007235000000020000 0200000000003463   
0601GEA2N       20240101007255000000020000 0200000000003464   
0601GEA2N       20240101007275000000020000 0200000000003466   
0601GEA2N       20240101007295000000020000 0200000000003468   
0601GEA2N       20240101007315000000020000 0200000000003470   
0601GEA2N       20240101007335000000020000 0200000000003471   
0601GEA2N       20240101007355000000020000 0200000000003474   
0601GEA2N       20240101007375000000020000 0200000000003476   
0601GEA2N       20240101007395000000020000 0200000000003479   
0601GEA2N       20240101007415000000020000 0200000000003481   
0601GEA2N       20240101007435000000020000 0200000000003484   
0601GEA2N       20240101007455000000020000 0200000000003486   
0601GEA2N       20240101007475000000020000 0200000000003488   
0601GEA2N       20240101007495000000020000 0200000000003491   
0601GEA2N       20240101007515000000020000 0200000000003493   
0601GEA2N       20240101007535000000020000 0200000000003496   
0601GEA2N       20240101007555000000020000 0200000000003498   
0601GEA2N       20240101007575000000020000 0200000000003500   
0601GEA2N       20240101007595000000020000 0200000000003503   
0601GEA2N       20240101007615000000020000 0200000000003505   
0601GEA2N       20240101007635000000020000 0200000000003506   
0601GEA2N       20240101007655000000020000 0200000000003508   
0601GEA2N       20240101007675000000020000 0200000000003510   
0601GEA2N       20240101007695000000020000 0200000000003512   
0601GEA2N       20240101007715000000020000 0200000000003514   
0601GEA2N       20240101007735000000020000 0200000000003516   
0601GEA2N       20240101007755000000020000 0200000000003518   
0601GEA2N       20240101007775000000020000 0200000000003519   
0601GEA2N       20240101007795000000020000 0200000000003521   
0601GEA2N       20240101007815000000020000 0200000000003523   
0601GEA2N       20240101007835000000020000 0200000000003525   
0601GEA2N       20240101007855000000020000 0200000000003527   
0601GEA2N       20240101007875000000020000 0200000000003528   
0601GEA2N       20240101007895000000020000 0200000000003530   
0601GEA2N       20240101007915000000020000 0200000000003532   
0601GEA2N       20240101007935000000020000 0200000000003534   
0601GEA2N       20240101007955000000020000 0200000000003535   
0601GEA2N       20240101007975000000020000 0200000000003537   
0601GEA2N       20240101007995000000020000 0200000000003539   
0601GEA2N       20240101008015000000020000 0200000000003541   
0601GEA2N       20240101008035000000020000 0200000000003542   
0601GEA2N       20240101008055000000020000 0200000000003544   
0601GEA2N       20240101008075000000020000 0200000000003546   
0601GEA2N       20240101008095000000020000 0200000000003547   
0601GEA2N       20240101008115000000020000 0200000000003549   
0601GEA2N       20240101008135000000020000 0200000000003551   
0601GEA2N       20240101008155000000020000 0200000000003552   
0601GEA2N       20240101008175000000020000 0200000000003554   
0601GEA2N       20240101008195000000020000 0200000000003556   
0601GEA2N       20240101008215000000020000 0200000000003557   
0601GEA2N       20240101008235000000020000 0200000000003559   
0601GEA2N       20240101008255000000020000 0200000000003561   
0601GEA2N       20240101008275000000020000 0200000000003562   
0601GEA2N       20240101008295000000020000 0200000000003564   
0601GEA2N       20240101008315000000020000 0200000000003565   
0601GEA2N       20240101008335000000020000 0200000000003567   
0601GEA2N       20240101008355000000020000 0200000000003568   
0601GEA2N       20240101008375000000020000 0200000000003570   
0601GEA2N       20240101008395000000020000 0200000000003572   
0601GEA2N       20240101008415000000020000 0200000000003573   
0601GEA2N       20240101008435000000020000 0200000000003575   
0601GEA2N       20240101008455000000020000 0200000000003576   
0601GEA2N       20240101008475000000020000 0200000000003578   
0601GEA2N       20240101008495000000020000 0200000000003579   
0601GEA2N       20240101008515000000020000 0200000000003581   
0601GEA2N       20240101008535000000020000 0200000000003582   
0601GEA2N       20240101008555000000020000 0200000000003584   
0601GEA2N       20240101008575000000020000 0200000000003585   
0601GEA2N       20240101008595000000020000 0200000000003587   
0601GEA2N       20240101008615000000020000 0200000000003588   
0601GEA2N       20240101008635000000020000 0200000000003590   
0601GEA2N       20240101008655000000020000 0200000000003591   
0601GEA2N       20240101008675000000020000 0200000000003593   
0601GEA2N       20240101008695000000020000 0200000000003594   
0601GEA2N       20240101008715000000020000 0200000000003596   
0601GEA2N       20240101008735000000020000 0200000000003597   
0601GEA2N       20240101008755000000020000 0200000000003599   
0601GEA2N       20240101008775000000020000 0200000000003600   
0601GEA2N       20240101008795000000020000 0200000000003601   
0601GEA2N       20240101008815000000020000 0200000000003603   
0601GEA2N       20240101008835000000020000 0200000000003604   
0601GEA2N       20240101008855000000020000 0200000000003606   
0601GEA2N       20240101008875000000020000 0200000000003607   
0601GEA2N       20240101008895000000020000 0200000000003609   
0601GEA2N       20240101008915000000020000 0200000000003610   
0601GEA2N       20240101008935000000020000 0200000000003611   
0601GEA2N       20240101008955000000020000 0200000000003613   
0601GEA2N       20240101008975000000020000 0200000000003614   
0601GEA2N       20240101008995000000020000 0200000000003615   
0601GEA2N       20240101009015000000020000 0200000000003617   
0601GEA2N       20240101009035000000020000 0200000000003618   
0601GEA2N       20240101009055000000020000 0200000000003620   
0601GEA2N       20240101009075000000020000 0200000000003621   
0601GEA2N       20240101009095000000020000 0200000000003622   
0601GEA2N       20240101009115000000020000 0200000000003624   
0601GEA2N       20240101009135000000020000 0200000000003625   
0601GEA2N       20240101009155000000020000 0200000000003626   
0601GEA2N       20240101009175000000020000 0200000000003627   
0601GEA2N       20240101009195000000020000 0200000000003629   
0601GEA2N       20240101009215000000020000 0200000000003630   
0601GEA2N       20240101009235000000020000 0200000000003631   
0601GEA2N       20240101009255000000020000 0200000000003633   
0601GEA2N       20240101009275000000020000 0200000000003634   
0601GEA2N       20240101009295000000020000 0200000000003635   
0601GEA2N       20240101009315000000020000 0200000000003636   
0601GEA2N       20240101009335000000020000 0200000000003638   
0601GEA2N       20240101009355000000020000 0200000000003639   
0601GEA2N       20240101009375000000020000 0200000000003640   
0601GEA2N       20240101009395000000020000 0200000000003642   
0601GEA2N       20240101009415000000020000 0200000000003643   
0601GEA2N       20240101009435000000020000 0200000000003644   
0601GEA2N       20240101009455000000020000 0200000000003645   
0601GEA2N       20240101009475000000020000 0200000000003646   
0601GEA2N       20240101009495000000020000 0200000000003648   
0601GEA2N       20240101009515000000020000 0200000000003649   
0601GEA2N       20240101009535000000020000 0200000000003650   
0601GEA2N       20240101009555000000020000 0200000000003651   
0601GEA2N       20240101009575000000020000 0200000000003652   
0601GEA2N       20240101009595000000020000 0200000000003654   
0601GEA2N       20240101009615000000020000 0200000000003655   
0601GEA2N       20240101009635000000020000 0200000000003656   
0601GEA2N       20240101009655000000020000 0200000000003657   
0601GEA2N       20240101009675000000020000 0200000000003658   
0601GEA2N       20240101009695000000020000 0200000000003660   
0601GEA2N       20240101009715000000020000 0200000000003661   
0601GEA2N       20240101009735000000020000 0200000000003662   
0601GEA2N       20240101009755000000020000 0200000000003663   
0601GEA2N       20240101009775000000020000 0200000000003664   
0601GEA2N       20240101009795000000020000 0200000000003665   
0601GEA2N       20240101009815000000020000 0200000000003667   
0601GEA2N       20240101009835000000020000 0200000000003668   
0601GEA2N       20240101009855000000020000 0200000000003669   
0601GEA2N       20240101009875000000020000 0200000000003670   
0601GEA2N       20240101009895000000020000 0200000000003671   
0601GEA2N       20240101009915000000020000 0200000000003672   
0601GEA2N       20240101009935000000020000 0200000000003673   
0601GEA2N       20240101009955000000020000 0200000000003674   
0601GEA2N       20240101009975000000020000 0200000000003676   
0601GEA2N       20240101009995000000020000 0200000000003677   
0601GEA2N       20240101010015000000020000 0200000000003678   
0601GEA2N       20240101010035000000020000 0200000000003679   
0601GEA2N       20240101010055000000020000 0200000000003680   
0601GEA2N       20240101010075000000020000 0200000000003681   
0601GEA2N       20240101010095000000020000 0200000000003682   
0601GEA2N       20240101010115000000020000 0200000000003683   
0601GEA2N       20240101010135000000020000 0200000000003684   
0601GEA2N       20240101010155000000020000 0200000000003685   
0601GEA2N       20240101010175000000020000 0200000000003686   
0601GEA2N       20240101010195000000020000 0200000000003687   
0601GEA2N       20240101010215000000020000 0200000000003689   
0601GEA2N       20240101010235000000020000 0200000000003690   
0601GEA2N       20240101010255000000020000 0200000000003691   
0601GEA2N       20240101010275000000020000 0200000000003692   
0601GEA2N       20240101010295000000020000 0200000000003693   
0601GEA2N       20240101010315000000020000 0200000000003694   
0601GEA2N       20240101010335000000020000 0200000000003695   
0601GEA2N       20240101010355000000020000 0200000000003696   
0601GEA2N       20240101010375000000020000 0200000000003697   
0601GEA2N       20240101010395000000020000 0200000000003698   
0601GEA2N       20240101010415000000020000 0200000000003699   
0601GEA2N       20240101010435000000020000 0200000000003700   
0601GEA2N       20240101010455000000020000 0200000000003701   
0601GEA2N       20240101010475000000020000 0200000000003702   
0601GEA2N       20240101010495000000020000 0200000000003703   
0601GEA2N       20240101010515000000020000 0200000000003704   
0601GEA2N       20240101010535000000020000 0200000000003705   
0601GEA2N       20240101010555000000020000 0200000000003706   
0601GEA2N       20240101010575000000020000 0200000000003707   
0601GEA2N       20240101010595000000020000 0200000000003708   
0601GEA2N       20240101010615000000020000 0200000000003709   
0601GEA2N       20240101010635000000020000 0200000000003710   
0601GEA2N       20240101010655000000020000 0200000000003711   
0601GEA2N       20240101010675000000020000 0200000000003712   
0601GEA2N       20240101010695000000020000 0200000000003713   
0601GEA2N       20240101010715000000020000 0200000000003714   
0601GEA2N       20240101010735000000020000 0200000000003715   
0601GEA2N       20240101010755000000020000 0200000000003716   
0601GEA2N       20240101010775000000020000 0200000000003717   
0601GEA2N       20240101010795000000020000 0200000000003717   
0601GEA2N       20240101010815000000020000 0200000000003718   
0601GEA2N       20240101010835000000020000 0200000000003719   
0601GEA2N       20240101010855000000020000 0200000000003720   
0601GEA2N       20240101010875000000020000 0200000000003721   
0601GEA2N       20240101010895000000020000 0200000000003722   
0601GEA2N       20240101010915000000020000 0200000000003723   
0601GEA2N       20240101010935000000020000 0200000000003724   
0601GEA2N       20240101010955000000020000 0200000000003725   
0601GEA2N       20240101010975000000020000 0200000000003726   
0601GEA2N       20240101010995000000020000 0200000000003727   
0601GEA2N       20240101011015000000020000 0200000000003728   
0601GEA2N       20240101011035000000020000 0200000000003729   
0601GEA2N       20240101011055000000020000 0200000000003729   
0601GEA2N       20240101011075000000020000 0200000000003730   
0601GEA2N       20240101011095000000020000 0200000000003731   
0601GEA2N       20240101011115000000020000 0200000000003732   
0601GEA2N       20240101011135000000020000 0200000000003733   
0601GEA2N       20240101011155000000020000 0200000000003734   
0601GEA2N       20240101011175000000020000 0200000000003735   
0601GEA2N       20240101011195000000020000 0200000000003736   
0601GEA2N       20240101011215000000020000 0200000000003737   
0601GEA2N       20240101011235000000020000 0200000000003737   
0601GEA2N       20240101011255000000020000 0200000000003738   
0601GEA2N       20240101011275000000020000 0200000000003739   
0601GEA2N       20240101011295000000020000 0200000000003740   
0601GEA2N       20240101011315000000020000 0200000000003741   
0601GEA2N       20240101011335000000020000 0200000000003742   
0601GEA2N       20240101011355000000020000 0200000000003743   
0601GEA2N       20240101011375000000020000 0200000000003744   
0601GEA2N       20240101011395000000020000 0200000000003744   
0601GEA2N       20240101011415000000020000 0200000000003745   
0601GEA2N       20240101011435000000020000 0200000000003746   
0601GEA2N       20240101011455000000020000 0200000000003747   
0601GEA2N       20240101011475000000020000 0200000000003748   
0601GEA2N       20240101011495000000020000 0200000000003749   
0601GEA2N       20240101011515000000020000 0200000000003749   
0601GEA2N       20240101011535000000020000 0200000000003750   
0601GEA2N       20240101011555000000020000 0200000000003751   
0601GEA2N       20240101011575000000020000 0200000000003752   
0601GEA2N       20240101011595000000020000 0200000000003753   
0601GEA2N       20240101011615000000020000 0200000000003754   
0601GEA2N       20240101011635000000020000 0200000000003754   
0601GEA2N       20240101011655000000020000 0200000000003755   
0601GEA2N       20240101011675000000020000 0200000000003756   
0601GEA2N       20240101011695000000020000 0200000000003757   
0601GEA2N       20240101011715000000020000 0200000000003758   
0601GEA2N       20240101011735000000020000 0200000000003758   
0601GEA2N       20240101011755000000020000 0200000000003759   
0601GEA2N       20240101011775000000020000 0200000000003760   
0601GEA2N       20240101011795000000020000 0200000000003761   
0601GEA2N       20240101011815000000020000 0200000000003762   
0601GEA2N       20240101011835000000020000 0200000000003762   
0601GEA2N       20240101011855000000020000 0200000000003763   
0601GEA2N       20240101011875000000020000 0200000000003764   
0601GEA2N       20240101011895000000020000 0200000000003765   
0601GEA2N       20240101011915000000020000 0200000000003765   
0601GEA2N       20240101011935000000020000 0200000000003766   
0601GEA2N       20240101011955000000020000 0200000000003767   
0601GEA2N       20240101011975000000020000 0200000000003768   
0601GEA2N       20240101011995000000020000 0200000000003769   
0601GEA2N       20240101012015000000020000 0200000000003769   
0601GEA2N       20240101012035000000020000 0200000000003770   
0601GEA2N       20240101012055000000020000 0200000000003771   
0601GEA2N       20240101012075000000020000 0200000000003772   
0601GEA2N       20240101012095000000020000 0200000000003772   
0601GEA2N       20240101012115000000020000 0200000000003773   
0601GEA2N       20240101012135000000020000 0200000000003774   
0601GEA2N       20240101012155000000020000 0200000000003775   
0601GEA2N       20240101012175000000020000 0200000000003775   
0601GEA2N       20240101012195000000020000 0200000000003776   
0601GEA2N       20240101012215000000020000 0200000000003777   
0601GEA2N       20240101012235000000020000 0200000000003778   
0601GEA2N       20240101012255000000020000 0200000000003778   
0601GEA2N       20240101012275000000020000 0200000000003779   
0601GEA2N       20240101012295000000020000 0200000000003780   
0601GEA2N       20240101012315000000020000 0200000000003781   
0601GEA2N       20240101012335000000020000 0200000000003781   
0601GEA2N       20240101012355000000020000 0200000000003782   
0601GEA2N       20240101012375000000020000 0200000000003783   
0601GEA2N       20240101012395000000020000 0200000000003783   
0601GEA2N       20240101012415000000020000 0200000000003784   
0601GEA2N       20240101012435000000020000 0200000000003785   
0601GEA2N       20240101012455000000020000 0200000000003786   
0601GEA2N       20240101012475000000020000 0200000000003786   
0601GEA2N       20240101012495000000020000 0200000000003787   
0601GEA2N       20240101012515000000040000 0200000000003788   
0601GEA2N       20240101012555000000040000 0200000000003789   
0601GEA2N       20240101012595000000040000 0200000000003791   
0601GEA2N       20240101012635000000040000 0200000000003792   
0601GEA2N       20240101012675000000040000 0200000000003794   
0601GEA2N       20240101012715000000040000 0200000000003795   
0601GEA2N       20240101012755000000040000 0200000000003796   
0601GEA2N       20240101012795000000040000 0200000000003798   
0601GEA2N       20240101012835000000040000 0200000000003799   
0601GEA2N       20240101012875000000040000 0200000000003800   
0601GEA2N       20240101012915000000040000 0200000000003802   
0601GEA2N       20240101012955000000040000 0200000000003803   
0601GEA2N       20240101012995000000040000 0200000000003804   
0601GEA2N       20240101013035000000040000 0200000000003806   
0601GEA2N       20240101013075000000040000 0200000000003807   
0601GEA2N       20240101013115000000040000 0200000000003808   
0601GEA2N       20240101013155000000040000 0200000000003809   
0601GEA2N       20240101013195000000040000 0200000000003811   
0601GEA2N       20240101013235000000040000 0200000000003812   
0601GEA2N       20240101013275000000040000 0200000000003813   
0601GEA2N       20240101013315000000040000 0200000000003814   
0601GEA2N       20240101013355000000040000 0200000000003816   
0601GEA2N       20240101013395000000040000 0200000000003817   
0601GEA2N       20240101013435000000040000 0200000000003818   
0601GEA2N       20240101013475000000040000 0200000000003819   
0601GEA2N       20240101013515000000040000 0200000000003820   
0601GEA2N       20240101013555000000040000 0200000000003822   
0601GEA2N       20240101013595000000040000 0200000000003823   
0601GEA2N       20240101013635000000040000 0200000000003824   
0601GEA2N       20240101013675000000040000 0200000000003825   
0601GEA2N       20240101013715000000040000 0200000000003826   
0601GEA2N       20240101013755000000040000 0200000000003828   
0601GEA2N       20240101013795000000040000 0200000000003829   
0601GEA2N       20240101013835000000040000 0200000000003830   
0601GEA2N       20240101013875000000040000 0200000000003831   
0601GEA2N       20240101013915000000040000 0200000000003832   
0601GEA2N       20240101013955000000040000 0200000000003833   
0601GEA2N       20240101013995000000040000 0200000000003834   
0601GEA2N       20240101014035000000040000 0200000000003836   
0601GEA2N       20240101014075000000040000 0200000000003837   
0601GEA2N       20240101014115000000040000 0200000000003838   
0601GEA2N       20240101014155000000040000 0200000000003839   
0601GEA2N       20240101014195000000040000 0200000000003840   
0601GEA2N       20240101014235000000040000 0200000000003841   
0601GEA2N       20240101014275000000040000 0200000000003842   
0601GEA2N       20240101014315000000040000 0200000000003843   
0601GEA2N       20240101014355000000040000 0200000000003844   
