00GE               20231025                                                                                   
0601GEC1N       20240101012555000000040000 0100000000003680   
0601GEC1N       20240101012595000000040000 0100000000003682   
0601GEC1N       20240101012635000000040000 0100000000003684   
0601GEC1N       20240101012675000000040000 0100000000003685   
0601GEC1N       20240101012715000000040000 0100000000003687   
0601GEC1N       20240101012755000000040000 0100000000003689   
0601GEC1N       20240101012795000000040000 0100000000003690   
0601GEC1N       20240101012835000000040000 0100000000003692   
0601GEC1N       20240101012875000000040000 0100000000003694   
0601GEC1N       20240101012915000000040000 0100000000003695   
0601GEC1N       20240101012955000000040000 0100000000003697   
0601GEC1N       20240101012995000000040000 0100000000003698   
0601GEC1N       20240101013035000000040000 0100000000003700   
0601GEC1N       20240101013075000000040000 0100000000003702   
0601GEC1N       20240101013115000000040000 0100000000003703   
0601GEC1N       20240101013155000000040000 0100000000003705   
0601GEC1N       20240101013195000000040000 0100000000003706   
0601GEC1N       20240101013235000000040000 0100000000003708   
0601GEC1N       20240101013275000000040000 0100000000003709   
0601GEC1N       20240101013315000000040000 0100000000003711   
0601GEC1N       20240101013355000000040000 0100000000003712   
0601GEC1N       20240101013395000000040000 0100000000003714   
0601GEC1N       20240101013435000000040000 0100000000003715   
0601GEC1N       20240101013475000000040000 0100000000003717   
0601GEC1N       20240101013515000000040000 0100000000003718   
0601GEC1N       20240101013555000000040000 0100000000003720   
0601GEC1N       20240101013595000000040000 0100000000003721   
0601GEC1N       20240101013635000000040000 0100000000003723   
0601GEC1N       20240101013675000000040000 0100000000003724   
0601GEC1N       20240101013715000000040000 0100000000003726   
0601GEC1N       20240101013755000000040000 0100000000003727   
0601GEC1N       20240101013795000000040000 0100000000003729   
0601GEC1N       20240101013835000000040000 0100000000003730   
0601GEC1N       20240101013875000000040000 0100000000003731   
0601GEC1N       20240101013915000000040000 0100000000003733   
0601GEC1N       20240101013955000000040000 0100000000003734   
0601GEC1N       20240101013995000000040000 0100000000003736   
0601GEC1N       20240101014035000000040000 0100000000003737   
0601GEC1N       20240101014075000000040000 0100000000003738   
0601GEC1N       20240101014115000000040000 0100000000003740   
0601GEC1N       20240101014155000000040000 0100000000003741   
0601GEC1N       20240101014195000000040000 0100000000003742   
0601GEC1N       20240101014235000000040000 0100000000003744   
0601GEC1N       20240101014275000000040000 0100000000003745   
0601GEC1N       20240101014315000000040000 0100000000003746   
0601GEC1N       20240101014355000000040000 0100000000003748   
0601GEC1N       20240101014395000000040000 0100000000003749   
0601GEC1N       20240101014435000000040000 0100000000003750   
0601GEC1N       20240101014475000000040000 0100000000003752   
0601GEC1N       20240101014515000000040000 0100000000003753   
0601GEC1N       20240101014555000000040000 0100000000003754   
0601GEC1N       20240101014595000000040000 0100000000003755   
0601GEC1N       20240101014635000000040000 0100000000003757   
0601GEC1N       20240101014675000000040000 0100000000003758   
0601GEC1N       20240101014715000000040000 0100000000003759   
0601GEC1N       20240101014755000000040000 0100000000003760   
0601GEC1N       20240101014795000000040000 0100000000003762   
0601GEC1N       20240101014835000000040000 0100000000003763   
0601GEC1N       20240101014875000000040000 0100000000003764   
0601GEC1N       20240101014915000000040000 0100000000003765   
0601GEC1N       20240101014955000000040000 0100000000003767   
0601GEC1N       20240101014995000000040000 0100000000003768   
0601GEC1N       20240101015035000000040000 0100000000003769   
0601GEC1N       20240101015075000000040000 0100000000003770   
0601GEC1N       20240101015115000000040000 0100000000003771   
0601GEC1N       20240101015155000000040000 0100000000003773   
0601GEC1N       20240101015195000000040000 0100000000003774   
0601GEC1N       20240101015235000000040000 0100000000003775   
0601GEC1N       20240101015275000000040000 0100000000003776   
0601GEC1N       20240101015315000000040000 0100000000003777   
0601GEC1N       20240101015355000000040000 0100000000003778   
0601GEC1N       20240101015395000000040000 0100000000003780   
0601GEC1N       20240101015435000000040000 0100000000003781   
0601GEC1N       20240101015475000000040000 0100000000003782   
0601GEC1N       20240101015515000000040000 0100000000003783   
0601GEC1N       20240101015555000000040000 0100000000003784   
0601GEC1N       20240101015595000000040000 0100000000003785   
0601GEC1N       20240101015635000000040000 0100000000003786   
0601GEC1N       20240101015675000000040000 0100000000003787   
0601GEC1N       20240101015715000000040000 0100000000003789   
0601GEC1N       20240101015755000000040000 0100000000003790   
0601GEC1N       20240101015795000000040000 0100000000003791   
0601GEC1N       20240101015835000000040000 0100000000003792   
0601GEC1N       20240101015875000000040000 0100000000003793   
0601GEC1N       20240101015915000000040000 0100000000003794   
0601GEC1N       20240101015955000000040000 0100000000003795   
0601GEC1N       20240101015995000000040000 0100000000003796   
0601GEC1N       20240101016035000000040000 0100000000003797   
0601GEC1N       20240101016075000000040000 0100000000003798   
0601GEC1N       20240101016115000000040000 0100000000003799   
0601GEC1N       20240101016155000000040000 0100000000003800   
0601GEC1N       20240101016195000000040000 0100000000003801   
0601GEC1N       20240101016235000000040000 0100000000003802   
0601GEC1N       20240101016275000000040000 0100000000003803   
0601GEC1N       20240101016315000000040000 0100000000003804   
0601GEC1N       20240101016355000000040000 0100000000003805   
0601GEC1N       20240101016395000000040000 0100000000003807   
0601GEC1N       20240101016435000000040000 0100000000003808   
0601GEC1N       20240101016475000000040000 0100000000003809   
0601GEC1N       20240101016515000000040000 0100000000003810   
0601GEC1N       20240101016555000000040000 0100000000003811   
0601GEC1N       20240101016595000000040000 0100000000003812   
0601GEC1N       20240101016635000000040000 0100000000003812   
0601GEC1N       20240101016675000000080000 0100000000003814   
0601GEC1N       20240101016755000000080000 0100000000003816   
0601GEC1N       20240101016835000000080000 0100000000003818   
0601GEC1N       20240101016915000000080000 0100000000003820   
0601GEC1N       20240101016995000000080000 0100000000003822   
0601GEC1N       20240101017075000000080000 0100000000003824   
0601GEC1N       20240101017155000000080000 0100000000003825   
0601GEC1N       20240101017235000000080000 0100000000003827   
0601GEC1N       20240101017315000000080000 0100000000003829   
0601GEC1N       20240101017395000000080000 0100000000003831   
0601GEC1N       20240101017475000000080000 0100000000003833   
0601GEC1N       20240101017555000000080000 0100000000003834   
0601GEC1N       20240101017635000000080000 0100000000003836   
0601GEC1N       20240101017715000000080000 0100000000003838   
0601GEC1N       20240101017795000000080000 0100000000003840   
0601GEC1N       20240101017875000000080000 0100000000003841   
0601GEC1N       20240101017955000000080000 0100000000003843   
0601GEC1N       20240101018035000000080000 0100000000003845   
0601GEC1N       20240101018115000000080000 0100000000003846   
0601GEC1N       20240101018195000000080000 0100000000003848   
0601GEC1N       20240101018275000000080000 0100000000003850   
0601GEC1N       20240101018355000000080000 0100000000003851   
0601GEC1N       20240101018435000000080000 0100000000003853   
0601GEC1N       20240101018515000000080000 0100000000003855   
0601GEC1N       20240101018595000000080000 0100000000003856   
0601GEC1N       20240101018675000000080000 0100000000003858   
0601GEC1N       20240101018755000000080000 0100000000003859   
0601GEC1N       20240101018835000000080000 0100000000003861   
0601GEC1N       20240101018915000000080000 0100000000003862   
0601GEC1N       20240101018995000000080000 0100000000003864   
0601GEC1N       20240101019075000000080000 0100000000003865   
0601GEC1N       20240101019155000000080000 0100000000003867   
0601GEC1N       20240101019235000000080000 0100000000003868   
0601GEC1N       20240101019315000000080000 0100000000003870   
0601GEC1N       20240101019395000000080000 0100000000003871   
0601GEC1N       20240101019475000000080000 0100000000003873   
0601GEC1N       20240101019555000000080000 0100000000003874   
0601GEC1N       20240101019635000000080000 0100000000003876   
0601GEC1N       20240101019715000000080000 0100000000003877   
0601GEC1N       20240101019795000000080000 0100000000003878   
0601GEC1N       20240101019875000000080000 0100000000003880   
0601GEC1N       20240101019955000000080000 0100000000003881   
0601GEC1N       20240101020035000000080000 0100000000003882   
0601GEC1N       20240101020115000000080000 0100000000003884   
0601GEC1N       20240101020195000000080000 0100000000003885   
0601GEC1N       20240101020275000000080000 0100000000003887   
0601GEC1N       20240101020355000000080000 0100000000003888   
0601GEC1N       20240101020435000000080000 0100000000003889   
0601GEC1N       20240101020515000000080000 0100000000003890   
0601GEC1N       20240101020595000000080000 0100000000003892   
0601GEC1N       20240101020675000000080000 0100000000003893   
0601GEC1N       20240101020755000000080000 0100000000003894   
0601GEC1N       20240101020835000000080000 0100000000003896   
0601GEC1N       20240101020915000000080000 0100000000003897   
0601GEC1N       20240101020995000000080000 0100000000003898   
0601GEC1N       20240101021075000000080000 0100000000003899   
0601GEC1N       20240101021155000000080000 0100000000003901   
0601GEC1N       20240101021235000000080000 0100000000003902   
0601GEC1N       20240101021315000000080000 0100000000003903   
0601GEC1N       20240101021395000000080000 0100000000003904   
0601GEC1N       20240101021475000000080000 0100000000003905   
0601GEC1N       20240101021555000000080000 0100000000003907   
0601GEC1N       20240101021635000000080000 0100000000003908   
0601GEC1N       20240101021715000000080000 0100000000003909   
0601GEC1N       20240101021795000000080000 0100000000003910   
0601GEC1N       20240101021875000000080000 0100000000003911   
0601GEC1N       20240101021955000000080000 0100000000003912   
0601GEC1N       20240101022035000000080000 0100000000003913   
0601GEC1N       20240101022115000000080000 0100000000003915   
0601GEC1N       20240101022195000000080000 0100000000003916   
0601GEC1N       20240101022275000000080000 0100000000003917   
0601GEC1N       20240101022355000000080000 0100000000003918   
0601GEC1N       20240101022435000000080000 0100000000003919   
0601GEC1N       20240101022515000000080000 0100000000003920   
0601GEC1N       20240101022595000000080000 0100000000003921   
0601GEC1N       20240101022675000000080000 0100000000003922   
0601GEC1N       20240101022755000000080000 0100000000003923   
0601GEC1N       20240101022835000000080000 0100000000003924   
0601GEC1N       20240101022915000000080000 0100000000003925   
0601GEC1N       20240101022995000000080000 0100000000003926   
0601GEC1N       20240101023075000000080000 0100000000003927   
0601GEC1N       20240101023155000000080000 0100000000003928   
0601GEC1N       20240101023235000000080000 0100000000003930   
0601GEC1N       20240101023315000000080000 0100000000003931   
0601GEC1N       20240101023395000000080000 0100000000003932   
0601GEC1N       20240101023475000000080000 0100000000003933   
0601GEC1N       20240101023555000000080000 0100000000003934   
0601GEC1N       20240101023635000000080000 0100000000003935   
0601GEC1N       20240101023715000000080000 0100000000003936   
0601GEC1N       20240101023795000000080000 0100000000003936   
0601GEC1N       20240101023875000000080000 0100000000003937   
0601GEC1N       20240101023955000000080000 0100000000003938   
0601GEC1N       20240101024035000000080000 0100000000003939   
0601GEC1N       20240101024115000000080000 0100000000003940   
0601GEC1N       20240101024195000000080000 0100000000003941   
0601GEC1N       20240101024275000000080000 0100000000003942   
0601GEC1N       20240101024355000000080000 0100000000003943   
0601GEC1N       20240101024435000000080000 0100000000003944   
0601GEC1N       20240101024515000000080000 0100000000003945   
0601GEC1N       20240101024595000000080000 0100000000003946   
0601GEC1N       20240101024675000000080000 0100000000003947   
0601GEC1N       20240101024755000000080000 0100000000003948   
0601GEC1N       20240101024835000000080000 0100000000003949   
0601GEC1N       20240101024915000000080000 0100000000003949   
0601GEC1N       20240101024995000000080000 0100000000003950   
0601GEC1N       20240101025075000000160000 0100000000003952   
0601GEC1N       20240101025235000000160000 0100000000003953   
0601GEC1N       20240101025395000000160000 0100000000003955   
0601GEC1N       20240101025555000000160000 0100000000003957   
0601GEC1N       20240101025715000000160000 0100000000003958   
0601GEC1N       20240101025875000000160000 0100000000003960   
0601GEC1N       20240101026035000000160000 0100000000003962   
0601GEC1N       20240101026195000000160000 0100000000003963   
0601GEC1N       20240101026355000000160000 0100000000003965   
0601GEC1N       20240101026515000000160000 0100000000003966   
0601GEC1N       20240101026675000000160000 0100000000003968   
0601GEC1N       20240101026835000000160000 0100000000003970   
0601GEC1N       20240101026995000000160000 0100000000003971   
0601GEC1N       20240101027155000000160000 0100000000003973   
0601GEC1N       20240101027315000000160000 0100000000003974   
0601GEC1N       20240101027475000000160000 0100000000003976   
0601GEC1N       20240101027635000000160000 0100000000003977   
0601GEC1N       20240101027795000000160000 0100000000003978   
0601GEC1N       20240101027955000000160000 0100000000003980   
0601GEC1N       20240101028115000000160000 0100000000003981   
0601GEC1N       20240101028275000000160000 0100000000003983   
0601GEC1N       20240101028435000000160000 0100000000003984   
0601GEC1N       20240101028595000000160000 0100000000003985   
0601GEC1N       20240101028755000000160000 0100000000003987   
0601GEC1N       20240101028915000000160000 0100000000003988   
0601GEC1N       20240101029075000000160000 0100000000003989   
0601GEC1N       20240101029235000000160000 0100000000003991   
0601GEC1N       20240101029395000000160000 0100000000003992   
0601GEC1N       20240101029555000000160000 0100000000003993   
0601GEC1N       20240101029715000000160000 0100000000003994   
0601GEC1N       20240101029875000000160000 0100000000003996   
0601GEC1N       20240101030035000000160000 0100000000003997   
0601GEC1N       20240101030195000000160000 0100000000003998   
0601GEC1N       20240101030355000000160000 0100000000003999   
0601GEC1N       20240101030515000000160000 0100000000004000   
0601GEC1N       20240101030675000000160000 0100000000004002   
0601GEC1N       20240101030835000000160000 0100000000004003   
0601GEC1N       20240101030995000000160000 0100000000004004   
0601GEC1N       20240101031155000000160000 0100000000004005   
0601GEC1N       20240101031315000000160000 0100000000004006   
0601GEC1N       20240101031475000000160000 0100000000004007   
0601GEC1N       20240101031635000000160000 0100000000004008   
0601GEC1N       20240101031795000000160000 0100000000004009   
0601GEC1N       20240101031955000000160000 0100000000004011   
0601GEC1N       20240101032115000000160000 0100000000004012   
0601GEC1N       20240101032275000000160000 0100000000004013   
0601GEC1N       20240101032435000000160000 0100000000004014   
0601GEC1N       20240101032595000000160000 0100000000004015   
0601GEC1N       20240101032755000000160000 0100000000004016   
0601GEC1N       20240101032915000000160000 0100000000004017   
0601GEC1N       20240101033075000000160000 0100000000004018   
0601GEC1N       20240101033235000000160000 0100000000004019   
0601GEC1N       20240101033395000000160000 0100000000004020   
0601GEC1N       20240101033555000000160000 0100000000004021   
0601GEC1N       20240101033715000000160000 0100000000004022   
0601GEC1N       20240101033875000000160000 0100000000004023   
0601GEC1N       20240101034035000000160000 0100000000004024   
0601GEC1N       20240101034195000000160000 0100000000004025   
0601GEC1N       20240101034355000000160000 0100000000004026   
0601GEC1N       20240101034515000000160000 0100000000004027   
0601GEC1N       20240101034675000000160000 0100000000004028   
0601GEC1N       20240101034835000000160000 0100000000004028   
0601GEC1N       20240101034995000000160000 0100000000004029   
0601GEC1N       20240101035155000000160000 0100000000004030   
0601GEC1N       20240101035315000000160000 0100000000004031   
0601GEC1N       20240101035475000000160000 0100000000004032   
0601GEC1N       20240101035635000000160000 0100000000004033   
0601GEC1N       20240101035795000000160000 0100000000004034   
0601GEC1N       20240101035955000000160000 0100000000004035   
0601GEC1N       20240101036115000000160000 0100000000004035   
0601GEC1N       20240101036275000000160000 0100000000004036   
0601GEC1N       20240101036435000000320000 0100000000004038   
0601GEC1N       20240101036755000000320000 0100000000004039   
0601GEC1N       20240101037075000000320000 0100000000004041   
0601GEC1N       20240101037395000000320000 0100000000004042   
0601GEC1N       20240101037715000000320000 0100000000004044   
0601GEC1N       20240101038035000000320000 0100000000004045   
0601GEC1N       20240101038355000000320000 0100000000004047   
0601GEC1N       20240101038675000000320000 0100000000004048   
0601GEC1N       20240101038995000000320000 0100000000004050   
0601GEC1N       20240101039315000000320000 0100000000004051   
0601GEC1N       20240101039635000000320000 0100000000004053   
0601GEC1N       20240101039955000000320000 0100000000004054   
0601GEC1N       20240101040275000000320000 0100000000004056   
0601GEC1N       20240101040595000000320000 0100000000004057   
0601GEC1N       20240101040915000000320000 0100000000004058   
0601GEC1N       20240101041235000000320000 0100000000004060   
0601GEC1N       20240101041555000000320000 0100000000004061   
0601GEC1N       20240101041875000000320000 0100000000004062   
0601GEC1N       20240101042195000000320000 0100000000004063   
0601GEC1N       20240101042515000000320000 0100000000004065   
0601GEC1N       20240101042835000000320000 0100000000004066   
0601GEC1N       20240101043155000000320000 0100000000004067   
0601GEC1N       20240101043475000000320000 0100000000004068   
0601GEC1N       20240101043795000000320000 0100000000004069   
0601GEC1N       20240101044115000000320000 0100000000004070   
0601GEC1N       20240101044435000000320000 0100000000004072   
0601GEC1N       20240101044755000000320000 0100000000004073   
0601GEC1N       20240101045075000000320000 0100000000004074   
0601GEC1N       20240101045395000000320000 0100000000004075   
0601GEC1N       20240101045715000000320000 0100000000004076   
0601GEC1N       20240101046035000000320000 0100000000004077   
0601GEC1N       20240101046355000000320000 0100000000004078   
0601GEC1N       20240101046675000000320000 0100000000004079   
0601GEC1N       20240101046995000000320000 0100000000004080   
0601GEC1N       20240101047315000000320000 0100000000004081   
0601GEC1N       20240101047635000000320000 0100000000004082   
0601GEC1N       20240101047955000000320000 0100000000004083   
0601GEC1N       20240101048275000000320000 0100000000004084   
0601GEC1N       20240101048595000000320000 0100000000004085   
0601GEC1N       20240101048915000000640000 0100000000004086   
0601GEC1N       20240101049555000000640000 0100000000004088   
0601GEC1N       20240101050195000000640000 0100000000004090   
0601GEC1N       20240101050835000000640000 0100000000004092   
0601GEC1N       20240101051475000000640000 0100000000004093   
0601GEC1N       20240101052115000000640000 0100000000004095   
0601GEC1N       20240101052755000000640000 0100000000004096   
0601GEC1N       20240101053395000000640000 0100000000004098   
0601GEC1N       20240101054035000000640000 0100000000004100   
0601GEC1N       20240101054675000000640000 0100000000004101   
0601GEC1N       20240101055315000000640000 0100000000004103   
0601GEC1N       20240101055955000000640000 0100000000004104   
0601GEC1N       20240101056595000000640000 0100000000004105   
0601GEC1N       20240101057235000000640000 0100000000004107   
0601GEC1N       20240101057875000000640000 0100000000004108   
0601GEC1N       20240101058515000000640000 0100000000004109   
0601GEC1N       20240101059155000000640000 0100000000004111   
0601GEC1N       20240101059795000000640000 0100000000004112   
0601GEC1N       20240101060435000000640000 0100000000004113   
0601GEC1N       20240101061075000000640000 0100000000004114   
0601GEC1N       20240101061715000000640000 0100000000004115   
0601GEC1N       20240101062355000000640000 0100000000004117   
0601GEC1N       20240101062995000000640000 0100000000004118   
0601GEC1N       20240101063635000000640000 0100000000004119   
0601GEC1N       20240101064275000000640000 0100000000004120   
0601GEC1N       20240101064915000000640000 0100000000004121   
0601GEC1N       20240101065555000000640000 0100000000004122   
0601GEC1N       20240101066195000000640000 0100000000004123   
0601GEC1N       20240101066835000000640000 0100000000004124   
0601GEC1N       20240101067475000000640000 0100000000004125   
0601GEC1N       20240101068115000000640000 0100000000004126   
0601GEC1N       20240101068755000001280000 0100000000004127   
0601GEC1N       20240101070035000001280000 0100000000004129   
0601GEC1N       20240101071315000001280000 0100000000004131   
0601GEC1N       20240101072595000001280000 0100000000004133   
0601GEC1N       20240101073875000001280000 0100000000004134   
0601GEC1N       20240101075155000001280000 0100000000004136   
0601GEC1N       20240101076435000001280000 0100000000004137   
0601GEC1N       20240101077715000001280000 0100000000004139   
0601GEC1N       20240101078995000001280000 0100000000004140   
0601GEC1N       20240101080275000001280000 0100000000004142   
0601GEC1N       20240101081555000001280000 0100000000004143   
0601GEC1N       20240101082835000001280000 0100000000004144   
0601GEC1N       20240101084115000001280000 0100000000004146   
0601GEC1N       20240101085395000001280000 0100000000004147   
0601GEC1N       20240101086675000001280000 0100000000004148   
0601GEC1N       20240101087955000001280000 0100000000004149   
0601GEC1N       20240101089235000001280000 0100000000004150   
0601GEC1N       20240101090515000001280000 0100000000004151   
0601GEC1N       20240101091795000001280000 0100000000004152   
0601GEC1N       20240101093075000001280000 0100000000004153   
0601GEC1N       20240101094355000001280000 0100000000004154   
0601GEC1N       20240101095635000001280000 0100000000004155   
0601GEC1N       20240101096915000001280000 0100000000004156   
0601GEC1N       20240101098195000001280000 0100000000004157   
0601GEC1N       20240101099475000001280000 0100000000004158   
0601GEC1N       20240101100755000002560000 0100000000004160   
0601GEC1N       20240101103315000002560000 0100000000004161   
0601GEC1N       20240101105875000002560000 0100000000004163   
0601GEC1N       20240101108435000002560000 0100000000004164   
0601GEC1N       20240101110995000002560000 0100000000004166   
0601GEC1N       20240101113555000002560000 0100000000004167   
0601GEC1N       20240101116115000002560000 0100000000004169   
0601GEC1N       20240101118675000002560000 0100000000004170   
0601GEC1N       20240101121235000002560000 0100000000004171   
0601GEC1N       20240101123795000002560000 0100000000004172   
0601GEC1N       20240101126355000002560000 0100000000004173   
0601GEC1N       20240101128915000002560000 0100000000004174   
0601GEC1N       20240101131475000002560000 0100000000004175   
0601GEC1N       20240101134035000002560000 0100000000004176   
0601GEC1N       20240101136595000005120000 0100000000004178   
0601GEC1N       20240101141715000005120000 0100000000004180   
0601GEC1N       20240101146835000005120000 0100000000004181   
0601GEC1N       20240101151955000005120000 0100000000004183   
0601GEC1N       20240101157075000005120000 0100000000004184   
0601GEC1N       20240101162195000005120000 0100000000004186   
0601GEC1N       20240101167315000005120000 0100000000004187   
0601GEC1N       20240101172435000005120000 0100000000004188   
0601GEC1N       20240101177555000005120000 0100000000004189   
0601GEC1N       20240101182675000005120000 0100000000004190   
0601GEC1N       20240101187795000005120000 0100000000004191   
0601GEC1N       20240101192915000010240000 0100000000004193   
0601GEC1N       20240101203155000010240000 0100000000004195   
0601GEC1N       20240101213395000010240000 0100000000004196   
0601GEC1N       20240101223635000010240000 0100000000004198   
0601GEC1N       20240101233875000010240000 0100000000004199   
0601GEC1N       20240101244115000010240000 0100000000004200   
0601GEC1N       20240101254355000010240000 0100000000004201   
0601GEC1N       20240101264595000010240000 0100000000004202   
0601GEC1N       20240101274835000010240000 0100000000004203   
0601GEC1N       20240101285075000010240000 0100000000004204   
0601GEC1N       20240101295315000010240000 0100000000004205   
0601GEC1N       20240101305555000010240000 0100000000004206   
0601GEC1N       20240101315795000010240000 0100000000004206   
0601GEC1N       20240101326035000020480000 0100000000004207   
0601GEC1N       20240101346515000020480000 0100000000004209   
0601GEC1N       20240101366995000020480000 0100000000004210   
0601GEC1N       20240101387475000020480000 0100000000004211   
0601GEC1N       20240101407955000020480000 0100000000004211   
0601GEC1N       20240101428435000020480000 0100000000004212   
0601GEC1N       20240101448915000020480000 0100000000004213   
0601GEC1N       20240101469395000020480000 0100000000004214   
0601GEC1N       20240101489875000040960000 0100000000004214   
0601GEC1N       20240101530835000040960000 0100000000004215   
0601GEC1N       20240101571795000040960000 0100000000004216   
0601GEC1N       20240101612755000040960000 0100000000004217   
0601GEC1N       20240101653715000040960000 0100000000004218   
0601GEC1N       20240101694675000040960000 0100000000004218   
0601GEC1N       20240101735635000040960000 0100000000004219   
0601GEC1N       20240101776595000040960000 0100000000004219   
0601GEC1N       20240101817555000040960005 0100000000004220   
0601GEC2N       20240101000000000000404995 0200000000000000   
0601GEC2N       20240101000405000000005000 0200000000000009   
0601GEC2N       20240101000410000000005000 0200000000000023   
0601GEC2N       20240101000415000000005000 0200000000000037   
0601GEC2N       20240101000420000000005000 0200000000000050   
0601GEC2N       20240101000425000000005000 0200000000000063   
0601GEC2N       20240101000430000000005000 0200000000000076   
0601GEC2N       20240101000435000000005000 0200000000000088   
0601GEC2N       20240101000440000000005000 0200000000000101   
0601GEC2N       20240101000445000000005000 0200000000000114   
0601GEC2N       20240101000450000000005000 0200000000000128   
0601GEC2N       20240101000455000000005000 0200000000000141   
0601GEC2N       20240101000460000000005000 0200000000000154   
0601GEC2N       20240101000465000000005000 0200000000000167   
0601GEC2N       20240101000470000000005000 0200000000000181   
0601GEC2N       20240101000475000000005000 0200000000000194   
0601GEC2N       20240101000480000000005000 0200000000000207   
0601GEC2N       20240101000485000000005000 0200000000000221   
0601GEC2N       20240101000490000000005000 0200000000000235   
0601GEC2N       20240101000495000000005000 0200000000000249   
0601GEC2N       20240101000500000000005000 0200000000000262   
0601GEC2N       20240101000505000000005000 0200000000000276   
0601GEC2N       20240101000510000000005000 0200000000000290   
0601GEC2N       20240101000515000000005000 0200000000000304   
0601GEC2N       20240101000520000000005000 0200000000000318   
0601GEC2N       20240101000525000000005000 0200000000000332   
0601GEC2N       20240101000530000000005000 0200000000000345   
0601GEC2N       20240101000535000000005000 0200000000000358   
0601GEC2N       20240101000540000000005000 0200000000000373   
0601GEC2N       20240101000545000000005000 0200000000000388   
0601GEC2N       20240101000550000000005000 0200000000000403   
0601GEC2N       20240101000555000000005000 0200000000000417   
0601GEC2N       20240101000560000000005000 0200000000000431   
0601GEC2N       20240101000565000000005000 0200000000000446   
0601GEC2N       20240101000570000000005000 0200000000000461   
0601GEC2N       20240101000575000000005000 0200000000000470   
0601GEC2N       20240101000580000000005000 0200000000000479   
0601GEC2N       20240101000585000000005000 0200000000000488   
0601GEC2N       20240101000590000000005000 0200000000000496   
0601GEC2N       20240101000595000000005000 0200000000000505   
0601GEC2N       20240101000600000000005000 0200000000000514   
0601GEC2N       20240101000605000000005000 0200000000000522   
0601GEC2N       20240101000610000000005000 0200000000000531   
0601GEC2N       20240101000615000000005000 0200000000000539   
0601GEC2N       20240101000620000000005000 0200000000000548   
0601GEC2N       20240101000625000000005000 0200000000000556   
0601GEC2N       20240101000630000000005000 0200000000000564   
0601GEC2N       20240101000635000000005000 0200000000000573   
0601GEC2N       20240101000640000000005000 0200000000000581   
0601GEC2N       20240101000645000000005000 0200000000000590   
0601GEC2N       20240101000650000000005000 0200000000000599   
0601GEC2N       20240101000655000000005000 0200000000000608   
0601GEC2N       20240101000660000000005000 0200000000000617   
0601GEC2N       20240101000665000000005000 0200000000000626   
0601GEC2N       20240101000670000000005000 0200000000000635   
0601GEC2N       20240101000675000000005000 0200000000000643   
0601GEC2N       20240101000680000000005000 0200000000000652   
0601GEC2N       20240101000685000000005000 0200000000000660   
0601GEC2N       20240101000690000000005000 0200000000000669   
0601GEC2N       20240101000695000000005000 0200000000000677   
0601GEC2N       20240101000700000000005000 0200000000000685   
0601GEC2N       20240101000705000000005000 0200000000000694   
0601GEC2N       20240101000710000000005000 0200000000000702   
0601GEC2N       20240101000715000000005000 0200000000000710   
0601GEC2N       20240101000720000000005000 0200000000000718   
0601GEC2N       20240101000725000000005000 0200000000000726   
0601GEC2N       20240101000730000000005000 0200000000000734   
0601GEC2N       20240101000735000000005000 0200000000000742   
0601GEC2N       20240101000740000000005000 0200000000000751   
0601GEC2N       20240101000745000000005000 0200000000000759   
0601GEC2N       20240101000750000000005000 0200000000000767   
0601GEC2N       20240101000755000000005000 0200000000000774   
0601GEC2N       20240101000760000000005000 0200000000000782   
0601GEC2N       20240101000765000000005000 0200000000000790   
0601GEC2N       20240101000770000000005000 0200000000000798   
0601GEC2N       20240101000775000000005000 0200000000000805   
0601GEC2N       20240101000780000000005000 0200000000000813   
0601GEC2N       20240101000785000000005000 0200000000000821   
0601GEC2N       20240101000790000000005000 0200000000000828   
0601GEC2N       20240101000795000000005000 0200000000000836   
0601GEC2N       20240101000800000000005000 0200000000000844   
0601GEC2N       20240101000805000000005000 0200000000000851   
0601GEC2N       20240101000810000000005000 0200000000000859   
0601GEC2N       20240101000815000000005000 0200000000000867   
0601GEC2N       20240101000820000000005000 0200000000000874   
0601GEC2N       20240101000825000000005000 0200000000000882   
0601GEC2N       20240101000830000000005000 0200000000000890   
0601GEC2N       20240101000835000000005000 0200000000000897   
0601GEC2N       20240101000840000000005000 0200000000000905   
0601GEC2N       20240101000845000000005000 0200000000000912   
0601GEC2N       20240101000850000000005000 0200000000000920   
0601GEC2N       20240101000855000000005000 0200000000000927   
0601GEC2N       20240101000860000000005000 0200000000000934   
0601GEC2N       20240101000865000000005000 0200000000000942   
0601GEC2N       20240101000870000000005000 0200000000000949   
0601GEC2N       20240101000875000000005000 0200000000000956   
0601GEC2N       20240101000880000000005000 0200000000000963   
0601GEC2N       20240101000885000000005000 0200000000000970   
0601GEC2N       20240101000890000000005000 0200000000000977   
0601GEC2N       20240101000895000000005000 0200000000000984   
0601GEC2N       20240101000900000000005000 0200000000000991   
0601GEC2N       20240101000905000000005000 0200000000000998   
0601GEC2N       20240101000910000000005000 0200000000001005   
0601GEC2N       20240101000915000000005000 0200000000001011   
0601GEC2N       20240101000920000000005000 0200000000001018   
0601GEC2N       20240101000925000000005000 0200000000001025   
0601GEC2N       20240101000930000000005000 0200000000001032   
0601GEC2N       20240101000935000000005000 0200000000001038   
