00VD               20231221                                                                                   
0601VDA5N       20240101006700100000050000 0500000000003474   
0601VDA5N       20240101006750100000050000 0500000000003481   
0601VDA5N       20240101006800100000050000 0500000000003487   
0601VDA5N       20240101006850100000050000 0500000000003493   
0601VDA5N       20240101006900100000050000 0500000000003500   
0601VDA5N       20240101006950100000050000 0500000000003507   
0601VDA5N       20240101007000100000050000 0500000000003513   
0601VDA5N       20240101007050100000050000 0500000000003519   
0601VDA5N       20240101007100100000050000 0500000000003525   
0601VDA5N       20240101007150100000050000 0500000000003532   
0601VDA5N       20240101007200100000050000 0500000000003537   
0601VDA5N       20240101007250100000050000 0500000000003543   
0601VDA5N       20240101007300100000050000 0500000000003548   
0601VDA5N       20240101007350100000050000 0500000000003554   
0601VDA5N       20240101007400100000050000 0500000000003559   
0601VDA5N       20240101007450100000050000 0500000000003565   
0601VDA5N       20240101007500100000050000 0500000000003569   
0601VDA5N       20240101007550100000050000 0500000000003575   
0601VDA5N       20240101007600100000050000 0500000000003580   
0601VDA5N       20240101007650100000050000 0500000000003585   
0601VDA5N       20240101007700100000050000 0500000000003590   
0601VDA5N       20240101007750100000050000 0500000000003594   
0601VDA5N       20240101007800100000050000 0500000000003600   
0601VDA5N       20240101007850100000050000 0500000000003603   
0601VDA5N       20240101007900100000050000 0500000000003607   
0601VDA5N       20240101007950100000050000 0500000000003610   
0601VDA5N       20240101008000100000050000 0500000000003614   
0601VDA5N       20240101008050100000050000 0500000000003618   
0601VDA5N       20240101008100100000050000 0500000000003621   
0601VDA5N       20240101008150100000050000 0500000000003625   
0601VDA5N       20240101008200100000050000 0500000000003628   
0601VDA5N       20240101008250100000050000 0500000000003631   
0601VDA5N       20240101008300100000050000 0500000000003635   
0601VDA5N       20240101008350100000050000 0500000000003638   
0601VDA5N       20240101008400100000050000 0500000000003640   
0601VDA5N       20240101008450100000050000 0500000000003644   
0601VDA5N       20240101008500100000050000 0500000000003647   
0601VDA5N       20240101008550100000050000 0500000000003650   
0601VDA5N       20240101008600100000050000 0500000000003653   
0601VDA5N       20240101008650100000050000 0500000000003656   
0601VDA5N       20240101008700100000050000 0500000000003658   
0601VDA5N       20240101008750100000050000 0500000000003662   
0601VDA5N       20240101008800100000050000 0500000000003664   
0601VDA5N       20240101008850100000050000 0500000000003667   
0601VDA5N       20240101008900100000050000 0500000000003669   
0601VDA5N       20240101008950100000050000 0500000000003673   
0601VDA5N       20240101009000100000050000 0500000000003675   
0601VDA5N       20240101009050100000050000 0500000000003677   
0601VDA5N       20240101009100100000050000 0500000000003680   
0601VDA5N       20240101009150100000050000 0500000000003683   
0601VDA5N       20240101009200100000050000 0500000000003685   
0601VDA5N       20240101009250100000050000 0500000000003687   
0601VDA5N       20240101009300100000050000 0500000000003690   
0601VDA5N       20240101009350100000050000 0500000000003692   
0601VDA5N       20240101009400100000050000 0500000000003695   
0601VDA5N       20240101009450100000050000 0500000000003698   
0601VDA5N       20240101009500100000050000 0500000000003700   
0601VDA5N       20240101009550100000050000 0500000000003702   
0601VDA5N       20240101009600100000050000 0500000000003704   
0601VDA5N       20240101009650100000050000 0500000000003707   
0601VDA5N       20240101009700100000050000 0500000000003709   
0601VDA5N       20240101009750100000050000 0500000000003711   
0601VDA5N       20240101009800100000050000 0500000000003712   
0601VDA5N       20240101009850100000050000 0500000000003715   
0601VDA5N       20240101009900100000050000 0500000000003717   
0601VDA5N       20240101009950100000050000 0500000000003719   
0601VDA5N       20240101010000100040000000 0500000000003720   
0601VDA6N       20240101000000100000590000 0600000000000000   
0601VDA6N       20240101000590100000005000 0600000000000004   
0601VDA6N       20240101000595100000005000 0600000000000006   
0601VDA6N       20240101000600100000005000 0600000000000009   
0601VDA6N       20240101000605100000005000 0600000000000011   
0601VDA6N       20240101000610100000005000 0600000000000013   
0601VDA6N       20240101000615100000005000 0600000000000015   
0601VDA6N       20240101000620100000005000 0600000000000017   
0601VDA6N       20240101000625100000005000 0600000000000019   
0601VDA6N       20240101000630100000005000 0600000000000024   
0601VDA6N       20240101000635100000005000 0600000000000028   
0601VDA6N       20240101000640100000005000 0600000000000033   
0601VDA6N       20240101000645100000005000 0600000000000036   
0601VDA6N       20240101000650100000005000 0600000000000041   
0601VDA6N       20240101000655100000005000 0600000000000044   
0601VDA6N       20240101000660100000005000 0600000000000048   
0601VDA6N       20240101000665100000005000 0600000000000052   
0601VDA6N       20240101000670100000005000 0600000000000056   
0601VDA6N       20240101000675100000005000 0600000000000060   
0601VDA6N       20240101000680100000005000 0600000000000066   
0601VDA6N       20240101000685100000005000 0600000000000075   
0601VDA6N       20240101000690100000005000 0600000000000082   
0601VDA6N       20240101000695100000005000 0600000000000086   
0601VDA6N       20240101000700100000005000 0600000000000093   
0601VDA6N       20240101000705100000005000 0600000000000098   
0601VDA6N       20240101000710100000005000 0600000000000104   
0601VDA6N       20240101000715100000005000 0600000000000109   
0601VDA6N       20240101000720100000005000 0600000000000117   
0601VDA6N       20240101000725100000005000 0600000000000125   
0601VDA6N       20240101000730100000005000 0600000000000132   
0601VDA6N       20240101000735100000005000 0600000000000138   
0601VDA6N       20240101000740100000005000 0600000000000145   
0601VDA6N       20240101000745100000005000 0600000000000151   
0601VDA6N       20240101000750100000005000 0600000000000159   
0601VDA6N       20240101000755100000005000 0600000000000166   
0601VDA6N       20240101000760100000005000 0600000000000172   
0601VDA6N       20240101000765100000005000 0600000000000179   
0601VDA6N       20240101000770100000005000 0600000000000186   
0601VDA6N       20240101000775100000005000 0600000000000191   
0601VDA6N       20240101000780100000005000 0600000000000200   
0601VDA6N       20240101000785100000005000 0600000000000206   
0601VDA6N       20240101000790100000005000 0600000000000211   
0601VDA6N       20240101000795100000005000 0600000000000218   
0601VDA6N       20240101000800100000005000 0600000000000223   
0601VDA6N       20240101000805100000005000 0600000000000232   
0601VDA6N       20240101000810100000005000 0600000000000239   
0601VDA6N       20240101000815100000005000 0600000000000247   
0601VDA6N       20240101000820100000005000 0600000000000255   
0601VDA6N       20240101000825100000005000 0600000000000262   
0601VDA6N       20240101000830100000005000 0600000000000267   
0601VDA6N       20240101000835100000005000 0600000000000275   
0601VDA6N       20240101000840100000005000 0600000000000282   
0601VDA6N       20240101000845100000005000 0600000000000289   
0601VDA6N       20240101000850100000005000 0600000000000297   
0601VDA6N       20240101000855100000005000 0600000000000304   
0601VDA6N       20240101000860100000005000 0600000000000310   
0601VDA6N       20240101000865100000005000 0600000000000318   
0601VDA6N       20240101000870100000005000 0600000000000322   
0601VDA6N       20240101000875100000005000 0600000000000329   
0601VDA6N       20240101000880100000005000 0600000000000336   
0601VDA6N       20240101000885100000005000 0600000000000342   
0601VDA6N       20240101000890100000005000 0600000000000348   
0601VDA6N       20240101000895100000005000 0600000000000355   
0601VDA6N       20240101000900100000005000 0600000000000364   
0601VDA6N       20240101000905100000005000 0600000000000371   
0601VDA6N       20240101000910100000005000 0600000000000376   
0601VDA6N       20240101000915100000005000 0600000000000385   
0601VDA6N       20240101000920100000005000 0600000000000392   
0601VDA6N       20240101000925100000005000 0600000000000400   
0601VDA6N       20240101000930100000005000 0600000000000407   
0601VDA6N       20240101000935100000005000 0600000000000416   
0601VDA6N       20240101000940100000005000 0600000000000423   
0601VDA6N       20240101000945100000005000 0600000000000432   
0601VDA6N       20240101000950100000005000 0600000000000437   
0601VDA6N       20240101000955100000005000 0600000000000446   
0601VDA6N       20240101000960100000005000 0600000000000453   
0601VDA6N       20240101000965100000005000 0600000000000461   
0601VDA6N       20240101000970100000005000 0600000000000468   
0601VDA6N       20240101000975100000005000 0600000000000476   
0601VDA6N       20240101000980100000005000 0600000000000484   
0601VDA6N       20240101000985100000005000 0600000000000493   
0601VDA6N       20240101000990100000005000 0600000000000499   
0601VDA6N       20240101000995100000005000 0600000000000508   
0601VDA6N       20240101001000100000005000 0600000000000516   
0601VDA6N       20240101001005100000005000 0600000000000525   
0601VDA6N       20240101001010100000005000 0600000000000533   
0601VDA6N       20240101001015100000005000 0600000000000542   
0601VDA6N       20240101001020100000005000 0600000000000550   
0601VDA6N       20240101001025100000005000 0600000000000558   
0601VDA6N       20240101001030100000005000 0600000000000563   
0601VDA6N       20240101001035100000005000 0600000000000572   
0601VDA6N       20240101001040100000005000 0600000000000579   
0601VDA6N       20240101001045100000005000 0600000000000587   
0601VDA6N       20240101001050100000005000 0600000000000595   
0601VDA6N       20240101001055100000005000 0600000000000603   
0601VDA6N       20240101001060100000005000 0600000000000610   
0601VDA6N       20240101001065100000005000 0600000000000617   
0601VDA6N       20240101001070100000005000 0600000000000623   
0601VDA6N       20240101001075100000005000 0600000000000631   
0601VDA6N       20240101001080100000005000 0600000000000638   
0601VDA6N       20240101001085100000005000 0600000000000646   
0601VDA6N       20240101001090100000005000 0600000000000653   
0601VDA6N       20240101001095100000005000 0600000000000661   
0601VDA6N       20240101001100100000005000 0600000000000669   
0601VDA6N       20240101001105100000005000 0600000000000676   
0601VDA6N       20240101001110100000005000 0600000000000683   
0601VDA6N       20240101001115100000005000 0600000000000689   
0601VDA6N       20240101001120100000005000 0600000000000696   
0601VDA6N       20240101001125100000005000 0600000000000701   
0601VDA6N       20240101001130100000005000 0600000000000709   
0601VDA6N       20240101001135100000005000 0600000000000718   
0601VDA6N       20240101001140100000005000 0600000000000723   
0601VDA6N       20240101001145100000005000 0600000000000730   
0601VDA6N       20240101001150100000005000 0600000000000736   
0601VDA6N       20240101001155100000005000 0600000000000742   
0601VDA6N       20240101001160100000005000 0600000000000750   
0601VDA6N       20240101001165100000005000 0600000000000756   
0601VDA6N       20240101001170100000005000 0600000000000763   
0601VDA6N       20240101001175100000005000 0600000000000769   
0601VDA6N       20240101001180100000005000 0600000000000775   
0601VDA6N       20240101001185100000005000 0600000000000783   
0601VDA6N       20240101001190100000005000 0600000000000788   
0601VDA6N       20240101001195100000005000 0600000000000795   
0601VDA6N       20240101001200100000005000 0600000000000802   
0601VDA6N       20240101001205100000005000 0600000000000808   
0601VDA6N       20240101001210100000005000 0600000000000817   
0601VDA6N       20240101001215100000005000 0600000000000824   
0601VDA6N       20240101001220100000005000 0600000000000831   
0601VDA6N       20240101001225100000005000 0600000000000835   
0601VDA6N       20240101001230100000005000 0600000000000843   
0601VDA6N       20240101001235100000005000 0600000000000853   
0601VDA6N       20240101001240100000005000 0600000000000858   
0601VDA6N       20240101001245100000005000 0600000000000865   
0601VDA6N       20240101001250100000005000 0600000000000876   
0601VDA6N       20240101001255100000005000 0600000000000882   
0601VDA6N       20240101001260100000005000 0600000000000889   
0601VDA6N       20240101001265100000005000 0600000000000899   
0601VDA6N       20240101001270100000005000 0600000000000905   
0601VDA6N       20240101001275100000005000 0600000000000912   
0601VDA6N       20240101001280100000005000 0600000000000919   
0601VDA6N       20240101001285100000005000 0600000000000928   
0601VDA6N       20240101001290100000005000 0600000000000934   
0601VDA6N       20240101001295100000005000 0600000000000937   
0601VDA6N       20240101001300100000005000 0600000000000944   
0601VDA6N       20240101001305100000005000 0600000000000948   
0601VDA6N       20240101001310100000005000 0600000000000952   
0601VDA6N       20240101001315100000005000 0600000000000958   
0601VDA6N       20240101001320100000005000 0600000000000961   
0601VDA6N       20240101001325100000005000 0600000000000965   
0601VDA6N       20240101001330100000005000 0600000000000971   
0601VDA6N       20240101001335100000005000 0600000000000975   
0601VDA6N       20240101001340100000005000 0600000000000979   
0601VDA6N       20240101001345100000005000 0600000000000985   
0601VDA6N       20240101001350100000005000 0600000000000988   
0601VDA6N       20240101001355100000005000 0600000000000992   
0601VDA6N       20240101001360100000005000 0600000000000998   
0601VDA6N       20240101001365100000005000 0600000000001001   
0601VDA6N       20240101001370100000005000 0600000000001005   
0601VDA6N       20240101001375100000005000 0600000000001010   
0601VDA6N       20240101001380100000005000 0600000000001013   
0601VDA6N       20240101001385100000005000 0600000000001017   
0601VDA6N       20240101001390100000005000 0600000000001023   
0601VDA6N       20240101001395100000005000 0600000000001026   
0601VDA6N       20240101001400100000005000 0600000000001029   
0601VDA6N       20240101001405100000005000 0600000000001035   
0601VDA6N       20240101001410100000005000 0600000000001038   
0601VDA6N       20240101001415100000005000 0600000000001042   
0601VDA6N       20240101001420100000005000 0600000000001046   
0601VDA6N       20240101001425100000005000 0600000000001051   
0601VDA6N       20240101001430100000005000 0600000000001053   
0601VDA6N       20240101001435100000005000 0600000000001059   
0601VDA6N       20240101001440100000005000 0600000000001063   
0601VDA6N       20240101001445100000005000 0600000000001067   
0601VDA6N       20240101001450100000005000 0600000000001071   
0601VDA6N       20240101001455100000005000 0600000000001076   
0601VDA6N       20240101001460100000005000 0600000000001079   
0601VDA6N       20240101001465100000005000 0600000000001082   
0601VDA6N       20240101001470100000005000 0600000000001087   
0601VDA6N       20240101001475100000005000 0600000000001091   
0601VDA6N       20240101001480100000005000 0600000000001093   
0601VDA6N       20240101001485100000005000 0600000000001099   
0601VDA6N       20240101001490100000005000 0600000000001101   
0601VDA6N       20240101001495100000005000 0600000000001106   
0601VDA6N       20240101001500100000005000 0600000000001110   
0601VDA6N       20240101001505100000005000 0600000000001113   
0601VDA6N       20240101001510100000005000 0600000000001117   
0601VDA6N       20240101001515100000005000 0600000000001122   
0601VDA6N       20240101001520100000005000 0600000000001125   
0601VDA6N       20240101001525100000005000 0600000000001128   
0601VDA6N       20240101001530100000005000 0600000000001132   
0601VDA6N       20240101001535100000005000 0600000000001136   
0601VDA6N       20240101001540100000005000 0600000000001138   
0601VDA6N       20240101001545100000005000 0600000000001143   
0601VDA6N       20240101001550100000005000 0600000000001147   
0601VDA6N       20240101001555100000005000 0600000000001150   
0601VDA6N       20240101001560100000005000 0600000000001156   
0601VDA6N       20240101001565100000005000 0600000000001158   
0601VDA6N       20240101001570100000005000 0600000000001162   
0601VDA6N       20240101001575100000005000 0600000000001167   
0601VDA6N       20240101001580100000005000 0600000000001171   
0601VDA6N       20240101001585100000005000 0600000000001175   
0601VDA6N       20240101001590100000005000 0600000000001178   
0601VDA6N       20240101001595100000005000 0600000000001184   
0601VDA6N       20240101001600100000005000 0600000000001186   
0601VDA6N       20240101001605100000005000 0600000000001189   
0601VDA6N       20240101001610100000005000 0600000000001195   
0601VDA6N       20240101001615100000005000 0600000000001198   
0601VDA6N       20240101001620100000005000 0600000000001200   
0601VDA6N       20240101001625100000005000 0600000000001205   
0601VDA6N       20240101001630100000005000 0600000000001209   
0601VDA6N       20240101001635100000005000 0600000000001213   
0601VDA6N       20240101001640100000005000 0600000000001217   
0601VDA6N       20240101001645100000005000 0600000000001219   
0601VDA6N       20240101001650100000005000 0600000000001224   
0601VDA6N       20240101001655100000005000 0600000000001228   
0601VDA6N       20240101001660100000005000 0600000000001232   
0601VDA6N       20240101001665100000005000 0600000000001234   
0601VDA6N       20240101001670100000005000 0600000000001240   
0601VDA6N       20240101001675100000005000 0600000000001243   
0601VDA6N       20240101001680100000005000 0600000000001245   
0601VDA6N       20240101001685100000005000 0600000000001249   
0601VDA6N       20240101001690100000005000 0600000000001253   
0601VDA6N       20240101001695100000005000 0600000000001255   
0601VDA6N       20240101001700100000005000 0600000000001260   
0601VDA6N       20240101001705100000005000 0600000000001262   
0601VDA6N       20240101001710100000005000 0600000000001267   
0601VDA6N       20240101001715100000005000 0600000000001270   
0601VDA6N       20240101001720100000005000 0600000000001273   
0601VDA6N       20240101001725100000005000 0600000000001276   
0601VDA6N       20240101001730100000005000 0600000000001279   
0601VDA6N       20240101001735100000005000 0600000000001284   
0601VDA6N       20240101001740100000005000 0600000000001286   
0601VDA6N       20240101001745100000005000 0600000000001289   
0601VDA6N       20240101001750100000005000 0600000000001294   
0601VDA6N       20240101001755100000005000 0600000000001296   
0601VDA6N       20240101001760100000005000 0600000000001300   
0601VDA6N       20240101001765100000005000 0600000000001303   
0601VDA6N       20240101001770100000005000 0600000000001308   
0601VDA6N       20240101001775100000005000 0600000000001311   
0601VDA6N       20240101001780100000005000 0600000000001316   
0601VDA6N       20240101001785100000005000 0600000000001319   
0601VDA6N       20240101001790100000005000 0600000000001322   
0601VDA6N       20240101001795100000005000 0600000000001328   
0601VDA6N       20240101001800100000005000 0600000000001330   
0601VDA6N       20240101001805100000005000 0600000000001335   
0601VDA6N       20240101001810100000005000 0600000000001338   
0601VDA6N       20240101001815100000005000 0600000000001343   
0601VDA6N       20240101001820100000005000 0600000000001345   
0601VDA6N       20240101001825100000005000 0600000000001351   
0601VDA6N       20240101001830100000005000 0600000000001353   
0601VDA6N       20240101001835100000005000 0600000000001357   
0601VDA6N       20240101001840100000005000 0600000000001361   
0601VDA6N       20240101001845100000005000 0600000000001365   
0601VDA6N       20240101001850100000005000 0600000000001369   
0601VDA6N       20240101001855100000005000 0600000000001374   
0601VDA6N       20240101001860100000005000 0600000000001377   
0601VDA6N       20240101001865100000005000 0600000000001380   
0601VDA6N       20240101001870100000005000 0600000000001385   
0601VDA6N       20240101001875100000005000 0600000000001389   
0601VDA6N       20240101001880100000005000 0600000000001394   
0601VDA6N       20240101001885100000005000 0600000000001397   
0601VDA6N       20240101001890100000005000 0600000000001403   
0601VDA6N       20240101001895100000005000 0600000000001405   
0601VDA6N       20240101001900100000005000 0600000000001410   
0601VDA6N       20240101001905100000005000 0600000000001413   
0601VDA6N       20240101001910100000005000 0600000000001418   
0601VDA6N       20240101001915100000005000 0600000000001420   
0601VDA6N       20240101001920100000005000 0600000000001426   
0601VDA6N       20240101001925100000005000 0600000000001429   
0601VDA6N       20240101001930100000005000 0600000000001433   
0601VDA6N       20240101001935100000005000 0600000000001437   
0601VDA6N       20240101001940100000005000 0600000000001440   
0601VDA6N       20240101001945100000005000 0600000000001444   
0601VDA6N       20240101001950100000005000 0600000000001449   
0601VDA6N       20240101001955100000005000 0600000000001452   
0601VDA6N       20240101001960100000005000 0600000000001455   
0601VDA6N       20240101001965100000005000 0600000000001461   
0601VDA6N       20240101001970100000005000 0600000000001463   
0601VDA6N       20240101001975100000005000 0600000000001467   
0601VDA6N       20240101001980100000005000 0600000000001471   
0601VDA6N       20240101001985100000005000 0600000000001474   
0601VDA6N       20240101001990100000005000 0600000000001478   
0601VDA6N       20240101001995100000005000 0600000000001483   
0601VDA6N       20240101002000100000050000 0600000000001499   
0601VDA6N       20240101002050100000050000 0600000000001533   
0601VDA6N       20240101002100100000050000 0600000000001566   
0601VDA6N       20240101002150100000050000 0600000000001596   
0601VDA6N       20240101002200100000050000 0600000000001622   
0601VDA6N       20240101002250100000050000 0600000000001648   
0601VDA6N       20240101002300100000050000 0600000000001675   
0601VDA6N       20240101002350100000050000 0600000000001704   
0601VDA6N       20240101002400100000050000 0600000000001734   
0601VDA6N       20240101002450100000050000 0600000000001762   
0601VDA6N       20240101002500100000050000 0600000000001789   
0601VDA6N       20240101002550100000050000 0600000000001816   
0601VDA6N       20240101002600100000050000 0600000000001841   
0601VDA6N       20240101002650100000050000 0600000000001865   
0601VDA6N       20240101002700100000050000 0600000000001888   
0601VDA6N       20240101002750100000050000 0600000000001911   
0601VDA6N       20240101002800100000050000 0600000000001932   
0601VDA6N       20240101002850100000050000 0600000000001953   
0601VDA6N       20240101002900100000050000 0600000000001974   
0601VDA6N       20240101002950100000050000 0600000000001993   
0601VDA6N       20240101003000100000050000 0600000000002015   
0601VDA6N       20240101003050100000050000 0600000000002036   
0601VDA6N       20240101003100100000050000 0600000000002058   
0601VDA6N       20240101003150100000050000 0600000000002077   
0601VDA6N       20240101003200100000050000 0600000000002096   
0601VDA6N       20240101003250100000050000 0600000000002116   
0601VDA6N       20240101003300100000050000 0600000000002149   
0601VDA6N       20240101003350100000050000 0600000000002189   
0601VDA6N       20240101003400100000050000 0600000000002235   
0601VDA6N       20240101003450100000050000 0600000000002279   
0601VDA6N       20240101003500100000050000 0600000000002317   
0601VDA6N       20240101003550100000050000 0600000000002356   
0601VDA6N       20240101003600100000050000 0600000000002392   
0601VDA6N       20240101003650100000050000 0600000000002427   
0601VDA6N       20240101003700100000050000 0600000000002459   
0601VDA6N       20240101003750100000050000 0600000000002490   
0601VDA6N       20240101003800100000050000 0600000000002521   
0601VDA6N       20240101003850100000050000 0600000000002549   
0601VDA6N       20240101003900100000050000 0600000000002577   
0601VDA6N       20240101003950100000050000 0600000000002605   
0601VDA6N       20240101004000100000050000 0600000000002629   
0601VDA6N       20240101004050100000050000 0600000000002656   
0601VDA6N       20240101004100100000050000 0600000000002681   
0601VDA6N       20240101004150100000050000 0600000000002705   
0601VDA6N       20240101004200100000050000 0600000000002728   
0601VDA6N       20240101004250100000050000 0600000000002749   
0601VDA6N       20240101004300100000050000 0600000000002770   
0601VDA6N       20240101004350100000050000 0600000000002793   
0601VDA6N       20240101004400100000050000 0600000000002814   
0601VDA6N       20240101004450100000050000 0600000000002835   
0601VDA6N       20240101004500100000050000 0600000000002854   
0601VDA6N       20240101004550100000050000 0600000000002872   
0601VDA6N       20240101004600100000050000 0600000000002892   
0601VDA6N       20240101004650100000050000 0600000000002911   
0601VDA6N       20240101004700100000050000 0600000000002930   
0601VDA6N       20240101004750100000050000 0600000000002948   
0601VDA6N       20240101004800100000050000 0600000000002965   
0601VDA6N       20240101004850100000050000 0600000000002983   
0601VDA6N       20240101004900100000050000 0600000000002999   
0601VDA6N       20240101004950100000050000 0600000000003017   
0601VDA6N       20240101005000100000050000 0600000000003033   
0601VDA6N       20240101005050100000050000 0600000000003051   
0601VDA6N       20240101005100100000050000 0600000000003066   
0601VDA6N       20240101005150100000050000 0600000000003081   
0601VDA6N       20240101005200100000050000 0600000000003097   
0601VDA6N       20240101005250100000050000 0600000000003112   
0601VDA6N       20240101005300100000050000 0600000000003128   
0601VDA6N       20240101005350100000050000 0600000000003143   
0601VDA6N       20240101005400100000050000 0600000000003158   
0601VDA6N       20240101005450100000050000 0600000000003172   
0601VDA6N       20240101005500100000050000 0600000000003186   
0601VDA6N       20240101005550100000050000 0600000000003200   
0601VDA6N       20240101005600100000050000 0600000000003212   
0601VDA6N       20240101005650100000050000 0600000000003225   
0601VDA6N       20240101005700100000050000 0600000000003237   
0601VDA6N       20240101005750100000050000 0600000000003249   
0601VDA6N       20240101005800100000050000 0600000000003261   
0601VDA6N       20240101005850100000050000 0600000000003273   
0601VDA6N       20240101005900100000050000 0600000000003283   
0601VDA6N       20240101005950100000050000 0600000000003295   
0601VDA6N       20240101006000100000050000 0600000000003305   
0601VDA6N       20240101006050100000050000 0600000000003315   
0601VDA6N       20240101006100100000050000 0600000000003326   
0601VDA6N       20240101006150100000050000 0600000000003335   
0601VDA6N       20240101006200100000050000 0600000000003345   
0601VDA6N       20240101006250100000050000 0600000000003354   
0601VDA6N       20240101006300100000050000 0600000000003364   
0601VDA6N       20240101006350100000050000 0600000000003373   
0601VDA6N       20240101006400100000050000 0600000000003381   
0601VDA6N       20240101006450100000050000 0600000000003390   
0601VDA6N       20240101006500100000050000 0600000000003398   
0601VDA6N       20240101006550100000050000 0600000000003407   
0601VDA6N       20240101006600100000050000 0600000000003414   
0601VDA6N       20240101006650100000050000 0600000000003423   
0601VDA6N       20240101006700100000050000 0600000000003430   
0601VDA6N       20240101006750100000050000 0600000000003438   
0601VDA6N       20240101006800100000050000 0600000000003445   
0601VDA6N       20240101006850100000050000 0600000000003453   
0601VDA6N       20240101006900100000050000 0600000000003459   
0601VDA6N       20240101006950100000050000 0600000000003467   
0601VDA6N       20240101007000100000050000 0600000000003473   
0601VDA6N       20240101007050100000050000 0600000000003480   
0601VDA6N       20240101007100100000050000 0600000000003488   
0601VDA6N       20240101007150100000050000 0600000000003493   
0601VDA6N       20240101007200100000050000 0600000000003500   
0601VDA6N       20240101007250100000050000 0600000000003506   
0601VDA6N       20240101007300100000050000 0600000000003512   
0601VDA6N       20240101007350100000050000 0600000000003519   
0601VDA6N       20240101007400100000050000 0600000000003524   
0601VDA6N       20240101007450100000050000 0600000000003530   
0601VDA6N       20240101007500100000050000 0600000000003536   
0601VDA6N       20240101007550100000050000 0600000000003541   
0601VDA6N       20240101007600100000050000 0600000000003547   
0601VDA6N       20240101007650100000050000 0600000000003552   
0601VDA6N       20240101007700100000050000 0600000000003558   
0601VDA6N       20240101007750100000050000 0600000000003563   
0601VDA6N       20240101007800100000050000 0600000000003568   
0601VDA6N       20240101007850100000050000 0600000000003573   
0601VDA6N       20240101007900100000050000 0600000000003578   
0601VDA6N       20240101007950100000050000 0600000000003581   
0601VDA6N       20240101008000100000050000 0600000000003586   
0601VDA6N       20240101008050100000050000 0600000000003589   
0601VDA6N       20240101008100100000050000 0600000000003593   
0601VDA6N       20240101008150100000050000 0600000000003597   
0601VDA6N       20240101008200100000050000 0600000000003600   
0601VDA6N       20240101008250100000050000 0600000000003605   
0601VDA6N       20240101008300100000050000 0600000000003608   
0601VDA6N       20240101008350100000050000 0600000000003611   
0601VDA6N       20240101008400100000050000 0600000000003615   
0601VDA6N       20240101008450100000050000 0600000000003618   
0601VDA6N       20240101008500100000050000 0600000000003622   
0601VDA6N       20240101008550100000050000 0600000000003625   
0601VDA6N       20240101008600100000050000 0600000000003627   
0601VDA6N       20240101008650100000050000 0600000000003631   
0601VDA6N       20240101008700100000050000 0600000000003634   
0601VDA6N       20240101008750100000050000 0600000000003637   
0601VDA6N       20240101008800100000050000 0600000000003640   
0601VDA6N       20240101008850100000050000 0600000000003643   
0601VDA6N       20240101008900100000050000 0600000000003646   
0601VDA6N       20240101008950100000050000 0600000000003649   
0601VDA6N       20240101009000100000050000 0600000000003652   
0601VDA6N       20240101009050100000050000 0600000000003655   
0601VDA6N       20240101009100100000050000 0600000000003658   
0601VDA6N       20240101009150100000050000 0600000000003660   
0601VDA6N       20240101009200100000050000 0600000000003663   
0601VDA6N       20240101009250100000050000 0600000000003666   
0601VDA6N       20240101009300100000050000 0600000000003668   
0601VDA6N       20240101009350100000050000 0600000000003670   
0601VDA6N       20240101009400100000050000 0600000000003674   
0601VDA6N       20240101009450100000050000 0600000000003676   
0601VDA6N       20240101009500100000050000 0600000000003678   
0601VDA6N       20240101009550100000050000 0600000000003681   
0601VDA6N       20240101009600100000050000 0600000000003684   
0601VDA6N       20240101009650100000050000 0600000000003686   
0601VDA6N       20240101009700100000050000 0600000000003689   
0601VDA6N       20240101009750100000050000 0600000000003691   
0601VDA6N       20240101009800100000050000 0600000000003693   
0601VDA6N       20240101009850100000050000 0600000000003695   
0601VDA6N       20240101009900100000050000 0600000000003698   
0601VDA6N       20240101009950100000050000 0600000000003700   
0601VDA6N       20240101010000100040000000 0600000000003701   
0601VDA7N       20240101000000100000645000 0700000000000000   
0601VDA7N       20240101000645100000005000 0700000000000004   
0601VDA7N       20240101000650100000005000 0700000000000006   
0601VDA7N       20240101000655100000005000 0700000000000008   
0601VDA7N       20240101000660100000005000 0700000000000010   
0601VDA7N       20240101000665100000005000 0700000000000012   
0601VDA7N       20240101000670100000005000 0700000000000014   
0601VDA7N       20240101000675100000005000 0700000000000016   
0601VDA7N       20240101000680100000005000 0700000000000018   
0601VDA7N       20240101000685100000005000 0700000000000020   
0601VDA7N       20240101000690100000005000 0700000000000024   
0601VDA7N       20240101000695100000005000 0700000000000027   
0601VDA7N       20240101000700100000005000 0700000000000032   
0601VDA7N       20240101000705100000005000 0700000000000035   
0601VDA7N       20240101000710100000005000 0700000000000039   
0601VDA7N       20240101000715100000005000 0700000000000042   
0601VDA7N       20240101000720100000005000 0700000000000046   
0601VDA7N       20240101000725100000005000 0700000000000049   
0601VDA7N       20240101000730100000005000 0700000000000053   
0601VDA7N       20240101000735100000005000 0700000000000057   
0601VDA7N       20240101000740100000005000 0700000000000060   
0601VDA7N       20240101000745100000005000 0700000000000065   
0601VDA7N       20240101000750100000005000 0700000000000071   
0601VDA7N       20240101000755100000005000 0700000000000078   
0601VDA7N       20240101000760100000005000 0700000000000084   
0601VDA7N       20240101000765100000005000 0700000000000090   
