00VD               20231221                                                                                   
0601VDA0N       20240101000495100000005000 0000000000000858   
0601VDA0N       20240101000500100000005000 0000000000000876   
0601VDA0N       20240101000505100000005000 0000000000000890   
0601VDA0N       20240101000510100000005000 0000000000000907   
0601VDA0N       20240101000515100000005000 0000000000000919   
0601VDA0N       20240101000520100000005000 0000000000000936   
0601VDA0N       20240101000525100000005000 0000000000000957   
0601VDA0N       20240101000530100000005000 0000000000000971   
0601VDA0N       20240101000535100000005000 0000000000000989   
0601VDA0N       20240101000540100000005000 0000000000001003   
0601VDA0N       20240101000545100000005000 0000000000001021   
0601VDA0N       20240101000550100000005000 0000000000001041   
0601VDA0N       20240101000555100000005000 0000000000001054   
0601VDA0N       20240101000560100000005000 0000000000001071   
0601VDA0N       20240101000565100000005000 0000000000001084   
0601VDA0N       20240101000570100000005000 0000000000001099   
0601VDA0N       20240101000575100000005000 0000000000001112   
0601VDA0N       20240101000580100000005000 0000000000001127   
0601VDA0N       20240101000585100000005000 0000000000001139   
0601VDA0N       20240101000590100000005000 0000000000001152   
0601VDA0N       20240101000595100000005000 0000000000001157   
0601VDA0N       20240101000600100000005000 0000000000001163   
0601VDA0N       20240101000605100000005000 0000000000001169   
0601VDA0N       20240101000610100000005000 0000000000001175   
0601VDA0N       20240101000615100000005000 0000000000001181   
0601VDA0N       20240101000620100000005000 0000000000001187   
0601VDA0N       20240101000625100000005000 0000000000001192   
0601VDA0N       20240101000630100000005000 0000000000001197   
0601VDA0N       20240101000635100000005000 0000000000001203   
0601VDA0N       20240101000640100000005000 0000000000001209   
0601VDA0N       20240101000645100000005000 0000000000001214   
0601VDA0N       20240101000650100000005000 0000000000001219   
0601VDA0N       20240101000655100000005000 0000000000001225   
0601VDA0N       20240101000660100000005000 0000000000001233   
0601VDA0N       20240101000665100000005000 0000000000001239   
0601VDA0N       20240101000670100000005000 0000000000001245   
0601VDA0N       20240101000675100000005000 0000000000001251   
0601VDA0N       20240101000680100000005000 0000000000001257   
0601VDA0N       20240101000685100000005000 0000000000001263   
0601VDA0N       20240101000690100000005000 0000000000001270   
0601VDA0N       20240101000695100000005000 0000000000001276   
0601VDA0N       20240101000700100000005000 0000000000001282   
0601VDA0N       20240101000705100000005000 0000000000001288   
0601VDA0N       20240101000710100000005000 0000000000001293   
0601VDA0N       20240101000715100000005000 0000000000001299   
0601VDA0N       20240101000720100000005000 0000000000001304   
0601VDA0N       20240101000725100000005000 0000000000001310   
0601VDA0N       20240101000730100000005000 0000000000001315   
0601VDA0N       20240101000735100000005000 0000000000001320   
0601VDA0N       20240101000740100000005000 0000000000001326   
0601VDA0N       20240101000745100000005000 0000000000001331   
0601VDA0N       20240101000750100000005000 0000000000001336   
0601VDA0N       20240101000755100000005000 0000000000001341   
0601VDA0N       20240101000760100000005000 0000000000001346   
0601VDA0N       20240101000765100000005000 0000000000001350   
0601VDA0N       20240101000770100000005000 0000000000001355   
0601VDA0N       20240101000775100000005000 0000000000001360   
0601VDA0N       20240101000780100000005000 0000000000001367   
0601VDA0N       20240101000785100000005000 0000000000001372   
0601VDA0N       20240101000790100000005000 0000000000001376   
0601VDA0N       20240101000795100000005000 0000000000001381   
0601VDA0N       20240101000800100000005000 0000000000001386   
0601VDA0N       20240101000805100000005000 0000000000001389   
0601VDA0N       20240101000810100000005000 0000000000001396   
0601VDA0N       20240101000815100000005000 0000000000001401   
0601VDA0N       20240101000820100000005000 0000000000001407   
0601VDA0N       20240101000825100000005000 0000000000001415   
0601VDA0N       20240101000830100000005000 0000000000001421   
0601VDA0N       20240101000835100000005000 0000000000001428   
0601VDA0N       20240101000840100000005000 0000000000001434   
0601VDA0N       20240101000845100000005000 0000000000001440   
0601VDA0N       20240101000850100000005000 0000000000001447   
0601VDA0N       20240101000855100000005000 0000000000001453   
0601VDA0N       20240101000860100000005000 0000000000001460   
0601VDA0N       20240101000865100000005000 0000000000001466   
0601VDA0N       20240101000870100000005000 0000000000001472   
0601VDA0N       20240101000875100000005000 0000000000001478   
0601VDA0N       20240101000880100000005000 0000000000001485   
0601VDA0N       20240101000885100000005000 0000000000001491   
0601VDA0N       20240101000890100000005000 0000000000001497   
0601VDA0N       20240101000895100000005000 0000000000001503   
0601VDA0N       20240101000900100000005000 0000000000001510   
0601VDA0N       20240101000905100000005000 0000000000001515   
0601VDA0N       20240101000910100000005000 0000000000001521   
0601VDA0N       20240101000915100000005000 0000000000001527   
0601VDA0N       20240101000920100000005000 0000000000001532   
0601VDA0N       20240101000925100000005000 0000000000001538   
0601VDA0N       20240101000930100000005000 0000000000001544   
0601VDA0N       20240101000935100000005000 0000000000001549   
0601VDA0N       20240101000940100000005000 0000000000001555   
0601VDA0N       20240101000945100000005000 0000000000001560   
0601VDA0N       20240101000950100000005000 0000000000001565   
0601VDA0N       20240101000955100000005000 0000000000001571   
0601VDA0N       20240101000960100000005000 0000000000001576   
0601VDA0N       20240101000965100000005000 0000000000001581   
0601VDA0N       20240101000970100000005000 0000000000001587   
0601VDA0N       20240101000975100000005000 0000000000001592   
0601VDA0N       20240101000980100000005000 0000000000001596   
0601VDA0N       20240101000985100000005000 0000000000001602   
0601VDA0N       20240101000990100000005000 0000000000001608   
0601VDA0N       20240101000995100000005000 0000000000001614   
0601VDA0N       20240101001000100000005000 0000000000001620   
0601VDA0N       20240101001005100000005000 0000000000001625   
0601VDA0N       20240101001010100000005000 0000000000001631   
0601VDA0N       20240101001015100000005000 0000000000001637   
0601VDA0N       20240101001020100000005000 0000000000001641   
0601VDA0N       20240101001025100000005000 0000000000001647   
0601VDA0N       20240101001030100000005000 0000000000001653   
0601VDA0N       20240101001035100000005000 0000000000001658   
0601VDA0N       20240101001040100000005000 0000000000001663   
0601VDA0N       20240101001045100000005000 0000000000001669   
0601VDA0N       20240101001050100000005000 0000000000001674   
0601VDA0N       20240101001055100000005000 0000000000001679   
0601VDA0N       20240101001060100000005000 0000000000001684   
0601VDA0N       20240101001065100000005000 0000000000001689   
0601VDA0N       20240101001070100000005000 0000000000001695   
0601VDA0N       20240101001075100000005000 0000000000001699   
0601VDA0N       20240101001080100000005000 0000000000001705   
0601VDA0N       20240101001085100000005000 0000000000001709   
0601VDA0N       20240101001090100000005000 0000000000001714   
0601VDA0N       20240101001095100000005000 0000000000001721   
0601VDA0N       20240101001100100000005000 0000000000001726   
0601VDA0N       20240101001105100000005000 0000000000001730   
0601VDA0N       20240101001110100000005000 0000000000001735   
0601VDA0N       20240101001115100000005000 0000000000001740   
0601VDA0N       20240101001120100000005000 0000000000001745   
0601VDA0N       20240101001125100000005000 0000000000001749   
0601VDA0N       20240101001130100000005000 0000000000001754   
0601VDA0N       20240101001135100000005000 0000000000001762   
0601VDA0N       20240101001140100000005000 0000000000001767   
0601VDA0N       20240101001145100000005000 0000000000001772   
0601VDA0N       20240101001150100000005000 0000000000001777   
0601VDA0N       20240101001155100000005000 0000000000001783   
0601VDA0N       20240101001160100000005000 0000000000001791   
0601VDA0N       20240101001165100000005000 0000000000001796   
0601VDA0N       20240101001170100000005000 0000000000001802   
0601VDA0N       20240101001175100000005000 0000000000001807   
0601VDA0N       20240101001180100000005000 0000000000001812   
0601VDA0N       20240101001185100000005000 0000000000001820   
0601VDA0N       20240101001190100000005000 0000000000001825   
0601VDA0N       20240101001195100000005000 0000000000001830   
0601VDA0N       20240101001200100000005000 0000000000001836   
0601VDA0N       20240101001205100000005000 0000000000001841   
0601VDA0N       20240101001210100000005000 0000000000001848   
0601VDA0N       20240101001215100000005000 0000000000001853   
0601VDA0N       20240101001220100000005000 0000000000001858   
0601VDA0N       20240101001225100000005000 0000000000001863   
0601VDA0N       20240101001230100000005000 0000000000001867   
0601VDA0N       20240101001235100000005000 0000000000001874   
0601VDA0N       20240101001240100000005000 0000000000001879   
0601VDA0N       20240101001245100000005000 0000000000001883   
0601VDA0N       20240101001250100000005000 0000000000001891   
0601VDA0N       20240101001255100000005000 0000000000001896   
0601VDA0N       20240101001260100000005000 0000000000001899   
0601VDA0N       20240101001265100000005000 0000000000001906   
0601VDA0N       20240101001270100000005000 0000000000001911   
0601VDA0N       20240101001275100000005000 0000000000001915   
0601VDA0N       20240101001280100000005000 0000000000001920   
0601VDA0N       20240101001285100000005000 0000000000001927   
0601VDA0N       20240101001290100000005000 0000000000001931   
0601VDA0N       20240101001295100000005000 0000000000001935   
0601VDA0N       20240101001300100000005000 0000000000001941   
0601VDA0N       20240101001305100000005000 0000000000001946   
0601VDA0N       20240101001310100000005000 0000000000001950   
0601VDA0N       20240101001315100000005000 0000000000001957   
0601VDA0N       20240101001320100000005000 0000000000001960   
0601VDA0N       20240101001325100000005000 0000000000001965   
0601VDA0N       20240101001330100000005000 0000000000001971   
0601VDA0N       20240101001335100000005000 0000000000001975   
0601VDA0N       20240101001340100000005000 0000000000001979   
0601VDA0N       20240101001345100000005000 0000000000001985   
0601VDA0N       20240101001350100000005000 0000000000001989   
0601VDA0N       20240101001355100000005000 0000000000001993   
0601VDA0N       20240101001360100000005000 0000000000001999   
0601VDA0N       20240101001365100000005000 0000000000002003   
0601VDA0N       20240101001370100000005000 0000000000002006   
0601VDA0N       20240101001375100000005000 0000000000002012   
0601VDA0N       20240101001380100000005000 0000000000002017   
0601VDA0N       20240101001385100000005000 0000000000002020   
0601VDA0N       20240101001390100000005000 0000000000002026   
0601VDA0N       20240101001395100000005000 0000000000002029   
0601VDA0N       20240101001400100000005000 0000000000002033   
0601VDA0N       20240101001405100000005000 0000000000002040   
0601VDA0N       20240101001410100000005000 0000000000002043   
0601VDA0N       20240101001415100000005000 0000000000002048   
0601VDA0N       20240101001420100000005000 0000000000002051   
0601VDA0N       20240101001425100000005000 0000000000002057   
0601VDA0N       20240101001430100000005000 0000000000002061   
0601VDA0N       20240101001435100000005000 0000000000002065   
0601VDA0N       20240101001440100000005000 0000000000002071   
0601VDA0N       20240101001445100000005000 0000000000002075   
0601VDA0N       20240101001450100000005000 0000000000002080   
0601VDA0N       20240101001455100000005000 0000000000002087   
0601VDA0N       20240101001460100000005000 0000000000002091   
0601VDA0N       20240101001465100000005000 0000000000002095   
0601VDA0N       20240101001470100000005000 0000000000002101   
0601VDA0N       20240101001475100000005000 0000000000002105   
0601VDA0N       20240101001480100000005000 0000000000002110   
0601VDA0N       20240101001485100000005000 0000000000002116   
0601VDA0N       20240101001490100000005000 0000000000002120   
0601VDA0N       20240101001495100000005000 0000000000002124   
0601VDA0N       20240101001500100000005000 0000000000002130   
0601VDA0N       20240101001505100000005000 0000000000002134   
0601VDA0N       20240101001510100000005000 0000000000002138   
0601VDA0N       20240101001515100000005000 0000000000002144   
0601VDA0N       20240101001520100000005000 0000000000002148   
0601VDA0N       20240101001525100000005000 0000000000002152   
0601VDA0N       20240101001530100000005000 0000000000002158   
0601VDA0N       20240101001535100000005000 0000000000002162   
0601VDA0N       20240101001540100000005000 0000000000002165   
0601VDA0N       20240101001545100000005000 0000000000002171   
0601VDA0N       20240101001550100000005000 0000000000002174   
0601VDA0N       20240101001555100000005000 0000000000002178   
0601VDA0N       20240101001560100000005000 0000000000002184   
0601VDA0N       20240101001565100000005000 0000000000002188   
0601VDA0N       20240101001570100000005000 0000000000002192   
0601VDA0N       20240101001575100000005000 0000000000002195   
0601VDA0N       20240101001580100000005000 0000000000002200   
0601VDA0N       20240101001585100000005000 0000000000002204   
0601VDA0N       20240101001590100000005000 0000000000002208   
0601VDA0N       20240101001595100000005000 0000000000002214   
0601VDA0N       20240101001600100000005000 0000000000002216   
0601VDA0N       20240101001605100000005000 0000000000002220   
0601VDA0N       20240101001610100000005000 0000000000002226   
0601VDA0N       20240101001615100000005000 0000000000002228   
0601VDA0N       20240101001620100000005000 0000000000002232   
0601VDA0N       20240101001625100000005000 0000000000002238   
0601VDA0N       20240101001630100000005000 0000000000002240   
0601VDA0N       20240101001635100000005000 0000000000002244   
0601VDA0N       20240101001640100000005000 0000000000002249   
0601VDA0N       20240101001645100000005000 0000000000002252   
0601VDA0N       20240101001650100000005000 0000000000002256   
0601VDA0N       20240101001655100000005000 0000000000002262   
0601VDA0N       20240101001660100000005000 0000000000002265   
0601VDA0N       20240101001665100000005000 0000000000002269   
0601VDA0N       20240101001670100000005000 0000000000002274   
0601VDA0N       20240101001675100000005000 0000000000002277   
0601VDA0N       20240101001680100000005000 0000000000002281   
0601VDA0N       20240101001685100000005000 0000000000002285   
0601VDA0N       20240101001690100000005000 0000000000002289   
0601VDA0N       20240101001695100000005000 0000000000002292   
0601VDA0N       20240101001700100000005000 0000000000002298   
0601VDA0N       20240101001705100000005000 0000000000002301   
0601VDA0N       20240101001710100000005000 0000000000002304   
0601VDA0N       20240101001715100000005000 0000000000002307   
0601VDA0N       20240101001720100000005000 0000000000002313   
0601VDA0N       20240101001725100000005000 0000000000002316   
0601VDA0N       20240101001730100000005000 0000000000002319   
0601VDA0N       20240101001735100000005000 0000000000002324   
0601VDA0N       20240101001740100000005000 0000000000002327   
0601VDA0N       20240101001745100000005000 0000000000002330   
0601VDA0N       20240101001750100000005000 0000000000002335   
0601VDA0N       20240101001755100000005000 0000000000002338   
0601VDA0N       20240101001760100000005000 0000000000002342   
0601VDA0N       20240101001765100000005000 0000000000002346   
0601VDA0N       20240101001770100000005000 0000000000002350   
0601VDA0N       20240101001775100000005000 0000000000002352   
0601VDA0N       20240101001780100000005000 0000000000002358   
0601VDA0N       20240101001785100000005000 0000000000002360   
0601VDA0N       20240101001790100000005000 0000000000002363   
0601VDA0N       20240101001795100000005000 0000000000002368   
0601VDA0N       20240101001800100000005000 0000000000002371   
0601VDA0N       20240101001805100000005000 0000000000002373   
0601VDA0N       20240101001810100000005000 0000000000002378   
0601VDA0N       20240101001815100000005000 0000000000002381   
0601VDA0N       20240101001820100000005000 0000000000002384   
0601VDA0N       20240101001825100000005000 0000000000002389   
0601VDA0N       20240101001830100000005000 0000000000002391   
0601VDA0N       20240101001835100000005000 0000000000002394   
0601VDA0N       20240101001840100000005000 0000000000002400   
0601VDA0N       20240101001845100000005000 0000000000002402   
0601VDA0N       20240101001850100000005000 0000000000002406   
0601VDA0N       20240101001855100000005000 0000000000002411   
0601VDA0N       20240101001860100000005000 0000000000002414   
0601VDA0N       20240101001865100000005000 0000000000002417   
0601VDA0N       20240101001870100000005000 0000000000002421   
0601VDA0N       20240101001875100000005000 0000000000002425   
0601VDA0N       20240101001880100000005000 0000000000002429   
0601VDA0N       20240101001885100000005000 0000000000002431   
0601VDA0N       20240101001890100000005000 0000000000002436   
0601VDA0N       20240101001895100000005000 0000000000002440   
0601VDA0N       20240101001900100000005000 0000000000002443   
0601VDA0N       20240101001905100000005000 0000000000002448   
0601VDA0N       20240101001910100000005000 0000000000002450   
0601VDA0N       20240101001915100000005000 0000000000002454   
0601VDA0N       20240101001920100000005000 0000000000002459   
0601VDA0N       20240101001925100000005000 0000000000002461   
0601VDA0N       20240101001930100000005000 0000000000002465   
0601VDA0N       20240101001935100000005000 0000000000002469   
0601VDA0N       20240101001940100000005000 0000000000002472   
0601VDA0N       20240101001945100000005000 0000000000002476   
0601VDA0N       20240101001950100000005000 0000000000002481   
0601VDA0N       20240101001955100000005000 0000000000002483   
0601VDA0N       20240101001960100000005000 0000000000002487   
0601VDA0N       20240101001965100000005000 0000000000002492   
0601VDA0N       20240101001970100000005000 0000000000002494   
0601VDA0N       20240101001975100000005000 0000000000002498   
0601VDA0N       20240101001980100000005000 0000000000002503   
0601VDA0N       20240101001985100000005000 0000000000002505   
0601VDA0N       20240101001990100000005000 0000000000002508   
0601VDA0N       20240101001995100000005000 0000000000002513   
0601VDA0N       20240101002000100000050000 0000000000002530   
0601VDA0N       20240101002050100000050000 0000000000002563   
0601VDA0N       20240101002100100000050000 0000000000002596   
0601VDA0N       20240101002150100000050000 0000000000002627   
0601VDA0N       20240101002200100000050000 0000000000002656   
0601VDA0N       20240101002250100000050000 0000000000002685   
0601VDA0N       20240101002300100000050000 0000000000002714   
0601VDA0N       20240101002350100000050000 0000000000002742   
0601VDA0N       20240101002400100000050000 0000000000002768   
0601VDA0N       20240101002450100000050000 0000000000002794   
0601VDA0N       20240101002500100000050000 0000000000002818   
0601VDA0N       20240101002550100000050000 0000000000002843   
0601VDA0N       20240101002600100000050000 0000000000002868   
0601VDA0N       20240101002650100000050000 0000000000002890   
0601VDA0N       20240101002700100000050000 0000000000002913   
0601VDA0N       20240101002750100000050000 0000000000002934   
0601VDA0N       20240101002800100000050000 0000000000002956   
0601VDA0N       20240101002850100000050000 0000000000002977   
0601VDA0N       20240101002900100000050000 0000000000002999   
0601VDA0N       20240101002950100000050000 0000000000003019   
0601VDA0N       20240101003000100000050000 0000000000003039   
0601VDA0N       20240101003050100000050000 0000000000003057   
0601VDA0N       20240101003100100000050000 0000000000003076   
0601VDA0N       20240101003150100000050000 0000000000003094   
0601VDA0N       20240101003200100000050000 0000000000003111   
0601VDA0N       20240101003250100000050000 0000000000003129   
0601VDA0N       20240101003300100000050000 0000000000003145   
0601VDA0N       20240101003350100000050000 0000000000003161   
0601VDA0N       20240101003400100000050000 0000000000003176   
0601VDA0N       20240101003450100000050000 0000000000003191   
0601VDA0N       20240101003500100000050000 0000000000003207   
0601VDA0N       20240101003550100000050000 0000000000003220   
0601VDA0N       20240101003600100000050000 0000000000003233   
0601VDA0N       20240101003650100000050000 0000000000003247   
0601VDA0N       20240101003700100000050000 0000000000003261   
0601VDA0N       20240101003750100000050000 0000000000003273   
0601VDA0N       20240101003800100000050000 0000000000003285   
0601VDA0N       20240101003850100000050000 0000000000003297   
0601VDA0N       20240101003900100000050000 0000000000003309   
0601VDA0N       20240101003950100000050000 0000000000003321   
0601VDA0N       20240101004000100000050000 0000000000003332   
0601VDA0N       20240101004050100000050000 0000000000003342   
0601VDA0N       20240101004100100000050000 0000000000003353   
0601VDA0N       20240101004150100000050000 0000000000003364   
0601VDA0N       20240101004200100000050000 0000000000003373   
0601VDA0N       20240101004250100000050000 0000000000003383   
0601VDA0N       20240101004300100000050000 0000000000003393   
0601VDA0N       20240101004350100000050000 0000000000003403   
0601VDA0N       20240101004400100000050000 0000000000003412   
0601VDA0N       20240101004450100000050000 0000000000003421   
0601VDA0N       20240101004500100000050000 0000000000003429   
0601VDA0N       20240101004550100000050000 0000000000003438   
0601VDA0N       20240101004600100000050000 0000000000003447   
0601VDA0N       20240101004650100000050000 0000000000003455   
0601VDA0N       20240101004700100000050000 0000000000003463   
0601VDA0N       20240101004750100000050000 0000000000003471   
0601VDA0N       20240101004800100000050000 0000000000003478   
0601VDA0N       20240101004850100000050000 0000000000003486   
0601VDA0N       20240101004900100000050000 0000000000003494   
0601VDA0N       20240101004950100000050000 0000000000003501   
0601VDA0N       20240101005000100000050000 0000000000003508   
0601VDA0N       20240101005050100000050000 0000000000003515   
0601VDA0N       20240101005100100000050000 0000000000003521   
0601VDA0N       20240101005150100000050000 0000000000003529   
0601VDA0N       20240101005200100000050000 0000000000003535   
0601VDA0N       20240101005250100000050000 0000000000003541   
0601VDA0N       20240101005300100000050000 0000000000003548   
0601VDA0N       20240101005350100000050000 0000000000003554   
0601VDA0N       20240101005400100000050000 0000000000003560   
0601VDA0N       20240101005450100000050000 0000000000003566   
0601VDA0N       20240101005500100000050000 0000000000003572   
0601VDA0N       20240101005550100000050000 0000000000003578   
0601VDA0N       20240101005600100000050000 0000000000003583   
0601VDA0N       20240101005650100000050000 0000000000003589   
0601VDA0N       20240101005700100000050000 0000000000003594   
0601VDA0N       20240101005750100000050000 0000000000003600   
0601VDA0N       20240101005800100000050000 0000000000003606   
0601VDA0N       20240101005850100000050000 0000000000003611   
0601VDA0N       20240101005900100000050000 0000000000003615   
0601VDA0N       20240101005950100000050000 0000000000003621   
0601VDA0N       20240101006000100000050000 0000000000003626   
0601VDA0N       20240101006050100000050000 0000000000003631   
0601VDA0N       20240101006100100000050000 0000000000003635   
0601VDA0N       20240101006150100000050000 0000000000003640   
0601VDA0N       20240101006200100000050000 0000000000003645   
0601VDA0N       20240101006250100000050000 0000000000003649   
0601VDA0N       20240101006300100000050000 0000000000003654   
0601VDA0N       20240101006350100000050000 0000000000003658   
0601VDA0N       20240101006400100000050000 0000000000003662   
0601VDA0N       20240101006450100000050000 0000000000003666   
0601VDA0N       20240101006500100000050000 0000000000003671   
0601VDA0N       20240101006550100000050000 0000000000003675   
0601VDA0N       20240101006600100000050000 0000000000003679   
0601VDA0N       20240101006650100000050000 0000000000003683   
0601VDA0N       20240101006700100000050000 0000000000003688   
0601VDA0N       20240101006750100000050000 0000000000003691   
0601VDA0N       20240101006800100000050000 0000000000003695   
0601VDA0N       20240101006850100000050000 0000000000003699   
0601VDA0N       20240101006900100000050000 0000000000003703   
0601VDA0N       20240101006950100000050000 0000000000003706   
0601VDA0N       20240101007000100000050000 0000000000003710   
0601VDA0N       20240101007050100000050000 0000000000003713   
0601VDA0N       20240101007100100000050000 0000000000003717   
0601VDA0N       20240101007150100000050000 0000000000003720   
0601VDA0N       20240101007200100000050000 0000000000003724   
0601VDA0N       20240101007250100000050000 0000000000003727   
0601VDA0N       20240101007300100000050000 0000000000003731   
0601VDA0N       20240101007350100000050000 0000000000003734   
0601VDA0N       20240101007400100000050000 0000000000003737   
0601VDA0N       20240101007450100000050000 0000000000003740   
0601VDA0N       20240101007500100000050000 0000000000003743   
0601VDA0N       20240101007550100000050000 0000000000003745   
0601VDA0N       20240101007600100000050000 0000000000003747   
0601VDA0N       20240101007650100000050000 0000000000003749   
0601VDA0N       20240101007700100000050000 0000000000003751   
0601VDA0N       20240101007750100000050000 0000000000003753   
0601VDA0N       20240101007800100000050000 0000000000003755   
0601VDA0N       20240101007850100000050000 0000000000003757   
0601VDA0N       20240101007900100000050000 0000000000003759   
0601VDA0N       20240101007950100000050000 0000000000003761   
0601VDA0N       20240101008000100000050000 0000000000003763   
0601VDA0N       20240101008050100000050000 0000000000003765   
0601VDA0N       20240101008100100000050000 0000000000003767   
0601VDA0N       20240101008150100000050000 0000000000003769   
0601VDA0N       20240101008200100000050000 0000000000003770   
0601VDA0N       20240101008250100000050000 0000000000003772   
0601VDA0N       20240101008300100000050000 0000000000003774   
0601VDA0N       20240101008350100000050000 0000000000003775   
0601VDA0N       20240101008400100000050000 0000000000003777   
0601VDA0N       20240101008450100000050000 0000000000003779   
0601VDA0N       20240101008500100000050000 0000000000003781   
0601VDA0N       20240101008550100000050000 0000000000003783   
0601VDA0N       20240101008600100000050000 0000000000003784   
0601VDA0N       20240101008650100000050000 0000000000003786   
0601VDA0N       20240101008700100000050000 0000000000003788   
0601VDA0N       20240101008750100000050000 0000000000003789   
0601VDA0N       20240101008800100000050000 0000000000003790   
0601VDA0N       20240101008850100000050000 0000000000003792   
0601VDA0N       20240101008900100000050000 0000000000003793   
0601VDA0N       20240101008950100000050000 0000000000003795   
0601VDA0N       20240101009000100000050000 0000000000003796   
0601VDA0N       20240101009050100000050000 0000000000003798   
0601VDA0N       20240101009100100000050000 0000000000003799   
0601VDA0N       20240101009150100000050000 0000000000003802   
0601VDA0N       20240101009200100000050000 0000000000003803   
0601VDA0N       20240101009250100000050000 0000000000003804   
0601VDA0N       20240101009300100000050000 0000000000003805   
0601VDA0N       20240101009350100000050000 0000000000003807   
0601VDA0N       20240101009400100000050000 0000000000003808   
0601VDA0N       20240101009450100000050000 0000000000003809   
0601VDA0N       20240101009500100000050000 0000000000003811   
0601VDA0N       20240101009550100000050000 0000000000003812   
0601VDA0N       20240101009600100000050000 0000000000003813   
0601VDA0N       20240101009650100000050000 0000000000003814   
0601VDA0N       20240101009700100000050000 0000000000003816   
0601VDA0N       20240101009750100000050000 0000000000003817   
0601VDA0N       20240101009800100000050000 0000000000003818   
0601VDA0N       20240101009850100000050000 0000000000003820   
0601VDA0N       20240101009900100000050000 0000000000003821   
0601VDA0N       20240101009950100000050000 0000000000003823   
0601VDA0N       20240101010000100040000000 0000000000003823   
0601VDA1N       20240101000000100000315000 0100000000000000   
0601VDA1N       20240101000315100000005000 0100000000000007   
0601VDA1N       20240101000320100000005000 0100000000000008   
0601VDA1N       20240101000325100000005000 0100000000000016   
0601VDA1N       20240101000330100000005000 0100000000000020   
0601VDA1N       20240101000335100000005000 0100000000000027   
0601VDA1N       20240101000340100000005000 0100000000000036   
0601VDA1N       20240101000345100000005000 0100000000000046   
0601VDA1N       20240101000350100000005000 0100000000000055   
0601VDA1N       20240101000355100000005000 0100000000000065   
0601VDA1N       20240101000360100000005000 0100000000000078   
0601VDA1N       20240101000365100000005000 0100000000000089   
0601VDA1N       20240101000370100000005000 0100000000000105   
0601VDA1N       20240101000375100000005000 0100000000000120   
0601VDA1N       20240101000380100000005000 0100000000000133   
0601VDA1N       20240101000385100000005000 0100000000000147   
0601VDA1N       20240101000390100000005000 0100000000000160   
0601VDA1N       20240101000395100000005000 0100000000000175   
0601VDA1N       20240101000400100000005000 0100000000000191   
0601VDA1N       20240101000405100000005000 0100000000000206   
0601VDA1N       20240101000410100000005000 0100000000000221   
0601VDA1N       20240101000415100000005000 0100000000000236   
0601VDA1N       20240101000420100000005000 0100000000000253   
